"Top10Finishes_RANKTHISWEEK_2006","Top10Finishes_RANKLASTWEEK_2006","Top10Finishes_PLAYERNAME_2006","Top10Finishes_EVENTS_2006","Top10Finishes_TOP10_2006","Top10Finishes_1ST_2006","Top10Finishes_2ND_2006","Top10Finishes_3RD_2006","stat_name","year"
38,38,"Zach Johnson",27,4,NA,2,1,"Top10Finishes",2006
38,38,"Tom Lehman",20,4,NA,1,NA,"Top10Finishes",2006
38,38,"Davis Love III",23,4,1,1,NA,"Top10Finishes",2006
38,38,"Shigeki Maruyama",30,4,NA,NA,1,"Top10Finishes",2006
38,38,"Daisuke Maruyama",25,4,NA,NA,1,"Top10Finishes",2006
38,38,"Billy Mayfair",29,4,NA,NA,2,"Top10Finishes",2006
38,38,"Ryan Moore",22,4,NA,1,NA,"Top10Finishes",2006
38,38,"Arron Oberholser",23,4,1,NA,NA,"Top10Finishes",2006
38,38,"Jose Maria Olazabal",18,4,NA,2,1,"Top10Finishes",2006
38,38,"Ryan Palmer",30,4,NA,1,NA,"Top10Finishes",2006
38,38,"Jesper Parnevik",24,4,NA,1,NA,"Top10Finishes",2006
38,38,"Ian Poulter",15,4,NA,1,NA,"Top10Finishes",2006
38,38,"John Rollins",28,4,1,NA,NA,"Top10Finishes",2006
38,38,"Joey Sindelar",29,4,NA,NA,NA,"Top10Finishes",2006
38,38,"Jeff Sluman",29,4,NA,NA,1,"Top10Finishes",2006
38,38,"Bo Van Pelt",28,4,NA,NA,NA,"Top10Finishes",2006
38,38,"Scott Verplank",25,4,NA,2,NA,"Top10Finishes",2006
38,38,"Camilo Villegas",29,4,NA,2,1,"Top10Finishes",2006
61,61,"Robert Allenby",22,3,NA,NA,NA,"Top10Finishes",2006
61,61,"Stephen Ames",21,3,1,NA,NA,"Top10Finishes",2006
61,61,"Billy Andrade",24,3,NA,1,1,"Top10Finishes",2006
61,61,"Briny Baird",25,3,NA,NA,NA,"Top10Finishes",2006
61,61,"Jason Bohn",29,3,NA,1,NA,"Top10Finishes",2006
61,61,"Angel Cabrera",12,3,NA,NA,NA,"Top10Finishes",2006
61,61,"Jose Coceres",13,3,NA,NA,NA,"Top10Finishes",2006
61,61,"Ben Crane",26,3,NA,1,NA,"Top10Finishes",2006
61,61,"Bubba Dickerson",32,3,NA,NA,NA,"Top10Finishes",2006
61,61,"Fred Funk",29,3,NA,1,NA,"Top10Finishes",2006
61,61,"Mathew Goggin",26,3,NA,1,NA,"Top10Finishes",2006
61,61,"Padraig Harrington",15,3,NA,1,NA,"Top10Finishes",2006
61,61,"Dudley Hart",29,3,NA,NA,NA,"Top10Finishes",2006
61,61,"Charles Howell III",30,3,NA,2,NA,"Top10Finishes",2006
61,61,"Richard Johnson",29,3,NA,1,NA,"Top10Finishes",2006
61,61,"Peter Lonard",22,3,NA,NA,NA,"Top10Finishes",2006
61,61,"Steve Lowery",31,3,NA,1,NA,"Top10Finishes",2006
61,61,"Joe Ogilvie",29,3,NA,NA,1,"Top10Finishes",2006
61,61,"Ted Purdy",33,3,NA,NA,NA,"Top10Finishes",2006
61,61,"John Senden",28,3,1,NA,NA,"Top10Finishes",2006
61,61,"Heath Slocum",30,3,NA,NA,2,"Top10Finishes",2006
61,61,"Bubba Watson",27,3,NA,NA,1,"Top10Finishes",2006
83,83,"Eric Axley",29,2,1,NA,1,"Top10Finishes",2006
83,83,"Aaron Baddeley",25,2,1,NA,NA,"Top10Finishes",2006
83,83,"Craig Barlow",22,2,NA,NA,1,"Top10Finishes",2006
83,83,"Doug Barron",28,2,NA,NA,NA,"Top10Finishes",2006
83,83,"David Branshaw",29,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Jeff Brehaut",33,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Olin Browne",30,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Bart Bryant",26,2,NA,1,NA,"Top10Finishes",2006
83,83,"Alex Cejka",30,2,NA,NA,1,"Top10Finishes",2006
83,83,"John Cook",22,2,NA,NA,1,"Top10Finishes",2006
83,83,"Fred Couples",17,2,NA,NA,1,"Top10Finishes",2006
83,83,"Ben Curtis",26,2,2,NA,NA,"Top10Finishes",2006
83,83,"Brian Davis",28,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Chris DiMarco",26,2,NA,1,NA,"Top10Finishes",2006
83,83,"Bob Estes",25,2,NA,2,NA,"Top10Finishes",2006
83,83,"Harrison Frazar",29,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Brian Gay",31,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Jeff Gove",29,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Paul Goydos",24,2,NA,1,NA,"Top10Finishes",2006
83,83,"Scott Gutschewski",19,2,NA,NA,NA,"Top10Finishes",2006
83,83,"JP Hayes",19,2,NA,1,NA,"Top10Finishes",2006
83,83,"Tim Herron",27,2,1,NA,NA,"Top10Finishes",2006
83,83,"Gabriel Hjertstedt",16,2,NA,NA,NA,"Top10Finishes",2006
83,83,"JB Holmes",26,2,1,NA,NA,"Top10Finishes",2006
83,83,"Freddie Jacobson",18,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Lee Janzen",28,2,NA,NA,1,"Top10Finishes",2006
83,83,"Brandt Jobe",28,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Kent Jones",32,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Stephen Leaney",27,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Justin Leonard",26,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Jeff Maggert",26,2,1,NA,NA,"Top10Finishes",2006
83,83,"Hunter Mahan",29,2,NA,1,NA,"Top10Finishes",2006
83,83,"David McKenzie",28,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Shaun Micheel",29,2,NA,1,NA,"Top10Finishes",2006
83,83,"Sean OHair",30,2,NA,NA,1,"Top10Finishes",2006
83,83,"Nick OHern",15,2,NA,1,NA,"Top10Finishes",2006
83,83,"Jeff Overton",28,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Greg Owen",24,2,NA,1,NA,"Top10Finishes",2006
83,83,"DJ Trahan",33,2,1,NA,NA,"Top10Finishes",2006
83,83,"Omar Uresti",22,2,NA,NA,1,"Top10Finishes",2006
83,83,"Charles Warren",27,2,NA,NA,NA,"Top10Finishes",2006
83,83,"Lee Westwood",14,2,NA,NA,NA,"Top10Finishes",2006
125,125,"Arjun Atwal",33,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Paul Azinger",30,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Brian Bateman",26,1,NA,NA,1,"Top10Finishes",2006
125,125,"Cameron Beckman",16,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Rich Beem",27,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Notah Begay III",12,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Shane Bertsch",34,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Henrik Bjornstad",31,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Mark Calcavecchia",27,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Michael Campbell",10,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Paul Casey",8,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Darren Clarke",11,1,NA,NA,1,"Top10Finishes",2006
125,125,"Chris Couch",27,1,1,NA,NA,"Top10Finishes",2006
125,125,"Kris Cox",28,1,NA,NA,1,"Top10Finishes",2006
125,125,"Robert Damron",31,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Marco Dawson",27,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Glen Day",12,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Jay Delsing",14,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Danny Ellis",23,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Kenneth Ferrie",3,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Carlos Franco",29,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Robert Garrigus",28,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Brent Geiberger",30,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Matt Gogel",14,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Mathias Gronberg",30,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Bill Haas",30,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Todd Hamilton",27,1,NA,NA,NA,"Top10Finishes",2006
125,125,"David Howell",14,1,NA,NA,NA,"Top10Finishes",2006
125,125,"John Huston",27,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Ryuji Imada",31,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Thongchai Jaidee",2,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Shingo Katayama",6,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Jonathan Kaye",32,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Skip Kendall",22,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Anthony Kim",2,1,NA,1,NA,"Top10Finishes",2006
125,125,"Bernhard Langer",24,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Ian Leggatt",29,1,NA,NA,NA,"Top10Finishes",2006
125,125,"JL Lewis",17,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Will Ma Kenzie",29,1,1,NA,NA,"Top10Finishes",2006
125,125,"Bob May",21,1,NA,1,NA,"Top10Finishes",2006
125,125,"Larry Mize",18,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Colin Montgomerie",8,1,NA,1,NA,"Top10Finishes",2006
125,125,"Corey Pavin",23,1,1,NA,NA,"Top10Finishes",2006
125,125,"Pat Perez",19,1,NA,NA,1,"Top10Finishes",2006
125,125,"DA Points",28,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Dicky Pride",9,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Tag Ridings",33,1,NA,NA,NA,"Top10Finishes",2006
125,125,"John Riegger",20,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Chris Riley",27,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Andres Romero",2,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Patrick Sheehan",34,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Jerry Smith",29,1,NA,NA,NA,"Top10Finishes",2006
125,125,"BJ Staten",18,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Henrik Stenson",10,1,NA,NA,1,"Top10Finishes",2006
125,125,"Hideto Tanihara",2,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Nicholas Thompson",32,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Kirk Triplett",18,1,1,NA,NA,"Top10Finishes",2006
125,125,"Tjaart van der Walt",21,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Duffy Waldorf",28,1,NA,NA,1,"Top10Finishes",2006
125,125,"Ron Whittaker",28,1,NA,NA,NA,"Top10Finishes",2006
125,125,"Mark Wilson",24,1,NA,NA,NA,"Top10Finishes",2006
