"DrivingPct320AllDrives_RANKTHISWEEK_2015","DrivingPct320AllDrives_RANKLASTWEEK_2015","DrivingPct320AllDrives_PLAYERNAME_2015","DrivingPct320AllDrives_ROUNDS_2015","DrivingPct320AllDrives_Pct_2015","DrivingPct320AllDrives_TOTALDRIVESFOR320_2015","DrivingPct320AllDrives_TOTALDRIVESOVERALL_2015","DrivingPct320AllDrives_RELATIVETOPAR_2015","stat_name","year"
1,1,"Bubba Watson",71,34.39,271,788,-0.351,"DrivingPct320AllDrives",2015
2,2,"Dustin Johnson",75,30.03,227,756,-0.207,"DrivingPct320AllDrives",2015
3,3,"Jason Day",75,25.19,202,802,-0.302,"DrivingPct320AllDrives",2015
4,4,"JB Holmes",89,23.81,221,928,-0.276,"DrivingPct320AllDrives",2015
5,5,"Adam Scott",51,20.85,93,446,-0.237,"DrivingPct320AllDrives",2015
6,6,"Tony Finau",106,19.7,253,1284,-0.229,"DrivingPct320AllDrives",2015
7,7,"Patrick Rodgers",57,19.47,125,642,-0.216,"DrivingPct320AllDrives",2015
8,8,"Brooks Koepka",84,19.34,176,910,-0.352,"DrivingPct320AllDrives",2015
9,9,"Charlie Beljan",76,18.74,149,795,-0.195,"DrivingPct320AllDrives",2015
10,10,"Jason Kokrak",88,16.97,189,1114,-0.222,"DrivingPct320AllDrives",2015
11,11,"Ryan Palmer",80,15.92,120,754,-0.225,"DrivingPct320AllDrives",2015
12,12,"Gary Woodland",81,14.85,112,754,-0.241,"DrivingPct320AllDrives",2015
13,13,"Jimmy Walker",89,14.33,129,900,-0.186,"DrivingPct320AllDrives",2015
14,14,"Charley Hoffman",97,14,149,1064,-0.201,"DrivingPct320AllDrives",2015
15,15,"Charles Howell III",105,13.19,182,1380,-0.225,"DrivingPct320AllDrives",2015
16,16,"Angel Cabrera",53,13.01,77,592,-0.299,"DrivingPct320AllDrives",2015
17,17,"Steven Bowditch",103,12.81,158,1233,-0.253,"DrivingPct320AllDrives",2015
18,18,"Justin Thomas",106,12.63,169,1338,-0.331,"DrivingPct320AllDrives",2015
19,19,"Justin Rose",69,12.28,84,684,-0.333,"DrivingPct320AllDrives",2015
20,20,"Charl Schwartzel",67,12.2,70,574,-0.243,"DrivingPct320AllDrives",2015
21,21,"Robert Garrigus",70,11.78,90,764,0,"DrivingPct320AllDrives",2015
22,22,"Sergio Garcia",59,11.71,59,504,-0.136,"DrivingPct320AllDrives",2015
