"FinalRoundPerformance_RANKTHISWEEK_2005","FinalRoundPerformance_RANKLASTWEEK_2005","FinalRoundPerformance_PLAYERNAME_2005","FinalRoundPerformance_EVENTS_2005","FinalRoundPerformance_Pct_2005","stat_name","year"
1,1,"Tiger Woods",21,94.44,"FinalRoundPerformance",2005
2,2,"Charles Warren",31,86.67,"FinalRoundPerformance",2005
3,3,"Corey Pavin",23,80,"FinalRoundPerformance",2005
4,4,"Bernhard Langer",19,78.57,"FinalRoundPerformance",2005
5,5,"Ben Crane",21,77.78,"FinalRoundPerformance",2005
6,6,"Glen Day",27,76.92,"FinalRoundPerformance",2005
7,7,"Vijay Singh",30,76,"FinalRoundPerformance",2005
8,8,"Aaron Baddeley",27,75,"FinalRoundPerformance",2005
8,8,"Dennis Paulson",24,75,"FinalRoundPerformance",2005
10,10,"Greg Owen",24,73.68,"FinalRoundPerformance",2005
11,11,"Jonathan Kaye",24,73.33,"FinalRoundPerformance",2005
11,11,"Kevin Na",32,73.33,"FinalRoundPerformance",2005
11,11,"DA Points",33,73.33,"FinalRoundPerformance",2005
14,14,"Bob Estes",25,72.73,"FinalRoundPerformance",2005
15,15,"Fred Couples",22,71.43,"FinalRoundPerformance",2005
15,15,"Brad Faxon",23,71.43,"FinalRoundPerformance",2005
17,17,"John Cook",26,70,"FinalRoundPerformance",2005
17,17,"Brent Geiberger",21,70,"FinalRoundPerformance",2005
17,17,"Padraig Harrington",15,70,"FinalRoundPerformance",2005
17,17,"Charles Howell III",29,70,"FinalRoundPerformance",2005
17,17,"Loren Roberts",18,70,"FinalRoundPerformance",2005
17,17,"Vaughn Taylor",32,70,"FinalRoundPerformance",2005
23,23,"Robert Allenby",31,68.75,"FinalRoundPerformance",2005
23,23,"Rocco Mediate",24,68.75,"FinalRoundPerformance",2005
23,23,"Tag Ridings",31,68.75,"FinalRoundPerformance",2005
23,23,"Omar Uresti",27,68.75,"FinalRoundPerformance",2005
27,27,"Phil Mickelson",21,68.42,"FinalRoundPerformance",2005
28,28,"Jonathan Byrd",31,68.18,"FinalRoundPerformance",2005
28,28,"Brandt Jobe",27,68.18,"FinalRoundPerformance",2005
28,28,"Shigeki Maruyama",29,68.18,"FinalRoundPerformance",2005
31,31,"Michael Allen",30,66.67,"FinalRoundPerformance",2005
31,31,"Jim Carter",25,66.67,"FinalRoundPerformance",2005
31,31,"Steve Elkington",20,66.67,"FinalRoundPerformance",2005
31,31,"Dan Forsman",17,66.67,"FinalRoundPerformance",2005
31,31,"Brian Gay",33,66.67,"FinalRoundPerformance",2005
31,31,"Richard Johnson",16,66.67,"FinalRoundPerformance",2005
31,31,"Davis Love III",24,66.67,"FinalRoundPerformance",2005
31,31,"Joe Ogilvie",30,66.67,"FinalRoundPerformance",2005
31,31,"Bob Tway",26,66.67,"FinalRoundPerformance",2005
31,31,"Tjaart van der Walt",19,66.67,"FinalRoundPerformance",2005
41,41,"Olin Browne",29,65,"FinalRoundPerformance",2005
41,41,"JJ Henry",32,65,"FinalRoundPerformance",2005
43,43,"Tim Petrovic",32,64.71,"FinalRoundPerformance",2005
44,44,"Stewart Cink",26,63.64,"FinalRoundPerformance",2005
44,44,"Lee Janzen",26,63.64,"FinalRoundPerformance",2005
44,44,"Jay Williamson",16,63.64,"FinalRoundPerformance",2005
47,47,"Rich Beem",26,62.5,"FinalRoundPerformance",2005
47,47,"Robert Damron",28,62.5,"FinalRoundPerformance",2005
47,47,"Lucas Glover",28,62.5,"FinalRoundPerformance",2005
47,47,"Retief Goosen",18,62.5,"FinalRoundPerformance",2005
47,47,"Glen Hnatiuk",21,62.5,"FinalRoundPerformance",2005
47,47,"Justin Leonard",24,62.5,"FinalRoundPerformance",2005
53,53,"Chad Campbell",27,61.9,"FinalRoundPerformance",2005
54,54,"Jeff Brehaut",23,61.54,"FinalRoundPerformance",2005
54,54,"Hank Kuehne",30,61.54,"FinalRoundPerformance",2005
54,54,"Jose Maria Olazabal",16,61.54,"FinalRoundPerformance",2005
54,54,"Mike Weir",23,61.54,"FinalRoundPerformance",2005
58,58,"Dudley Hart",29,61.11,"FinalRoundPerformance",2005
58,58,"David Toms",25,61.11,"FinalRoundPerformance",2005
60,60,"Heath Slocum",29,60.87,"FinalRoundPerformance",2005
61,61,"John Huston",31,60,"FinalRoundPerformance",2005
61,61,"Jerry Kelly",31,60,"FinalRoundPerformance",2005
61,61,"Joey Snyder III",31,60,"FinalRoundPerformance",2005
61,61,"Kevin Stadler",33,60,"FinalRoundPerformance",2005
61,61,"Hidemichi Tanaka",34,60,"FinalRoundPerformance",2005
66,66,"Fred Funk",30,59.09,"FinalRoundPerformance",2005
66,66,"Jim Furyk",26,59.09,"FinalRoundPerformance",2005
66,66,"Tim Herron",28,59.09,"FinalRoundPerformance",2005
69,69,"DJ Brigman",26,58.33,"FinalRoundPerformance",2005
69,69,"Tom Pernice Jr",32,58.33,"FinalRoundPerformance",2005
69,69,"Mark Wilson",25,58.33,"FinalRoundPerformance",2005
72,72,"Bart Bryant",26,57.89,"FinalRoundPerformance",2005
73,73,"Tim Clark",26,57.14,"FinalRoundPerformance",2005
73,73,"Tom Lehman",20,57.14,"FinalRoundPerformance",2005
75,75,"Billy Andrade",26,56.25,"FinalRoundPerformance",2005
75,75,"Chris DiMarco",24,56.25,"FinalRoundPerformance",2005
75,75,"Joe Durant",25,56.25,"FinalRoundPerformance",2005
75,75,"Sergio Garcia",20,56.25,"FinalRoundPerformance",2005
79,79,"Brian Bateman",32,55.56,"FinalRoundPerformance",2005
79,79,"Jason Bohn",28,55.56,"FinalRoundPerformance",2005
79,79,"Bob Heintz",24,55.56,"FinalRoundPerformance",2005
79,79,"Neal Lancaster",31,55.56,"FinalRoundPerformance",2005
79,79,"Billy Mayfair",31,55.56,"FinalRoundPerformance",2005
84,84,"Doug Barron",24,54.55,"FinalRoundPerformance",2005
84,84,"James Driscoll",26,54.55,"FinalRoundPerformance",2005
84,84,"Matt Gogel",28,54.55,"FinalRoundPerformance",2005
