"GIRPercentagefromFairway_RANKTHISWEEK_2005","GIRPercentagefromFairway_RANKLASTWEEK_2005","GIRPercentagefromFairway_PLAYERNAME_2005","GIRPercentagefromFairway_ROUNDS_2005","GIRPercentagefromFairway_Pct_2005","GIRPercentagefromFairway_GREENSHIT_2005","GIRPercentagefromFairway_OFHOLES_2005","stat_name","year"
33,33,"Marco Dawson",82,78.35,561,716,"GIRPercentagefromFairway",2005
34,34,"Jeff Brehaut",71,78.19,509,651,"GIRPercentagefromFairway",2005
35,35,"Joe Durant",81,78.11,628,804,"GIRPercentagefromFairway",2005
36,36,"Shaun Micheel",81,78.1,535,685,"GIRPercentagefromFairway",2005
37,37,"Kenny Perry",82,78.09,556,712,"GIRPercentagefromFairway",2005
38,38,"Carlos Franco",78,77.87,475,610,"GIRPercentagefromFairway",2005
39,39,"Bart Bryant",91,77.81,726,933,"GIRPercentagefromFairway",2005
40,40,"Billy Mayfair",114,77.76,832,1070,"GIRPercentagefromFairway",2005
40,40,"Ryan Palmer",101,77.76,633,814,"GIRPercentagefromFairway",2005
42,42,"Richard Johnson",50,77.73,370,476,"GIRPercentagefromFairway",2005
43,43,"Geoff Ogilvy",97,77.68,616,793,"GIRPercentagefromFairway",2005
44,44,"Jose Maria Olazabal",55,77.65,344,443,"GIRPercentagefromFairway",2005
45,45,"Joey Sindelar",104,77.63,767,988,"GIRPercentagefromFairway",2005
46,46,"Charles Warren",89,77.61,603,777,"GIRPercentagefromFairway",2005
47,47,"Tom Lehman",69,77.52,469,605,"GIRPercentagefromFairway",2005
48,48,"Steve Elkington",67,77.49,475,613,"GIRPercentagefromFairway",2005
49,49,"Jeff Sluman",94,77.45,680,878,"GIRPercentagefromFairway",2005
50,50,"Craig Barlow",81,77.28,534,691,"GIRPercentagefromFairway",2005
51,51,"Will Ma Kenzie",75,77.22,488,632,"GIRPercentagefromFairway",2005
52,52,"Rod Pampling",89,77.2,552,715,"GIRPercentagefromFairway",2005
53,53,"Harrison Frazar",105,77.18,690,894,"GIRPercentagefromFairway",2005
53,53,"Dudley Hart",84,77.18,558,723,"GIRPercentagefromFairway",2005
55,55,"Jonathan Kaye",77,77.17,524,679,"GIRPercentagefromFairway",2005
56,56,"John Senden",101,77.14,702,910,"GIRPercentagefromFairway",2005
57,57,"John Daly",78,77.13,408,529,"GIRPercentagefromFairway",2005
58,58,"Arron Oberholser",65,77.09,451,585,"GIRPercentagefromFairway",2005
59,59,"Sean OHair",103,77.02,657,853,"GIRPercentagefromFairway",2005
60,60,"Freddie Jacobson",72,77,442,574,"GIRPercentagefromFairway",2005
61,61,"Zach Johnson",96,76.96,688,894,"GIRPercentagefromFairway",2005
62,62,"Arjun Atwal",65,76.85,425,553,"GIRPercentagefromFairway",2005
63,63,"Joey Snyder III",102,76.82,696,906,"GIRPercentagefromFairway",2005
64,64,"Brett Quigley",96,76.8,566,737,"GIRPercentagefromFairway",2005
65,65,"Jeff Maggert",79,76.79,559,728,"GIRPercentagefromFairway",2005
66,66,"Olin Browne",99,76.78,744,969,"GIRPercentagefromFairway",2005
67,67,"Tag Ridings",93,76.77,532,693,"GIRPercentagefromFairway",2005
67,67,"Steve Stricker",62,76.77,347,452,"GIRPercentagefromFairway",2005
69,69,"Steve Lowery",100,76.74,640,834,"GIRPercentagefromFairway",2005
70,70,"Stewart Cink",98,76.73,587,765,"GIRPercentagefromFairway",2005
71,71,"Luke Donald",67,76.7,418,545,"GIRPercentagefromFairway",2005
72,72,"Phil Mickelson",81,76.6,468,611,"GIRPercentagefromFairway",2005
73,73,"Vaughn Taylor",99,76.58,680,888,"GIRPercentagefromFairway",2005
74,74,"Kevin Sutherland",89,76.55,604,789,"GIRPercentagefromFairway",2005
75,75,"Thomas Levet",54,76.53,326,426,"GIRPercentagefromFairway",2005
76,76,"Frank Lickliter II",100,76.52,642,839,"GIRPercentagefromFairway",2005
77,77,"Carl Pettersson",109,76.46,679,888,"GIRPercentagefromFairway",2005
78,78,"John Rollins",97,76.33,645,845,"GIRPercentagefromFairway",2005
79,79,"Woody Austin",100,76.27,646,847,"GIRPercentagefromFairway",2005
80,80,"Jason Bohn",91,76.21,599,786,"GIRPercentagefromFairway",2005
81,81,"Justin Leonard",78,76.18,518,680,"GIRPercentagefromFairway",2005
82,82,"Lee Westwood",50,76.14,316,415,"GIRPercentagefromFairway",2005
83,83,"Craig Perks",67,76.07,372,489,"GIRPercentagefromFairway",2005
84,84,"KJ Choi",78,76.05,508,668,"GIRPercentagefromFairway",2005
85,85,"Heath Slocum",103,76.02,748,984,"GIRPercentagefromFairway",2005
86,86,"Andrew Magee",82,76.01,469,617,"GIRPercentagefromFairway",2005
87,87,"David Hearn",68,75.96,493,649,"GIRPercentagefromFairway",2005
88,88,"Mark Wilson",74,75.84,496,654,"GIRPercentagefromFairway",2005
89,89,"Justin Bolli",65,75.77,394,520,"GIRPercentagefromFairway",2005
89,89,"JL Lewis",98,75.77,660,871,"GIRPercentagefromFairway",2005
91,91,"Jonathan Byrd",103,75.72,627,828,"GIRPercentagefromFairway",2005
92,92,"Stephen Ames",82,75.59,511,676,"GIRPercentagefromFairway",2005
92,92,"Stephen Leaney",89,75.59,613,811,"GIRPercentagefromFairway",2005
94,94,"Chris DiMarco",83,75.54,491,650,"GIRPercentagefromFairway",2005
95,95,"Lee Janzen",75,75.44,433,574,"GIRPercentagefromFairway",2005
96,96,"Rich Beem",66,75.4,380,504,"GIRPercentagefromFairway",2005
97,97,"Jerry Kelly",101,75.37,707,938,"GIRPercentagefromFairway",2005
98,98,"Tim Herron",100,75.35,642,852,"GIRPercentagefromFairway",2005
99,99,"Cameron Beckman",96,75.3,631,838,"GIRPercentagefromFairway",2005
100,100,"Greg Owen",84,75.29,521,692,"GIRPercentagefromFairway",2005
101,101,"Brian Davis",75,75.23,565,751,"GIRPercentagefromFairway",2005
102,102,"Michael Allen",90,75.18,512,681,"GIRPercentagefromFairway",2005
103,103,"DJ Trahan",81,75.15,499,664,"GIRPercentagefromFairway",2005
104,104,"Steve Allan",102,75.09,600,799,"GIRPercentagefromFairway",2005
104,104,"Bob Heintz",67,75.09,404,538,"GIRPercentagefromFairway",2005
104,104,"Justin Rose",99,75.09,633,843,"GIRPercentagefromFairway",2005
107,107,"DA Points",94,75.06,599,798,"GIRPercentagefromFairway",2005
107,107,"Scott Verplank",87,75.06,647,862,"GIRPercentagefromFairway",2005
109,109,"Paul Azinger",66,75,420,560,"GIRPercentagefromFairway",2005
110,110,"Brian Bateman",98,74.97,608,811,"GIRPercentagefromFairway",2005
111,111,"Loren Roberts",54,74.95,377,503,"GIRPercentagefromFairway",2005
112,112,"Bob Estes",92,74.94,616,822,"GIRPercentagefromFairway",2005
113,113,"Kent Jones",99,74.92,663,885,"GIRPercentagefromFairway",2005
113,113,"Rocco Mediate",73,74.92,499,666,"GIRPercentagefromFairway",2005
115,115,"Hidemichi Tanaka",106,74.9,728,972,"GIRPercentagefromFairway",2005
116,116,"Phillip Price",77,74.85,500,668,"GIRPercentagefromFairway",2005
117,117,"Alex Cejka",84,74.84,568,759,"GIRPercentagefromFairway",2005
118,118,"Kevin Stadler",96,74.81,579,774,"GIRPercentagefromFairway",2005
119,119,"Daniel Chopra",108,74.78,602,805,"GIRPercentagefromFairway",2005
120,120,"Tim Clark",92,74.72,600,803,"GIRPercentagefromFairway",2005
121,121,"Doug Barron",70,74.59,502,673,"GIRPercentagefromFairway",2005
122,122,"Duffy Waldorf",86,74.56,595,798,"GIRPercentagefromFairway",2005
123,123,"Paul Claxton",79,74.49,584,784,"GIRPercentagefromFairway",2005
123,123,"Bernhard Langer",67,74.49,403,541,"GIRPercentagefromFairway",2005
125,125,"Steve Flesch",90,74.47,560,752,"GIRPercentagefromFairway",2005
125,125,"Tjaart van der Walt",56,74.47,385,517,"GIRPercentagefromFairway",2005
127,127,"Mark Calcavecchia",92,74.46,624,838,"GIRPercentagefromFairway",2005
128,128,"James Driscoll",73,74.43,390,524,"GIRPercentagefromFairway",2005
129,129,"Bill Glasson",54,74.4,340,457,"GIRPercentagefromFairway",2005
130,130,"Pat Perez",89,74.34,565,760,"GIRPercentagefromFairway",2005
131,131,"Patrick Sheehan",114,74.33,692,931,"GIRPercentagefromFairway",2005
132,132,"Peter Lonard",85,74.28,540,727,"GIRPercentagefromFairway",2005
133,133,"Mark Hensby",70,74.17,448,604,"GIRPercentagefromFairway",2005
134,134,"Mike Weir",71,74.11,438,591,"GIRPercentagefromFairway",2005
135,135,"Billy Andrade",83,74.04,542,732,"GIRPercentagefromFairway",2005
136,136,"JP Hayes",63,74.01,393,531,"GIRPercentagefromFairway",2005
136,136,"Michael Long",72,74.01,450,608,"GIRPercentagefromFairway",2005
138,138,"Shigeki Maruyama",99,74,626,846,"GIRPercentagefromFairway",2005
139,139,"Ted Purdy",122,73.99,802,1084,"GIRPercentagefromFairway",2005
140,140,"Bradley Hughes",52,73.98,361,488,"GIRPercentagefromFairway",2005
141,141,"John Huston",90,73.96,551,745,"GIRPercentagefromFairway",2005
142,142,"Dean Wilson",86,73.94,576,779,"GIRPercentagefromFairway",2005
143,143,"Ryuji Imada",78,73.89,464,628,"GIRPercentagefromFairway",2005
144,144,"Aaron Baddeley",84,73.77,450,610,"GIRPercentagefromFairway",2005
145,145,"Mathias Gronberg",60,73.73,376,510,"GIRPercentagefromFairway",2005
146,146,"John Cook",72,73.72,502,681,"GIRPercentagefromFairway",2005
147,147,"Robert Gamez",91,73.64,623,846,"GIRPercentagefromFairway",2005
148,148,"Darron Stiles",78,73.61,541,735,"GIRPercentagefromFairway",2005
149,149,"Padraig Harrington",50,73.57,270,367,"GIRPercentagefromFairway",2005
150,150,"Tom Byrum",83,73.53,600,816,"GIRPercentagefromFairway",2005
150,150,"Neal Lancaster",95,73.53,575,782,"GIRPercentagefromFairway",2005
152,152,"Dennis Paulson",63,73.49,352,479,"GIRPercentagefromFairway",2005
153,153,"Matt Kuchar",60,73.44,423,576,"GIRPercentagefromFairway",2005
154,154,"Ian Poulter",62,73.37,361,492,"GIRPercentagefromFairway",2005
155,155,"Rory Sabbatini",81,73.36,446,608,"GIRPercentagefromFairway",2005
156,156,"Scott McCarron",78,73.21,459,627,"GIRPercentagefromFairway",2005
157,157,"Brent Geiberger",61,73.17,379,518,"GIRPercentagefromFairway",2005
158,158,"Ben Crane",78,73.15,425,581,"GIRPercentagefromFairway",2005
159,159,"Todd Hamilton",94,72.98,578,792,"GIRPercentagefromFairway",2005
160,160,"Fred Funk",102,72.92,781,1071,"GIRPercentagefromFairway",2005
161,161,"Hank Kuehne",84,72.89,406,557,"GIRPercentagefromFairway",2005
162,162,"Tom Pernice Jr",111,72.87,685,940,"GIRPercentagefromFairway",2005
163,163,"Tom Gillis",77,72.85,491,674,"GIRPercentagefromFairway",2005
164,164,"Matt Gogel",78,72.73,488,671,"GIRPercentagefromFairway",2005
165,165,"Hunter Haas",83,72.66,473,651,"GIRPercentagefromFairway",2005
166,166,"Brian Gay",101,72.38,671,927,"GIRPercentagefromFairway",2005
167,167,"Omar Uresti",84,72.24,635,879,"GIRPercentagefromFairway",2005
168,168,"Robert Damron",89,72.2,639,885,"GIRPercentagefromFairway",2005
169,169,"Joe Ogilvie",103,72.17,625,866,"GIRPercentagefromFairway",2005
170,170,"Ben Curtis",65,72.1,416,577,"GIRPercentagefromFairway",2005
171,171,"Kirk Triplett",55,72.07,369,512,"GIRPercentagefromFairway",2005
172,172,"Chris Riley",67,71.93,433,602,"GIRPercentagefromFairway",2005
173,173,"DJ Brigman",76,71.92,456,634,"GIRPercentagefromFairway",2005
174,174,"John Elliott",58,71.84,296,412,"GIRPercentagefromFairway",2005
175,175,"Jason Allred",75,71.82,344,479,"GIRPercentagefromFairway",2005
176,176,"Mario Tiziani",67,71.79,425,592,"GIRPercentagefromFairway",2005
177,177,"Hideto Tanihara",50,71.64,293,409,"GIRPercentagefromFairway",2005
178,178,"Steve Jones",56,71.57,355,496,"GIRPercentagefromFairway",2005
179,179,"Franklin Langham",91,71.49,499,698,"GIRPercentagefromFairway",2005
180,180,"Todd Fischer",99,71.41,622,871,"GIRPercentagefromFairway",2005
181,181,"Corey Pavin",77,71.11,485,682,"GIRPercentagefromFairway",2005
182,182,"Matt Davidson",53,71.07,339,477,"GIRPercentagefromFairway",2005
183,183,"Brad Faxon",75,70.91,429,605,"GIRPercentagefromFairway",2005
184,184,"Jay Williamson",53,70.75,370,523,"GIRPercentagefromFairway",2005
185,185,"Danny Briggs",70,70.5,454,644,"GIRPercentagefromFairway",2005
186,186,"Skip Kendall",80,70.27,539,767,"GIRPercentagefromFairway",2005
187,187,"Larry Mize",54,70.14,343,489,"GIRPercentagefromFairway",2005
188,188,"Kevin Na",88,69.86,517,740,"GIRPercentagefromFairway",2005
189,189,"Rob Rashell",65,69.63,376,540,"GIRPercentagefromFairway",2005
189,189,"Charlie Wi",67,69.63,392,563,"GIRPercentagefromFairway",2005
191,191,"Gavin Coles",70,69.54,500,719,"GIRPercentagefromFairway",2005
192,192,"Jim Carter",62,69.18,395,571,"GIRPercentagefromFairway",2005
193,193,"Paul Gow",78,69.15,473,684,"GIRPercentagefromFairway",2005
194,194,"Len Mattiace",86,68.57,480,700,"GIRPercentagefromFairway",2005
195,195,"Jesper Parnevik",84,68.49,450,657,"GIRPercentagefromFairway",2005
196,196,"Mark Brooks",72,68.48,465,679,"GIRPercentagefromFairway",2005
197,197,"Glen Day",80,68.24,462,677,"GIRPercentagefromFairway",2005
198,198,"Jay Haas",54,68.09,318,467,"GIRPercentagefromFairway",2005
199,199,"Chris Anderson",66,68.06,375,551,"GIRPercentagefromFairway",2005
200,200,"Mark OMeara",66,67.32,379,563,"GIRPercentagefromFairway",2005
201,201,"Jose Coceres",56,66.79,362,542,"GIRPercentagefromFairway",2005
202,202,"Jeff Hart",63,66.67,430,645,"GIRPercentagefromFairway",2005
