"ConsecutiveBirdiesStreak_RANKTHISWEEK_2010","ConsecutiveBirdiesStreak_RANKLASTWEEK_2010","ConsecutiveBirdiesStreak_PLAYERNAME_2010","ConsecutiveBirdiesStreak_EVENTS_2010","ConsecutiveBirdiesStreak_NUMBEROFHOLES_2010","stat_name","year"
1,1,"Cameron Beckman",25,8,"ConsecutiveBirdiesStreak",2010
2,2,"Luke Donald",20,6,"ConsecutiveBirdiesStreak",2010
2,2,"Matt Every",18,6,"ConsecutiveBirdiesStreak",2010
2,2,"Spencer Levin",31,6,"ConsecutiveBirdiesStreak",2010
2,2,"Phil Mickelson",20,6,"ConsecutiveBirdiesStreak",2010
2,2,"Ryan Palmer",27,6,"ConsecutiveBirdiesStreak",2010
2,2,"Scott Piercy",28,6,"ConsecutiveBirdiesStreak",2010
2,2,"Kevin Streelman",28,6,"ConsecutiveBirdiesStreak",2010
2,2,"Brett Wetterich",16,6,"ConsecutiveBirdiesStreak",2010
2,2,"Charlie Wi",27,6,"ConsecutiveBirdiesStreak",2010
11,11,"Michael Allen",17,5,"ConsecutiveBirdiesStreak",2010
11,11,"Briny Baird",28,5,"ConsecutiveBirdiesStreak",2010
11,11,"Rich Barcelo",25,5,"ConsecutiveBirdiesStreak",2010
11,11,"Ricky Barnes",28,5,"ConsecutiveBirdiesStreak",2010
11,11,"Kris Blanks",30,5,"ConsecutiveBirdiesStreak",2010
11,11,"Jason Bohn",25,5,"ConsecutiveBirdiesStreak",2010
11,11,"Michael Bradley",24,5,"ConsecutiveBirdiesStreak",2010
11,11,"KJ Choi",22,5,"ConsecutiveBirdiesStreak",2010
11,11,"Michael Connell",25,5,"ConsecutiveBirdiesStreak",2010
11,11,"Graham DeLaet",28,5,"ConsecutiveBirdiesStreak",2010
11,11,"James Driscoll",26,5,"ConsecutiveBirdiesStreak",2010
11,11,"Jason Dufner",25,5,"ConsecutiveBirdiesStreak",2010
11,11,"Bob Estes",26,5,"ConsecutiveBirdiesStreak",2010
11,11,"Lucas Glover",23,5,"ConsecutiveBirdiesStreak",2010
11,11,"Paul Goydos",25,5,"ConsecutiveBirdiesStreak",2010
11,11,"Ryuji Imada",28,5,"ConsecutiveBirdiesStreak",2010
11,11,"Freddie Jacobson",24,5,"ConsecutiveBirdiesStreak",2010
11,11,"Zach Johnson",25,5,"ConsecutiveBirdiesStreak",2010
11,11,"Dustin Johnson",23,5,"ConsecutiveBirdiesStreak",2010
11,11,"Skip Kendall",18,5,"ConsecutiveBirdiesStreak",2010
11,11,"Martin Laird",26,5,"ConsecutiveBirdiesStreak",2010
11,11,"Billy Mayfair",26,5,"ConsecutiveBirdiesStreak",2010
11,11,"Graeme McDowell",10,5,"ConsecutiveBirdiesStreak",2010
11,11,"Andrew McLardy",21,5,"ConsecutiveBirdiesStreak",2010
11,11,"Ryan Moore",24,5,"ConsecutiveBirdiesStreak",2010
11,11,"Jesper Parnevik",5,5,"ConsecutiveBirdiesStreak",2010
11,11,"Tom Pernice Jr",22,5,"ConsecutiveBirdiesStreak",2010
11,11,"Alex Prugh",28,5,"ConsecutiveBirdiesStreak",2010
11,11,"Jeff Quinney",29,5,"ConsecutiveBirdiesStreak",2010
11,11,"Chez Reavie",15,5,"ConsecutiveBirdiesStreak",2010
11,11,"Justin Rose",22,5,"ConsecutiveBirdiesStreak",2010
11,11,"Rory Sabbatini",26,5,"ConsecutiveBirdiesStreak",2010
11,11,"Brandt Snedeker",26,5,"ConsecutiveBirdiesStreak",2010
11,11,"Kevin Sutherland",25,5,"ConsecutiveBirdiesStreak",2010
11,11,"Vaughn Taylor",26,5,"ConsecutiveBirdiesStreak",2010
11,11,"Josh Teater",31,5,"ConsecutiveBirdiesStreak",2010
11,11,"David Toms",25,5,"ConsecutiveBirdiesStreak",2010
11,11,"Omar Uresti",27,5,"ConsecutiveBirdiesStreak",2010
11,11,"Boo Weekley",27,5,"ConsecutiveBirdiesStreak",2010
11,11,"Lee Westwood",11,5,"ConsecutiveBirdiesStreak",2010
11,11,"Chris Wilson",26,5,"ConsecutiveBirdiesStreak",2010
52,52,"Robert Allenby",22,4,"ConsecutiveBirdiesStreak",2010
52,52,"Stephen Ames",23,4,"ConsecutiveBirdiesStreak",2010
52,52,"Stuart Appleby",31,4,"ConsecutiveBirdiesStreak",2010
52,52,"Aaron Baddeley",26,4,"ConsecutiveBirdiesStreak",2010
52,52,"Notah Begay III",9,4,"ConsecutiveBirdiesStreak",2010
52,52,"Henrik Bjornstad",26,4,"ConsecutiveBirdiesStreak",2010
52,52,"Chad Campbell",28,4,"ConsecutiveBirdiesStreak",2010
52,52,"Paul Casey",17,4,"ConsecutiveBirdiesStreak",2010
52,52,"Alex Cejka",28,4,"ConsecutiveBirdiesStreak",2010
52,52,"Tim Clark",24,4,"ConsecutiveBirdiesStreak",2010
52,52,"Chad Collins",26,4,"ConsecutiveBirdiesStreak",2010
52,52,"Erik Compton",7,4,"ConsecutiveBirdiesStreak",2010
52,52,"Chris Couch",23,4,"ConsecutiveBirdiesStreak",2010
52,52,"Ben Crane",24,4,"ConsecutiveBirdiesStreak",2010
52,52,"John Daly",20,4,"ConsecutiveBirdiesStreak",2010
52,52,"Brian Davis",32,4,"ConsecutiveBirdiesStreak",2010
52,52,"Marco Dawson",10,4,"ConsecutiveBirdiesStreak",2010
52,52,"Brendon de Jonge",32,4,"ConsecutiveBirdiesStreak",2010
52,52,"Brent Delahoussaye",21,4,"ConsecutiveBirdiesStreak",2010
52,52,"Ken Duke",5,4,"ConsecutiveBirdiesStreak",2010
52,52,"Joe Durant",19,4,"ConsecutiveBirdiesStreak",2010
52,52,"Steve Elkington",22,4,"ConsecutiveBirdiesStreak",2010
