"LeftRoughProximity_RANKTHISWEEK_2007","LeftRoughProximity_RANKLASTWEEK_2007","LeftRoughProximity_PLAYERNAME_2007","LeftRoughProximity_ROUNDS_2007","LeftRoughProximity_AVG_2007","LeftRoughProximity_ATTEMPTS_2007","LeftRoughProximity_TOTALDISTANCEFEET_2007","LeftRoughProximity_RELATIVETOPAR_2007","stat_name","year"
155,155,"Rich Beem",89,NA,118,5530.25,25,"LeftRoughProximity",2007
155,155,"Jason Dufner",100,NA,162,7583.167,18,"LeftRoughProximity",2007
155,155,"Hunter Mahan",91,NA,104,4866.75,13,"LeftRoughProximity",2007
158,158,"KJ Choi",87,NA,135,6333.75,17,"LeftRoughProximity",2007
158,158,"Glen Day",85,NA,108,5066.417,23,"LeftRoughProximity",2007
158,158,"Craig Kanada",109,NA,150,7034.5,29,"LeftRoughProximity",2007
158,158,"Bubba Watson",80,NA,133,6239.917,12,"LeftRoughProximity",2007
162,162,"Rory Sabbatini",81,NA,106,4987.25,14,"LeftRoughProximity",2007
163,163,"Scott Gutschewski",67,NA,100,4724.5,23,"LeftRoughProximity",2007
163,163,"Paul Stankowski",52,NA,98,4628.417,37,"LeftRoughProximity",2007
165,165,"Chad Campbell",96,NA,122,5794.5,24,"LeftRoughProximity",2007
165,165,"Shigeki Maruyama",84,NA,133,6312.333,23,"LeftRoughProximity",2007
165,165,"Bo Van Pelt",104,NA,154,7317.333,13,"LeftRoughProximity",2007
168,168,"John Merrick",92,NA,109,5189.833,22,"LeftRoughProximity",2007
169,169,"Tom Pernice Jr",104,NA,121,5765.167,9,"LeftRoughProximity",2007
170,170,"Matt Hendrix",63,NA,91,4346.5,21,"LeftRoughProximity",2007
171,171,"Nathan Green",103,NA,173,8268.75,12,"LeftRoughProximity",2007
172,172,"Stephen Ames",81,NA,87,4166.667,20,"LeftRoughProximity",2007
173,173,"Jeff Maggert",79,NA,121,5803.75,28,"LeftRoughProximity",2007
173,173,"Jeff Overton",60,NA,88,4225.75,10,"LeftRoughProximity",2007
175,175,"Matt Kuchar",85,NA,108,5219.083,19,"LeftRoughProximity",2007
176,176,"Woody Austin",95,NA,120,5808.75,17,"LeftRoughProximity",2007
177,177,"Mark Calcavecchia",93,NA,124,6020.5,32,"LeftRoughProximity",2007
178,178,"Gavin Coles",87,NA,104,5058.5,24,"LeftRoughProximity",2007
179,179,"John Daly",59,NA,129,6289.333,26,"LeftRoughProximity",2007
180,180,"Steve Elkington",87,NA,97,4738.583,19,"LeftRoughProximity",2007
181,181,"Stewart Cink",91,NA,114,5582.417,15,"LeftRoughProximity",2007
182,182,"Lee Janzen",66,NA,96,4753,16,"LeftRoughProximity",2007
183,183,"Peter Lonard",85,NA,107,5339.083,10,"LeftRoughProximity",2007
184,184,"Kent Jones",97,NA,119,5945.167,31,"LeftRoughProximity",2007
185,185,"Ben Curtis",80,NA,104,5213.333,27,"LeftRoughProximity",2007
186,186,"Brian Bateman",55,NA,74,3719.167,26,"LeftRoughProximity",2007
186,186,"Steve Stricker",81,NA,99,4974.5,17,"LeftRoughProximity",2007
188,188,"Marco Dawson",73,NA,105,5287.667,3,"LeftRoughProximity",2007
189,189,"Justin Rose",63,NA,72,3633.167,21,"LeftRoughProximity",2007
190,190,"Tripp Isenhour",86,NA,122,6195.25,29,"LeftRoughProximity",2007
190,190,"Billy Mayfair",98,NA,87,4415.5,12,"LeftRoughProximity",2007
192,192,"Zach Johnson",76,NA,61,3106.333,17,"LeftRoughProximity",2007
193,193,"Doug LaBelle II",104,NA,145,7425.25,33,"LeftRoughProximity",2007
194,194,"Aaron Baddeley",83,NA,106,5455.667,21,"LeftRoughProximity",2007
195,195,"Tom Byrum",50,NA,53,2764.833,16,"LeftRoughProximity",2007
196,196,"Retief Goosen",50,NA,63,3307.083,12,"LeftRoughProximity",2007
