"StrokesGainedTeetoGreen_RANKTHISWEEK_2013","StrokesGainedTeetoGreen_RANKLASTWEEK_2013","StrokesGainedTeetoGreen_PLAYERNAME_2013","StrokesGainedTeetoGreen_ROUNDS_2013","StrokesGainedTeetoGreen_AVERAGE_2013","StrokesGainedTeetoGreen_TOTALSGT2G_2013","StrokesGainedTeetoGreen_SGTOTAL_2013","StrokesGainedTeetoGreen_TOTALSGP_2013","StrokesGainedTeetoGreen_MEASUREDROUNDS_2013","stat_name","year"
1,1,"Justin Rose",62,1.914,88.048,79.269,-8.779,46,"StrokesGainedTeetoGreen",2013
2,2,"Henrik Stenson",65,1.612,70.94,71.179,0.239,44,"StrokesGainedTeetoGreen",2013
3,3,"Tiger Woods",61,1.6,68.817,87.064,18.247,43,"StrokesGainedTeetoGreen",2013
4,4,"Steve Stricker",51,1.463,51.221,76.771,25.55,35,"StrokesGainedTeetoGreen",2013
5,5,"Adam Scott",61,1.311,57.693,57.657,-0.036,44,"StrokesGainedTeetoGreen",2013
6,6,"Jim Furyk",80,1.275,81.59,87.464,5.874,64,"StrokesGainedTeetoGreen",2013
7,7,"Jordan Spieth",82,1.247,83.524,95.602,12.078,67,"StrokesGainedTeetoGreen",2013
8,8,"Bubba Watson",76,1.161,68.473,63.059,-5.414,59,"StrokesGainedTeetoGreen",2013
9,9,"Keegan Bradley",88,1.129,81.268,99.187,17.919,72,"StrokesGainedTeetoGreen",2013
10,10,"Rory McIlroy",56,1.076,44.106,40.365,-3.741,41,"StrokesGainedTeetoGreen",2013
11,11,"Lee Westwood",70,1.048,53.469,28.769,-24.7,51,"StrokesGainedTeetoGreen",2013
12,12,"Matt Kuchar",93,0.982,67.771,95.276,27.505,69,"StrokesGainedTeetoGreen",2013
13,13,"Charl Schwartzel",69,0.965,52.103,68.492,16.389,54,"StrokesGainedTeetoGreen",2013
14,14,"Bill Haas",85,0.948,65.423,83.761,18.338,69,"StrokesGainedTeetoGreen",2013
15,15,"Graham DeLaet",94,0.931,75.407,83.254,7.847,81,"StrokesGainedTeetoGreen",2013
16,16,"Webb Simpson",92,0.918,64.285,86.235,21.95,70,"StrokesGainedTeetoGreen",2013
17,17,"Sergio Garcia",65,0.908,42.669,71.404,28.735,47,"StrokesGainedTeetoGreen",2013
18,18,"Roberto Castro",97,0.869,73.02,33.601,-39.419,84,"StrokesGainedTeetoGreen",2013
19,19,"Dustin Johnson",71,0.847,43.222,37.974,-5.248,51,"StrokesGainedTeetoGreen",2013
20,20,"Jason Dufner",78,0.811,49.48,35.441,-14.039,61,"StrokesGainedTeetoGreen",2013
21,21,"Vijay Singh",61,0.796,38.196,-5.036,-43.232,48,"StrokesGainedTeetoGreen",2013
22,22,"Luke Donald",60,0.749,34.466,58.853,24.387,46,"StrokesGainedTeetoGreen",2013
23,23,"Boo Weekley",100,0.742,61.588,5.35,-56.238,83,"StrokesGainedTeetoGreen",2013
24,24,"Lucas Glover",65,0.711,36.978,-7.638,-44.616,52,"StrokesGainedTeetoGreen",2013
25,25,"Kevin Stadler",83,0.705,48.615,29.042,-19.573,69,"StrokesGainedTeetoGreen",2013
26,26,"Phil Mickelson",78,0.703,40.083,77.585,37.502,57,"StrokesGainedTeetoGreen",2013
