"YTDSubParRoundsStreak_RANKTHISWEEK_2007","YTDSubParRoundsStreak_RANKLASTWEEK_2007","YTDSubParRoundsStreak_PLAYERNAME_2007","YTDSubParRoundsStreak__2007","YTDSubParRoundsStreak_VALUE_2007","stat_name","year"
1,1,"Bo Van Pelt",NA,14,"YTDSubParRoundsStreak",2007
1,1,"Scott Verplank",NA,14,"YTDSubParRoundsStreak",2007
3,3,"Aaron Baddeley",NA,12,"YTDSubParRoundsStreak",2007
3,3,"Mathias Gronberg",NA,12,"YTDSubParRoundsStreak",2007
3,3,"Jesper Parnevik",NA,12,"YTDSubParRoundsStreak",2007
3,3,"Jay Williamson",NA,12,"YTDSubParRoundsStreak",2007
7,7,"Phil Mickelson",NA,11,"YTDSubParRoundsStreak",2007
7,7,"Nick Watney",NA,11,"YTDSubParRoundsStreak",2007
7,7,"Tiger Woods",NA,11,"YTDSubParRoundsStreak",2007
10,10,"Robert Allenby",NA,10,"YTDSubParRoundsStreak",2007
10,10,"Stephen Leaney",NA,10,"YTDSubParRoundsStreak",2007
10,10,"Jeff Quinney",NA,10,"YTDSubParRoundsStreak",2007
10,10,"David Toms",NA,10,"YTDSubParRoundsStreak",2007
14,14,"Ken Duke",NA,9,"YTDSubParRoundsStreak",2007
14,14,"Jim Furyk",NA,9,"YTDSubParRoundsStreak",2007
14,14,"Geoff Ogilvy",NA,9,"YTDSubParRoundsStreak",2007
14,14,"John Senden",NA,9,"YTDSubParRoundsStreak",2007
14,14,"Chris Tidland",NA,9,"YTDSubParRoundsStreak",2007
19,19,"Luke Donald",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Fred Funk",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Robert Gamez",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Charley Hoffman",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Freddie Jacobson",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Neal Lancaster",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Tom Lehman",NA,8,"YTDSubParRoundsStreak",2007
19,19,"John Mallinger",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Parker McLachlin",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Kenny Perry",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Heath Slocum",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Bubba Watson",NA,8,"YTDSubParRoundsStreak",2007
19,19,"Mike Weir",NA,8,"YTDSubParRoundsStreak",2007
32,32,"Rich Beem",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Craig Bowden",NA,7,"YTDSubParRoundsStreak",2007
32,32,"David Branshaw",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Tim Clark",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Sergio Garcia",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Bill Haas",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Justin Leonard",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Billy Mayfair",NA,7,"YTDSubParRoundsStreak",2007
32,32,"George McNeill",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Shaun Micheel",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Sean OHair",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Arron Oberholser",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Tim Petrovic",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Dicky Pride",NA,7,"YTDSubParRoundsStreak",2007
32,32,"John Rollins",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Rory Sabbatini",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Michael Sim",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Vijay Singh",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Kevin Stadler",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Steve Stricker",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Vaughn Taylor",NA,7,"YTDSubParRoundsStreak",2007
32,32,"DJ Trahan",NA,7,"YTDSubParRoundsStreak",2007
32,32,"Charlie Wi",NA,7,"YTDSubParRoundsStreak",2007
55,55,"Steve Allan",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Billy Andrade",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Tommy Armour III",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Ryan Armour",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Eric Axley",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Briny Baird",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Cameron Beckman",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Bart Bryant",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Jonathan Byrd",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Tom Byrum",NA,6,"YTDSubParRoundsStreak",2007
55,55,"KJ Choi",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Daniel Chopra",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Stewart Cink",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Brian Davis",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Steve Elkington",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Robert Garrigus",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Brian Gay",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Mathew Goggin",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Mark Hensby",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Charles Howell III",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Ryuji Imada",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Zach Johnson",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Kent Jones",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Cliff Kresge",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Davis Love III",NA,6,"YTDSubParRoundsStreak",2007
55,55,"Will Ma Kenzie",NA,6,"YTDSubParRoundsStreak",2007
