"TotalHoleOuts_RANKTHISWEEK_2012","TotalHoleOuts_RANKLASTWEEK_2012","TotalHoleOuts_PLAYERNAME_2012","TotalHoleOuts_ROUNDS_2012","TotalHoleOuts_HOLEOUTS_2012","stat_name","year"
1,1,"Chris Kirk",93,20,"TotalHoleOuts",2012
1,1,"Jimmy Walker",101,20,"TotalHoleOuts",2012
3,3,"Blake Adams",107,19,"TotalHoleOuts",2012
3,3,"Bud Cauley",99,19,"TotalHoleOuts",2012
3,3,"Brian Gay",91,19,"TotalHoleOuts",2012
3,3,"Charles Howell III",98,19,"TotalHoleOuts",2012
7,7,"Sean OHair",84,17,"TotalHoleOuts",2012
8,8,"Jonas Blixt",72,16,"TotalHoleOuts",2012
8,8,"Martin Flores",95,16,"TotalHoleOuts",2012
8,8,"John Huh",99,16,"TotalHoleOuts",2012
8,8,"Chris Stroud",86,16,"TotalHoleOuts",2012
8,8,"Vaughn Taylor",81,16,"TotalHoleOuts",2012
8,8,"Charlie Wi",86,16,"TotalHoleOuts",2012
14,14,"Tommy Biershenk",74,15,"TotalHoleOuts",2012
15,15,"Keegan Bradley",90,14,"TotalHoleOuts",2012
15,15,"Will Claxton",99,14,"TotalHoleOuts",2012
15,15,"Brendon de Jonge",115,14,"TotalHoleOuts",2012
15,15,"Harris English",98,14,"TotalHoleOuts",2012
15,15,"Daniel Summerhays",81,14,"TotalHoleOuts",2012
20,20,"Greg Chalmers",88,13,"TotalHoleOuts",2012
20,20,"Gary Christian",91,13,"TotalHoleOuts",2012
20,20,"Chris DiMarco",83,13,"TotalHoleOuts",2012
20,20,"Ken Duke",104,13,"TotalHoleOuts",2012
20,20,"Billy Hurley III",70,13,"TotalHoleOuts",2012
20,20,"Ryuji Imada",78,13,"TotalHoleOuts",2012
20,20,"Sung Kang",75,13,"TotalHoleOuts",2012
20,20,"JJ Killeen",101,13,"TotalHoleOuts",2012
20,20,"Matt Kuchar",86,13,"TotalHoleOuts",2012
20,20,"Marc Leishman",84,13,"TotalHoleOuts",2012
20,20,"Kevin Na",80,13,"TotalHoleOuts",2012
20,20,"Kyle Reifers",86,13,"TotalHoleOuts",2012
20,20,"Cameron Tringale",88,13,"TotalHoleOuts",2012
33,33,"Charlie Beljan",61,12,"TotalHoleOuts",2012
33,33,"Kevin Chappell",91,12,"TotalHoleOuts",2012
33,33,"Erik Compton",81,12,"TotalHoleOuts",2012
33,33,"Ben Crane",73,12,"TotalHoleOuts",2012
33,33,"Tom Gillis",75,12,"TotalHoleOuts",2012
33,33,"Charley Hoffman",88,12,"TotalHoleOuts",2012
33,33,"Dustin Johnson",70,12,"TotalHoleOuts",2012
33,33,"Spencer Levin",81,12,"TotalHoleOuts",2012
33,33,"Troy Matteson",100,12,"TotalHoleOuts",2012
33,33,"Ryan Moore",89,12,"TotalHoleOuts",2012
33,33,"Scott Piercy",95,12,"TotalHoleOuts",2012
33,33,"DA Points",88,12,"TotalHoleOuts",2012
33,33,"Chez Reavie",83,12,"TotalHoleOuts",2012
33,33,"Brendon Todd",78,12,"TotalHoleOuts",2012
33,33,"Jhonattan Vegas",77,12,"TotalHoleOuts",2012
48,48,"Sangmoon Bae",81,11,"TotalHoleOuts",2012
48,48,"Kris Blanks",65,11,"TotalHoleOuts",2012
