"TotalHoleOuts_RANKTHISWEEK_2012","TotalHoleOuts_RANKLASTWEEK_2012","TotalHoleOuts_PLAYERNAME_2012","TotalHoleOuts_ROUNDS_2012","TotalHoleOuts_HOLEOUTS_2012","stat_name","year"
48,48,"Chad Campbell",84,11,"TotalHoleOuts",2012
48,48,"KJ Choi",71,11,"TotalHoleOuts",2012
48,48,"Luke Donald",63,11,"TotalHoleOuts",2012
48,48,"Matt Every",80,11,"TotalHoleOuts",2012
48,48,"Sergio Garcia",57,11,"TotalHoleOuts",2012
48,48,"Bobby Gates",87,11,"TotalHoleOuts",2012
48,48,"Hunter Haas",69,11,"TotalHoleOuts",2012
48,48,"Bill Haas",79,11,"TotalHoleOuts",2012
48,48,"Danny Lee",74,11,"TotalHoleOuts",2012
48,48,"Bill Lunde",83,11,"TotalHoleOuts",2012
48,48,"David Mathis",83,11,"TotalHoleOuts",2012
48,48,"Seung Yul Noh",105,11,"TotalHoleOuts",2012
48,48,"Pat Perez",81,11,"TotalHoleOuts",2012
48,48,"John Rollins",81,11,"TotalHoleOuts",2012
48,48,"Vijay Singh",99,11,"TotalHoleOuts",2012
48,48,"Brandt Snedeker",81,11,"TotalHoleOuts",2012
48,48,"Gary Woodland",70,11,"TotalHoleOuts",2012
67,67,"Robert Allenby",76,10,"TotalHoleOuts",2012
67,67,"Matt Bettencourt",80,10,"TotalHoleOuts",2012
67,67,"Brian Davis",91,10,"TotalHoleOuts",2012
67,67,"Bob Estes",78,10,"TotalHoleOuts",2012
67,67,"Rickie Fowler",84,10,"TotalHoleOuts",2012
67,67,"Robert Garrigus",89,10,"TotalHoleOuts",2012
67,67,"Brian Harman",101,10,"TotalHoleOuts",2012
67,67,"David Hearn",95,10,"TotalHoleOuts",2012
67,67,"Tim Herron",88,10,"TotalHoleOuts",2012
67,67,"Davis Love III",64,10,"TotalHoleOuts",2012
67,67,"Jeff Maggert",83,10,"TotalHoleOuts",2012
67,67,"Billy Mayfair",90,10,"TotalHoleOuts",2012
67,67,"William McGirt",96,10,"TotalHoleOuts",2012
67,67,"Nick OHern",78,10,"TotalHoleOuts",2012
67,67,"Webb Simpson",77,10,"TotalHoleOuts",2012
82,82,"Roberto Castro",92,9,"TotalHoleOuts",2012
82,82,"Daniel Chopra",55,9,"TotalHoleOuts",2012
82,82,"Marco Dawson",60,9,"TotalHoleOuts",2012
82,82,"Graham DeLaet",79,9,"TotalHoleOuts",2012
82,82,"JJ Henry",93,9,"TotalHoleOuts",2012
82,82,"Brandt Jobe",57,9,"TotalHoleOuts",2012
82,82,"Zach Johnson",95,9,"TotalHoleOuts",2012
82,82,"John Mallinger",74,9,"TotalHoleOuts",2012
82,82,"Phil Mickelson",79,9,"TotalHoleOuts",2012
82,82,"Jeff Overton",101,9,"TotalHoleOuts",2012
82,82,"Ryan Palmer",81,9,"TotalHoleOuts",2012
82,82,"Dicky Pride",62,9,"TotalHoleOuts",2012
82,82,"Rory Sabbatini",84,9,"TotalHoleOuts",2012
82,82,"Henrik Stenson",51,9,"TotalHoleOuts",2012
82,82,"Mark Wilson",84,9,"TotalHoleOuts",2012
97,97,"Arjun Atwal",79,8,"TotalHoleOuts",2012
97,97,"Ricky Barnes",92,8,"TotalHoleOuts",2012
97,97,"Cameron Beckman",81,8,"TotalHoleOuts",2012
97,97,"Michael Bradley",63,8,"TotalHoleOuts",2012
97,97,"Miguel Angel Carballo",73,8,"TotalHoleOuts",2012
97,97,"Tim Clark",60,8,"TotalHoleOuts",2012
97,97,"Jim Furyk",85,8,"TotalHoleOuts",2012
97,97,"Tommy Gainey",98,8,"TotalHoleOuts",2012
97,97,"Troy Kelly",68,8,"TotalHoleOuts",2012
97,97,"Kevin Kisner",69,8,"TotalHoleOuts",2012
97,97,"Justin Leonard",79,8,"TotalHoleOuts",2012
97,97,"George McNeill",85,8,"TotalHoleOuts",2012
97,97,"Rod Pampling",88,8,"TotalHoleOuts",2012
97,97,"Carl Pettersson",92,8,"TotalHoleOuts",2012
97,97,"Andres Romero",68,8,"TotalHoleOuts",2012
97,97,"Kevin Streelman",89,8,"TotalHoleOuts",2012
97,97,"Michael Thompson",80,8,"TotalHoleOuts",2012
97,97,"Bo Van Pelt",84,8,"TotalHoleOuts",2012
97,97,"Johnson Wagner",88,8,"TotalHoleOuts",2012
97,97,"Boo Weekley",74,8,"TotalHoleOuts",2012
117,117,"Jason Bohn",81,7,"TotalHoleOuts",2012
117,117,"Scott Brown",65,7,"TotalHoleOuts",2012
117,117,"Jonathan Byrd",69,7,"TotalHoleOuts",2012
117,117,"Angel Cabrera",54,7,"TotalHoleOuts",2012
117,117,"Stewart Cink",71,7,"TotalHoleOuts",2012
117,117,"Jason Dufner",83,7,"TotalHoleOuts",2012
117,117,"Nathan Green",73,7,"TotalHoleOuts",2012
117,117,"Padraig Harrington",67,7,"TotalHoleOuts",2012
117,117,"JB Holmes",90,7,"TotalHoleOuts",2012
117,117,"Billy Horschel",63,7,"TotalHoleOuts",2012
117,117,"Jerry Kelly",84,7,"TotalHoleOuts",2012
117,117,"Colt Knost",79,7,"TotalHoleOuts",2012
117,117,"Jason Kokrak",79,7,"TotalHoleOuts",2012
117,117,"Rocco Mediate",70,7,"TotalHoleOuts",2012
117,117,"Bryce Molder",83,7,"TotalHoleOuts",2012
117,117,"Geoff Ogilvy",73,7,"TotalHoleOuts",2012
117,117,"Greg Owen",90,7,"TotalHoleOuts",2012
117,117,"Ted Potter Jr",77,7,"TotalHoleOuts",2012
117,117,"Ian Poulter",57,7,"TotalHoleOuts",2012
117,117,"Justin Rose",69,7,"TotalHoleOuts",2012
117,117,"John Senden",81,7,"TotalHoleOuts",2012
117,117,"Scott Stallings",78,7,"TotalHoleOuts",2012
117,117,"Brendan Steele",77,7,"TotalHoleOuts",2012
117,117,"Kyle Thompson",51,7,"TotalHoleOuts",2012
117,117,"Tiger Woods",69,7,"TotalHoleOuts",2012
142,142,"Stephen Ames",54,6,"TotalHoleOuts",2012
142,142,"Jason Day",57,6,"TotalHoleOuts",2012
142,142,"James Driscoll",83,6,"TotalHoleOuts",2012
142,142,"Scott Dunlap",57,6,"TotalHoleOuts",2012
142,142,"Garth Mulroy",59,6,"TotalHoleOuts",2012
142,142,"Louis Oosthuizen",65,6,"TotalHoleOuts",2012
142,142,"Heath Slocum",93,6,"TotalHoleOuts",2012
142,142,"Kyle Stanley",86,6,"TotalHoleOuts",2012
142,142,"Josh Teater",97,6,"TotalHoleOuts",2012
142,142,"Nick Watney",97,6,"TotalHoleOuts",2012
142,142,"Steve Wheatcroft",56,6,"TotalHoleOuts",2012
142,142,"YE Yang",64,6,"TotalHoleOuts",2012
154,154,"Mark Anderson",75,5,"TotalHoleOuts",2012
154,154,"Stuart Appleby",75,5,"TotalHoleOuts",2012
154,154,"Aaron Baddeley",73,5,"TotalHoleOuts",2012
154,154,"Stephen Gangluff",57,5,"TotalHoleOuts",2012
154,154,"Mathew Goggin",65,5,"TotalHoleOuts",2012
154,154,"Trevor Immelman",76,5,"TotalHoleOuts",2012
154,154,"Matt Jones",53,5,"TotalHoleOuts",2012
154,154,"Martin Laird",77,5,"TotalHoleOuts",2012
154,154,"Derek Lamely",64,5,"TotalHoleOuts",2012
154,154,"Richard Lee",71,5,"TotalHoleOuts",2012
154,154,"Hunter Mahan",88,5,"TotalHoleOuts",2012
154,154,"Tom Pernice Jr",62,5,"TotalHoleOuts",2012
154,154,"Charl Schwartzel",56,5,"TotalHoleOuts",2012
154,154,"Kevin Stadler",85,5,"TotalHoleOuts",2012
154,154,"Roland Thatcher",55,5,"TotalHoleOuts",2012
154,154,"DJ Trahan",73,5,"TotalHoleOuts",2012
154,154,"Bubba Watson",68,5,"TotalHoleOuts",2012
171,171,"Chris Couch",61,4,"TotalHoleOuts",2012
171,171,"John Daly",50,4,"TotalHoleOuts",2012
171,171,"Ernie Els",80,4,"TotalHoleOuts",2012
171,171,"Harrison Frazar",56,4,"TotalHoleOuts",2012
171,171,"Ryo Ishikawa",54,4,"TotalHoleOuts",2012
171,171,"Russell Knox",72,4,"TotalHoleOuts",2012
171,171,"John Merrick",83,4,"TotalHoleOuts",2012
171,171,"Adam Scott",59,4,"TotalHoleOuts",2012
171,171,"Patrick Sheehan",58,4,"TotalHoleOuts",2012
171,171,"Steve Stricker",73,4,"TotalHoleOuts",2012
171,171,"Camilo Villegas",79,4,"TotalHoleOuts",2012
182,182,"Gavin Coles",72,3,"TotalHoleOuts",2012
182,182,"Ben Curtis",62,3,"TotalHoleOuts",2012
182,182,"Freddie Jacobson",61,3,"TotalHoleOuts",2012
182,182,"Edward Loar",59,3,"TotalHoleOuts",2012
182,182,"Graeme McDowell",55,3,"TotalHoleOuts",2012
182,182,"Rory McIlroy",60,3,"TotalHoleOuts",2012
182,182,"David Toms",60,3,"TotalHoleOuts",2012
189,189,"Robert Karlsson",54,2,"TotalHoleOuts",2012
189,189,"Alexandre Rocha",62,2,"TotalHoleOuts",2012
191,191,"Lee Westwood",60,1,"TotalHoleOuts",2012
