"Total1Putts25_RANKTHISWEEK_2015","Total1Putts25_RANKLASTWEEK_2015","Total1Putts25_PLAYERNAME_2015","Total1Putts25_ROUNDS_2015","Total1Putts25_TOTAL_2015","Total1Putts25_TOTALFORALLDISTANCES_2015","Total1Putts25_PCTOFALL1PUTTS_2015","stat_name","year"
1,1,"Tony Finau",106,31,633,4.9,"Total1Putts25",2015
2,2,"Zac Blair",108,30,636,4.7,"Total1Putts25",2015
3,3,"Martin Flores",95,28,511,5.5,"Total1Putts25",2015
3,3,"Sean OHair",86,28,589,4.8,"Total1Putts25",2015
3,3,"Pat Perez",96,28,591,4.7,"Total1Putts25",2015
6,6,"Steven Bowditch",103,27,681,4,"Total1Putts25",2015
6,6,"Stewart Cink",77,27,435,6.2,"Total1Putts25",2015
6,6,"Billy Horschel",99,27,522,5.2,"Total1Putts25",2015
6,6,"Charles Howell III",105,27,619,4.4,"Total1Putts25",2015
10,10,"Matt Jones",89,26,514,5.1,"Total1Putts25",2015
10,10,"Ben Martin",93,26,511,5.1,"Total1Putts25",2015
10,10,"Scott Piercy",90,26,598,4.3,"Total1Putts25",2015
10,10,"Camilo Villegas",83,26,550,4.7,"Total1Putts25",2015
14,14,"Chad Campbell",97,25,603,4.1,"Total1Putts25",2015
14,14,"Fabian Gomez",83,25,516,4.8,"Total1Putts25",2015
14,14,"Carlos Ortiz",100,25,578,4.3,"Total1Putts25",2015
14,14,"Daniel Summerhays",101,25,659,3.8,"Total1Putts25",2015
18,18,"Adam Hadwin",95,24,558,4.3,"Total1Putts25",2015
18,18,"Robert Streb",110,24,686,3.5,"Total1Putts25",2015
18,18,"Hudson Swafford",97,24,567,4.2,"Total1Putts25",2015
18,18,"Michael Thompson",83,24,515,4.7,"Total1Putts25",2015
22,22,"Danny Lee",120,23,788,2.9,"Total1Putts25",2015
22,22,"Troy Merritt",91,23,604,3.8,"Total1Putts25",2015
24,24,"Jason Day",75,22,443,5,"Total1Putts25",2015
24,24,"Jim Herman",88,22,464,4.7,"Total1Putts25",2015
24,24,"Andrew Svoboda",80,22,474,4.6,"Total1Putts25",2015
27,27,"Luke Guthrie",84,21,497,4.2,"Total1Putts25",2015
27,27,"JJ Henry",94,21,446,4.7,"Total1Putts25",2015
27,27,"Matt Kuchar",97,21,600,3.5,"Total1Putts25",2015
27,27,"Spencer Levin",99,21,538,3.9,"Total1Putts25",2015
27,27,"John Peterson",84,21,506,4.2,"Total1Putts25",2015
27,27,"Justin Thomas",106,21,713,2.9,"Total1Putts25",2015
27,27,"Cameron Tringale",96,21,594,3.5,"Total1Putts25",2015
27,27,"Mark Wilson",89,21,561,3.7,"Total1Putts25",2015
35,35,"Jason Bohn",95,20,627,3.2,"Total1Putts25",2015
35,35,"Chesson Hadley",101,20,673,3,"Total1Putts25",2015
35,35,"Kevin Kisner",104,20,676,3,"Total1Putts25",2015
35,35,"Jason Kokrak",88,20,548,3.6,"Total1Putts25",2015
39,39,"Brian Davis",86,19,522,3.6,"Total1Putts25",2015
39,39,"Ken Duke",93,19,554,3.4,"Total1Putts25",2015
39,39,"James Hahn",94,19,566,3.4,"Total1Putts25",2015
39,39,"Brian Harman",90,19,559,3.4,"Total1Putts25",2015
39,39,"Charley Hoffman",97,19,557,3.4,"Total1Putts25",2015
39,39,"Bryce Molder",91,19,565,3.4,"Total1Putts25",2015
39,39,"Carl Pettersson",106,19,733,2.6,"Total1Putts25",2015
39,39,"Brandt Snedeker",98,19,587,3.2,"Total1Putts25",2015
39,39,"Kevin Streelman",95,19,473,4,"Total1Putts25",2015
39,39,"Nicholas Thompson",90,19,464,4.1,"Total1Putts25",2015
39,39,"Jhonattan Vegas",90,19,496,3.8,"Total1Putts25",2015
39,39,"Steve Wheatcroft",87,19,529,3.6,"Total1Putts25",2015
51,51,"Sangmoon Bae",98,18,671,2.7,"Total1Putts25",2015
51,51,"Kevin Chappell",86,18,567,3.2,"Total1Putts25",2015
51,51,"Brendon de Jonge",106,18,655,2.7,"Total1Putts25",2015
51,51,"Harris English",105,18,644,2.8,"Total1Putts25",2015
51,51,"Andres Gonzales",90,18,536,3.4,"Total1Putts25",2015
51,51,"David Hearn",97,18,608,3,"Total1Putts25",2015
51,51,"Russell Henley",87,18,468,3.8,"Total1Putts25",2015
51,51,"Russell Knox",96,18,571,3.2,"Total1Putts25",2015
51,51,"Martin Laird",77,18,506,3.6,"Total1Putts25",2015
51,51,"Scott Pinckney",88,18,488,3.7,"Total1Putts25",2015
51,51,"Rory Sabbatini",81,18,485,3.7,"Total1Putts25",2015
51,51,"Brian Stuard",97,18,575,3.1,"Total1Putts25",2015
63,63,"Brice Garnett",81,17,406,4.2,"Total1Putts25",2015
63,63,"Ryo Ishikawa",90,17,540,3.1,"Total1Putts25",2015
63,63,"Jordan Spieth",91,17,541,3.1,"Total1Putts25",2015
63,63,"Brendan Steele",88,17,532,3.2,"Total1Putts25",2015
63,63,"Shawn Stefani",94,17,602,2.8,"Total1Putts25",2015
63,63,"Brendon Todd",96,17,600,2.8,"Total1Putts25",2015
69,69,"Daniel Berger",97,16,571,2.8,"Total1Putts25",2015
69,69,"Paul Casey",87,16,420,3.8,"Total1Putts25",2015
69,69,"Erik Compton",86,16,535,3,"Total1Putts25",2015
69,69,"Sergio Garcia",59,16,270,5.9,"Total1Putts25",2015
69,69,"Mark Hubbard",79,16,419,3.8,"Total1Putts25",2015
69,69,"John Huh",102,16,643,2.5,"Total1Putts25",2015
69,69,"Zach Johnson",90,16,510,3.1,"Total1Putts25",2015
69,69,"David Lingmerth",90,16,557,2.9,"Total1Putts25",2015
69,69,"Hideki Matsuyama",95,16,534,3,"Total1Putts25",2015
69,69,"George McNeill",93,16,645,2.5,"Total1Putts25",2015
69,69,"Kevin Na",98,16,555,2.9,"Total1Putts25",2015
69,69,"Andrew Putnam",68,16,413,3.9,"Total1Putts25",2015
69,69,"Patrick Reed",103,16,612,2.6,"Total1Putts25",2015
69,69,"Chris Stroud",84,16,477,3.4,"Total1Putts25",2015
69,69,"Nick Taylor",91,16,604,2.6,"Total1Putts25",2015
69,69,"Nick Watney",91,16,545,2.9,"Total1Putts25",2015
69,69,"Will Wilcox",58,16,275,5.8,"Total1Putts25",2015
86,86,"Ricky Barnes",82,15,473,3.2,"Total1Putts25",2015
86,86,"Jonas Blixt",78,15,373,4,"Total1Putts25",2015
86,86,"Scott Brown",97,15,602,2.5,"Total1Putts25",2015
86,86,"Alex Cejka",94,15,554,2.7,"Total1Putts25",2015
86,86,"Jon Curran",83,15,440,3.4,"Total1Putts25",2015
86,86,"Luke Donald",71,15,385,3.9,"Total1Putts25",2015
86,86,"Hunter Mahan",88,15,460,3.3,"Total1Putts25",2015
86,86,"Bo Van Pelt",81,15,441,3.4,"Total1Putts25",2015
86,86,"Johnson Wagner",68,15,391,3.8,"Total1Putts25",2015
86,86,"Gary Woodland",81,15,386,3.9,"Total1Putts25",2015
96,96,"Aaron Baddeley",76,14,505,2.8,"Total1Putts25",2015
96,96,"Jason Dufner",76,14,319,4.4,"Total1Putts25",2015
96,96,"Bill Haas",89,14,467,3,"Total1Putts25",2015
96,96,"Colt Knost",90,14,518,2.7,"Total1Putts25",2015
96,96,"Jeff Overton",94,14,523,2.7,"Total1Putts25",2015
96,96,"DA Points",72,14,419,3.3,"Total1Putts25",2015
96,96,"Kyle Reifers",96,14,570,2.5,"Total1Putts25",2015
96,96,"David Toms",62,14,399,3.5,"Total1Putts25",2015
96,96,"Boo Weekley",79,14,463,3,"Total1Putts25",2015
105,105,"Ben Crane",62,13,387,3.4,"Total1Putts25",2015
105,105,"Derek Ernst",75,13,422,3.1,"Total1Putts25",2015
105,105,"Gonzalo Fdez Castano",81,13,419,3.1,"Total1Putts25",2015
105,105,"Retief Goosen",81,13,446,2.9,"Total1Putts25",2015
105,105,"Padraig Harrington",60,13,351,3.7,"Total1Putts25",2015
105,105,"JB Holmes",89,13,522,2.5,"Total1Putts25",2015
105,105,"Brooks Koepka",84,13,470,2.8,"Total1Putts25",2015
105,105,"Scott Langley",94,13,545,2.4,"Total1Putts25",2015
105,105,"William McGirt",103,13,680,1.9,"Total1Putts25",2015
105,105,"John Merrick",78,13,389,3.3,"Total1Putts25",2015
105,105,"Ryan Moore",81,13,459,2.8,"Total1Putts25",2015
105,105,"Louis Oosthuizen",68,13,337,3.9,"Total1Putts25",2015
105,105,"Ian Poulter",68,13,382,3.4,"Total1Putts25",2015
105,105,"Jimmy Walker",89,13,502,2.6,"Total1Putts25",2015
119,119,"Jonathan Byrd",69,12,363,3.3,"Total1Putts25",2015
119,119,"Angel Cabrera",53,12,266,4.5,"Total1Putts25",2015
119,119,"KJ Choi",66,12,433,2.8,"Total1Putts25",2015
119,119,"Jim Furyk",71,12,351,3.4,"Total1Putts25",2015
119,119,"Billy Hurley III",83,12,463,2.6,"Total1Putts25",2015
119,119,"Jerry Kelly",79,12,502,2.4,"Total1Putts25",2015
119,119,"Phil Mickelson",70,12,445,2.7,"Total1Putts25",2015
119,119,"Cameron Percy",72,12,394,3,"Total1Putts25",2015
119,119,"Andres Romero",69,12,392,3.1,"Total1Putts25",2015
119,119,"Tim Wilkinson",73,12,409,2.9,"Total1Putts25",2015
129,129,"Greg Chalmers",58,11,269,4.1,"Total1Putts25",2015
129,129,"Chad Collins",79,11,473,2.3,"Total1Putts25",2015
129,129,"Derek Fathauer",81,11,493,2.2,"Total1Putts25",2015
129,129,"Rickie Fowler",76,11,437,2.5,"Total1Putts25",2015
129,129,"Lucas Glover",79,11,438,2.5,"Total1Putts25",2015
129,129,"Tom Hoge",83,11,475,2.3,"Total1Putts25",2015
129,129,"Whee Kim",71,11,381,2.9,"Total1Putts25",2015
129,129,"Geoff Ogilvy",50,11,222,5,"Total1Putts25",2015
129,129,"Michael Putnam",87,11,438,2.5,"Total1Putts25",2015
129,129,"Jonathan Randolph",72,11,388,2.8,"Total1Putts25",2015
129,129,"Justin Rose",69,11,365,3,"Total1Putts25",2015
129,129,"Sam Saunders",83,11,445,2.5,"Total1Putts25",2015
129,129,"John Senden",80,11,355,3.1,"Total1Putts25",2015
129,129,"Henrik Stenson",63,11,321,3.4,"Total1Putts25",2015
129,129,"Lee Westwood",56,11,237,4.6,"Total1Putts25",2015
144,144,"Steven Alker",62,10,359,2.8,"Total1Putts25",2015
144,144,"Charlie Beljan",76,10,385,2.6,"Total1Putts25",2015
144,144,"Keegan Bradley",87,10,469,2.1,"Total1Putts25",2015
144,144,"Graham DeLaet",65,10,374,2.7,"Total1Putts25",2015
144,144,"Jason Gore",76,10,400,2.5,"Total1Putts25",2015
144,144,"Morgan Hoffmann",85,10,526,1.9,"Total1Putts25",2015
144,144,"Max Homa",78,10,442,2.3,"Total1Putts25",2015
144,144,"Dustin Johnson",75,10,402,2.5,"Total1Putts25",2015
144,144,"Justin Leonard",61,10,405,2.5,"Total1Putts25",2015
144,144,"Seung Yul Noh",65,10,384,2.6,"Total1Putts25",2015
144,144,"Greg Owen",58,10,260,3.8,"Total1Putts25",2015
144,144,"SJ Park",79,10,435,2.3,"Total1Putts25",2015
144,144,"Webb Simpson",81,10,452,2.2,"Total1Putts25",2015
144,144,"Vijay Singh",78,10,487,2.1,"Total1Putts25",2015
158,158,"Eric Axley",57,9,307,2.9,"Total1Putts25",2015
158,158,"Bubba Watson",71,9,414,2.2,"Total1Putts25",2015
160,160,"Robert Allenby",63,8,316,2.5,"Total1Putts25",2015
160,160,"Ernie Els",57,8,273,2.9,"Total1Putts25",2015
160,160,"Alex Prugh",84,8,438,1.8,"Total1Putts25",2015
160,160,"Roger Sloan",56,8,269,3,"Total1Putts25",2015
164,164,"Blayne Barber",76,7,458,1.5,"Total1Putts25",2015
164,164,"Chris Kirk",76,7,413,1.7,"Total1Putts25",2015
164,164,"Bill Lunde",50,7,225,3.1,"Total1Putts25",2015
164,164,"Ryan Palmer",80,7,394,1.8,"Total1Putts25",2015
164,164,"Patrick Rodgers",57,7,317,2.2,"Total1Putts25",2015
164,164,"Adam Scott",51,7,222,3.2,"Total1Putts25",2015
164,164,"Byron Smith",59,7,257,2.7,"Total1Putts25",2015
171,171,"Matt Every",73,6,419,1.4,"Total1Putts25",2015
171,171,"Francesco Molinari",56,6,274,2.2,"Total1Putts25",2015
171,171,"Chez Reavie",56,6,340,1.8,"Total1Putts25",2015
171,171,"Charl Schwartzel",67,6,287,2.1,"Total1Putts25",2015
175,175,"Jamie Donaldson",50,5,238,2.1,"Total1Putts25",2015
175,175,"Oscar Fraustro",58,5,273,1.8,"Total1Putts25",2015
175,175,"Robert Garrigus",70,5,372,1.3,"Total1Putts25",2015
175,175,"Marc Leishman",74,5,390,1.3,"Total1Putts25",2015
175,175,"Davis Love III",51,5,275,1.8,"Total1Putts25",2015
175,175,"Heath Slocum",57,5,271,1.8,"Total1Putts25",2015
175,175,"Tyrone Van Aswegen",58,5,282,1.8,"Total1Putts25",2015
182,182,"Jim Renner",68,4,353,1.1,"Total1Putts25",2015
183,183,"Scott Stallings",60,3,331,0.9,"Total1Putts25",2015
184,184,"Roberto Castro",54,1,230,0.4,"Total1Putts25",2015
