"PowerRating_RANKTHISWEEK_2013","PowerRating_RANKLASTWEEK_2013","PowerRating_PLAYERNAME_2013","PowerRating_EVENTS_2013","PowerRating_RATING_2013","stat_name","year"
1,1,"Nicolas Colsaerts",6,9.7,"PowerRating",2013
2,2,"Robert Garrigus",10,9.6,"PowerRating",2013
2,2,"Dustin Johnson",11,9.6,"PowerRating",2013
2,2,"Hank Kuehne",3,9.6,"PowerRating",2013
2,2,"Rory McIlroy",10,9.6,"PowerRating",2013
2,2,"Bubba Watson",14,9.6,"PowerRating",2013
7,7,"JB Holmes",1,9.5,"PowerRating",2013
7,7,"Luke List",7,9.5,"PowerRating",2013
9,9,"Franklin Corpening",1,9.1,"PowerRating",2013
9,9,"Ken Looper",2,9.1,"PowerRating",2013
11,11,"Eric Meierdierks",3,9,"PowerRating",2013
11,11,"Gary Woodland",18,9,"PowerRating",2013
13,13,"Jason Kokrak",13,8.9,"PowerRating",2013
13,13,"Sean OHair",7,8.9,"PowerRating",2013
15,15,"Jason Day",16,8.8,"PowerRating",2013
15,15,"Ryan Palmer",16,8.8,"PowerRating",2013
15,15,"Patrick Rodgers",1,8.8,"PowerRating",2013
15,15,"Kyle Stanley",10,8.8,"PowerRating",2013
19,19,"Charlie Beljan",7,8.7,"PowerRating",2013
19,19,"Keegan Bradley",17,8.7,"PowerRating",2013
19,19,"Louis Oosthuizen",4,8.7,"PowerRating",2013
22,22,"Steven Bowditch",11,8.6,"PowerRating",2013
22,22,"Roger Sloan",1,8.6,"PowerRating",2013
22,22,"Jimmy Walker",18,8.6,"PowerRating",2013
22,22,"Chris Williams",1,8.6,"PowerRating",2013
26,26,"Martin Flores",15,8.5,"PowerRating",2013
26,26,"Scott Piercy",13,8.5,"PowerRating",2013
26,26,"Adam Scott",11,8.5,"PowerRating",2013
26,26,"Scott Stallings",11,8.5,"PowerRating",2013
30,30,"Angel Cabrera",13,8.4,"PowerRating",2013
30,30,"Tag Ridings",9,8.4,"PowerRating",2013
32,32,"John Daly",3,8.3,"PowerRating",2013
32,32,"Graham DeLaet",19,8.3,"PowerRating",2013
32,32,"Justin Rose",11,8.3,"PowerRating",2013
35,35,"Martin Laird",11,8.2,"PowerRating",2013
35,35,"Seung Yul Noh",9,8.2,"PowerRating",2013
35,35,"Marcel Siem",4,8.2,"PowerRating",2013
38,38,"George Coetzee",6,8.1,"PowerRating",2013
38,38,"Jim Herman",7,8.1,"PowerRating",2013
