"SmashFactor_RANKTHISWEEK_2010","SmashFactor_RANKLASTWEEK_2010","SmashFactor_PLAYERNAME_2010","SmashFactor_ROUNDS_2010","SmashFactor_AVG_2010","SmashFactor_TOTALSMASHFACTOR_2010","SmashFactor_TOTALATTEMPTS_2010","SmashFactor_HIGHESTVALUE_2010","SmashFactor_LOWESTVALUE_2010","stat_name","year"
54,54,"James Nitties",92,1.478,90.15,61,1.49,1.439,"SmashFactor",2010
54,54,"Scott Piercy",88,1.478,94.568,64,1.485,1.439,"SmashFactor",2010
54,54,"Paul Stankowski",62,1.478,56.152,38,1.491,1.441,"SmashFactor",2010
54,54,"Vaughn Taylor",87,1.478,104.908,71,1.504,1.439,"SmashFactor",2010
54,54,"Josh Teater",101,1.478,116.735,79,1.485,1.429,"SmashFactor",2010
54,54,"Chris Tidland",77,1.478,93.087,63,1.499,1.449,"SmashFactor",2010
54,54,"Camilo Villegas",78,1.478,81.303,55,1.485,1.425,"SmashFactor",2010
54,54,"Nick Watney",91,1.478,106.432,72,1.485,1.433,"SmashFactor",2010
54,54,"Mike Weir",59,1.478,60.597,41,1.485,1.413,"SmashFactor",2010
77,77,"Stuart Appleby",101,1.477,127.006,86,1.485,1.435,"SmashFactor",2010
77,77,"Ben Crane",85,1.477,107.79,73,1.5,1.433,"SmashFactor",2010
77,77,"Brian Davis",101,1.477,116.701,79,1.487,1.443,"SmashFactor",2010
77,77,"Brendon de Jonge",114,1.477,134.363,91,1.489,1.441,"SmashFactor",2010
77,77,"Ernie Els",72,1.477,85.676,58,1.485,1.405,"SmashFactor",2010
77,77,"Mathew Goggin",85,1.477,82.714,56,1.485,1.415,"SmashFactor",2010
77,77,"Charles Howell III",103,1.477,126.998,86,1.493,1.441,"SmashFactor",2010
77,77,"Skip Kendall",58,1.477,56.116,38,1.485,1.441,"SmashFactor",2010
77,77,"Greg Kraft",52,1.477,48.725,33,1.485,1.433,"SmashFactor",2010
77,77,"Justin Leonard",89,1.477,109.324,74,1.485,1.433,"SmashFactor",2010
77,77,"Michael Letzig",84,1.477,106.334,72,1.485,1.435,"SmashFactor",2010
77,77,"Rocco Mediate",71,1.477,85.654,58,1.485,1.441,"SmashFactor",2010
77,77,"Ryan Moore",80,1.477,93.069,63,1.485,1.441,"SmashFactor",2010
77,77,"Geoff Ogilvy",62,1.477,81.227,55,1.485,1.437,"SmashFactor",2010
77,77,"Cameron Percy",73,1.477,79.742,54,1.485,1.441,"SmashFactor",2010
77,77,"Kenny Perry",69,1.477,87.163,59,1.485,1.443,"SmashFactor",2010
77,77,"Ian Poulter",55,1.477,59.076,40,1.487,1.441,"SmashFactor",2010
77,77,"Jeff Quinney",91,1.477,98.934,67,1.491,1.439,"SmashFactor",2010
77,77,"Brandt Snedeker",89,1.477,121.116,82,1.485,1.441,"SmashFactor",2010
77,77,"Steve Stricker",73,1.477,94.553,64,1.5,1.433,"SmashFactor",2010
77,77,"Roger Tambellini",77,1.477,85.694,58,1.485,1.419,"SmashFactor",2010
77,77,"Roland Thatcher",72,1.477,93.059,63,1.485,1.439,"SmashFactor",2010
77,77,"Jerod Turner",54,1.477,57.608,39,1.5,1.441,"SmashFactor",2010
77,77,"Scott Verplank",74,1.477,87.137,59,1.485,1.427,"SmashFactor",2010
77,77,"Jimmy Walker",82,1.477,82.728,56,1.485,1.437,"SmashFactor",2010
77,77,"Bubba Watson",77,1.477,101.947,69,1.485,1.437,"SmashFactor",2010
77,77,"Brett Wetterich",54,1.477,57.606,39,1.491,1.437,"SmashFactor",2010
77,77,"Charlie Wi",95,1.477,116.701,79,1.489,1.433,"SmashFactor",2010
77,77,"Garrett Willis",82,1.477,96.023,65,1.485,1.423,"SmashFactor",2010
106,106,"Aaron Baddeley",94,1.476,119.525,81,1.491,1.429,"SmashFactor",2010
106,106,"Kris Blanks",91,1.476,101.849,69,1.487,1.447,"SmashFactor",2010
106,106,"Michael Bradley",77,1.476,76.772,52,1.497,1.443,"SmashFactor",2010
106,106,"Chad Campbell",95,1.476,109.187,74,1.506,1.427,"SmashFactor",2010
106,106,"Paul Casey",64,1.476,51.671,35,1.485,1.421,"SmashFactor",2010
106,106,"Greg Chalmers",93,1.476,129.88,88,1.485,1.435,"SmashFactor",2010
106,106,"John Daly",63,1.476,44.28,30,1.485,1.445,"SmashFactor",2010
106,106,"Brent Delahoussaye",57,1.476,54.603,37,1.485,1.431,"SmashFactor",2010
106,106,"Jim Furyk",76,1.476,101.863,69,1.485,1.437,"SmashFactor",2010
106,106,"Matt Kuchar",97,1.476,115.101,78,1.5,1.427,"SmashFactor",2010
106,106,"Marc Leishman",87,1.476,106.271,72,1.5,1.431,"SmashFactor",2010
106,106,"Steve Lowery",67,1.476,72.309,49,1.485,1.443,"SmashFactor",2010
106,106,"John Merrick",109,1.476,128.441,87,1.485,1.429,"SmashFactor",2010
106,106,"Ted Purdy",86,1.476,88.554,60,1.487,1.443,"SmashFactor",2010
106,106,"Jay Williamson",76,1.476,78.205,53,1.485,1.443,"SmashFactor",2010
121,121,"Cameron Beckman",68,1.475,81.103,55,1.487,1.437,"SmashFactor",2010
121,121,"Robert Garrigus",71,1.475,64.9,44,1.485,1.439,"SmashFactor",2010
121,121,"Jeff Gove",57,1.475,51.641,35,1.487,1.443,"SmashFactor",2010
121,121,"Nathan Green",86,1.475,103.244,70,1.485,1.447,"SmashFactor",2010
121,121,"Rory McIlroy",54,1.475,61.952,42,1.485,1.439,"SmashFactor",2010
121,121,"Phil Mickelson",76,1.475,72.272,49,1.5,1.389,"SmashFactor",2010
121,121,"Tim Petrovic",105,1.475,122.451,83,1.487,1.433,"SmashFactor",2010
121,121,"DA Points",90,1.475,107.683,73,1.487,1.395,"SmashFactor",2010
121,121,"Adam Scott",70,1.475,88.504,60,1.485,1.415,"SmashFactor",2010
121,121,"Nicholas Thompson",88,1.475,98.827,67,1.487,1.411,"SmashFactor",2010
121,121,"YE Yang",72,1.475,78.199,53,1.497,1.431,"SmashFactor",2010
132,132,"Brian Gay",101,1.474,129.746,88,1.489,1.431,"SmashFactor",2010
132,132,"Zach Johnson",93,1.474,116.483,79,1.485,1.431,"SmashFactor",2010
132,132,"Matt Jones",89,1.474,110.559,75,1.485,1.429,"SmashFactor",2010
132,132,"George McNeill",79,1.474,89.889,61,1.487,1.443,"SmashFactor",2010
132,132,"Mark Wilson",87,1.474,104.685,71,1.485,1.443,"SmashFactor",2010
137,137,"Chris DiMarco",88,1.473,94.246,64,1.487,1.429,"SmashFactor",2010
137,137,"James Driscoll",78,1.473,92.827,63,1.485,1.449,"SmashFactor",2010
137,137,"Steve Flesch",78,1.473,81.006,55,1.485,1.409,"SmashFactor",2010
137,137,"Sergio Garcia",58,1.473,51.565,35,1.485,1.445,"SmashFactor",2010
137,137,"JJ Henry",92,1.473,106.05,72,1.485,1.411,"SmashFactor",2010
137,137,"Ryuji Imada",90,1.473,120.754,82,1.487,1.437,"SmashFactor",2010
137,137,"Trevor Immelman",55,1.473,60.403,41,1.485,1.425,"SmashFactor",2010
137,137,"Davis Love III",79,1.473,88.4,60,1.487,1.435,"SmashFactor",2010
137,137,"Troy Matteson",84,1.473,101.657,69,1.485,1.427,"SmashFactor",2010
137,137,"Andrew McLardy",52,1.473,51.567,35,1.487,1.435,"SmashFactor",2010
137,137,"Tom Pernice Jr",74,1.473,64.804,44,1.485,1.435,"SmashFactor",2010
137,137,"Alex Prugh",88,1.473,103.084,70,1.485,1.441,"SmashFactor",2010
137,137,"Webb Simpson",98,1.473,131.098,89,1.5,1.437,"SmashFactor",2010
150,150,"Stephen Ames",75,1.472,85.364,58,1.485,1.429,"SmashFactor",2010
150,150,"Jonathan Byrd",85,1.472,105.952,72,1.485,1.421,"SmashFactor",2010
150,150,"Chad Collins",87,1.472,108.938,74,1.485,1.433,"SmashFactor",2010
150,150,"Joe Durant",67,1.472,69.165,47,1.485,1.405,"SmashFactor",2010
150,150,"Martin Flores",75,1.472,80.935,55,1.485,1.443,"SmashFactor",2010
150,150,"Andres Romero",73,1.472,92.764,63,1.485,1.439,"SmashFactor",2010
156,156,"Ben Curtis",78,1.471,100.012,68,1.485,1.437,"SmashFactor",2010
156,156,"Kevin Johnson",62,1.471,64.724,44,1.485,1.443,"SmashFactor",2010
156,156,"Chris Wilson",65,1.471,64.73,44,1.485,1.429,"SmashFactor",2010
159,159,"Rickie Fowler",98,1.47,126.459,86,1.5,1.423,"SmashFactor",2010
159,159,"Charley Hoffman",85,1.47,108.78,74,1.485,1.431,"SmashFactor",2010
159,159,"Richard Johnson",90,1.47,89.683,61,1.487,1.391,"SmashFactor",2010
159,159,"Jerry Kelly",99,1.47,108.75,74,1.487,1.421,"SmashFactor",2010
159,159,"Pat Perez",90,1.47,117.588,80,1.485,1.413,"SmashFactor",2010
159,159,"Justin Rose",78,1.47,101.406,69,1.5,1.409,"SmashFactor",2010
159,159,"Kevin Streelman",90,1.47,105.846,72,1.487,1.425,"SmashFactor",2010
159,159,"DJ Trahan",92,1.47,119.081,81,1.485,1.425,"SmashFactor",2010
159,159,"Boo Weekley",88,1.47,110.244,75,1.489,1.419,"SmashFactor",2010
168,168,"Rich Barcelo",70,1.469,71.963,49,1.485,1.437,"SmashFactor",2010
168,168,"John Senden",103,1.469,123.4,84,1.512,1.415,"SmashFactor",2010
170,170,"Briny Baird",87,1.468,101.259,69,1.485,1.401,"SmashFactor",2010
170,170,"Freddie Jacobson",83,1.468,108.662,74,1.485,1.417,"SmashFactor",2010
172,172,"Ricky Barnes",103,1.467,120.278,82,1.485,1.413,"SmashFactor",2010
172,172,"Henrik Bjornstad",72,1.467,79.234,54,1.497,1.419,"SmashFactor",2010
172,172,"Scott McCarron",90,1.467,107.09,73,1.491,1.358,"SmashFactor",2010
172,172,"Brenden Pappas",66,1.467,61.616,42,1.485,1.439,"SmashFactor",2010
172,172,"Johnson Wagner",85,1.467,101.203,69,1.485,1.433,"SmashFactor",2010
177,177,"Luke Donald",71,1.466,85.019,58,1.485,1.435,"SmashFactor",2010
177,177,"Dean Wilson",54,1.466,55.7,38,1.493,1.439,"SmashFactor",2010
179,179,"Mark Calcavecchia",50,1.465,58.61,40,1.485,1.443,"SmashFactor",2010
179,179,"Bill Haas",87,1.465,114.304,78,1.485,1.415,"SmashFactor",2010
179,179,"Charles Warren",64,1.465,63.015,43,1.485,1.409,"SmashFactor",2010
182,182,"Graham DeLaet",88,1.464,70.288,48,1.485,1.419,"SmashFactor",2010
182,182,"Matt Every",60,1.464,65.883,45,1.485,1.413,"SmashFactor",2010
182,182,"Kevin Na",94,1.464,108.318,74,1.489,1.431,"SmashFactor",2010
182,182,"Kevin Stadler",86,1.464,89.275,61,1.485,1.395,"SmashFactor",2010
186,186,"Daniel Chopra",74,1.462,87.723,60,1.49,1.429,"SmashFactor",2010
187,187,"Vance Veazey",58,1.461,58.456,40,1.485,1.411,"SmashFactor",2010
188,188,"Tom Gillis",97,1.46,124.075,85,1.485,1.399,"SmashFactor",2010
188,188,"Michael Sim",64,1.46,73.014,50,1.485,1.413,"SmashFactor",2010
190,190,"Cameron Tringale",55,1.454,55.246,38,1.487,1.383,"SmashFactor",2010
191,191,"Chris Couch",66,1.447,67.995,47,1.485,1.405,"SmashFactor",2010
192,192,"Woody Austin",93,1.444,98.167,68,1.475,1.374,"SmashFactor",2010
