"TotalPutting_RANKTHISWEEK_2016","TotalPutting_RANKLASTWEEK_2016","TotalPutting_PLAYERNAME_2016","TotalPutting_EVENTS_2016","TotalPutting_TOTAL_2016","stat_name","year"
1,2,"Phil Mickelson",11,61.9,"TotalPutting",2016
2,4,"Brendon Todd",18,81.4,"TotalPutting",2016
3,1,"Russell Henley",14,81.8,"TotalPutting",2016
4,3,"Adam Hadwin",16,89.6,"TotalPutting",2016
5,5,"Steve Stricker",8,95.2,"TotalPutting",2016
6,17,"Hunter Mahan",14,104.3,"TotalPutting",2016
7,27,"Martin Piller",12,105.2,"TotalPutting",2016
8,11,"Jason Day",9,107.3,"TotalPutting",2016
9,20,"Brian Harman",18,109.1,"TotalPutting",2016
10,21,"Patton Kizzire",16,110.8,"TotalPutting",2016
11,12,"Rickie Fowler",12,111,"TotalPutting",2016
12,7,"Kelly Kraft",12,111.1,"TotalPutting",2016
13,18,"Jonas Blixt",16,112.4,"TotalPutting",2016
14,16,"Jon Curran",18,113.8,"TotalPutting",2016
15,15,"Troy Merritt",14,114.8,"TotalPutting",2016
16,9,"Ollie Schniederjans",7,115.3,"TotalPutting",2016
17,25,"DH Lee",13,115.6,"TotalPutting",2016
18,22,"Andrew Landry",9,118.8,"TotalPutting",2016
19,23,"Harris English",15,122,"TotalPutting",2016
20,10,"Jamie Donaldson",8,123.6,"TotalPutting",2016
21,19,"Retief Goosen",10,125.7,"TotalPutting",2016
22,6,"Andrew Loupe",16,129.1,"TotalPutting",2016
23,52,"John Senden",15,132.8,"TotalPutting",2016
24,28,"Brandt Snedeker",14,133.3,"TotalPutting",2016
25,30,"Bryce Molder",16,134.5,"TotalPutting",2016
26,29,"Marc Leishman",12,136.7,"TotalPutting",2016
27,38,"Daniel Summerhays",15,139.8,"TotalPutting",2016
28,8,"Sam Saunders",15,141.2,"TotalPutting",2016
29,41,"Tim Wilkinson",11,143.1,"TotalPutting",2016
30,33,"Andres Romero",8,144.7,"TotalPutting",2016
31,36,"Freddie Jacobson",16,144.9,"TotalPutting",2016
32,14,"Sean OHair",14,146.1,"TotalPutting",2016
33,36,"Peter Malnati",19,148.6,"TotalPutting",2016
34,32,"Billy Hurley III",8,149.3,"TotalPutting",2016
35,31,"Morgan Hoffmann",15,152.3,"TotalPutting",2016
36,45,"Andy Sullivan",7,157.8,"TotalPutting",2016
37,25,"Johnson Wagner",14,158.1,"TotalPutting",2016
38,46,"Matt Kuchar",12,159.3,"TotalPutting",2016
39,43,"KJ Choi",14,159.8,"TotalPutting",2016
40,54,"Scott Piercy",12,162.1,"TotalPutting",2016
41,47,"Tom Hoge",15,162.4,"TotalPutting",2016
42,49,"Luke Guthrie",11,162.8,"TotalPutting",2016
43,41,"Jason Bohn",11,163.2,"TotalPutting",2016
43,50,"Brice Garnett",9,163.2,"TotalPutting",2016
45,56,"Scott Brown",17,165.5,"TotalPutting",2016
46,51,"Ricky Barnes",18,167.8,"TotalPutting",2016
47,77,"Camilo Villegas",16,168.8,"TotalPutting",2016
48,44,"Stuart Appleby",13,171.3,"TotalPutting",2016
49,53,"Sung Kang",16,171.7,"TotalPutting",2016
50,39,"Charles Howell III",17,171.9,"TotalPutting",2016
51,34,"Colt Knost",15,172,"TotalPutting",2016
52,58,"Branden Grace",9,172.4,"TotalPutting",2016
52,78,"Kevin Kisner",14,172.4,"TotalPutting",2016
54,64,"Matthew Fitzpatrick",7,174.5,"TotalPutting",2016
55,57,"Daniel Berger",15,174.6,"TotalPutting",2016
56,13,"Henrik Stenson",8,175.3,"TotalPutting",2016
57,55,"Thomas Aiken",13,175.9,"TotalPutting",2016
58,65,"Dustin Johnson",9,176.1,"TotalPutting",2016
58,72,"Jhonattan Vegas",14,176.1,"TotalPutting",2016
60,61,"Graeme McDowell",11,176.6,"TotalPutting",2016
61,67,"Cameron Tringale",14,177.4,"TotalPutting",2016
62,69,"Aaron Baddeley",15,179.3,"TotalPutting",2016
63,63,"Chad Collins",16,180.4,"TotalPutting",2016
64,66,"Jordan Spieth",9,181.3,"TotalPutting",2016
65,24,"Anirban Lahiri",13,181.9,"TotalPutting",2016
66,79,"Charley Hoffman",14,182.9,"TotalPutting",2016
67,40,"Derek Fathauer",18,183.3,"TotalPutting",2016
68,74,"William McGirt",15,183.5,"TotalPutting",2016
69,60,"Ben Martin",14,184.5,"TotalPutting",2016
70,71,"Billy Horschel",12,185.5,"TotalPutting",2016
71,35,"Brian Stuard",8,187,"TotalPutting",2016
72,80,"Jimmy Walker",12,187.2,"TotalPutting",2016
73,81,"Shane Bertsch",9,188.9,"TotalPutting",2016
74,48,"Chesson Hadley",16,189.3,"TotalPutting",2016
75,83,"Carl Pettersson",14,189.8,"TotalPutting",2016
76,97,"David Hearn",18,189.9,"TotalPutting",2016
77,70,"Jamie Lovemark",17,190.7,"TotalPutting",2016
78,61,"Ryan Moore",11,191.3,"TotalPutting",2016
79,59,"Ian Poulter",10,195,"TotalPutting",2016
80,88,"Erik Compton",16,197.1,"TotalPutting",2016
81,67,"Shane Lowry",10,198.2,"TotalPutting",2016
82,103,"Cameron Smith",14,200.1,"TotalPutting",2016
83,76,"David Toms",11,200.7,"TotalPutting",2016
84,89,"Ben Crane",17,200.9,"TotalPutting",2016
85,98,"Steve Wheatcroft",16,201.7,"TotalPutting",2016
86,74,"Hiroshi Iwata",18,203.1,"TotalPutting",2016
87,92,"Martin Laird",13,203.3,"TotalPutting",2016
88,90,"Kevin Na",14,206.7,"TotalPutting",2016
89,73,"Michael Kim",18,207.5,"TotalPutting",2016
90,94,"Hudson Swafford",17,208.3,"TotalPutting",2016
91,111,"Fabian Gomez",15,208.4,"TotalPutting",2016
92,91,"Rhein Gibson",13,209.7,"TotalPutting",2016
93,87,"Byeong Hun An",7,211.8,"TotalPutting",2016
94,121,"Brendon de Jonge",19,212.1,"TotalPutting",2016
95,86,"Will Wilcox",16,212.8,"TotalPutting",2016
96,99,"Louis Oosthuizen",6,213.8,"TotalPutting",2016
97,96,"Jerry Kelly",12,214.9,"TotalPutting",2016
98,102,"Brian Gay",8,215.9,"TotalPutting",2016
99,82,"Henrik Norlander",13,218.1,"TotalPutting",2016
100,114,"John Huh",16,220.1,"TotalPutting",2016
101,132,"Luke Donald",13,220.7,"TotalPutting",2016
102,95,"Scott Langley",13,222.8,"TotalPutting",2016
103,111,"Bill Haas",12,223.1,"TotalPutting",2016
104,100,"Tony Finau",15,223.9,"TotalPutting",2016
105,116,"Ryan Palmer",12,225.2,"TotalPutting",2016
106,85,"Vijay Singh",13,225.8,"TotalPutting",2016
107,106,"Brooks Koepka",11,226.3,"TotalPutting",2016
107,105,"Spencer Levin",19,226.3,"TotalPutting",2016
109,113,"Smylie Kaufman",16,226.8,"TotalPutting",2016
110,104,"Whee Kim",18,227,"TotalPutting",2016
111,93,"Si Woo Kim",19,227.1,"TotalPutting",2016
112,109,"Andres Gonzales",17,227.8,"TotalPutting",2016
113,108,"Hideki Matsuyama",12,228.6,"TotalPutting",2016
114,121,"Alex Cejka",15,228.8,"TotalPutting",2016
114,134,"David Lingmerth",15,228.8,"TotalPutting",2016
116,117,"Wes Roach",12,230.4,"TotalPutting",2016
117,119,"Seung Yul Noh",17,231.2,"TotalPutting",2016
118,141,"Danny Lee",16,231.3,"TotalPutting",2016
119,118,"Mark Hubbard",20,232.7,"TotalPutting",2016
120,135,"Blayne Barber",16,235.7,"TotalPutting",2016
121,125,"Kyle Stanley",17,236.1,"TotalPutting",2016
122,123,"Charl Schwartzel",8,236.3,"TotalPutting",2016
123,127,"Zac Blair",18,241.8,"TotalPutting",2016
124,157,"Vaughn Taylor",11,242,"TotalPutting",2016
125,126,"Angel Cabrera",13,243.5,"TotalPutting",2016
126,140,"Chris Kirk",15,243.6,"TotalPutting",2016
127,107,"Gary Woodland",12,246.3,"TotalPutting",2016
128,129,"Graham DeLaet",14,247.1,"TotalPutting",2016
129,139,"Emiliano Grillo",13,248.2,"TotalPutting",2016
130,159,"George McNeill",13,248.3,"TotalPutting",2016
131,142,"Zach Johnson",12,251.4,"TotalPutting",2016
132,133,"Jason Gore",15,252.7,"TotalPutting",2016
133,150,"Bernd Wiesberger",7,253.9,"TotalPutting",2016
134,170,"Roberto Castro",16,254.7,"TotalPutting",2016
135,114,"Jason Kokrak",17,255.3,"TotalPutting",2016
135,146,"Kyle Reifers",19,255.3,"TotalPutting",2016
137,124,"Ernie Els",10,256.2,"TotalPutting",2016
138,146,"Tyrone Van Aswegen",20,257.1,"TotalPutting",2016
139,163,"Brett Stegmaier",19,257.3,"TotalPutting",2016
140,137,"Tyler Aldridge",18,257.6,"TotalPutting",2016
141,138,"Nick Taylor",17,257.7,"TotalPutting",2016
142,128,"Steven Bowditch",14,258.4,"TotalPutting",2016
143,130,"Justin Thomas",15,260.3,"TotalPutting",2016
144,151,"Russell Knox",14,260.8,"TotalPutting",2016
145,100,"Adam Scott",10,262.9,"TotalPutting",2016
146,153,"Justin Leonard",8,263,"TotalPutting",2016
147,154,"Chris Stroud",17,263.2,"TotalPutting",2016
148,120,"Webb Simpson",10,264.6,"TotalPutting",2016
149,145,"Dawie van der Walt",16,264.8,"TotalPutting",2016
150,155,"Cameron Percy",7,265.6,"TotalPutting",2016
151,165,"Francesco Molinari",10,267.5,"TotalPutting",2016
152,148,"Brendan Steele",14,269.8,"TotalPutting",2016
153,130,"Boo Weekley",17,271.3,"TotalPutting",2016
154,172,"Scott Stallings",17,271.4,"TotalPutting",2016
155,144,"Justin Rose",10,272.6,"TotalPutting",2016
156,84,"Rob Oppenheim",11,274,"TotalPutting",2016
157,110,"Paul Casey",11,275.4,"TotalPutting",2016
158,156,"Bronson Burgoon",17,277.6,"TotalPutting",2016
159,143,"Carlos Ortiz",17,281.6,"TotalPutting",2016
160,164,"Patrick Rodgers",16,281.8,"TotalPutting",2016
161,173,"Kevin Streelman",15,283.3,"TotalPutting",2016
162,136,"Robert Allenby",16,290.8,"TotalPutting",2016
163,166,"Darron Stiles",10,291.1,"TotalPutting",2016
164,168,"Matt Jones",15,291.9,"TotalPutting",2016
165,149,"Justin Hicks",10,294.4,"TotalPutting",2016
166,176,"Patrick Reed",14,295.2,"TotalPutting",2016
167,158,"Luke List",17,296.8,"TotalPutting",2016
168,171,"Kevin Chappell",14,297.3,"TotalPutting",2016
169,161,"Mark Wilson",13,298.3,"TotalPutting",2016
170,174,"Scott Pinckney",18,298.6,"TotalPutting",2016
171,175,"Lucas Lee",9,298.8,"TotalPutting",2016
172,177,"Bubba Watson",8,301.4,"TotalPutting",2016
173,152,"Rory McIlroy",9,302.5,"TotalPutting",2016
174,168,"Geoff Ogilvy",14,302.7,"TotalPutting",2016
175,191,"James Hahn",15,303.8,"TotalPutting",2016
176,167,"Steve Marino",14,305.3,"TotalPutting",2016
177,181,"JJ Henry",14,308.3,"TotalPutting",2016
178,179,"Dicky Pride",13,309.8,"TotalPutting",2016
179,186,"Chez Reavie",16,312.4,"TotalPutting",2016
180,182,"Sergio Garcia",8,312.8,"TotalPutting",2016
181,178,"Harold Varner III",18,314.4,"TotalPutting",2016
182,184,"JB Holmes",10,314.8,"TotalPutting",2016
183,162,"Michael Thompson",14,316.2,"TotalPutting",2016
184,185,"Miguel Angel Carballo",11,316.8,"TotalPutting",2016
185,159,"Jeff Overton",17,317.2,"TotalPutting",2016
186,189,"DJ Trahan",7,318.2,"TotalPutting",2016
187,189,"Abraham Ancer",11,319.4,"TotalPutting",2016
188,192,"Jason Dufner",15,324.3,"TotalPutting",2016
189,183,"Davis Love III",11,325.2,"TotalPutting",2016
190,193,"Stewart Cink",14,328.4,"TotalPutting",2016
191,201,"Jim Herman",17,333.8,"TotalPutting",2016
192,194,"Chad Campbell",18,334,"TotalPutting",2016
193,197,"Lucas Glover",16,334.5,"TotalPutting",2016
194,186,"Robert Streb",16,335.9,"TotalPutting",2016
195,196,"Pat Perez",11,345.7,"TotalPutting",2016
196,200,"Matt Every",14,348.4,"TotalPutting",2016
197,202,"Greg Owen",18,348.5,"TotalPutting",2016
198,198,"Rory Sabbatini",14,349.4,"TotalPutting",2016
199,186,"DA Points",11,350.1,"TotalPutting",2016
200,195,"Will Ma Kenzie",17,354.8,"TotalPutting",2016
201,203,"Shawn Stefani",16,357,"TotalPutting",2016
202,199,"Padraig Harrington",11,365.3,"TotalPutting",2016
203,204,"Keegan Bradley",14,366.6,"TotalPutting",2016
204,205,"Derek Ernst",12,377.5,"TotalPutting",2016
205,206,"Ken Duke",9,397.1,"TotalPutting",2016
206,207,"Robert Garrigus",11,402,"TotalPutting",2016
207,208,"Charlie Beljan",13,419.9,"TotalPutting",2016
