"BirdieorBetterConversionPercentage_RANKTHISWEEK_2013","BirdieorBetterConversionPercentage_RANKLASTWEEK_2013","BirdieorBetterConversionPercentage_PLAYERNAME_2013","BirdieorBetterConversionPercentage_ROUNDS_2013","BirdieorBetterConversionPercentage_Pct_2013","BirdieorBetterConversionPercentage_BIRDIES_2013","BirdieorBetterConversionPercentage_GREENSHIT_2013","stat_name","year"
1,1,"Phil Mickelson",78,34.97,327,935,"BirdieorBetterConversionPercentage",2013
2,2,"Tiger Woods",61,33.33,243,729,"BirdieorBetterConversionPercentage",2013
3,3,"Charl Schwartzel",69,33.17,267,805,"BirdieorBetterConversionPercentage",2013
4,4,"Rory McIlroy",56,33.13,214,646,"BirdieorBetterConversionPercentage",2013
5,5,"Aaron Baddeley",68,32.99,226,685,"BirdieorBetterConversionPercentage",2013
6,6,"Sangmoon Bae",83,32.84,312,950,"BirdieorBetterConversionPercentage",2013
7,7,"Brandt Snedeker",79,32.8,306,933,"BirdieorBetterConversionPercentage",2013
8,8,"Charley Hoffman",84,32.59,321,985,"BirdieorBetterConversionPercentage",2013
9,9,"Ryan Palmer",79,32.55,306,940,"BirdieorBetterConversionPercentage",2013
10,10,"Rory Sabbatini",86,32.5,324,997,"BirdieorBetterConversionPercentage",2013
11,11,"Charlie Wi",75,32.43,250,771,"BirdieorBetterConversionPercentage",2013
12,12,"Chris Kirk",89,32.35,340,1051,"BirdieorBetterConversionPercentage",2013
13,13,"Andres Romero",63,32.26,210,651,"BirdieorBetterConversionPercentage",2013
14,14,"Vaughn Taylor",50,32.13,169,526,"BirdieorBetterConversionPercentage",2013
15,15,"Morgan Hoffmann",64,32.12,239,744,"BirdieorBetterConversionPercentage",2013
16,16,"Matt Every",89,32.06,335,1045,"BirdieorBetterConversionPercentage",2013
17,17,"Jordan Spieth",82,32.01,314,981,"BirdieorBetterConversionPercentage",2013
18,18,"Harris English",95,31.94,360,1127,"BirdieorBetterConversionPercentage",2013
19,19,"Steven Bowditch",67,31.86,231,725,"BirdieorBetterConversionPercentage",2013
20,20,"Billy Horschel",96,31.85,371,1165,"BirdieorBetterConversionPercentage",2013
21,21,"Steve Stricker",51,31.77,190,598,"BirdieorBetterConversionPercentage",2013
22,22,"Jimmy Walker",84,31.39,313,997,"BirdieorBetterConversionPercentage",2013
23,23,"Dustin Johnson",71,31.35,263,839,"BirdieorBetterConversionPercentage",2013
24,24,"Greg Chalmers",77,31.3,252,805,"BirdieorBetterConversionPercentage",2013
25,25,"Brian Davis",91,31.26,317,1014,"BirdieorBetterConversionPercentage",2013
25,25,"Bryce Molder",82,31.26,286,915,"BirdieorBetterConversionPercentage",2013
27,27,"Russell Henley",80,31.11,280,900,"BirdieorBetterConversionPercentage",2013
28,28,"David Hearn",88,31.05,318,1024,"BirdieorBetterConversionPercentage",2013
28,28,"Patrick Reed",83,31.05,295,950,"BirdieorBetterConversionPercentage",2013
30,30,"Scott Piercy",78,31.03,260,838,"BirdieorBetterConversionPercentage",2013
31,31,"Robert Garrigus",69,31,239,771,"BirdieorBetterConversionPercentage",2013
32,32,"Mike Weir",60,30.98,184,594,"BirdieorBetterConversionPercentage",2013
33,33,"David Lingmerth",68,30.92,239,773,"BirdieorBetterConversionPercentage",2013
34,34,"Jason Bohn",70,30.91,251,812,"BirdieorBetterConversionPercentage",2013
35,35,"Daniel Summerhays",83,30.9,296,958,"BirdieorBetterConversionPercentage",2013
36,36,"Luke Donald",60,30.76,199,647,"BirdieorBetterConversionPercentage",2013
37,37,"James Driscoll",76,30.75,254,826,"BirdieorBetterConversionPercentage",2013
38,38,"Gary Woodland",94,30.74,332,1080,"BirdieorBetterConversionPercentage",2013
39,39,"Keegan Bradley",88,30.7,319,1039,"BirdieorBetterConversionPercentage",2013
40,40,"Jason Day",86,30.65,286,933,"BirdieorBetterConversionPercentage",2013
40,40,"Matt Kuchar",93,30.65,316,1031,"BirdieorBetterConversionPercentage",2013
42,42,"Webb Simpson",92,30.58,322,1053,"BirdieorBetterConversionPercentage",2013
43,43,"Rickie Fowler",75,30.5,258,846,"BirdieorBetterConversionPercentage",2013
44,44,"Kevin Stadler",83,30.49,297,974,"BirdieorBetterConversionPercentage",2013
45,45,"Bubba Watson",76,30.41,277,911,"BirdieorBetterConversionPercentage",2013
46,46,"James Hahn",78,30.34,260,857,"BirdieorBetterConversionPercentage",2013
47,47,"Charles Howell III",87,30.32,309,1019,"BirdieorBetterConversionPercentage",2013
48,48,"Justin Rose",62,30.28,225,743,"BirdieorBetterConversionPercentage",2013
49,49,"Peter Hanson",45,30.23,143,473,"BirdieorBetterConversionPercentage",2013
50,50,"Camilo Villegas",79,30.21,271,897,"BirdieorBetterConversionPercentage",2013
51,51,"Jeff Overton",78,30.19,275,911,"BirdieorBetterConversionPercentage",2013
52,52,"Justin Leonard",86,30.15,294,975,"BirdieorBetterConversionPercentage",2013
53,53,"Matt Jones",83,30.08,296,984,"BirdieorBetterConversionPercentage",2013
54,54,"Brian Gay",79,30.06,242,805,"BirdieorBetterConversionPercentage",2013
55,55,"Jason Kokrak",78,30.02,275,916,"BirdieorBetterConversionPercentage",2013
56,56,"Brad Fritsch",81,30,276,920,"BirdieorBetterConversionPercentage",2013
57,57,"Luke Guthrie",82,29.88,280,937,"BirdieorBetterConversionPercentage",2013
57,57,"Scott Stallings",79,29.88,274,917,"BirdieorBetterConversionPercentage",2013
59,59,"Fabian Gomez",65,29.81,223,748,"BirdieorBetterConversionPercentage",2013
60,60,"DA Points",87,29.77,292,981,"BirdieorBetterConversionPercentage",2013
61,61,"Stephen Ames",49,29.74,160,538,"BirdieorBetterConversionPercentage",2013
62,62,"Sergio Garcia",65,29.62,226,763,"BirdieorBetterConversionPercentage",2013
63,63,"Freddie Jacobson",63,29.58,197,666,"BirdieorBetterConversionPercentage",2013
64,64,"Luke List",65,29.52,201,681,"BirdieorBetterConversionPercentage",2013
65,65,"Chris Stroud",88,29.5,300,1017,"BirdieorBetterConversionPercentage",2013
66,66,"Pat Perez",69,29.37,247,841,"BirdieorBetterConversionPercentage",2013
67,67,"Martin Flores",83,29.35,287,978,"BirdieorBetterConversionPercentage",2013
67,67,"Henrik Stenson",65,29.35,243,828,"BirdieorBetterConversionPercentage",2013
69,69,"Graham DeLaet",94,29.34,350,1193,"BirdieorBetterConversionPercentage",2013
70,70,"Doug LaBelle II",72,29.33,237,808,"BirdieorBetterConversionPercentage",2013
71,71,"Tommy Gainey",84,29.32,270,921,"BirdieorBetterConversionPercentage",2013
72,72,"Roberto Castro",97,29.28,344,1175,"BirdieorBetterConversionPercentage",2013
73,73,"Ryan Moore",72,29.23,240,821,"BirdieorBetterConversionPercentage",2013
73,73,"Josh Teater",86,29.23,287,982,"BirdieorBetterConversionPercentage",2013
75,75,"Adam Scott",61,29.21,217,743,"BirdieorBetterConversionPercentage",2013
75,75,"Aaron Watkins",46,29.21,144,493,"BirdieorBetterConversionPercentage",2013
77,77,"Hunter Mahan",91,29.07,300,1032,"BirdieorBetterConversionPercentage",2013
78,78,"Kevin Chappell",80,28.84,274,950,"BirdieorBetterConversionPercentage",2013
79,79,"Seung Yul Noh",71,28.77,223,775,"BirdieorBetterConversionPercentage",2013
80,80,"DH Lee",65,28.74,221,769,"BirdieorBetterConversionPercentage",2013
81,81,"Nicholas Thompson",99,28.69,346,1206,"BirdieorBetterConversionPercentage",2013
82,82,"Carl Pettersson",82,28.67,256,893,"BirdieorBetterConversionPercentage",2013
83,83,"Jason Dufner",78,28.62,267,933,"BirdieorBetterConversionPercentage",2013
84,84,"John Rollins",77,28.54,252,883,"BirdieorBetterConversionPercentage",2013
85,85,"Nick Watney",88,28.5,301,1056,"BirdieorBetterConversionPercentage",2013
86,86,"Ernie Els",63,28.4,194,683,"BirdieorBetterConversionPercentage",2013
87,87,"Kevin Streelman",86,28.36,291,1026,"BirdieorBetterConversionPercentage",2013
88,88,"Brendon de Jonge",110,28.33,385,1359,"BirdieorBetterConversionPercentage",2013
88,88,"Shawn Stefani",63,28.33,204,720,"BirdieorBetterConversionPercentage",2013
90,90,"Stewart Cink",71,28.32,245,865,"BirdieorBetterConversionPercentage",2013
91,91,"Brendan Steele",86,28.29,275,972,"BirdieorBetterConversionPercentage",2013
92,92,"Angel Cabrera",73,28.25,241,853,"BirdieorBetterConversionPercentage",2013
93,93,"Bo Van Pelt",72,28.24,233,825,"BirdieorBetterConversionPercentage",2013
94,94,"Lee Westwood",70,28.22,228,808,"BirdieorBetterConversionPercentage",2013
95,95,"Bud Cauley",67,28.19,203,720,"BirdieorBetterConversionPercentage",2013
96,96,"William McGirt",75,28.15,248,881,"BirdieorBetterConversionPercentage",2013
97,97,"Brian Harman",89,28.14,269,956,"BirdieorBetterConversionPercentage",2013
97,97,"David Toms",49,28.14,141,501,"BirdieorBetterConversionPercentage",2013
99,99,"Erik Compton",74,28.09,243,865,"BirdieorBetterConversionPercentage",2013
100,100,"Ted Potter Jr",65,28.05,198,706,"BirdieorBetterConversionPercentage",2013
101,101,"Jim Herman",59,28.02,188,671,"BirdieorBetterConversionPercentage",2013
102,102,"Justin Bolli",59,27.98,169,604,"BirdieorBetterConversionPercentage",2013
103,103,"Henrik Norlander",70,27.95,230,823,"BirdieorBetterConversionPercentage",2013
104,104,"Charlie Beljan",62,27.92,201,720,"BirdieorBetterConversionPercentage",2013
105,105,"Boo Weekley",100,27.87,347,1245,"BirdieorBetterConversionPercentage",2013
106,106,"Tag Ridings",69,27.83,214,769,"BirdieorBetterConversionPercentage",2013
107,107,"Zach Johnson",84,27.76,282,1016,"BirdieorBetterConversionPercentage",2013
107,107,"DJ Trahan",48,27.76,156,562,"BirdieorBetterConversionPercentage",2013
109,109,"Alistair Presnell",59,27.74,177,638,"BirdieorBetterConversionPercentage",2013
110,110,"Cameron Tringale",80,27.73,267,963,"BirdieorBetterConversionPercentage",2013
111,111,"Ken Duke",87,27.72,273,985,"BirdieorBetterConversionPercentage",2013
112,112,"Jim Furyk",80,27.69,265,957,"BirdieorBetterConversionPercentage",2013
113,113,"Bill Haas",85,27.65,282,1020,"BirdieorBetterConversionPercentage",2013
114,114,"Greg Owen",73,27.62,232,840,"BirdieorBetterConversionPercentage",2013
115,115,"George McNeill",68,27.6,220,797,"BirdieorBetterConversionPercentage",2013
115,115,"Robert Streb",75,27.6,231,837,"BirdieorBetterConversionPercentage",2013
117,117,"Justin Hicks",79,27.57,255,925,"BirdieorBetterConversionPercentage",2013
118,118,"Bob Estes",66,27.5,212,771,"BirdieorBetterConversionPercentage",2013
119,119,"Cameron Percy",68,27.44,214,780,"BirdieorBetterConversionPercentage",2013
120,120,"Scott Brown",65,27.41,205,748,"BirdieorBetterConversionPercentage",2013
120,120,"Martin Kaymer",61,27.41,185,675,"BirdieorBetterConversionPercentage",2013
122,122,"Jonas Blixt",76,27.4,228,832,"BirdieorBetterConversionPercentage",2013
123,123,"Tim Clark",64,27.39,186,679,"BirdieorBetterConversionPercentage",2013
124,124,"Scott Gardiner",61,27.35,186,680,"BirdieorBetterConversionPercentage",2013
125,125,"Tim Herron",45,27.33,132,483,"BirdieorBetterConversionPercentage",2013
126,126,"Jeff Maggert",63,27.32,206,754,"BirdieorBetterConversionPercentage",2013
126,126,"Geoff Ogilvy",57,27.32,174,637,"BirdieorBetterConversionPercentage",2013
128,128,"Robert Karlsson",56,27.29,161,590,"BirdieorBetterConversionPercentage",2013
129,129,"John Merrick",79,27.28,257,942,"BirdieorBetterConversionPercentage",2013
130,130,"Jerry Kelly",75,27.27,240,880,"BirdieorBetterConversionPercentage",2013
131,131,"Lucas Glover",65,27.26,211,774,"BirdieorBetterConversionPercentage",2013
132,132,"Marc Leishman",77,27.25,245,899,"BirdieorBetterConversionPercentage",2013
132,132,"Rod Pampling",46,27.25,133,488,"BirdieorBetterConversionPercentage",2013
134,134,"Chez Reavie",72,27.2,235,864,"BirdieorBetterConversionPercentage",2013
135,135,"Martin Laird",68,27.16,211,777,"BirdieorBetterConversionPercentage",2013
136,136,"David Mathis",71,27.15,208,766,"BirdieorBetterConversionPercentage",2013
137,137,"Richard Lee",81,27.14,250,921,"BirdieorBetterConversionPercentage",2013
138,138,"Steve LeBrun",66,27.13,204,752,"BirdieorBetterConversionPercentage",2013
139,139,"Jin Park",52,27.07,154,569,"BirdieorBetterConversionPercentage",2013
140,140,"Ben Crane",62,27.03,180,666,"BirdieorBetterConversionPercentage",2013
141,141,"David Lynn",70,26.93,209,776,"BirdieorBetterConversionPercentage",2013
142,142,"Stuart Appleby",88,26.9,265,985,"BirdieorBetterConversionPercentage",2013
142,142,"YE Yang",56,26.9,170,632,"BirdieorBetterConversionPercentage",2013
144,144,"John Senden",79,26.89,249,926,"BirdieorBetterConversionPercentage",2013
144,144,"Brian Stuard",78,26.89,235,874,"BirdieorBetterConversionPercentage",2013
146,146,"Kyle Stanley",71,26.81,230,858,"BirdieorBetterConversionPercentage",2013
147,147,"Tom Gillis",69,26.69,189,708,"BirdieorBetterConversionPercentage",2013
148,148,"Dicky Pride",71,26.58,206,775,"BirdieorBetterConversionPercentage",2013
149,149,"Ian Poulter",59,26.57,161,606,"BirdieorBetterConversionPercentage",2013
150,150,"KJ Choi",85,26.53,264,995,"BirdieorBetterConversionPercentage",2013
151,151,"Padraig Harrington",52,26.44,142,537,"BirdieorBetterConversionPercentage",2013
152,152,"Brandt Jobe",62,26.35,181,687,"BirdieorBetterConversionPercentage",2013
153,153,"Chad Campbell",78,26.32,240,912,"BirdieorBetterConversionPercentage",2013
154,154,"John Huh",88,26.29,276,1050,"BirdieorBetterConversionPercentage",2013
155,155,"Derek Ernst",58,26.28,175,666,"BirdieorBetterConversionPercentage",2013
156,156,"Graeme McDowell",53,26.27,145,552,"BirdieorBetterConversionPercentage",2013
157,157,"Scott Langley",79,26.19,226,863,"BirdieorBetterConversionPercentage",2013
157,157,"Darron Stiles",51,26.19,143,546,"BirdieorBetterConversionPercentage",2013
159,159,"Colt Knost",69,26.15,188,719,"BirdieorBetterConversionPercentage",2013
159,159,"Andrew Svoboda",46,26.15,136,520,"BirdieorBetterConversionPercentage",2013
161,161,"Robert Allenby",58,26.04,163,626,"BirdieorBetterConversionPercentage",2013
162,162,"Ryo Ishikawa",72,25.78,214,830,"BirdieorBetterConversionPercentage",2013
163,163,"Ben Kohles",75,25.75,214,831,"BirdieorBetterConversionPercentage",2013
164,164,"Eric Meierdierks",48,25.73,141,548,"BirdieorBetterConversionPercentage",2013
165,165,"Sean OHair",56,25.64,160,624,"BirdieorBetterConversionPercentage",2013
166,166,"Lee Williams",62,25.49,169,663,"BirdieorBetterConversionPercentage",2013
167,167,"Will Claxton",67,25.4,189,744,"BirdieorBetterConversionPercentage",2013
168,168,"Michael Thompson",66,25.21,184,730,"BirdieorBetterConversionPercentage",2013
169,169,"Ricky Barnes",74,25.03,222,887,"BirdieorBetterConversionPercentage",2013
170,170,"Ben Curtis",59,24.92,163,654,"BirdieorBetterConversionPercentage",2013
171,171,"Casey Wittenberg",72,24.65,193,783,"BirdieorBetterConversionPercentage",2013
172,172,"Michael Bradley",56,24.6,152,618,"BirdieorBetterConversionPercentage",2013
173,173,"Troy Matteson",68,24.41,187,766,"BirdieorBetterConversionPercentage",2013
174,174,"Nicolas Colsaerts",50,24.33,137,563,"BirdieorBetterConversionPercentage",2013
175,175,"Mark Wilson",56,24.23,150,619,"BirdieorBetterConversionPercentage",2013
176,176,"JJ Henry",83,24.22,240,991,"BirdieorBetterConversionPercentage",2013
177,177,"Johnson Wagner",64,23.81,165,693,"BirdieorBetterConversionPercentage",2013
178,178,"Bobby Gates",49,23.43,119,508,"BirdieorBetterConversionPercentage",2013
179,179,"Trevor Immelman",73,22.67,187,825,"BirdieorBetterConversionPercentage",2013
180,180,"Vijay Singh",61,22.27,169,759,"BirdieorBetterConversionPercentage",2013
