"AveragePuttingDistanceAll3putts_RANKTHISWEEK_2015","AveragePuttingDistanceAll3putts_RANKLASTWEEK_2015","AveragePuttingDistanceAll3putts_PLAYERNAME_2015","AveragePuttingDistanceAll3putts_ROUNDS_2015","AveragePuttingDistanceAll3putts_AVG_2015","AveragePuttingDistanceAll3putts_DISTANCEFEET_2015","AveragePuttingDistanceAll3putts_TOTALPUTTS_2015","stat_name","year"
1,1,"Kevin Kisner",104,NA,1260.75,25,"AveragePuttingDistanceAll3putts",2015
2,2,"Bubba Watson",71,NA,1444.833,29,"AveragePuttingDistanceAll3putts",2015
3,3,"Brendon de Jonge",106,NA,1837.417,37,"AveragePuttingDistanceAll3putts",2015
4,4,"Scott Langley",94,NA,1500.167,31,"AveragePuttingDistanceAll3putts",2015
5,5,"Jonas Blixt",78,NA,1013.5,21,"AveragePuttingDistanceAll3putts",2015
6,6,"Oscar Fraustro",58,NA,1053.75,22,"AveragePuttingDistanceAll3putts",2015
7,7,"Brandt Snedeker",98,NA,1622.917,34,"AveragePuttingDistanceAll3putts",2015
8,8,"Brian Stuard",97,NA,1232.5,26,"AveragePuttingDistanceAll3putts",2015
9,9,"Sergio Garcia",59,NA,471.583,10,"AveragePuttingDistanceAll3putts",2015
9,9,"Lee Westwood",56,NA,990.583,21,"AveragePuttingDistanceAll3putts",2015
11,11,"Justin Thomas",106,NA,2204.5,47,"AveragePuttingDistanceAll3putts",2015
12,12,"Chad Campbell",97,NA,1968.167,42,"AveragePuttingDistanceAll3putts",2015
12,12,"Charley Hoffman",97,NA,1451.333,31,"AveragePuttingDistanceAll3putts",2015
14,14,"Matt Kuchar",97,NA,1168.667,25,"AveragePuttingDistanceAll3putts",2015
15,15,"Daniel Summerhays",101,NA,1115.417,24,"AveragePuttingDistanceAll3putts",2015
15,15,"Johnson Wagner",68,NA,1301,28,"AveragePuttingDistanceAll3putts",2015
17,17,"JJ Henry",94,NA,1576,34,"AveragePuttingDistanceAll3putts",2015
18,18,"Spencer Levin",99,NA,1846.583,40,"AveragePuttingDistanceAll3putts",2015
19,19,"Erik Compton",86,NA,1245,27,"AveragePuttingDistanceAll3putts",2015
19,19,"Phil Mickelson",70,NA,1291.25,28,"AveragePuttingDistanceAll3putts",2015
19,19,"Bryce Molder",91,NA,1244.083,27,"AveragePuttingDistanceAll3putts",2015
22,22,"Billy Hurley III",83,NA,824.417,18,"AveragePuttingDistanceAll3putts",2015
22,22,"Andrew Putnam",68,NA,1099,24,"AveragePuttingDistanceAll3putts",2015
24,24,"Alex Cejka",94,NA,1828.083,40,"AveragePuttingDistanceAll3putts",2015
24,24,"Brice Garnett",81,NA,1735.333,38,"AveragePuttingDistanceAll3putts",2015
24,24,"Hunter Mahan",88,NA,1233.583,27,"AveragePuttingDistanceAll3putts",2015
24,24,"Alex Prugh",84,NA,1598.5,35,"AveragePuttingDistanceAll3putts",2015
28,28,"Angel Cabrera",53,NA,1046.917,23,"AveragePuttingDistanceAll3putts",2015
28,28,"Henrik Stenson",63,NA,1136.5,25,"AveragePuttingDistanceAll3putts",2015
30,30,"Jason Day",75,NA,998.833,22,"AveragePuttingDistanceAll3putts",2015
30,30,"George McNeill",93,NA,1951.75,43,"AveragePuttingDistanceAll3putts",2015
32,32,"Jim Furyk",71,NA,1085.083,24,"AveragePuttingDistanceAll3putts",2015
33,33,"Robert Allenby",63,NA,1572,35,"AveragePuttingDistanceAll3putts",2015
34,34,"Paul Casey",87,NA,1475.75,33,"AveragePuttingDistanceAll3putts",2015
35,35,"Jonathan Byrd",69,NA,1341.083,30,"AveragePuttingDistanceAll3putts",2015
36,36,"Stewart Cink",77,NA,2094.833,47,"AveragePuttingDistanceAll3putts",2015
36,36,"James Hahn",94,NA,1382.083,31,"AveragePuttingDistanceAll3putts",2015
38,38,"Martin Laird",77,NA,1958.25,44,"AveragePuttingDistanceAll3putts",2015
39,39,"Chad Collins",79,NA,1147,26,"AveragePuttingDistanceAll3putts",2015
39,39,"Harris English",105,NA,1323.333,30,"AveragePuttingDistanceAll3putts",2015
39,39,"Troy Merritt",91,NA,1586.5,36,"AveragePuttingDistanceAll3putts",2015
42,42,"JB Holmes",89,NA,1584.75,36,"AveragePuttingDistanceAll3putts",2015
42,42,"Brendon Todd",96,NA,1055.167,24,"AveragePuttingDistanceAll3putts",2015
44,44,"Chez Reavie",56,NA,1316.333,30,"AveragePuttingDistanceAll3putts",2015
45,45,"Ricky Barnes",82,NA,1009,23,"AveragePuttingDistanceAll3putts",2015
45,45,"Jhonattan Vegas",90,NA,1928.5,44,"AveragePuttingDistanceAll3putts",2015
47,47,"Andres Gonzales",90,NA,1486.917,34,"AveragePuttingDistanceAll3putts",2015
48,48,"John Senden",80,NA,1308,30,"AveragePuttingDistanceAll3putts",2015
49,49,"KJ Choi",66,NA,1087.333,25,"AveragePuttingDistanceAll3putts",2015
50,50,"Eric Axley",57,NA,651.083,15,"AveragePuttingDistanceAll3putts",2015
50,50,"Charles Howell III",105,NA,1650.917,38,"AveragePuttingDistanceAll3putts",2015
50,50,"Shawn Stefani",94,NA,1736.75,40,"AveragePuttingDistanceAll3putts",2015
53,53,"Jimmy Walker",89,NA,1297.5,30,"AveragePuttingDistanceAll3putts",2015
54,54,"Billy Horschel",99,NA,1684,39,"AveragePuttingDistanceAll3putts",2015
55,55,"Martin Flores",95,NA,2066.667,48,"AveragePuttingDistanceAll3putts",2015
55,55,"Chris Stroud",84,NA,1851.417,43,"AveragePuttingDistanceAll3putts",2015
55,55,"Mark Wilson",89,NA,1764.75,41,"AveragePuttingDistanceAll3putts",2015
58,58,"Blayne Barber",76,NA,1591.667,37,"AveragePuttingDistanceAll3putts",2015
59,59,"John Merrick",78,NA,1926.5,45,"AveragePuttingDistanceAll3putts",2015
60,60,"Jamie Donaldson",50,NA,469.667,11,"AveragePuttingDistanceAll3putts",2015
61,61,"Jonathan Randolph",72,NA,1404,33,"AveragePuttingDistanceAll3putts",2015
61,61,"Kyle Reifers",96,NA,2087.167,49,"AveragePuttingDistanceAll3putts",2015
61,61,"Patrick Rodgers",57,NA,894,21,"AveragePuttingDistanceAll3putts",2015
61,61,"Boo Weekley",79,NA,1703.917,40,"AveragePuttingDistanceAll3putts",2015
65,65,"Scott Stallings",60,NA,1444,34,"AveragePuttingDistanceAll3putts",2015
66,66,"Derek Ernst",75,NA,1952.75,46,"AveragePuttingDistanceAll3putts",2015
67,67,"Daniel Berger",97,NA,2200.833,52,"AveragePuttingDistanceAll3putts",2015
67,67,"Ben Martin",93,NA,1652.5,39,"AveragePuttingDistanceAll3putts",2015
67,67,"Geoff Ogilvy",50,NA,932.083,22,"AveragePuttingDistanceAll3putts",2015
67,67,"Carlos Ortiz",100,NA,1906.667,45,"AveragePuttingDistanceAll3putts",2015
71,71,"Matt Every",73,NA,1225,29,"AveragePuttingDistanceAll3putts",2015
72,72,"Tony Finau",106,NA,1895.5,45,"AveragePuttingDistanceAll3putts",2015
72,72,"Max Homa",78,NA,1347.083,32,"AveragePuttingDistanceAll3putts",2015
72,72,"Dustin Johnson",75,NA,757,18,"AveragePuttingDistanceAll3putts",2015
72,72,"Francesco Molinari",56,NA,589,14,"AveragePuttingDistanceAll3putts",2015
72,72,"Jim Renner",68,NA,1514.417,36,"AveragePuttingDistanceAll3putts",2015
77,77,"Bill Haas",89,NA,1677,40,"AveragePuttingDistanceAll3putts",2015
78,78,"Hideki Matsuyama",95,NA,1418.667,34,"AveragePuttingDistanceAll3putts",2015
78,78,"Ryan Moore",81,NA,918.083,22,"AveragePuttingDistanceAll3putts",2015
