"Total1Putts2025_RANKTHISWEEK_2010","Total1Putts2025_RANKLASTWEEK_2010","Total1Putts2025_PLAYERNAME_2010","Total1Putts2025_ROUNDS_2010","Total1Putts2025_TOTAL_2010","Total1Putts2025_TOTALFORALLDISTANCES_2010","Total1Putts2025_PCTOFALL1PUTTS_2010","stat_name","year"
1,1,"Spencer Levin",110,24,676,3.6,"Total1Putts2025",2010
2,2,"Stephen Ames",75,23,482,4.8,"Total1Putts2025",2010
3,3,"Zach Johnson",93,22,567,3.9,"Total1Putts2025",2010
3,3,"Bryce Molder",84,22,528,4.2,"Total1Putts2025",2010
3,3,"Chris Tidland",77,22,463,4.8,"Total1Putts2025",2010
6,6,"Tom Gillis",97,21,659,3.2,"Total1Putts2025",2010
6,6,"Brett Quigley",96,21,563,3.7,"Total1Putts2025",2010
6,6,"Bo Van Pelt",104,21,618,3.4,"Total1Putts2025",2010
9,9,"Jason Day",82,20,500,4,"Total1Putts2025",2010
9,9,"Ryuji Imada",90,20,647,3.1,"Total1Putts2025",2010
9,9,"Martin Laird",91,20,535,3.7,"Total1Putts2025",2010
9,9,"Kevin Na",94,20,571,3.5,"Total1Putts2025",2010
13,13,"Woody Austin",93,19,573,3.3,"Total1Putts2025",2010
13,13,"Aaron Baddeley",94,19,645,2.9,"Total1Putts2025",2010
13,13,"Matt Bettencourt",91,19,545,3.5,"Total1Putts2025",2010
13,13,"Chris Couch",66,19,417,4.6,"Total1Putts2025",2010
13,13,"Graham DeLaet",88,19,500,3.8,"Total1Putts2025",2010
13,13,"Jeff Quinney",91,19,598,3.2,"Total1Putts2025",2010
13,13,"Rory Sabbatini",79,19,489,3.9,"Total1Putts2025",2010
13,13,"YE Yang",72,19,410,4.6,"Total1Putts2025",2010
21,21,"Jason Bohn",84,18,512,3.5,"Total1Putts2025",2010
21,21,"Jonathan Byrd",85,18,547,3.3,"Total1Putts2025",2010
21,21,"Michael Connell",89,18,557,3.2,"Total1Putts2025",2010
21,21,"Ben Crane",85,18,475,3.8,"Total1Putts2025",2010
21,21,"Matt Jones",89,18,593,3,"Total1Putts2025",2010
21,21,"Joe Ogilvie",99,18,599,3,"Total1Putts2025",2010
21,21,"Jeff Overton",89,18,527,3.4,"Total1Putts2025",2010
21,21,"Carl Pettersson",99,18,628,2.9,"Total1Putts2025",2010
21,21,"Justin Rose",78,18,519,3.5,"Total1Putts2025",2010
21,21,"Kevin Stadler",86,18,488,3.7,"Total1Putts2025",2010
21,21,"Charles Warren",64,18,360,5,"Total1Putts2025",2010
21,21,"Charlie Wi",95,18,687,2.6,"Total1Putts2025",2010
33,33,"James Driscoll",78,17,506,3.4,"Total1Putts2025",2010
33,33,"Justin Leonard",89,17,515,3.3,"Total1Putts2025",2010
33,33,"Tim Petrovic",105,17,636,2.7,"Total1Putts2025",2010
33,33,"Michael Sim",64,17,405,4.2,"Total1Putts2025",2010
33,33,"Webb Simpson",98,17,662,2.6,"Total1Putts2025",2010
33,33,"Brandt Snedeker",89,17,590,2.9,"Total1Putts2025",2010
33,33,"Kevin Streelman",90,17,562,3,"Total1Putts2025",2010
33,33,"Brian Stuard",81,17,491,3.5,"Total1Putts2025",2010
33,33,"Vaughn Taylor",87,17,531,3.2,"Total1Putts2025",2010
33,33,"Mark Wilson",87,17,511,3.3,"Total1Putts2025",2010
43,43,"Cameron Beckman",68,16,389,4.1,"Total1Putts2025",2010
43,43,"Paul Casey",64,16,324,4.9,"Total1Putts2025",2010
43,43,"Will Ma Kenzie",72,16,449,3.6,"Total1Putts2025",2010
43,43,"Scott McCarron",90,16,584,2.7,"Total1Putts2025",2010
43,43,"John Merrick",109,16,588,2.7,"Total1Putts2025",2010
43,43,"Ryan Palmer",84,16,522,3.1,"Total1Putts2025",2010
43,43,"Ted Purdy",86,16,500,3.2,"Total1Putts2025",2010
43,43,"Andres Romero",73,16,507,3.2,"Total1Putts2025",2010
43,43,"Paul Stankowski",62,16,359,4.5,"Total1Putts2025",2010
43,43,"Roland Thatcher",72,16,443,3.6,"Total1Putts2025",2010
43,43,"David Toms",86,16,519,3.1,"Total1Putts2025",2010
43,43,"DJ Trahan",92,16,528,3,"Total1Putts2025",2010
43,43,"Garrett Willis",82,16,467,3.4,"Total1Putts2025",2010
56,56,"Greg Chalmers",93,15,661,2.3,"Total1Putts2025",2010
56,56,"Stewart Cink",84,15,464,3.2,"Total1Putts2025",2010
56,56,"Chad Collins",87,15,565,2.7,"Total1Putts2025",2010
56,56,"Brendon de Jonge",114,15,602,2.5,"Total1Putts2025",2010
56,56,"Nathan Green",86,15,597,2.5,"Total1Putts2025",2010
56,56,"Tim Herron",79,15,487,3.1,"Total1Putts2025",2010
56,56,"Richard Johnson",90,15,474,3.2,"Total1Putts2025",2010
56,56,"Derek Lamely",81,15,450,3.3,"Total1Putts2025",2010
56,56,"Michael Letzig",84,15,554,2.7,"Total1Putts2025",2010
56,56,"James Nitties",92,15,578,2.6,"Total1Putts2025",2010
56,56,"Pat Perez",90,15,614,2.4,"Total1Putts2025",2010
56,56,"Kenny Perry",69,15,353,4.2,"Total1Putts2025",2010
56,56,"Johnson Wagner",85,15,500,3,"Total1Putts2025",2010
56,56,"Nick Watney",91,15,486,3.1,"Total1Putts2025",2010
70,70,"Robert Allenby",76,14,413,3.4,"Total1Putts2025",2010
70,70,"Joe Durant",67,14,364,3.8,"Total1Putts2025",2010
70,70,"Ernie Els",72,14,400,3.5,"Total1Putts2025",2010
70,70,"Matt Every",60,14,364,3.8,"Total1Putts2025",2010
70,70,"Lucas Glover",75,14,400,3.5,"Total1Putts2025",2010
70,70,"Freddie Jacobson",83,14,557,2.5,"Total1Putts2025",2010
70,70,"Davis Love III",79,14,405,3.5,"Total1Putts2025",2010
70,70,"Hunter Mahan",85,14,461,3,"Total1Putts2025",2010
70,70,"Troy Matteson",84,14,456,3.1,"Total1Putts2025",2010
70,70,"Troy Merritt",86,14,561,2.5,"Total1Putts2025",2010
70,70,"Sean OHair",84,14,428,3.3,"Total1Putts2025",2010
70,70,"Tom Pernice Jr",74,14,387,3.6,"Total1Putts2025",2010
70,70,"John Rollins",81,14,493,2.8,"Total1Putts2025",2010
70,70,"Chris Stroud",90,14,472,3,"Total1Putts2025",2010
70,70,"Josh Teater",101,14,604,2.3,"Total1Putts2025",2010
70,70,"Nicholas Thompson",88,14,481,2.9,"Total1Putts2025",2010
86,86,"Blake Adams",84,13,506,2.6,"Total1Putts2025",2010
86,86,"Ricky Barnes",103,13,577,2.3,"Total1Putts2025",2010
86,86,"Chad Campbell",95,13,522,2.5,"Total1Putts2025",2010
86,86,"Alex Cejka",81,13,439,3,"Total1Putts2025",2010
86,86,"KJ Choi",82,13,437,3,"Total1Putts2025",2010
86,86,"Brian Gay",101,13,655,2,"Total1Putts2025",2010
86,86,"JJ Henry",92,13,508,2.6,"Total1Putts2025",2010
86,86,"Charles Howell III",103,13,626,2.1,"Total1Putts2025",2010
86,86,"Bill Lunde",79,13,447,2.9,"Total1Putts2025",2010
86,86,"Adam Scott",70,13,352,3.7,"Total1Putts2025",2010
86,86,"Kevin Sutherland",86,13,477,2.7,"Total1Putts2025",2010
86,86,"Dean Wilson",54,13,342,3.8,"Total1Putts2025",2010
98,98,"Stuart Appleby",101,12,627,1.9,"Total1Putts2025",2010
98,98,"Rich Barcelo",70,12,400,3,"Total1Putts2025",2010
98,98,"Kris Blanks",91,12,442,2.7,"Total1Putts2025",2010
98,98,"John Daly",63,12,311,3.9,"Total1Putts2025",2010
98,98,"Brian Davis",101,12,656,1.8,"Total1Putts2025",2010
98,98,"Chris DiMarco",88,12,549,2.2,"Total1Putts2025",2010
98,98,"David Duval",71,12,388,3.1,"Total1Putts2025",2010
98,98,"Bob Estes",79,12,479,2.5,"Total1Putts2025",2010
98,98,"Brad Faxon",58,12,344,3.5,"Total1Putts2025",2010
98,98,"Jim Furyk",76,12,436,2.8,"Total1Putts2025",2010
98,98,"JP Hayes",79,12,474,2.5,"Total1Putts2025",2010
98,98,"Charley Hoffman",85,12,565,2.1,"Total1Putts2025",2010
98,98,"Marc Leishman",87,12,518,2.3,"Total1Putts2025",2010
98,98,"Omar Uresti",74,12,382,3.1,"Total1Putts2025",2010
98,98,"Jimmy Walker",82,12,493,2.4,"Total1Putts2025",2010
113,113,"Daniel Chopra",74,11,477,2.3,"Total1Putts2025",2010
113,113,"Tim Clark",88,11,500,2.2,"Total1Putts2025",2010
113,113,"Ben Curtis",78,11,439,2.5,"Total1Putts2025",2010
113,113,"Brent Delahoussaye",57,11,302,3.6,"Total1Putts2025",2010
113,113,"Mathew Goggin",85,11,450,2.4,"Total1Putts2025",2010
113,113,"Padraig Harrington",57,11,338,3.3,"Total1Putts2025",2010
113,113,"Dustin Johnson",83,11,456,2.4,"Total1Putts2025",2010
113,113,"Jerry Kelly",99,11,532,2.1,"Total1Putts2025",2010
113,113,"Steve Lowery",67,11,351,3.1,"Total1Putts2025",2010
113,113,"Rory McIlroy",54,11,286,3.8,"Total1Putts2025",2010
113,113,"George McNeill",79,11,492,2.2,"Total1Putts2025",2010
113,113,"Shaun Micheel",70,11,385,2.9,"Total1Putts2025",2010
113,113,"Greg Owen",69,11,386,2.8,"Total1Putts2025",2010
113,113,"DA Points",90,11,508,2.2,"Total1Putts2025",2010
113,113,"Aron Price",70,11,412,2.7,"Total1Putts2025",2010
113,113,"Alex Prugh",88,11,536,2.1,"Total1Putts2025",2010
113,113,"Chris Riley",73,11,443,2.5,"Total1Putts2025",2010
113,113,"John Senden",103,11,536,2.1,"Total1Putts2025",2010
113,113,"Vijay Singh",75,11,383,2.9,"Total1Putts2025",2010
113,113,"Jeev Milkha Singh",59,11,364,3,"Total1Putts2025",2010
113,113,"Steve Stricker",73,11,412,2.7,"Total1Putts2025",2010
113,113,"Brett Wetterich",54,11,340,3.2,"Total1Putts2025",2010
135,135,"Henrik Bjornstad",72,10,354,2.8,"Total1Putts2025",2010
135,135,"Michael Bradley",77,10,446,2.2,"Total1Putts2025",2010
135,135,"Steve Flesch",78,10,463,2.2,"Total1Putts2025",2010
135,135,"Rickie Fowler",98,10,586,1.7,"Total1Putts2025",2010
135,135,"Sergio Garcia",58,10,235,4.3,"Total1Putts2025",2010
135,135,"Robert Garrigus",71,10,405,2.5,"Total1Putts2025",2010
135,135,"Bill Haas",87,10,501,2,"Total1Putts2025",2010
135,135,"John Mallinger",78,10,449,2.2,"Total1Putts2025",2010
135,135,"Cameron Percy",73,10,374,2.7,"Total1Putts2025",2010
135,135,"Vance Veazey",58,10,329,3,"Total1Putts2025",2010
135,135,"Camilo Villegas",78,10,394,2.5,"Total1Putts2025",2010
135,135,"Boo Weekley",88,10,473,2.1,"Total1Putts2025",2010
135,135,"Steve Wheatcroft",74,10,404,2.5,"Total1Putts2025",2010
148,148,"Briny Baird",87,9,519,1.7,"Total1Putts2025",2010
148,148,"Trevor Immelman",55,9,283,3.2,"Total1Putts2025",2010
148,148,"Kevin Johnson",62,9,320,2.8,"Total1Putts2025",2010
148,148,"Scott Piercy",88,9,559,1.6,"Total1Putts2025",2010
148,148,"Cameron Tringale",55,9,273,3.3,"Total1Putts2025",2010
148,148,"Scott Verplank",74,9,420,2.1,"Total1Putts2025",2010
148,148,"Bubba Watson",77,9,448,2,"Total1Putts2025",2010
148,148,"Chris Wilson",65,9,346,2.6,"Total1Putts2025",2010
156,156,"Justin Bolli",55,8,272,2.9,"Total1Putts2025",2010
156,156,"Craig Bowden",56,8,319,2.5,"Total1Putts2025",2010
156,156,"Jason Dufner",87,8,458,1.7,"Total1Putts2025",2010
156,156,"Steve Elkington",74,8,401,2,"Total1Putts2025",2010
156,156,"Martin Flores",75,8,442,1.8,"Total1Putts2025",2010
156,156,"Retief Goosen",75,8,387,2.1,"Total1Putts2025",2010
156,156,"Paul Goydos",78,8,472,1.7,"Total1Putts2025",2010
156,156,"JB Holmes",100,8,648,1.2,"Total1Putts2025",2010
156,156,"Lee Janzen",77,8,473,1.7,"Total1Putts2025",2010
156,156,"Matt Kuchar",97,8,560,1.4,"Total1Putts2025",2010
156,156,"David Lutterus",69,8,363,2.2,"Total1Putts2025",2010
156,156,"Jeff Maggert",76,8,425,1.9,"Total1Putts2025",2010
156,156,"Brenden Pappas",66,8,361,2.2,"Total1Putts2025",2010
156,156,"Jay Williamson",76,8,397,2,"Total1Putts2025",2010
170,170,"Angel Cabrera",64,7,353,2,"Total1Putts2025",2010
170,170,"Skip Kendall",58,7,348,2,"Total1Putts2025",2010
170,170,"Cliff Kresge",50,7,285,2.5,"Total1Putts2025",2010
170,170,"Andrew McLardy",52,7,288,2.4,"Total1Putts2025",2010
170,170,"Phil Mickelson",76,7,406,1.7,"Total1Putts2025",2010
170,170,"Heath Slocum",97,7,513,1.4,"Total1Putts2025",2010
176,176,"Greg Kraft",52,6,262,2.3,"Total1Putts2025",2010
176,176,"Jarrod Lyle",54,6,319,1.9,"Total1Putts2025",2010
176,176,"Steve Marino",81,6,447,1.3,"Total1Putts2025",2010
176,176,"Geoff Ogilvy",62,6,363,1.7,"Total1Putts2025",2010
180,180,"Mathias Gronberg",61,5,344,1.5,"Total1Putts2025",2010
180,180,"Rocco Mediate",71,5,374,1.3,"Total1Putts2025",2010
180,180,"Garth Mulroy",53,5,262,1.9,"Total1Putts2025",2010
180,180,"Rod Pampling",77,5,466,1.1,"Total1Putts2025",2010
180,180,"Mike Weir",59,5,322,1.6,"Total1Putts2025",2010
185,185,"Luke Donald",71,4,411,1,"Total1Putts2025",2010
185,185,"Jeff Gove",57,4,258,1.6,"Total1Putts2025",2010
185,185,"Ian Poulter",55,4,257,1.6,"Total1Putts2025",2010
185,185,"Roger Tambellini",77,4,361,1.1,"Total1Putts2025",2010
189,189,"Billy Mayfair",78,3,387,0.8,"Total1Putts2025",2010
189,189,"Ryan Moore",80,3,431,0.7,"Total1Putts2025",2010
191,191,"Jerod Turner",54,2,289,0.7,"Total1Putts2025",2010
192,192,"Mark Calcavecchia",50,1,213,0.5,"Total1Putts2025",2010
