"Round1ScoringAverage_RANKTHISWEEK_2016","Round1ScoringAverage_RANKLASTWEEK_2016","Round1ScoringAverage_PLAYERNAME_2016","Round1ScoringAverage__2016","Round1ScoringAverage_AVG_2016","Round1ScoringAverage_TOTALSTROKES_2016","Round1ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Charles Howell III",NA,68.76,1169,17,"Round1ScoringAverage",2016
2,5,"Charley Hoffman",NA,69.23,900,13,"Round1ScoringAverage",2016
3,3,"Patton Kizzire",NA,69.27,1039,15,"Round1ScoringAverage",2016
4,14,"Kevin Chappell",NA,69.43,972,14,"Round1ScoringAverage",2016
5,2,"Hideki Matsuyama",NA,69.45,764,11,"Round1ScoringAverage",2016
6,8,"Dustin Johnson",NA,69.5,556,8,"Round1ScoringAverage",2016
6,8,"Ryan Palmer",NA,69.5,834,12,"Round1ScoringAverage",2016
6,7,"Brendan Steele",NA,69.5,973,14,"Round1ScoringAverage",2016
9,10,"Aaron Baddeley",NA,69.53,1043,15,"Round1ScoringAverage",2016
9,6,"Jamie Lovemark",NA,69.53,1182,17,"Round1ScoringAverage",2016
11,11,"Shane Bertsch",NA,69.56,626,9,"Round1ScoringAverage",2016
11,11,"Freddie Jacobson",NA,69.56,1113,16,"Round1ScoringAverage",2016
13,17,"Scott Piercy",NA,69.64,766,11,"Round1ScoringAverage",2016
14,16,"Justin Rose",NA,69.67,627,9,"Round1ScoringAverage",2016
15,20,"Martin Laird",NA,69.69,906,13,"Round1ScoringAverage",2016
16,22,"Phil Mickelson",NA,69.7,697,10,"Round1ScoringAverage",2016
17,11,"Scott Brown",NA,69.71,1185,17,"Round1ScoringAverage",2016
18,19,"Smylie Kaufman",NA,69.73,1046,15,"Round1ScoringAverage",2016
19,18,"Si Woo Kim",NA,69.74,1325,19,"Round1ScoringAverage",2016
20,20,"Jerry Kelly",NA,69.75,837,12,"Round1ScoringAverage",2016
21,4,"Michael Thompson",NA,69.79,977,14,"Round1ScoringAverage",2016
22,14,"Jhonattan Vegas",NA,69.86,978,14,"Round1ScoringAverage",2016
22,27,"Bubba Watson",NA,69.86,489,7,"Round1ScoringAverage",2016
24,26,"Roberto Castro",NA,69.88,1118,16,"Round1ScoringAverage",2016
24,28,"Jason Day",NA,69.88,559,8,"Round1ScoringAverage",2016
24,28,"Chez Reavie",NA,69.88,1118,16,"Round1ScoringAverage",2016
27,34,"Brian Harman",NA,69.89,1258,18,"Round1ScoringAverage",2016
28,35,"Retief Goosen",NA,69.9,699,10,"Round1ScoringAverage",2016
29,33,"Jason Dufner",NA,69.93,979,14,"Round1ScoringAverage",2016
29,24,"Jason Gore",NA,69.93,1049,15,"Round1ScoringAverage",2016
31,35,"Sergio Garcia",NA,70,490,7,"Round1ScoringAverage",2016
31,22,"Francesco Molinari",NA,70,700,10,"Round1ScoringAverage",2016
31,35,"Jimmy Walker",NA,70,770,11,"Round1ScoringAverage",2016
34,24,"Tony Finau",NA,70.07,1051,15,"Round1ScoringAverage",2016
35,32,"Henrik Norlander",NA,70.08,911,13,"Round1ScoringAverage",2016
36,35,"Rickie Fowler",NA,70.09,771,11,"Round1ScoringAverage",2016
37,28,"David Hearn",NA,70.11,1262,18,"Round1ScoringAverage",2016
38,49,"Alex Cejka",NA,70.13,1052,15,"Round1ScoringAverage",2016
38,46,"Branden Grace",NA,70.13,561,8,"Round1ScoringAverage",2016
38,74,"Andrew Loupe",NA,70.13,1122,16,"Round1ScoringAverage",2016
38,46,"Steve Stricker",NA,70.13,561,8,"Round1ScoringAverage",2016
38,64,"Dawie van der Walt",NA,70.13,1122,16,"Round1ScoringAverage",2016
43,45,"Sean OHair",NA,70.14,982,14,"Round1ScoringAverage",2016
43,35,"Johnson Wagner",NA,70.14,982,14,"Round1ScoringAverage",2016
45,52,"Ricky Barnes",NA,70.17,1263,18,"Round1ScoringAverage",2016
46,69,"Tim Wilkinson",NA,70.18,772,11,"Round1ScoringAverage",2016
47,46,"Lucas Glover",NA,70.19,1123,16,"Round1ScoringAverage",2016
48,44,"Danny Lee",NA,70.2,1053,15,"Round1ScoringAverage",2016
49,35,"Patrick Reed",NA,70.23,913,13,"Round1ScoringAverage",2016
50,53,"Chesson Hadley",NA,70.25,1124,16,"Round1ScoringAverage",2016
50,56,"Jordan Spieth",NA,70.25,562,8,"Round1ScoringAverage",2016
50,35,"Henrik Stenson",NA,70.25,562,8,"Round1ScoringAverage",2016
53,66,"Daniel Summerhays",NA,70.27,1054,15,"Round1ScoringAverage",2016
