"Par5EagleLeaders_RANKTHISWEEK_2013","Par5EagleLeaders_RANKLASTWEEK_2013","Par5EagleLeaders_PLAYERNAME_2013","Par5EagleLeaders_ROUNDS_2013","Par5EagleLeaders_TOTAL_2013","Par5EagleLeaders_TOTALPAR5HOLES_2013","Par5EagleLeaders_TOTALHOLEOUTS_2013","stat_name","year"
1,1,"Chris Kirk",89,14,280,4,"Par5EagleLeaders",2013
2,2,"Dustin Johnson",71,11,213,1,"Par5EagleLeaders",2013
2,2,"Jason Kokrak",78,11,249,4,"Par5EagleLeaders",2013
4,4,"Keegan Bradley",88,10,260,2,"Par5EagleLeaders",2013
4,4,"Patrick Reed",83,10,255,2,"Par5EagleLeaders",2013
4,4,"Jordan Spieth",82,10,251,4,"Par5EagleLeaders",2013
7,7,"Chad Campbell",78,9,239,4,"Par5EagleLeaders",2013
7,7,"Sergio Garcia",65,9,192,1,"Par5EagleLeaders",2013
7,7,"James Hahn",78,9,247,3,"Par5EagleLeaders",2013
7,7,"Kevin Stadler",83,9,249,4,"Par5EagleLeaders",2013
7,7,"Kyle Stanley",71,9,229,2,"Par5EagleLeaders",2013
7,7,"Henrik Stenson",65,9,196,1,"Par5EagleLeaders",2013
7,7,"Daniel Summerhays",83,9,273,4,"Par5EagleLeaders",2013
7,7,"Gary Woodland",94,9,282,1,"Par5EagleLeaders",2013
15,15,"Jason Day",86,8,251,1,"Par5EagleLeaders",2013
15,15,"Brendon de Jonge",110,8,341,3,"Par5EagleLeaders",2013
15,15,"Ernie Els",63,8,192,2,"Par5EagleLeaders",2013
15,15,"Martin Flores",83,8,259,NA,"Par5EagleLeaders",2013
15,15,"Rickie Fowler",75,8,230,NA,"Par5EagleLeaders",2013
15,15,"Robert Garrigus",69,8,217,1,"Par5EagleLeaders",2013
15,15,"Charley Hoffman",84,8,270,2,"Par5EagleLeaders",2013
15,15,"Matt Kuchar",93,8,270,NA,"Par5EagleLeaders",2013
15,15,"George McNeill",68,8,209,NA,"Par5EagleLeaders",2013
15,15,"John Merrick",79,8,250,2,"Par5EagleLeaders",2013
15,15,"Rory Sabbatini",86,8,248,3,"Par5EagleLeaders",2013
15,15,"Camilo Villegas",79,8,235,3,"Par5EagleLeaders",2013
15,15,"Jimmy Walker",84,8,279,2,"Par5EagleLeaders",2013
15,15,"Boo Weekley",100,8,302,1,"Par5EagleLeaders",2013
15,15,"Tiger Woods",61,8,184,1,"Par5EagleLeaders",2013
30,30,"Aaron Baddeley",68,7,223,2,"Par5EagleLeaders",2013
30,30,"Roberto Castro",97,7,309,NA,"Par5EagleLeaders",2013
30,30,"Matt Every",89,7,287,1,"Par5EagleLeaders",2013
30,30,"Brian Harman",89,7,276,2,"Par5EagleLeaders",2013
30,30,"Russell Henley",80,7,238,2,"Par5EagleLeaders",2013
30,30,"Charles Howell III",87,7,274,1,"Par5EagleLeaders",2013
30,30,"Matt Jones",83,7,263,2,"Par5EagleLeaders",2013
30,30,"Ben Kohles",75,7,229,1,"Par5EagleLeaders",2013
30,30,"Doug LaBelle II",72,7,219,1,"Par5EagleLeaders",2013
30,30,"DH Lee",65,7,205,2,"Par5EagleLeaders",2013
30,30,"Luke List",65,7,204,3,"Par5EagleLeaders",2013
30,30,"Scott Stallings",79,7,246,2,"Par5EagleLeaders",2013
30,30,"Kevin Streelman",86,7,263,1,"Par5EagleLeaders",2013
30,30,"Nicholas Thompson",99,7,313,2,"Par5EagleLeaders",2013
30,30,"Michael Thompson",66,7,202,3,"Par5EagleLeaders",2013
30,30,"Nick Watney",88,7,281,NA,"Par5EagleLeaders",2013
46,46,"Bud Cauley",67,6,204,2,"Par5EagleLeaders",2013
46,46,"Greg Chalmers",77,6,239,2,"Par5EagleLeaders",2013
46,46,"Kevin Chappell",80,6,261,NA,"Par5EagleLeaders",2013
46,46,"Nicolas Colsaerts",50,6,143,2,"Par5EagleLeaders",2013
46,46,"Erik Compton",74,6,230,2,"Par5EagleLeaders",2013
46,46,"Brad Fritsch",81,6,247,1,"Par5EagleLeaders",2013
46,46,"Scott Gardiner",61,6,192,NA,"Par5EagleLeaders",2013
46,46,"Martin Kaymer",61,6,166,NA,"Par5EagleLeaders",2013
46,46,"Martin Laird",68,6,224,2,"Par5EagleLeaders",2013
46,46,"Rory McIlroy",56,6,180,1,"Par5EagleLeaders",2013
46,46,"Sean OHair",56,6,181,1,"Par5EagleLeaders",2013
46,46,"Greg Owen",73,6,223,NA,"Par5EagleLeaders",2013
46,46,"Scott Piercy",78,6,230,2,"Par5EagleLeaders",2013
46,46,"Ted Potter Jr",65,6,183,1,"Par5EagleLeaders",2013
46,46,"Brandt Snedeker",79,6,251,NA,"Par5EagleLeaders",2013
46,46,"Steve Stricker",51,6,144,2,"Par5EagleLeaders",2013
46,46,"Cameron Tringale",80,6,261,1,"Par5EagleLeaders",2013
63,63,"Scott Brown",65,5,219,1,"Par5EagleLeaders",2013
63,63,"Graham DeLaet",94,5,294,NA,"Par5EagleLeaders",2013
63,63,"Lucas Glover",65,5,215,3,"Par5EagleLeaders",2013
63,63,"Bill Haas",85,5,265,3,"Par5EagleLeaders",2013
63,63,"JJ Henry",83,5,255,NA,"Par5EagleLeaders",2013
63,63,"John Huh",88,5,274,2,"Par5EagleLeaders",2013
63,63,"Ryo Ishikawa",72,5,225,1,"Par5EagleLeaders",2013
63,63,"Zach Johnson",84,5,256,NA,"Par5EagleLeaders",2013
63,63,"Robert Karlsson",56,5,164,1,"Par5EagleLeaders",2013
63,63,"Jerry Kelly",75,5,235,2,"Par5EagleLeaders",2013
63,63,"Steve LeBrun",66,5,204,1,"Par5EagleLeaders",2013
63,63,"Justin Leonard",86,5,274,2,"Par5EagleLeaders",2013
63,63,"Troy Matteson",68,5,216,1,"Par5EagleLeaders",2013
63,63,"William McGirt",75,5,240,1,"Par5EagleLeaders",2013
63,63,"Phil Mickelson",78,5,245,NA,"Par5EagleLeaders",2013
63,63,"Bryce Molder",82,5,251,2,"Par5EagleLeaders",2013
63,63,"Ryan Moore",72,5,220,1,"Par5EagleLeaders",2013
63,63,"Cameron Percy",68,5,206,1,"Par5EagleLeaders",2013
63,63,"Alistair Presnell",59,5,181,1,"Par5EagleLeaders",2013
63,63,"Tag Ridings",69,5,207,NA,"Par5EagleLeaders",2013
63,63,"Andres Romero",63,5,191,NA,"Par5EagleLeaders",2013
