"Par5EagleLeaders_RANKTHISWEEK_2013","Par5EagleLeaders_RANKLASTWEEK_2013","Par5EagleLeaders_PLAYERNAME_2013","Par5EagleLeaders_ROUNDS_2013","Par5EagleLeaders_TOTAL_2013","Par5EagleLeaders_TOTALPAR5HOLES_2013","Par5EagleLeaders_TOTALHOLEOUTS_2013","stat_name","year"
63,63,"Webb Simpson",92,5,264,1,"Par5EagleLeaders",2013
63,63,"Brendan Steele",86,5,262,2,"Par5EagleLeaders",2013
63,63,"Robert Streb",75,5,219,1,"Par5EagleLeaders",2013
63,63,"Brian Stuard",78,5,235,NA,"Par5EagleLeaders",2013
63,63,"Andrew Svoboda",46,5,136,2,"Par5EagleLeaders",2013
63,63,"Bo Van Pelt",72,5,227,NA,"Par5EagleLeaders",2013
63,63,"Bubba Watson",76,5,234,NA,"Par5EagleLeaders",2013
91,91,"Stephen Ames",49,4,148,NA,"Par5EagleLeaders",2013
91,91,"Sangmoon Bae",83,4,256,1,"Par5EagleLeaders",2013
91,91,"Charlie Beljan",62,4,201,1,"Par5EagleLeaders",2013
91,91,"Stewart Cink",71,4,226,1,"Par5EagleLeaders",2013
91,91,"Brian Davis",91,4,290,2,"Par5EagleLeaders",2013
91,91,"Harris English",95,4,293,NA,"Par5EagleLeaders",2013
91,91,"Jim Herman",59,4,167,1,"Par5EagleLeaders",2013
91,91,"Justin Hicks",79,4,239,NA,"Par5EagleLeaders",2013
91,91,"Morgan Hoffmann",64,4,188,NA,"Par5EagleLeaders",2013
91,91,"Billy Horschel",96,4,301,NA,"Par5EagleLeaders",2013
91,91,"Freddie Jacobson",63,4,177,NA,"Par5EagleLeaders",2013
91,91,"Brandt Jobe",62,4,180,NA,"Par5EagleLeaders",2013
91,91,"Colt Knost",69,4,210,1,"Par5EagleLeaders",2013
91,91,"Scott Langley",79,4,238,NA,"Par5EagleLeaders",2013
91,91,"David Lingmerth",68,4,220,1,"Par5EagleLeaders",2013
91,91,"Jeff Maggert",63,4,194,1,"Par5EagleLeaders",2013
91,91,"Hunter Mahan",91,4,270,1,"Par5EagleLeaders",2013
91,91,"Ryan Palmer",79,4,237,1,"Par5EagleLeaders",2013
91,91,"Jin Park",52,4,162,2,"Par5EagleLeaders",2013
91,91,"Pat Perez",69,4,229,1,"Par5EagleLeaders",2013
91,91,"Adam Scott",61,4,184,NA,"Par5EagleLeaders",2013
91,91,"Darron Stiles",51,4,153,2,"Par5EagleLeaders",2013
91,91,"Josh Teater",86,4,267,NA,"Par5EagleLeaders",2013
91,91,"David Toms",49,4,142,1,"Par5EagleLeaders",2013
91,91,"Charlie Wi",75,4,225,1,"Par5EagleLeaders",2013
91,91,"Lee Williams",62,4,194,2,"Par5EagleLeaders",2013
117,117,"Stuart Appleby",88,3,267,1,"Par5EagleLeaders",2013
117,117,"Ricky Barnes",74,3,220,1,"Par5EagleLeaders",2013
117,117,"Tim Clark",64,3,178,NA,"Par5EagleLeaders",2013
117,117,"Will Claxton",67,3,205,1,"Par5EagleLeaders",2013
117,117,"Ben Crane",62,3,174,1,"Par5EagleLeaders",2013
117,117,"James Driscoll",76,3,241,NA,"Par5EagleLeaders",2013
117,117,"Ken Duke",87,3,266,NA,"Par5EagleLeaders",2013
117,117,"Derek Ernst",58,3,182,1,"Par5EagleLeaders",2013
117,117,"Bob Estes",66,3,209,NA,"Par5EagleLeaders",2013
117,117,"Tom Gillis",69,3,195,2,"Par5EagleLeaders",2013
117,117,"Fabian Gomez",65,3,212,1,"Par5EagleLeaders",2013
117,117,"Luke Guthrie",82,3,265,2,"Par5EagleLeaders",2013
117,117,"Peter Hanson",45,3,122,1,"Par5EagleLeaders",2013
117,117,"Padraig Harrington",52,3,145,NA,"Par5EagleLeaders",2013
117,117,"Tim Herron",45,3,140,NA,"Par5EagleLeaders",2013
117,117,"Marc Leishman",77,3,230,NA,"Par5EagleLeaders",2013
117,117,"David Lynn",70,3,229,NA,"Par5EagleLeaders",2013
117,117,"Seung Yul Noh",71,3,218,NA,"Par5EagleLeaders",2013
117,117,"Henrik Norlander",70,3,217,NA,"Par5EagleLeaders",2013
117,117,"Jeff Overton",78,3,249,NA,"Par5EagleLeaders",2013
117,117,"Carl Pettersson",82,3,249,NA,"Par5EagleLeaders",2013
117,117,"Chez Reavie",72,3,221,NA,"Par5EagleLeaders",2013
117,117,"John Rollins",77,3,232,NA,"Par5EagleLeaders",2013
117,117,"Justin Rose",62,3,178,1,"Par5EagleLeaders",2013
117,117,"Charl Schwartzel",69,3,204,1,"Par5EagleLeaders",2013
117,117,"Chris Stroud",88,3,287,1,"Par5EagleLeaders",2013
117,117,"DJ Trahan",48,3,145,NA,"Par5EagleLeaders",2013
117,117,"Johnson Wagner",64,3,195,1,"Par5EagleLeaders",2013
117,117,"Mark Wilson",56,3,161,NA,"Par5EagleLeaders",2013
146,146,"Robert Allenby",58,2,185,1,"Par5EagleLeaders",2013
146,146,"Jonas Blixt",76,2,229,NA,"Par5EagleLeaders",2013
146,146,"Steven Bowditch",67,2,205,NA,"Par5EagleLeaders",2013
146,146,"Angel Cabrera",73,2,228,1,"Par5EagleLeaders",2013
146,146,"KJ Choi",85,2,262,NA,"Par5EagleLeaders",2013
146,146,"Jim Furyk",80,2,249,1,"Par5EagleLeaders",2013
146,146,"Tommy Gainey",84,2,255,1,"Par5EagleLeaders",2013
146,146,"Brian Gay",79,2,238,1,"Par5EagleLeaders",2013
146,146,"Richard Lee",81,2,257,NA,"Par5EagleLeaders",2013
146,146,"David Mathis",71,2,209,1,"Par5EagleLeaders",2013
146,146,"Graeme McDowell",53,2,148,NA,"Par5EagleLeaders",2013
146,146,"Eric Meierdierks",48,2,154,1,"Par5EagleLeaders",2013
146,146,"Geoff Ogilvy",57,2,189,1,"Par5EagleLeaders",2013
146,146,"DA Points",87,2,275,1,"Par5EagleLeaders",2013
146,146,"Ian Poulter",59,2,158,NA,"Par5EagleLeaders",2013
146,146,"John Senden",79,2,252,NA,"Par5EagleLeaders",2013
146,146,"Shawn Stefani",63,2,191,NA,"Par5EagleLeaders",2013
146,146,"Lee Westwood",70,2,215,1,"Par5EagleLeaders",2013
146,146,"YE Yang",56,2,164,NA,"Par5EagleLeaders",2013
165,165,"Justin Bolli",59,1,180,1,"Par5EagleLeaders",2013
165,165,"Ben Curtis",59,1,182,NA,"Par5EagleLeaders",2013
165,165,"Jason Dufner",78,1,226,NA,"Par5EagleLeaders",2013
165,165,"Dicky Pride",71,1,206,1,"Par5EagleLeaders",2013
165,165,"Vijay Singh",61,1,189,NA,"Par5EagleLeaders",2013
165,165,"Vaughn Taylor",50,1,142,NA,"Par5EagleLeaders",2013
165,165,"Mike Weir",60,1,188,NA,"Par5EagleLeaders",2013
165,165,"Casey Wittenberg",72,1,224,NA,"Par5EagleLeaders",2013
