"TenthTeeLatePar3ScoringAverage_RANKTHISWEEK_2016","TenthTeeLatePar3ScoringAverage_RANKLASTWEEK_2016","TenthTeeLatePar3ScoringAverage_PLAYERNAME_2016","TenthTeeLatePar3ScoringAverage_ROUNDS_2016","TenthTeeLatePar3ScoringAverage_AVG_2016","TenthTeeLatePar3ScoringAverage_TOTALSTROKES_2016","TenthTeeLatePar3ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Phil Mickelson",37,2.25,9,4,"TenthTeeLatePar3ScoringAverage",2016
1,1,"Charl Schwartzel",29,2.25,9,4,"TenthTeeLatePar3ScoringAverage",2016
3,3,"Justin Thomas",53,2.67,32,12,"TenthTeeLatePar3ScoringAverage",2016
4,4,"Rickie Fowler",42,2.75,22,8,"TenthTeeLatePar3ScoringAverage",2016
4,4,"Branden Grace",31,2.75,11,4,"TenthTeeLatePar3ScoringAverage",2016
4,4,"Kevin Kisner",49,2.75,22,8,"TenthTeeLatePar3ScoringAverage",2016
4,4,"Matt Kuchar",46,2.75,22,8,"TenthTeeLatePar3ScoringAverage",2016
4,4,"Hideki Matsuyama",40,2.75,22,8,"TenthTeeLatePar3ScoringAverage",2016
4,4,"Jordan Spieth",34,2.75,11,4,"TenthTeeLatePar3ScoringAverage",2016
10,10,"Zac Blair",56,2.82,124,44,"TenthTeeLatePar3ScoringAverage",2016
11,11,"Jamie Lovemark",57,2.83,102,36,"TenthTeeLatePar3ScoringAverage",2016
12,12,"Jason Kokrak",52,2.85,57,20,"TenthTeeLatePar3ScoringAverage",2016
13,14,"Brice Garnett",29,2.86,106,37,"TenthTeeLatePar3ScoringAverage",2016
14,16,"Kevin Chappell",49,2.87,109,38,"TenthTeeLatePar3ScoringAverage",2016
15,17,"Dustin Johnson",37,2.88,23,8,"TenthTeeLatePar3ScoringAverage",2016
15,17,"Webb Simpson",34,2.88,46,16,"TenthTeeLatePar3ScoringAverage",2016
17,12,"Jason Gore",51,2.89,130,45,"TenthTeeLatePar3ScoringAverage",2016
17,17,"Camilo Villegas",50,2.89,127,44,"TenthTeeLatePar3ScoringAverage",2016
19,21,"Chad Campbell",54,2.9,116,40,"TenthTeeLatePar3ScoringAverage",2016
19,17,"David Hearn",55,2.9,151,52,"TenthTeeLatePar3ScoringAverage",2016
19,22,"Robert Streb",51,2.9,116,40,"TenthTeeLatePar3ScoringAverage",2016
22,23,"Dawie van der Walt",48,2.91,154,53,"TenthTeeLatePar3ScoringAverage",2016
23,25,"Jonas Blixt",46,2.92,70,24,"TenthTeeLatePar3ScoringAverage",2016
23,25,"Miguel Angel Carballo",24,2.92,35,12,"TenthTeeLatePar3ScoringAverage",2016
25,29,"Patton Kizzire",57,2.93,82,28,"TenthTeeLatePar3ScoringAverage",2016
26,31,"Bill Haas",42,2.94,47,16,"TenthTeeLatePar3ScoringAverage",2016
26,29,"Chesson Hadley",51,2.94,226,77,"TenthTeeLatePar3ScoringAverage",2016
26,31,"Andrew Landry",24,2.94,47,16,"TenthTeeLatePar3ScoringAverage",2016
26,14,"William McGirt",54,2.94,94,32,"TenthTeeLatePar3ScoringAverage",2016
26,31,"Bryce Molder",50,2.94,144,49,"TenthTeeLatePar3ScoringAverage",2016
31,23,"Matt Every",34,2.95,109,37,"TenthTeeLatePar3ScoringAverage",2016
31,36,"Billy Hurley III",22,2.95,62,21,"TenthTeeLatePar3ScoringAverage",2016
31,36,"Smylie Kaufman",57,2.95,59,20,"TenthTeeLatePar3ScoringAverage",2016
31,25,"Carlos Ortiz",47,2.95,118,40,"TenthTeeLatePar3ScoringAverage",2016
35,25,"Alex Cejka",47,2.96,83,28,"TenthTeeLatePar3ScoringAverage",2016
35,39,"Rhein Gibson",36,2.96,145,49,"TenthTeeLatePar3ScoringAverage",2016
35,39,"Luke Guthrie",31,2.96,71,24,"TenthTeeLatePar3ScoringAverage",2016
35,45,"Danny Lee",53,2.96,133,45,"TenthTeeLatePar3ScoringAverage",2016
35,39,"Brian Stuard",24,2.96,83,28,"TenthTeeLatePar3ScoringAverage",2016
40,36,"Mark Hubbard",73,2.97,190,64,"TenthTeeLatePar3ScoringAverage",2016
40,43,"Kevin Streelman",46,2.97,113,38,"TenthTeeLatePar3ScoringAverage",2016
42,50,"Steven Bowditch",40,2.98,122,41,"TenthTeeLatePar3ScoringAverage",2016
