"FirstTeeLateRound1ScoringAverage_RANKTHISWEEK_2016","FirstTeeLateRound1ScoringAverage_RANKLASTWEEK_2016","FirstTeeLateRound1ScoringAverage_PLAYERNAME_2016","FirstTeeLateRound1ScoringAverage__2016","FirstTeeLateRound1ScoringAverage_AVG_2016","FirstTeeLateRound1ScoringAverage_TOTALSTROKES_2016","FirstTeeLateRound1ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Will Wilcox",NA,66,66,1,"FirstTeeLateRound1ScoringAverage",2016
2,2,"Michael Thompson",NA,66.67,200,3,"FirstTeeLateRound1ScoringAverage",2016
3,3,"Jason Bohn",NA,67,67,1,"FirstTeeLateRound1ScoringAverage",2016
4,4,"Henrik Norlander",NA,67.5,135,2,"FirstTeeLateRound1ScoringAverage",2016
5,20,"Andrew Loupe",NA,67.75,271,4,"FirstTeeLateRound1ScoringAverage",2016
5,5,"Bryce Molder",NA,67.75,271,4,"FirstTeeLateRound1ScoringAverage",2016
5,5,"Jhonattan Vegas",NA,67.75,271,4,"FirstTeeLateRound1ScoringAverage",2016
8,7,"Jerry Kelly",NA,68,204,3,"FirstTeeLateRound1ScoringAverage",2016
8,7,"Scott Stallings",NA,68,136,2,"FirstTeeLateRound1ScoringAverage",2016
8,7,"David Toms",NA,68,68,1,"FirstTeeLateRound1ScoringAverage",2016
8,7,"Bernd Wiesberger",NA,68,68,1,"FirstTeeLateRound1ScoringAverage",2016
12,27,"Kevin Chappell",NA,68.33,205,3,"FirstTeeLateRound1ScoringAverage",2016
13,15,"Thomas Aiken",NA,68.5,137,2,"FirstTeeLateRound1ScoringAverage",2016
13,15,"Rickie Fowler",NA,68.5,274,4,"FirstTeeLateRound1ScoringAverage",2016
13,7,"Brian Harman",NA,68.5,137,2,"FirstTeeLateRound1ScoringAverage",2016
13,15,"Jamie Lovemark",NA,68.5,274,4,"FirstTeeLateRound1ScoringAverage",2016
13,15,"Sean OHair",NA,68.5,137,2,"FirstTeeLateRound1ScoringAverage",2016
18,19,"Scott Brown",NA,68.6,343,5,"FirstTeeLateRound1ScoringAverage",2016
19,20,"Charles Howell III",NA,68.67,206,3,"FirstTeeLateRound1ScoringAverage",2016
19,20,"Ryan Palmer",NA,68.67,206,3,"FirstTeeLateRound1ScoringAverage",2016
19,20,"Scott Piercy",NA,68.67,206,3,"FirstTeeLateRound1ScoringAverage",2016
19,20,"Tyrone Van Aswegen",NA,68.67,412,6,"FirstTeeLateRound1ScoringAverage",2016
23,25,"Roberto Castro",NA,68.75,275,4,"FirstTeeLateRound1ScoringAverage",2016
23,25,"Jason Day",NA,68.75,275,4,"FirstTeeLateRound1ScoringAverage",2016
25,27,"Ben Crane",NA,69,69,1,"FirstTeeLateRound1ScoringAverage",2016
25,27,"Brendon de Jonge",NA,69,207,3,"FirstTeeLateRound1ScoringAverage",2016
25,27,"Charley Hoffman",NA,69,138,2,"FirstTeeLateRound1ScoringAverage",2016
25,27,"Si Woo Kim",NA,69,138,2,"FirstTeeLateRound1ScoringAverage",2016
25,27,"Pat Perez",NA,69,69,1,"FirstTeeLateRound1ScoringAverage",2016
25,27,"Scott Pinckney",NA,69,276,4,"FirstTeeLateRound1ScoringAverage",2016
25,27,"Patrick Reed",NA,69,276,4,"FirstTeeLateRound1ScoringAverage",2016
25,27,"Daniel Summerhays",NA,69,138,2,"FirstTeeLateRound1ScoringAverage",2016
25,27,"Vaughn Taylor",NA,69,69,1,"FirstTeeLateRound1ScoringAverage",2016
25,47,"Dawie van der Walt",NA,69,276,4,"FirstTeeLateRound1ScoringAverage",2016
35,72,"Steve Wheatcroft",NA,69.2,346,5,"FirstTeeLateRound1ScoringAverage",2016
36,7,"Steve Marino",NA,69.25,277,4,"FirstTeeLateRound1ScoringAverage",2016
37,58,"Daniel Berger",NA,69.33,208,3,"FirstTeeLateRound1ScoringAverage",2016
37,39,"Jason Dufner",NA,69.33,208,3,"FirstTeeLateRound1ScoringAverage",2016
37,39,"Russell Henley",NA,69.33,208,3,"FirstTeeLateRound1ScoringAverage",2016
40,41,"Stewart Cink",NA,69.5,139,2,"FirstTeeLateRound1ScoringAverage",2016
40,41,"Freddie Jacobson",NA,69.5,417,6,"FirstTeeLateRound1ScoringAverage",2016
40,41,"William McGirt",NA,69.5,278,4,"FirstTeeLateRound1ScoringAverage",2016
40,41,"Brandt Snedeker",NA,69.5,556,8,"FirstTeeLateRound1ScoringAverage",2016
44,45,"Jimmy Walker",NA,69.6,348,5,"FirstTeeLateRound1ScoringAverage",2016
45,47,"Spencer Levin",NA,69.67,209,3,"FirstTeeLateRound1ScoringAverage",2016
45,47,"Wes Roach",NA,69.67,209,3,"FirstTeeLateRound1ScoringAverage",2016
47,50,"Graham DeLaet",NA,69.75,279,4,"FirstTeeLateRound1ScoringAverage",2016
47,50,"Luke Donald",NA,69.75,279,4,"FirstTeeLateRound1ScoringAverage",2016
47,50,"Danny Lee",NA,69.75,279,4,"FirstTeeLateRound1ScoringAverage",2016
47,50,"Steve Stricker",NA,69.75,279,4,"FirstTeeLateRound1ScoringAverage",2016
51,55,"Brooks Koepka",NA,69.8,349,5,"FirstTeeLateRound1ScoringAverage",2016
