"ScramblingfromtheRough_RANKTHISWEEK_2009","ScramblingfromtheRough_RANKLASTWEEK_2009","ScramblingfromtheRough_PLAYERNAME_2009","ScramblingfromtheRough_ROUNDS_2009","ScramblingfromtheRough_Pct_2009","ScramblingfromtheRough_SUCCESSES_2009","ScramblingfromtheRough_ATTEMPTS_2009","stat_name","year"
1,1,"Brian Gay",96,69.71,145,208,"ScramblingfromtheRough",2009
2,2,"Tim Clark",81,69.13,103,149,"ScramblingfromtheRough",2009
3,3,"Steve Stricker",81,68.84,95,138,"ScramblingfromtheRough",2009
4,4,"Mark Brooks",55,66.07,74,112,"ScramblingfromtheRough",2009
5,5,"Patrick Sheehan",51,65.66,65,99,"ScramblingfromtheRough",2009
6,6,"Zach Johnson",94,65.38,119,182,"ScramblingfromtheRough",2009
7,7,"Tiger Woods",64,65.32,81,124,"ScramblingfromtheRough",2009
8,8,"Padraig Harrington",66,65.31,96,147,"ScramblingfromtheRough",2009
9,9,"Woody Austin",84,64.74,123,190,"ScramblingfromtheRough",2009
10,10,"Brandt Snedeker",81,64.63,95,147,"ScramblingfromtheRough",2009
11,11,"Matt Kuchar",82,64.25,124,193,"ScramblingfromtheRough",2009
12,12,"Jim Furyk",86,63.58,103,162,"ScramblingfromtheRough",2009
13,13,"Kevin Na",91,63.38,135,213,"ScramblingfromtheRough",2009
14,14,"Mike Weir",85,62.92,112,178,"ScramblingfromtheRough",2009
15,15,"Kenny Perry",92,62.62,129,206,"ScramblingfromtheRough",2009
16,16,"Chris Riley",77,62.59,87,139,"ScramblingfromtheRough",2009
17,17,"Jason Dufner",90,62.5,120,192,"ScramblingfromtheRough",2009
18,18,"Bob Estes",78,62.37,116,186,"ScramblingfromtheRough",2009
19,19,"Jeff Quinney",78,62.22,112,180,"ScramblingfromtheRough",2009
20,20,"Scott McCarron",91,62,124,200,"ScramblingfromtheRough",2009
21,21,"Bart Bryant",58,61.97,88,142,"ScramblingfromtheRough",2009
22,22,"Lee Janzen",74,61.96,101,163,"ScramblingfromtheRough",2009
23,23,"Freddie Jacobson",83,61.9,117,189,"ScramblingfromtheRough",2009
24,24,"JJ Henry",97,61.83,115,186,"ScramblingfromtheRough",2009
25,25,"Charles Howell III",99,61.58,125,203,"ScramblingfromtheRough",2009
25,25,"Pat Perez",74,61.58,109,177,"ScramblingfromtheRough",2009
27,27,"Scott Sterling",51,61.46,59,96,"ScramblingfromtheRough",2009
28,28,"Steve Marino",98,61.38,116,189,"ScramblingfromtheRough",2009
29,29,"Tim Petrovic",97,61.34,119,194,"ScramblingfromtheRough",2009
30,30,"Kirk Triplett",60,61.29,76,124,"ScramblingfromtheRough",2009
31,31,"Ernie Els",70,61.21,71,116,"ScramblingfromtheRough",2009
32,32,"Chris DiMarco",97,60.89,137,225,"ScramblingfromtheRough",2009
32,32,"David Toms",98,60.89,109,179,"ScramblingfromtheRough",2009
34,34,"Jeff Overton",92,60.85,143,235,"ScramblingfromtheRough",2009
35,35,"Ben Crane",93,60.8,107,176,"ScramblingfromtheRough",2009
36,36,"Matt Jones",56,60.55,66,109,"ScramblingfromtheRough",2009
37,37,"Nathan Green",104,60.41,148,245,"ScramblingfromtheRough",2009
38,38,"Sean OHair",80,60.39,93,154,"ScramblingfromtheRough",2009
39,39,"Jeff Klauk",97,60.31,117,194,"ScramblingfromtheRough",2009
40,40,"David Mathis",82,60.12,101,168,"ScramblingfromtheRough",2009
41,41,"Robert Allenby",71,60,72,120,"ScramblingfromtheRough",2009
41,41,"Brian Vranesh",51,60,69,115,"ScramblingfromtheRough",2009
43,43,"KJ Choi",65,59.69,77,129,"ScramblingfromtheRough",2009
44,44,"Tom Pernice Jr",82,59.59,115,193,"ScramblingfromtheRough",2009
45,45,"Ken Duke",87,59.52,125,210,"ScramblingfromtheRough",2009
46,46,"Glen Day",79,59.48,91,153,"ScramblingfromtheRough",2009
47,47,"John Mallinger",90,59.47,113,190,"ScramblingfromtheRough",2009
48,48,"Ryuji Imada",85,59.44,107,180,"ScramblingfromtheRough",2009
49,49,"Bill Lunde",83,59.38,95,160,"ScramblingfromtheRough",2009
50,50,"Luke Donald",79,59.26,96,162,"ScramblingfromtheRough",2009
51,51,"Ryan Moore",89,59.02,108,183,"ScramblingfromtheRough",2009
52,52,"Robert Garrigus",83,58.97,92,156,"ScramblingfromtheRough",2009
53,53,"Nick OHern",90,58.96,102,173,"ScramblingfromtheRough",2009
54,54,"Ian Poulter",59,58.93,66,112,"ScramblingfromtheRough",2009
55,55,"Marc Turnesa",77,58.82,110,187,"ScramblingfromtheRough",2009
56,56,"DA Points",99,58.64,112,191,"ScramblingfromtheRough",2009
57,57,"Phil Mickelson",66,58.55,89,152,"ScramblingfromtheRough",2009
58,58,"Retief Goosen",74,58.47,107,183,"ScramblingfromtheRough",2009
59,59,"Chad Campbell",90,58.44,90,154,"ScramblingfromtheRough",2009
60,60,"Jerry Kelly",90,58.42,111,190,"ScramblingfromtheRough",2009
61,61,"Greg Chalmers",85,58.38,108,185,"ScramblingfromtheRough",2009
62,62,"Kevin Stadler",65,58.26,67,115,"ScramblingfromtheRough",2009
62,62,"Mark Wilson",99,58.26,127,218,"ScramblingfromtheRough",2009
64,64,"Jason Day",61,58.16,82,141,"ScramblingfromtheRough",2009
65,65,"Dustin Johnson",85,58.13,118,203,"ScramblingfromtheRough",2009
66,66,"Fred Couples",54,58.1,61,105,"ScramblingfromtheRough",2009
67,67,"Harrison Frazar",93,57.94,135,233,"ScramblingfromtheRough",2009
68,68,"Parker McLachlin",71,57.87,114,197,"ScramblingfromtheRough",2009
69,69,"Tim Herron",87,57.84,118,204,"ScramblingfromtheRough",2009
70,70,"Jimmy Walker",74,57.81,111,192,"ScramblingfromtheRough",2009
71,71,"Darron Stiles",52,57.73,56,97,"ScramblingfromtheRough",2009
72,72,"Will Ma Kenzie",69,57.62,87,151,"ScramblingfromtheRough",2009
73,73,"Ben Curtis",63,57.6,72,125,"ScramblingfromtheRough",2009
74,74,"Matt Bettencourt",98,57.58,152,264,"ScramblingfromtheRough",2009
75,75,"Webb Simpson",94,57.52,130,226,"ScramblingfromtheRough",2009
76,76,"Charley Hoffman",97,57.42,120,209,"ScramblingfromtheRough",2009
77,77,"Brett Quigley",92,57.4,97,169,"ScramblingfromtheRough",2009
78,78,"Brad Faxon",59,57.38,105,183,"ScramblingfromtheRough",2009
79,79,"Steve Lowery",83,57.36,113,197,"ScramblingfromtheRough",2009
79,79,"Camilo Villegas",76,57.36,74,129,"ScramblingfromtheRough",2009
81,81,"Bob Heintz",59,57.34,82,143,"ScramblingfromtheRough",2009
82,82,"Spencer Levin",75,57.32,90,157,"ScramblingfromtheRough",2009
83,83,"Chez Reavie",81,57.24,87,152,"ScramblingfromtheRough",2009
84,84,"Michael Letzig",96,57.21,123,215,"ScramblingfromtheRough",2009
84,84,"James Nitties",86,57.21,123,215,"ScramblingfromtheRough",2009
84,84,"Nick Watney",86,57.21,115,201,"ScramblingfromtheRough",2009
87,87,"Brad Adamonis",70,57.14,88,154,"ScramblingfromtheRough",2009
88,88,"Steve Flesch",77,57.05,89,156,"ScramblingfromtheRough",2009
89,89,"Kent Jones",73,57.04,81,142,"ScramblingfromtheRough",2009
90,90,"Troy Matteson",95,56.99,106,186,"ScramblingfromtheRough",2009
91,91,"Dean Wilson",81,56.98,102,179,"ScramblingfromtheRough",2009
92,92,"Mark Calcavecchia",72,56.97,94,165,"ScramblingfromtheRough",2009
93,93,"Geoff Ogilvy",78,56.89,95,167,"ScramblingfromtheRough",2009
94,94,"Jarrod Lyle",65,56.8,71,125,"ScramblingfromtheRough",2009
95,95,"Alex Cejka",82,56.67,85,150,"ScramblingfromtheRough",2009
96,96,"Heath Slocum",95,56.57,99,175,"ScramblingfromtheRough",2009
97,97,"Paul Goydos",79,56.52,91,161,"ScramblingfromtheRough",2009
98,98,"Briny Baird",89,56.39,75,133,"ScramblingfromtheRough",2009
98,98,"Justin Rose",71,56.39,75,133,"ScramblingfromtheRough",2009
100,100,"Stephen Ames",77,56.35,71,126,"ScramblingfromtheRough",2009
101,101,"Steve Elkington",70,56.29,85,151,"ScramblingfromtheRough",2009
102,102,"Justin Leonard",95,56.08,83,148,"ScramblingfromtheRough",2009
103,103,"Jeff Maggert",79,55.97,89,159,"ScramblingfromtheRough",2009
104,104,"YE Yang",83,55.91,104,186,"ScramblingfromtheRough",2009
105,105,"Leif Olson",51,55.63,79,142,"ScramblingfromtheRough",2009
106,106,"Sergio Garcia",59,55.45,56,101,"ScramblingfromtheRough",2009
107,107,"Bubba Watson",73,55.4,77,139,"ScramblingfromtheRough",2009
108,108,"Bryce Molder",69,55.36,62,112,"ScramblingfromtheRough",2009
108,108,"Rory Sabbatini",81,55.36,93,168,"ScramblingfromtheRough",2009
110,110,"Joe Ogilvie",85,55.34,114,206,"ScramblingfromtheRough",2009
111,111,"Rick Price",54,55.28,68,123,"ScramblingfromtheRough",2009
112,112,"Marc Leishman",91,55.22,111,201,"ScramblingfromtheRough",2009
113,113,"Colt Knost",71,55.12,70,127,"ScramblingfromtheRough",2009
114,114,"Andres Romero",58,55.08,65,118,"ScramblingfromtheRough",2009
115,115,"Anthony Kim",76,55.06,87,158,"ScramblingfromtheRough",2009
116,116,"Kris Blanks",60,55,66,120,"ScramblingfromtheRough",2009
116,116,"Tag Ridings",50,55,55,100,"ScramblingfromtheRough",2009
118,118,"Stuart Appleby",79,54.94,89,162,"ScramblingfromtheRough",2009
119,119,"Charlie Wi",92,54.81,114,208,"ScramblingfromtheRough",2009
120,120,"Aaron Baddeley",66,54.8,97,177,"ScramblingfromtheRough",2009
121,121,"Tom Lehman",55,54.76,46,84,"ScramblingfromtheRough",2009
122,122,"Bill Haas",91,54.67,117,214,"ScramblingfromtheRough",2009
123,123,"Richard Johnson",85,54.65,94,172,"ScramblingfromtheRough",2009
124,124,"Scott Piercy",85,54.63,112,205,"ScramblingfromtheRough",2009
125,125,"DJ Trahan",96,54.6,95,174,"ScramblingfromtheRough",2009
126,126,"Lucas Glover",93,54.59,113,207,"ScramblingfromtheRough",2009
127,127,"Scott Verplank",88,54.55,90,165,"ScramblingfromtheRough",2009
128,128,"Peter Tomasulo",61,54.41,74,136,"ScramblingfromtheRough",2009
129,129,"Boo Weekley",79,54.38,87,160,"ScramblingfromtheRough",2009
130,130,"Kevin Sutherland",96,54.12,92,170,"ScramblingfromtheRough",2009
131,131,"Brian Bateman",55,54.03,67,124,"ScramblingfromtheRough",2009
132,132,"Peter Lonard",86,54.02,94,174,"ScramblingfromtheRough",2009
133,133,"Vaughn Taylor",88,53.72,101,188,"ScramblingfromtheRough",2009
134,134,"Casey Wittenberg",71,53.68,73,136,"ScramblingfromtheRough",2009
135,135,"John Senden",100,53.59,97,181,"ScramblingfromtheRough",2009
136,136,"Nicholas Thompson",96,53.56,128,239,"ScramblingfromtheRough",2009
137,137,"George McNeill",82,53.37,103,193,"ScramblingfromtheRough",2009
138,138,"JB Holmes",74,53.3,97,182,"ScramblingfromtheRough",2009
139,139,"Ted Purdy",101,53.27,114,214,"ScramblingfromtheRough",2009
140,140,"Matt Weibring",65,53.13,68,128,"ScramblingfromtheRough",2009
141,141,"Jason Gore",74,53.02,79,149,"ScramblingfromtheRough",2009
142,142,"Angel Cabrera",55,52.99,62,117,"ScramblingfromtheRough",2009
143,143,"Todd Hamilton",83,52.98,80,151,"ScramblingfromtheRough",2009
144,144,"Jay Williamson",69,52.94,63,119,"ScramblingfromtheRough",2009
