"SandSavesfrom30yards_RANKTHISWEEK_2015","SandSavesfrom30yards_RANKLASTWEEK_2015","SandSavesfrom30yards_PLAYERNAME_2015","SandSavesfrom30yards_ROUNDS_2015","SandSavesfrom30yards_Pct_2015","SandSavesfrom30yards_OFSAVES_2015","SandSavesfrom30yards_OFBUNKERS_2015","stat_name","year"
1,1,"Will Wilcox",58,100,3,3,"SandSavesfrom30yards",2015
2,2,"Jonas Blixt",78,70,7,10,"SandSavesfrom30yards",2015
3,3,"Angel Cabrera",53,66.67,4,6,"SandSavesfrom30yards",2015
3,3,"Marc Leishman",74,66.67,8,12,"SandSavesfrom30yards",2015
5,5,"Steven Bowditch",103,61.54,8,13,"SandSavesfrom30yards",2015
6,6,"Heath Slocum",57,60,3,5,"SandSavesfrom30yards",2015
6,6,"Johnson Wagner",68,60,3,5,"SandSavesfrom30yards",2015
6,6,"Lee Westwood",56,60,3,5,"SandSavesfrom30yards",2015
6,6,"Tim Wilkinson",73,60,6,10,"SandSavesfrom30yards",2015
10,10,"SJ Park",79,58.33,7,12,"SandSavesfrom30yards",2015
11,11,"Ryan Palmer",80,57.14,4,7,"SandSavesfrom30yards",2015
11,11,"Jimmy Walker",89,57.14,8,14,"SandSavesfrom30yards",2015
13,13,"Rickie Fowler",76,55.56,5,9,"SandSavesfrom30yards",2015
13,13,"Zach Johnson",90,55.56,10,18,"SandSavesfrom30yards",2015
13,13,"Camilo Villegas",83,55.56,5,9,"SandSavesfrom30yards",2015
16,16,"Luke Guthrie",84,54.55,6,11,"SandSavesfrom30yards",2015
16,16,"James Hahn",94,54.55,6,11,"SandSavesfrom30yards",2015
16,16,"Chris Kirk",76,54.55,6,11,"SandSavesfrom30yards",2015
19,19,"Brian Harman",90,53.85,7,13,"SandSavesfrom30yards",2015
20,20,"JB Holmes",89,53.33,8,15,"SandSavesfrom30yards",2015
21,21,"Blayne Barber",76,50,4,8,"SandSavesfrom30yards",2015
21,21,"Zac Blair",108,50,8,16,"SandSavesfrom30yards",2015
21,21,"Roberto Castro",54,50,2,4,"SandSavesfrom30yards",2015
21,21,"Greg Chalmers",58,50,3,6,"SandSavesfrom30yards",2015
21,21,"Stewart Cink",77,50,8,16,"SandSavesfrom30yards",2015
21,21,"Jon Curran",83,50,8,16,"SandSavesfrom30yards",2015
21,21,"Dustin Johnson",75,50,4,8,"SandSavesfrom30yards",2015
21,21,"Jason Kokrak",88,50,10,20,"SandSavesfrom30yards",2015
21,21,"Ben Martin",93,50,5,10,"SandSavesfrom30yards",2015
21,21,"Kevin Na",98,50,7,14,"SandSavesfrom30yards",2015
21,21,"Carlos Ortiz",100,50,13,26,"SandSavesfrom30yards",2015
21,21,"DA Points",72,50,3,6,"SandSavesfrom30yards",2015
21,21,"Sam Saunders",83,50,5,10,"SandSavesfrom30yards",2015
21,21,"David Toms",62,50,5,10,"SandSavesfrom30yards",2015
21,21,"Boo Weekley",79,50,4,8,"SandSavesfrom30yards",2015
36,36,"David Hearn",97,47.37,9,19,"SandSavesfrom30yards",2015
37,37,"Justin Thomas",106,46.67,7,15,"SandSavesfrom30yards",2015
38,38,"Alex Cejka",94,46.15,6,13,"SandSavesfrom30yards",2015
38,38,"Matt Every",73,46.15,6,13,"SandSavesfrom30yards",2015
40,40,"Ernie Els",57,45.45,5,11,"SandSavesfrom30yards",2015
40,40,"Brendon Todd",96,45.45,5,11,"SandSavesfrom30yards",2015
42,42,"Cameron Tringale",96,45,9,20,"SandSavesfrom30yards",2015
43,43,"Jamie Donaldson",50,44.44,4,9,"SandSavesfrom30yards",2015
43,43,"Morgan Hoffmann",85,44.44,8,18,"SandSavesfrom30yards",2015
43,43,"Seung Yul Noh",65,44.44,8,18,"SandSavesfrom30yards",2015
43,43,"John Peterson",84,44.44,8,18,"SandSavesfrom30yards",2015
43,43,"Andrew Putnam",68,44.44,4,9,"SandSavesfrom30yards",2015
48,48,"Daniel Berger",97,43.75,7,16,"SandSavesfrom30yards",2015
49,49,"Charlie Beljan",76,42.86,3,7,"SandSavesfrom30yards",2015
49,49,"Charley Hoffman",97,42.86,6,14,"SandSavesfrom30yards",2015
49,49,"Martin Laird",77,42.86,3,7,"SandSavesfrom30yards",2015
49,49,"Cameron Percy",72,42.86,3,7,"SandSavesfrom30yards",2015
49,49,"Rory Sabbatini",81,42.86,3,7,"SandSavesfrom30yards",2015
49,49,"Adam Scott",51,42.86,3,7,"SandSavesfrom30yards",2015
49,49,"Henrik Stenson",63,42.86,3,7,"SandSavesfrom30yards",2015
49,49,"Hudson Swafford",97,42.86,3,7,"SandSavesfrom30yards",2015
49,49,"Bubba Watson",71,42.86,6,14,"SandSavesfrom30yards",2015
58,58,"Kevin Kisner",104,41.18,7,17,"SandSavesfrom30yards",2015
59,59,"Brendon de Jonge",106,40.91,9,22,"SandSavesfrom30yards",2015
60,60,"Aaron Baddeley",76,40,4,10,"SandSavesfrom30yards",2015
60,60,"Scott Brown",97,40,6,15,"SandSavesfrom30yards",2015
60,60,"Lucas Glover",79,40,4,10,"SandSavesfrom30yards",2015
60,60,"David Lingmerth",90,40,4,10,"SandSavesfrom30yards",2015
60,60,"William McGirt",103,40,6,15,"SandSavesfrom30yards",2015
60,60,"Ryan Moore",81,40,4,10,"SandSavesfrom30yards",2015
60,60,"Ian Poulter",68,40,4,10,"SandSavesfrom30yards",2015
60,60,"Jonathan Randolph",72,40,4,10,"SandSavesfrom30yards",2015
60,60,"Chez Reavie",56,40,2,5,"SandSavesfrom30yards",2015
60,60,"John Senden",80,40,6,15,"SandSavesfrom30yards",2015
60,60,"Jordan Spieth",91,40,4,10,"SandSavesfrom30yards",2015
