"Approach_RANKTHISWEEK_2014","Approach_RANKLASTWEEK_2014","Approach_PLAYERNAME_2014","Approach_ROUNDS_2014","Approach_AVGRTP_2014","stat_name","year"
1,1,"Jimmy Walker",98,-0.265,"Approach",2014
2,2,"Charl Schwartzel",64,-0.241,"Approach",2014
3,3,"Webb Simpson",87,-0.232,"Approach",2014
4,4,"Jason Day",54,-0.229,"Approach",2014
5,5,"Ian Poulter",57,-0.223,"Approach",2014
6,6,"Justin Leonard",75,-0.219,"Approach",2014
7,7,"Kevin Streelman",79,-0.218,"Approach",2014
8,8,"Jason Dufner",57,-0.211,"Approach",2014
9,9,"Jim Furyk",84,-0.209,"Approach",2014
10,10,"Billy Hurley III",86,-0.208,"Approach",2014
11,11,"Jerry Kelly",80,-0.207,"Approach",2014
11,11,"Hideki Matsuyama",82,-0.207,"Approach",2014
13,13,"Matt Every",85,-0.199,"Approach",2014
13,13,"Charles Howell III",106,-0.199,"Approach",2014
13,13,"Danny Lee",84,-0.199,"Approach",2014
16,16,"Kevin Kisner",85,-0.194,"Approach",2014
17,17,"David Hearn",97,-0.193,"Approach",2014
18,18,"Keegan Bradley",89,-0.192,"Approach",2014
19,19,"Brad Fritsch",50,-0.191,"Approach",2014
20,20,"Zach Johnson",97,-0.186,"Approach",2014
21,21,"Shawn Stefani",60,-0.182,"Approach",2014
22,22,"Greg Chalmers",85,-0.181,"Approach",2014
22,22,"Jeff Overton",80,-0.181,"Approach",2014
24,24,"Tim Clark",75,-0.179,"Approach",2014
25,25,"Rory McIlroy",66,-0.177,"Approach",2014
26,26,"Brian Davis",93,-0.174,"Approach",2014
27,27,"Steven Bowditch",93,-0.173,"Approach",2014
27,27,"Geoff Ogilvy",84,-0.173,"Approach",2014
27,27,"Brian Stuard",91,-0.173,"Approach",2014
30,30,"Matt Kuchar",91,-0.171,"Approach",2014
30,30,"Richard Lee",80,-0.171,"Approach",2014
30,30,"Ben Martin",80,-0.171,"Approach",2014
30,30,"Brendan Steele",89,-0.171,"Approach",2014
34,34,"Bubba Watson",76,-0.169,"Approach",2014
35,35,"Ben Curtis",77,-0.168,"Approach",2014
36,36,"Hunter Mahan",88,-0.165,"Approach",2014
36,36,"Tim Wilkinson",86,-0.165,"Approach",2014
38,38,"Jim Renner",61,-0.164,"Approach",2014
39,39,"Erik Compton",88,-0.162,"Approach",2014
39,39,"Rickie Fowler",91,-0.162,"Approach",2014
39,39,"Bill Haas",107,-0.162,"Approach",2014
39,39,"Cameron Tringale",111,-0.162,"Approach",2014
43,43,"Scott Langley",95,-0.161,"Approach",2014
43,43,"William McGirt",96,-0.161,"Approach",2014
45,45,"Woody Austin",63,-0.159,"Approach",2014
45,45,"Graeme McDowell",66,-0.159,"Approach",2014
45,45,"Brendon Todd",108,-0.159,"Approach",2014
48,48,"David Lingmerth",80,-0.158,"Approach",2014
49,49,"Stuart Appleby",92,-0.154,"Approach",2014
49,49,"Daniel Summerhays",98,-0.154,"Approach",2014
51,51,"Brian Harman",111,-0.153,"Approach",2014
51,51,"Patrick Reed",92,-0.153,"Approach",2014
53,53,"Luke Donald",57,-0.15,"Approach",2014
54,54,"Jordan Spieth",102,-0.149,"Approach",2014
55,55,"Russell Henley",92,-0.147,"Approach",2014
55,55,"Camilo Villegas",95,-0.147,"Approach",2014
57,57,"Justin Hicks",103,-0.145,"Approach",2014
57,57,"Ryo Ishikawa",75,-0.145,"Approach",2014
57,57,"Martin Laird",66,-0.145,"Approach",2014
60,60,"Will Ma Kenzie",82,-0.144,"Approach",2014
60,60,"Ryan Moore",86,-0.144,"Approach",2014
60,60,"Boo Weekley",73,-0.144,"Approach",2014
63,63,"Spencer Levin",59,-0.143,"Approach",2014
64,64,"Robert Garrigus",80,-0.14,"Approach",2014
64,64,"Robert Streb",75,-0.14,"Approach",2014
66,66,"Freddie Jacobson",91,-0.138,"Approach",2014
67,67,"Kevin Na",94,-0.137,"Approach",2014
68,68,"Rory Sabbatini",82,-0.136,"Approach",2014
68,68,"David Toms",64,-0.136,"Approach",2014
70,70,"Jim Herman",62,-0.135,"Approach",2014
70,70,"Brandt Snedeker",89,-0.135,"Approach",2014
72,72,"Vijay Singh",83,-0.134,"Approach",2014
73,73,"Charley Hoffman",93,-0.133,"Approach",2014
73,73,"Johnson Wagner",69,-0.133,"Approach",2014
75,75,"Pat Perez",84,-0.132,"Approach",2014
76,76,"Henrik Stenson",56,-0.131,"Approach",2014
77,77,"Bud Cauley",56,-0.13,"Approach",2014
77,77,"Luke Guthrie",85,-0.13,"Approach",2014
77,77,"Chris Stroud",88,-0.13,"Approach",2014
80,80,"Retief Goosen",94,-0.129,"Approach",2014
80,80,"Andrew Svoboda",77,-0.129,"Approach",2014
82,82,"Ricky Barnes",92,-0.128,"Approach",2014
83,83,"Kevin Chappell",100,-0.127,"Approach",2014
84,84,"Josh Teater",90,-0.126,"Approach",2014
85,85,"Louis Oosthuizen",50,-0.125,"Approach",2014
86,86,"Kevin Stadler",90,-0.124,"Approach",2014
86,86,"Gary Woodland",93,-0.124,"Approach",2014
88,88,"Russell Knox",92,-0.123,"Approach",2014
88,88,"Troy Matteson",62,-0.123,"Approach",2014
90,90,"Bryce Molder",77,-0.122,"Approach",2014
90,90,"YE Yang",79,-0.122,"Approach",2014
92,92,"Jamie Lovemark",64,-0.121,"Approach",2014
92,92,"Troy Merritt",62,-0.121,"Approach",2014
92,92,"Carl Pettersson",91,-0.121,"Approach",2014
95,95,"Chad Campbell",57,-0.119,"Approach",2014
95,95,"KJ Choi",80,-0.119,"Approach",2014
95,95,"Chris Kirk",105,-0.119,"Approach",2014
95,95,"Adam Scott",68,-0.119,"Approach",2014
99,99,"Sean OHair",77,-0.118,"Approach",2014
99,99,"Heath Slocum",71,-0.118,"Approach",2014
101,101,"Jhonattan Vegas",77,-0.115,"Approach",2014
102,102,"Jason Kokrak",65,-0.114,"Approach",2014
102,102,"George McNeill",79,-0.114,"Approach",2014
104,104,"Michael Putnam",106,-0.113,"Approach",2014
105,105,"Ken Duke",80,-0.112,"Approach",2014
105,105,"John Senden",99,-0.112,"Approach",2014
107,107,"Marc Leishman",81,-0.111,"Approach",2014
107,107,"Nicholas Thompson",85,-0.111,"Approach",2014
109,109,"Tommy Gainey",73,-0.11,"Approach",2014
109,109,"Charlie Wi",72,-0.11,"Approach",2014
111,111,"Scott Brown",100,-0.109,"Approach",2014
111,111,"Justin Rose",70,-0.109,"Approach",2014
113,113,"Aaron Baddeley",74,-0.108,"Approach",2014
113,113,"JB Holmes",86,-0.108,"Approach",2014
115,115,"Angel Cabrera",69,-0.106,"Approach",2014
115,115,"Paul Casey",56,-0.106,"Approach",2014
115,115,"Harris English",95,-0.106,"Approach",2014
115,115,"Martin Flores",85,-0.106,"Approach",2014
115,115,"Brice Garnett",92,-0.106,"Approach",2014
115,115,"Andres Romero",81,-0.106,"Approach",2014
121,121,"Jonathan Byrd",76,-0.105,"Approach",2014
121,121,"Stewart Cink",91,-0.105,"Approach",2014
123,123,"Jason Bohn",81,-0.104,"Approach",2014
123,123,"Chad Collins",78,-0.104,"Approach",2014
123,123,"Andrew Loupe",65,-0.104,"Approach",2014
126,126,"Robert Allenby",83,-0.103,"Approach",2014
127,127,"Lee Westwood",57,-0.1,"Approach",2014
128,128,"Chesson Hadley",84,-0.098,"Approach",2014
128,128,"Billy Horschel",92,-0.098,"Approach",2014
128,128,"John Merrick",87,-0.098,"Approach",2014
131,131,"Ben Crane",81,-0.093,"Approach",2014
131,131,"Brian Gay",81,-0.093,"Approach",2014
131,131,"Brooks Koepka",56,-0.093,"Approach",2014
134,134,"Ted Potter Jr",68,-0.089,"Approach",2014
135,135,"Sangmoon Bae",76,-0.087,"Approach",2014
135,135,"Jonas Blixt",64,-0.087,"Approach",2014
137,137,"James Driscoll",71,-0.086,"Approach",2014
137,137,"Sergio Garcia",61,-0.086,"Approach",2014
139,139,"Jeff Maggert",54,-0.084,"Approach",2014
140,140,"John Peterson",62,-0.083,"Approach",2014
141,141,"Graham DeLaet",80,-0.081,"Approach",2014
141,141,"Nick Watney",80,-0.081,"Approach",2014
143,143,"John Rollins",84,-0.079,"Approach",2014
144,144,"Ryan Palmer",85,-0.074,"Approach",2014
145,145,"Bo Van Pelt",83,-0.07,"Approach",2014
146,146,"Hudson Swafford",75,-0.069,"Approach",2014
147,147,"Tyrone Van Aswegen",79,-0.068,"Approach",2014
148,148,"Roberto Castro",76,-0.064,"Approach",2014
149,149,"Phil Mickelson",71,-0.063,"Approach",2014
150,150,"Seung Yul Noh",92,-0.062,"Approach",2014
151,151,"James Hahn",82,-0.059,"Approach",2014
152,152,"JJ Henry",91,-0.057,"Approach",2014
152,152,"Michael Thompson",74,-0.057,"Approach",2014
154,154,"John Huh",87,-0.052,"Approach",2014
155,155,"Ernie Els",85,-0.051,"Approach",2014
156,156,"Derek Ernst",80,-0.049,"Approach",2014
157,157,"Dustin Johnson",58,-0.048,"Approach",2014
158,158,"DA Points",75,-0.045,"Approach",2014
159,159,"Briny Baird",50,-0.043,"Approach",2014
159,159,"DH Lee",54,-0.043,"Approach",2014
161,161,"Trevor Immelman",84,-0.041,"Approach",2014
162,162,"Bronson La Cassie",51,-0.038,"Approach",2014
162,162,"Mark Wilson",69,-0.038,"Approach",2014
164,164,"Scott Stallings",77,-0.037,"Approach",2014
165,165,"Brendon de Jonge",109,-0.036,"Approach",2014
166,166,"Morgan Hoffmann",103,-0.03,"Approach",2014
167,167,"Charlie Beljan",76,-0.021,"Approach",2014
168,168,"Davis Love III",74,-0.018,"Approach",2014
169,169,"Lucas Glover",68,-0.014,"Approach",2014
170,170,"Kyle Stanley",87,-0.011,"Approach",2014
171,171,"Matt Jones",83,-0.007,"Approach",2014
172,172,"Gonzalo Fdez Castano",83,0.007,"Approach",2014
173,173,"Martin Kaymer",65,0.011,"Approach",2014
174,174,"Will Wilcox",51,0.013,"Approach",2014
175,175,"Kevin Tway",64,0.028,"Approach",2014
176,176,"Wes Roach",67,0.035,"Approach",2014
177,177,"Mike Weir",69,0.066,"Approach",2014
