"3PuttAvoidance25_RANKTHISWEEK_2014","3PuttAvoidance25_RANKLASTWEEK_2014","3PuttAvoidance25_PLAYERNAME_2014","3PuttAvoidance25_ROUNDS_2014","3PuttAvoidance25_Pct_2014","3PuttAvoidance25_TOTAL3PUTTS_2014","3PuttAvoidance25_ATTEMPTS_2014","3PuttAvoidance25_2PUTTORBETTERPct_2014","stat_name","year"
1,1,"Jason Bohn",81,4.69,15,320,95.3,"3PuttAvoidance25",2014
1,1,"Graeme McDowell",66,4.69,9,192,95.3,"3PuttAvoidance25",2014
3,3,"John Senden",99,4.77,19,398,95.2,"3PuttAvoidance25",2014
4,4,"Rory McIlroy",66,5.29,10,189,94.7,"3PuttAvoidance25",2014
5,5,"Freddie Jacobson",91,5.36,18,336,94.6,"3PuttAvoidance25",2014
6,6,"Matt Jones",83,5.43,14,258,94.5,"3PuttAvoidance25",2014
7,7,"Dustin Johnson",58,5.7,9,158,94.3,"3PuttAvoidance25",2014
8,8,"William McGirt",96,5.87,21,358,94.1,"3PuttAvoidance25",2014
9,9,"Matt Kuchar",91,5.93,20,337,94,"3PuttAvoidance25",2014
10,10,"Henrik Stenson",56,6.01,11,183,93.9,"3PuttAvoidance25",2014
11,11,"KJ Choi",80,6.02,16,266,93.9,"3PuttAvoidance25",2014
12,12,"Greg Chalmers",85,6.05,19,314,93.9,"3PuttAvoidance25",2014
13,13,"Brendon Todd",108,6.15,23,374,93.8,"3PuttAvoidance25",2014
14,14,"Ben Crane",81,6.25,20,320,93.7,"3PuttAvoidance25",2014
15,15,"Bryce Molder",77,6.3,17,270,93.7,"3PuttAvoidance25",2014
16,16,"Justin Rose",70,6.31,13,206,93.6,"3PuttAvoidance25",2014
17,17,"Ted Potter Jr",68,6.53,16,245,93.4,"3PuttAvoidance25",2014
18,18,"Bubba Watson",76,6.55,15,229,93.4,"3PuttAvoidance25",2014
19,19,"Jason Kokrak",65,6.61,17,257,93.3,"3PuttAvoidance25",2014
19,19,"Jimmy Walker",98,6.61,22,333,93.3,"3PuttAvoidance25",2014
21,21,"Justin Leonard",75,6.64,17,256,93.3,"3PuttAvoidance25",2014
22,22,"Russell Henley",92,6.69,23,344,93.3,"3PuttAvoidance25",2014
23,23,"Jason Day",54,6.82,9,132,93.1,"3PuttAvoidance25",2014
24,24,"Jonas Blixt",64,6.86,12,175,93.1,"3PuttAvoidance25",2014
24,24,"Brendon de Jonge",109,6.86,29,423,93.1,"3PuttAvoidance25",2014
24,24,"Kevin Kisner",85,6.86,21,306,93.1,"3PuttAvoidance25",2014
27,27,"Chris Stroud",88,6.92,20,289,93,"3PuttAvoidance25",2014
28,28,"Charley Hoffman",93,6.98,22,315,93,"3PuttAvoidance25",2014
28,28,"Will Wilcox",51,6.98,12,172,93,"3PuttAvoidance25",2014
30,30,"Adam Scott",68,7.02,16,228,92.9,"3PuttAvoidance25",2014
31,31,"Scott Langley",95,7.1,24,338,92.9,"3PuttAvoidance25",2014
32,32,"Paul Casey",56,7.14,13,182,92.8,"3PuttAvoidance25",2014
32,32,"Zach Johnson",97,7.14,25,350,92.8,"3PuttAvoidance25",2014
34,34,"Roberto Castro",76,7.23,18,249,92.7,"3PuttAvoidance25",2014
34,34,"Daniel Summerhays",98,7.23,31,429,92.7,"3PuttAvoidance25",2014
36,36,"David Hearn",97,7.27,24,330,92.7,"3PuttAvoidance25",2014
37,37,"Johnson Wagner",69,7.32,21,287,92.6,"3PuttAvoidance25",2014
38,38,"Ryo Ishikawa",75,7.33,17,232,92.6,"3PuttAvoidance25",2014
39,39,"Rickie Fowler",91,7.34,19,259,92.6,"3PuttAvoidance25",2014
40,40,"Luke Donald",57,7.39,15,203,92.6,"3PuttAvoidance25",2014
41,41,"Kevin Stadler",90,7.44,23,309,92.5,"3PuttAvoidance25",2014
42,42,"Jerry Kelly",80,7.47,21,281,92.5,"3PuttAvoidance25",2014
43,43,"Billy Hurley III",86,7.51,25,333,92.4,"3PuttAvoidance25",2014
44,44,"Sergio Garcia",61,7.56,13,172,92.4,"3PuttAvoidance25",2014
45,45,"Aaron Baddeley",74,7.57,19,251,92.4,"3PuttAvoidance25",2014
46,46,"Brian Stuard",91,7.62,23,302,92.3,"3PuttAvoidance25",2014
47,47,"Brandt Snedeker",89,7.63,20,262,92.3,"3PuttAvoidance25",2014
48,48,"Jonathan Byrd",76,7.67,23,300,92.3,"3PuttAvoidance25",2014
49,49,"Retief Goosen",94,7.71,28,363,92.2,"3PuttAvoidance25",2014
50,50,"James Driscoll",71,7.75,22,284,92.2,"3PuttAvoidance25",2014
51,51,"Scott Brown",100,7.78,27,347,92.2,"3PuttAvoidance25",2014
51,51,"Erik Compton",88,7.78,27,347,92.2,"3PuttAvoidance25",2014
53,53,"Sean OHair",77,7.8,23,295,92.2,"3PuttAvoidance25",2014
54,54,"John Rollins",84,7.81,25,320,92.1,"3PuttAvoidance25",2014
55,55,"Marc Leishman",81,7.82,24,307,92.1,"3PuttAvoidance25",2014
56,56,"Brian Harman",111,7.83,31,396,92.1,"3PuttAvoidance25",2014
57,57,"David Toms",64,7.89,18,228,92.1,"3PuttAvoidance25",2014
58,58,"Charlie Wi",72,8.01,23,287,91.9,"3PuttAvoidance25",2014
59,59,"Seung Yul Noh",92,8.06,27,335,91.9,"3PuttAvoidance25",2014
