"AverageApproachShotDistance_RANKTHISWEEK_2009","AverageApproachShotDistance_RANKLASTWEEK_2009","AverageApproachShotDistance_PLAYERNAME_2009","AverageApproachShotDistance_ROUNDS_2009","AverageApproachShotDistance_AVG_2009","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2009","AverageApproachShotDistance_TOTALHOLES_2009","stat_name","year"
111,111,"Tag Ridings",50,165.8,4375330,733,"AverageApproachShotDistance",2009
117,117,"Anthony Kim",76,165.9,6422022,1075,"AverageApproachShotDistance",2009
118,118,"Chad Campbell",90,166,7602906,1272,"AverageApproachShotDistance",2009
118,118,"Lucas Glover",93,166,8423841,1410,"AverageApproachShotDistance",2009
118,118,"Bubba Watson",73,166,6113850,1023,"AverageApproachShotDistance",2009
121,121,"Stuart Appleby",79,166.1,6958647,1164,"AverageApproachShotDistance",2009
121,121,"Greg Chalmers",85,166.1,7577163,1267,"AverageApproachShotDistance",2009
121,121,"Bill Haas",91,166.1,8775516,1468,"AverageApproachShotDistance",2009
121,121,"Jeff Overton",92,166.1,8133571,1360,"AverageApproachShotDistance",2009
121,121,"Corey Pavin",73,166.1,5807793,971,"AverageApproachShotDistance",2009
126,126,"Billy Mayfair",83,166.2,7408693,1238,"AverageApproachShotDistance",2009
126,126,"Tom Pernice Jr",82,166.2,8030555,1342,"AverageApproachShotDistance",2009
126,126,"Kevin Sutherland",96,166.2,7850943,1312,"AverageApproachShotDistance",2009
129,129,"Bill Lunde",83,166.3,8038453,1343,"AverageApproachShotDistance",2009
129,129,"Will Ma Kenzie",69,166.3,6494435,1085,"AverageApproachShotDistance",2009
129,129,"Ian Poulter",59,166.3,4520222,755,"AverageApproachShotDistance",2009
132,132,"Sergio Garcia",59,166.4,4731457,790,"AverageApproachShotDistance",2009
132,132,"Freddie Jacobson",83,166.4,7819095,1305,"AverageApproachShotDistance",2009
132,132,"Steve Lowery",83,166.4,8246930,1377,"AverageApproachShotDistance",2009
132,132,"Pat Perez",74,166.4,6656400,1111,"AverageApproachShotDistance",2009
132,132,"John Rollins",92,166.4,8448326,1410,"AverageApproachShotDistance",2009
132,132,"Peter Tomasulo",61,166.4,4905553,819,"AverageApproachShotDistance",2009
132,132,"Scott Verplank",88,166.4,8488140,1417,"AverageApproachShotDistance",2009
139,139,"James Nitties",86,166.6,8133729,1356,"AverageApproachShotDistance",2009
139,139,"Boo Weekley",79,166.6,6992868,1166,"AverageApproachShotDistance",2009
141,141,"Davis Love III",89,166.7,8306094,1384,"AverageApproachShotDistance",2009
141,141,"Justin Rose",71,166.7,6103960,1017,"AverageApproachShotDistance",2009
141,141,"Nicholas Thompson",96,166.7,9342879,1557,"AverageApproachShotDistance",2009
144,144,"JJ Henry",97,166.8,9038079,1505,"AverageApproachShotDistance",2009
144,144,"Jerry Kelly",90,166.8,8275162,1378,"AverageApproachShotDistance",2009
144,144,"Scott Piercy",85,166.8,8164345,1360,"AverageApproachShotDistance",2009
147,147,"Adam Scott",53,166.9,4524470,753,"AverageApproachShotDistance",2009
147,147,"Bo Van Pelt",100,166.9,8824066,1469,"AverageApproachShotDistance",2009
149,149,"Greg Owen",97,167,8814669,1466,"AverageApproachShotDistance",2009
150,150,"Ben Curtis",63,167.1,5069936,843,"AverageApproachShotDistance",2009
150,150,"David Duval",56,167.1,4710812,783,"AverageApproachShotDistance",2009
150,150,"Tim Petrovic",97,167.1,9256764,1539,"AverageApproachShotDistance",2009
153,153,"Mark Calcavecchia",72,167.2,6640653,1103,"AverageApproachShotDistance",2009
153,153,"Robert Garrigus",83,167.2,7711939,1281,"AverageApproachShotDistance",2009
153,153,"George McNeill",82,167.2,8200516,1362,"AverageApproachShotDistance",2009
153,153,"John Senden",100,167.2,9913925,1647,"AverageApproachShotDistance",2009
157,157,"Brendon de Jonge",90,167.3,8494060,1410,"AverageApproachShotDistance",2009
157,157,"Camilo Villegas",76,167.3,6029138,1001,"AverageApproachShotDistance",2009
159,159,"Ryan Palmer",78,167.4,7529018,1249,"AverageApproachShotDistance",2009
160,160,"Sean OHair",80,167.7,6272396,1039,"AverageApproachShotDistance",2009
160,160,"Jimmy Walker",74,167.7,6898728,1143,"AverageApproachShotDistance",2009
160,160,"Charles Warren",63,167.7,5730284,949,"AverageApproachShotDistance",2009
163,163,"Charley Hoffman",97,167.8,9370605,1551,"AverageApproachShotDistance",2009
163,163,"Phil Mickelson",66,167.8,5182480,858,"AverageApproachShotDistance",2009
165,165,"Padraig Harrington",66,167.9,5178693,857,"AverageApproachShotDistance",2009
166,166,"YE Yang",83,168,7568291,1251,"AverageApproachShotDistance",2009
167,167,"Kevin Na",91,168.2,8457120,1397,"AverageApproachShotDistance",2009
167,167,"DA Points",99,168.2,9332163,1541,"AverageApproachShotDistance",2009
169,169,"Angel Cabrera",55,168.3,4133210,682,"AverageApproachShotDistance",2009
170,170,"Nathan Green",104,168.5,10018877,1652,"AverageApproachShotDistance",2009
170,170,"Nick Watney",86,168.5,7382314,1217,"AverageApproachShotDistance",2009
172,172,"Hunter Mahan",94,168.9,8182724,1346,"AverageApproachShotDistance",2009
173,173,"Robert Allenby",71,169,6114633,1005,"AverageApproachShotDistance",2009
174,174,"Rory Sabbatini",81,169.1,7311083,1201,"AverageApproachShotDistance",2009
175,175,"Ernie Els",70,169.2,5907987,970,"AverageApproachShotDistance",2009
176,176,"Martin Laird",72,169.3,6740443,1106,"AverageApproachShotDistance",2009
176,176,"DJ Trahan",96,169.3,8692873,1426,"AverageApproachShotDistance",2009
178,178,"Johnson Wagner",81,169.5,8103403,1328,"AverageApproachShotDistance",2009
179,179,"Scott McCarron",91,169.8,8803285,1440,"AverageApproachShotDistance",2009
180,180,"Ryan Moore",89,169.9,8222108,1344,"AverageApproachShotDistance",2009
181,181,"Andres Romero",58,170.1,4685794,765,"AverageApproachShotDistance",2009
182,182,"Jonathan Byrd",89,170.5,8674606,1413,"AverageApproachShotDistance",2009
183,183,"Mathew Goggin",76,170.6,6589638,1073,"AverageApproachShotDistance",2009
184,184,"Tiger Woods",64,174.3,5388789,859,"AverageApproachShotDistance",2009
