"AverageApproachShotDistance_RANKTHISWEEK_2009","AverageApproachShotDistance_RANKLASTWEEK_2009","AverageApproachShotDistance_PLAYERNAME_2009","AverageApproachShotDistance_ROUNDS_2009","AverageApproachShotDistance_AVG_2009","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2009","AverageApproachShotDistance_TOTALHOLES_2009","stat_name","year"
1,1,"Darron Stiles",52,159.4,4321731,753,"AverageApproachShotDistance",2009
2,2,"Tommy Armour III",58,159.6,5362003,933,"AverageApproachShotDistance",2009
3,3,"Scott Sterling",51,159.7,4110992,715,"AverageApproachShotDistance",2009
4,4,"Greg Kraft",51,159.8,4215994,733,"AverageApproachShotDistance",2009
5,5,"Tim Clark",81,159.9,6085569,1057,"AverageApproachShotDistance",2009
6,6,"Fred Couples",54,160.2,4341532,753,"AverageApproachShotDistance",2009
7,7,"Glen Day",79,160.3,6623631,1148,"AverageApproachShotDistance",2009
7,7,"Joe Durant",62,160.3,4831589,837,"AverageApproachShotDistance",2009
7,7,"Kevin Stadler",65,160.3,5581941,967,"AverageApproachShotDistance",2009
10,10,"Colt Knost",71,160.4,5779752,1001,"AverageApproachShotDistance",2009
11,11,"Bob Heintz",59,160.5,5268907,912,"AverageApproachShotDistance",2009
12,12,"Kris Blanks",60,160.6,4874539,843,"AverageApproachShotDistance",2009
13,13,"Mark Brooks",55,160.9,4152503,717,"AverageApproachShotDistance",2009
13,13,"Jarrod Lyle",65,160.9,5179642,894,"AverageApproachShotDistance",2009
15,15,"Derek Fathauer",63,161.2,5280837,910,"AverageApproachShotDistance",2009
16,16,"Jay Williamson",69,161.3,5918424,1019,"AverageApproachShotDistance",2009
17,17,"Brendon Todd",53,161.4,4857517,836,"AverageApproachShotDistance",2009
18,18,"Patrick Sheehan",51,161.5,4064980,699,"AverageApproachShotDistance",2009
19,19,"Justin Leonard",95,161.7,7823755,1344,"AverageApproachShotDistance",2009
19,19,"Heath Slocum",95,161.7,8872249,1524,"AverageApproachShotDistance",2009
21,21,"Joe Ogilvie",85,161.8,8037816,1380,"AverageApproachShotDistance",2009
21,21,"Chez Reavie",81,161.8,7310887,1255,"AverageApproachShotDistance",2009
23,23,"Peter Lonard",86,162.1,8053787,1380,"AverageApproachShotDistance",2009
24,24,"Ken Duke",87,162.2,7410849,1269,"AverageApproachShotDistance",2009
24,24,"Jeff Quinney",78,162.2,7414963,1270,"AverageApproachShotDistance",2009
24,24,"Kirk Triplett",60,162.2,5764873,987,"AverageApproachShotDistance",2009
24,24,"Mike Weir",85,162.2,6995934,1198,"AverageApproachShotDistance",2009
28,28,"Brian Bateman",55,162.3,5023954,860,"AverageApproachShotDistance",2009
29,29,"Eric Axley",71,162.4,6133552,1049,"AverageApproachShotDistance",2009
29,29,"Jason Bohn",88,162.4,8581627,1468,"AverageApproachShotDistance",2009
29,29,"Todd Hamilton",83,162.4,6701238,1146,"AverageApproachShotDistance",2009
29,29,"Bryce Molder",69,162.4,5659876,968,"AverageApproachShotDistance",2009
33,33,"Daniel Chopra",89,162.5,8674145,1483,"AverageApproachShotDistance",2009
33,33,"Troy Matteson",95,162.5,9182837,1570,"AverageApproachShotDistance",2009
33,33,"Leif Olson",51,162.5,4486584,767,"AverageApproachShotDistance",2009
33,33,"Webb Simpson",94,162.5,9091925,1554,"AverageApproachShotDistance",2009
37,37,"Brad Adamonis",70,162.6,6398261,1093,"AverageApproachShotDistance",2009
37,37,"Matt Weibring",65,162.6,5776643,987,"AverageApproachShotDistance",2009
39,39,"Stewart Cink",79,162.7,6180892,1055,"AverageApproachShotDistance",2009
39,39,"Brian Gay",96,162.7,8594097,1467,"AverageApproachShotDistance",2009
41,41,"Chris DiMarco",97,162.8,9123115,1557,"AverageApproachShotDistance",2009
41,41,"Tim Herron",87,162.8,8502758,1451,"AverageApproachShotDistance",2009
41,41,"Lee Janzen",74,162.8,6394983,1091,"AverageApproachShotDistance",2009
41,41,"Jeff Maggert",79,162.8,7661813,1307,"AverageApproachShotDistance",2009
45,45,"Dustin Johnson",85,162.9,6690621,1141,"AverageApproachShotDistance",2009
45,45,"Vijay Singh",71,162.9,5352943,913,"AverageApproachShotDistance",2009
45,45,"Dean Wilson",81,162.9,7342038,1252,"AverageApproachShotDistance",2009
48,48,"Kent Jones",73,163,6418975,1094,"AverageApproachShotDistance",2009
48,48,"Aron Price",89,163,8098700,1380,"AverageApproachShotDistance",2009
50,50,"Michael Allen",73,163.2,6103377,1039,"AverageApproachShotDistance",2009
50,50,"Brandt Snedeker",81,163.2,6833647,1163,"AverageApproachShotDistance",2009
50,50,"Casey Wittenberg",71,163.2,5680765,967,"AverageApproachShotDistance",2009
53,53,"KJ Choi",65,163.3,5274206,897,"AverageApproachShotDistance",2009
53,53,"Harrison Frazar",93,163.3,8835703,1503,"AverageApproachShotDistance",2009
53,53,"Cliff Kresge",78,163.3,7076215,1204,"AverageApproachShotDistance",2009
56,56,"Bob Estes",78,163.4,7265140,1235,"AverageApproachShotDistance",2009
57,57,"Matt Jones",56,163.5,4748941,807,"AverageApproachShotDistance",2009
57,57,"Rocco Mediate",79,163.5,6956434,1182,"AverageApproachShotDistance",2009
59,59,"Jason Gore",74,163.7,6548145,1111,"AverageApproachShotDistance",2009
60,60,"Parker McLachlin",71,163.8,7051950,1196,"AverageApproachShotDistance",2009
60,60,"Kenny Perry",92,163.8,7724588,1310,"AverageApproachShotDistance",2009
62,62,"Luke Donald",79,163.9,6438222,1091,"AverageApproachShotDistance",2009
62,62,"Steve Flesch",77,163.9,6661000,1129,"AverageApproachShotDistance",2009
62,62,"David Mathis",82,163.9,7285362,1235,"AverageApproachShotDistance",2009
62,62,"John Merrick",91,163.9,7152302,1212,"AverageApproachShotDistance",2009
62,62,"Geoff Ogilvy",78,163.9,6131684,1039,"AverageApproachShotDistance",2009
67,67,"Richard Johnson",85,164.1,7855252,1330,"AverageApproachShotDistance",2009
67,67,"Steve Marino",98,164.1,8883172,1504,"AverageApproachShotDistance",2009
67,67,"Steve Stricker",81,164.1,6556436,1110,"AverageApproachShotDistance",2009
70,70,"John Mallinger",90,164.2,7464228,1263,"AverageApproachShotDistance",2009
70,70,"David Toms",98,164.2,8501810,1438,"AverageApproachShotDistance",2009
72,72,"Steve Elkington",70,164.3,6564027,1110,"AverageApproachShotDistance",2009
72,72,"Tom Lehman",55,164.3,3720898,629,"AverageApproachShotDistance",2009
72,72,"Kevin Streelman",97,164.3,9208186,1557,"AverageApproachShotDistance",2009
75,75,"Bart Bryant",58,164.6,5535269,934,"AverageApproachShotDistance",2009
75,75,"Brian Davis",103,164.6,9635381,1626,"AverageApproachShotDistance",2009
75,75,"Brad Faxon",59,164.6,5498502,928,"AverageApproachShotDistance",2009
75,75,"Matt Kuchar",82,164.6,7542717,1273,"AverageApproachShotDistance",2009
75,75,"Nick OHern",90,164.6,9007778,1520,"AverageApproachShotDistance",2009
80,80,"Retief Goosen",74,164.7,5945737,1003,"AverageApproachShotDistance",2009
81,81,"Rick Price",54,164.8,4354171,734,"AverageApproachShotDistance",2009
81,81,"Brett Quigley",92,164.8,7991892,1347,"AverageApproachShotDistance",2009
81,81,"Marc Turnesa",77,164.8,7550709,1273,"AverageApproachShotDistance",2009
81,81,"Brian Vranesh",51,164.8,4581414,772,"AverageApproachShotDistance",2009
81,81,"Mark Wilson",99,164.8,9370098,1579,"AverageApproachShotDistance",2009
86,86,"Cameron Beckman",87,164.9,7966554,1342,"AverageApproachShotDistance",2009
86,86,"Alex Cejka",82,164.9,7535373,1269,"AverageApproachShotDistance",2009
88,88,"Stephen Ames",77,165,6057074,1020,"AverageApproachShotDistance",2009
88,88,"Aaron Baddeley",66,165,6123313,1031,"AverageApproachShotDistance",2009
88,88,"Rich Beem",77,165,6158886,1037,"AverageApproachShotDistance",2009
88,88,"Rod Pampling",72,165,6805539,1146,"AverageApproachShotDistance",2009
88,88,"Vaughn Taylor",88,165,8371895,1409,"AverageApproachShotDistance",2009
93,93,"Jason Day",61,165.1,5313446,894,"AverageApproachShotDistance",2009
93,93,"Gary Woodland",53,165.1,3935002,662,"AverageApproachShotDistance",2009
95,95,"Ben Crane",93,165.2,8521721,1433,"AverageApproachShotDistance",2009
95,95,"Ryuji Imada",85,165.2,7356406,1237,"AverageApproachShotDistance",2009
95,95,"Michael Letzig",96,165.2,9144263,1538,"AverageApproachShotDistance",2009
95,95,"Chris Riley",77,165.2,7101781,1194,"AverageApproachShotDistance",2009
95,95,"Charlie Wi",92,165.2,8399578,1412,"AverageApproachShotDistance",2009
100,100,"Charles Howell III",99,165.3,8805088,1480,"AverageApproachShotDistance",2009
100,100,"Marc Leishman",91,165.3,8960113,1506,"AverageApproachShotDistance",2009
100,100,"Chris Stroud",88,165.3,8110714,1363,"AverageApproachShotDistance",2009
103,103,"Spencer Levin",75,165.4,7137721,1199,"AverageApproachShotDistance",2009
104,104,"Matt Bettencourt",98,165.5,9281438,1558,"AverageApproachShotDistance",2009
104,104,"Carl Pettersson",86,165.5,7830231,1314,"AverageApproachShotDistance",2009
106,106,"Jeff Klauk",97,165.6,9418294,1580,"AverageApproachShotDistance",2009
107,107,"Ricky Barnes",67,165.7,5423212,909,"AverageApproachShotDistance",2009
107,107,"Paul Goydos",79,165.7,6948156,1165,"AverageApproachShotDistance",2009
107,107,"JB Holmes",74,165.7,6513989,1092,"AverageApproachShotDistance",2009
107,107,"Zach Johnson",94,165.7,8445080,1416,"AverageApproachShotDistance",2009
111,111,"Woody Austin",84,165.8,8122063,1361,"AverageApproachShotDistance",2009
111,111,"Briny Baird",89,165.8,7705188,1291,"AverageApproachShotDistance",2009
111,111,"Jason Dufner",90,165.8,8327515,1395,"AverageApproachShotDistance",2009
111,111,"Jim Furyk",86,165.8,6936558,1162,"AverageApproachShotDistance",2009
111,111,"Ted Purdy",101,165.8,9486240,1589,"AverageApproachShotDistance",2009
