"ScramblingFringeRTPScore_RANKTHISWEEK_2011","ScramblingFringeRTPScore_RANKLASTWEEK_2011","ScramblingFringeRTPScore_PLAYERNAME_2011","ScramblingFringeRTPScore_ROUNDS_2011","ScramblingFringeRTPScore_AVGRTP_2011","ScramblingFringeRTPScore_TOTALHOLES_2011","ScramblingFringeRTPScore_TOTALRTP_2011","stat_name","year"
1,NA,"Anthony Kim",72,-0.127,55,-7,"ScramblingFringeRTPScore",2011
2,NA,"Aaron Baddeley",77,-0.123,57,-7,"ScramblingFringeRTPScore",2011
3,NA,"KJ Choi",77,-0.119,59,-7,"ScramblingFringeRTPScore",2011
4,NA,"Richard Johnson",64,-0.083,36,-3,"ScramblingFringeRTPScore",2011
4,NA,"Derek Lamely",65,-0.083,48,-4,"ScramblingFringeRTPScore",2011
6,NA,"Padraig Harrington",60,-0.074,54,-4,"ScramblingFringeRTPScore",2011
6,NA,"Gary Woodland",93,-0.074,54,-4,"ScramblingFringeRTPScore",2011
8,NA,"Ryan Moore",79,-0.07,57,-4,"ScramblingFringeRTPScore",2011
9,NA,"Nathan Green",81,-0.068,59,-4,"ScramblingFringeRTPScore",2011
10,NA,"Luke Donald",73,-0.065,31,-2,"ScramblingFringeRTPScore",2011
11,NA,"Alex Cejka",59,-0.064,47,-3,"ScramblingFringeRTPScore",2011
12,NA,"Brian Gay",90,-0.062,65,-4,"ScramblingFringeRTPScore",2011
13,NA,"Ryan Palmer",82,-0.06,84,-5,"ScramblingFringeRTPScore",2011
14,NA,"Robert Allenby",84,-0.059,51,-3,"ScramblingFringeRTPScore",2011
14,NA,"Ernie Els",71,-0.059,51,-3,"ScramblingFringeRTPScore",2011
16,NA,"Joseph Bramlett",73,-0.058,52,-3,"ScramblingFringeRTPScore",2011
17,NA,"Rickie Fowler",84,-0.054,56,-3,"ScramblingFringeRTPScore",2011
18,NA,"Josh Teater",104,-0.052,77,-4,"ScramblingFringeRTPScore",2011
19,NA,"Hunter Haas",96,-0.044,68,-3,"ScramblingFringeRTPScore",2011
20,NA,"Stuart Appleby",65,-0.043,47,-2,"ScramblingFringeRTPScore",2011
20,NA,"Bobby Gates",82,-0.043,47,-2,"ScramblingFringeRTPScore",2011
20,NA,"Ryuji Imada",83,-0.043,69,-3,"ScramblingFringeRTPScore",2011
20,NA,"Kevin Na",84,-0.043,70,-3,"ScramblingFringeRTPScore",2011
24,NA,"Stewart Cink",72,-0.04,50,-2,"ScramblingFringeRTPScore",2011
25,NA,"Jerry Kelly",85,-0.038,53,-2,"ScramblingFringeRTPScore",2011
26,NA,"Angel Cabrera",50,-0.03,33,-1,"ScramblingFringeRTPScore",2011
26,NA,"Nick Watney",80,-0.03,66,-2,"ScramblingFringeRTPScore",2011
28,NA,"Martin Piller",63,-0.026,39,-1,"ScramblingFringeRTPScore",2011
28,NA,"YE Yang",63,-0.026,38,-1,"ScramblingFringeRTPScore",2011
30,NA,"Troy Matteson",91,-0.024,84,-2,"ScramblingFringeRTPScore",2011
31,NA,"Ben Crane",76,-0.023,44,-1,"ScramblingFringeRTPScore",2011
31,NA,"Steve Stricker",70,-0.023,43,-1,"ScramblingFringeRTPScore",2011
33,NA,"Stephen Ames",69,-0.021,48,-1,"ScramblingFringeRTPScore",2011
34,NA,"Harrison Frazar",58,-0.02,50,-1,"ScramblingFringeRTPScore",2011
35,NA,"Kevin Kisner",70,-0.019,52,-1,"ScramblingFringeRTPScore",2011
36,NA,"Chez Reavie",92,-0.018,55,-1,"ScramblingFringeRTPScore",2011
36,NA,"Charlie Wi",83,-0.018,55,-1,"ScramblingFringeRTPScore",2011
38,NA,"Shaun Micheel",77,-0.015,67,-1,"ScramblingFringeRTPScore",2011
39,NA,"Bryce Molder",82,-0.014,70,-1,"ScramblingFringeRTPScore",2011
40,NA,"Charles Howell III",108,-0.013,76,-1,"ScramblingFringeRTPScore",2011
41,NA,"Cameron Beckman",71,0,64,0,"ScramblingFringeRTPScore",2011
41,NA,"Chris Couch",73,0,53,0,"ScramblingFringeRTPScore",2011
41,NA,"Jason Day",76,0,42,0,"ScramblingFringeRTPScore",2011
41,NA,"Robert Garrigus",83,0,66,0,"ScramblingFringeRTPScore",2011
41,NA,"JJ Henry",96,0,74,0,"ScramblingFringeRTPScore",2011
41,NA,"Robert Karlsson",61,0,53,0,"ScramblingFringeRTPScore",2011
41,NA,"Hunter Mahan",92,0,60,0,"ScramblingFringeRTPScore",2011
41,NA,"Ben Martin",74,0,57,0,"ScramblingFringeRTPScore",2011
41,NA,"Scott McCarron",65,0,51,0,"ScramblingFringeRTPScore",2011
41,NA,"Rory Sabbatini",85,0,66,0,"ScramblingFringeRTPScore",2011
41,NA,"Michael Thompson",79,0,67,0,"ScramblingFringeRTPScore",2011
41,NA,"Jhonattan Vegas",84,0,67,0,"ScramblingFringeRTPScore",2011
41,NA,"Garrett Willis",71,0,65,0,"ScramblingFringeRTPScore",2011
54,NA,"Jimmy Walker",79,0.015,67,1,"ScramblingFringeRTPScore",2011
55,NA,"Jason Bohn",74,0.017,60,1,"ScramblingFringeRTPScore",2011
55,NA,"Martin Laird",77,0.017,60,1,"ScramblingFringeRTPScore",2011
57,NA,"Zach Johnson",79,0.018,55,1,"ScramblingFringeRTPScore",2011
57,NA,"Sung Kang",63,0.018,56,1,"ScramblingFringeRTPScore",2011
59,NA,"Jim Furyk",87,0.019,54,1,"ScramblingFringeRTPScore",2011
59,NA,"Scott Piercy",78,0.019,54,1,"ScramblingFringeRTPScore",2011
59,NA,"Dean Wilson",62,0.019,53,1,"ScramblingFringeRTPScore",2011
62,NA,"JB Holmes",57,0.023,44,1,"ScramblingFringeRTPScore",2011
62,NA,"Alexandre Rocha",65,0.023,44,1,"ScramblingFringeRTPScore",2011
62,NA,"David Toms",78,0.023,43,1,"ScramblingFringeRTPScore",2011
65,NA,"Steve Elkington",50,0.024,41,1,"ScramblingFringeRTPScore",2011
65,NA,"Vaughn Taylor",89,0.024,83,2,"ScramblingFringeRTPScore",2011
67,NA,"DJ Trahan",91,0.026,76,2,"ScramblingFringeRTPScore",2011
68,NA,"Tommy Gainey",104,0.027,75,2,"ScramblingFringeRTPScore",2011
68,NA,"Retief Goosen",50,0.027,37,1,"ScramblingFringeRTPScore",2011
70,NA,"Jarrod Lyle",83,0.028,71,2,"ScramblingFringeRTPScore",2011
70,NA,"Tim Petrovic",88,0.028,71,2,"ScramblingFringeRTPScore",2011
70,NA,"Marc Turnesa",54,0.028,36,1,"ScramblingFringeRTPScore",2011
73,NA,"Sergio Garcia",61,0.029,34,1,"ScramblingFringeRTPScore",2011
73,NA,"Chris Riley",76,0.029,68,2,"ScramblingFringeRTPScore",2011
73,NA,"Chris Stroud",88,0.029,69,2,"ScramblingFringeRTPScore",2011
73,NA,"Daniel Summerhays",75,0.029,69,2,"ScramblingFringeRTPScore",2011
77,NA,"Alex Prugh",82,0.03,66,2,"ScramblingFringeRTPScore",2011
77,NA,"Kyle Stanley",98,0.03,67,2,"ScramblingFringeRTPScore",2011
77,NA,"Johnson Wagner",81,0.03,67,2,"ScramblingFringeRTPScore",2011
80,NA,"David Hearn",88,0.032,62,2,"ScramblingFringeRTPScore",2011
80,NA,"John Rollins",85,0.032,62,2,"ScramblingFringeRTPScore",2011
82,NA,"Mark Wilson",89,0.033,61,2,"ScramblingFringeRTPScore",2011
83,NA,"Chris DiMarco",93,0.035,85,3,"ScramblingFringeRTPScore",2011
83,NA,"Charley Hoffman",93,0.035,57,2,"ScramblingFringeRTPScore",2011
83,NA,"Rod Pampling",72,0.035,57,2,"ScramblingFringeRTPScore",2011
86,NA,"Jonathan Byrd",83,0.036,55,2,"ScramblingFringeRTPScore",2011
86,NA,"Heath Slocum",89,0.036,55,2,"ScramblingFringeRTPScore",2011
88,NA,"Brendon de Jonge",105,0.037,107,4,"ScramblingFringeRTPScore",2011
89,NA,"Troy Merritt",63,0.038,52,2,"ScramblingFringeRTPScore",2011
89,NA,"Will Strickler",51,0.038,53,2,"ScramblingFringeRTPScore",2011
91,NA,"Bio Kim",71,0.04,50,2,"ScramblingFringeRTPScore",2011
