"ClubHeadSpeed_RANKTHISWEEK_2016","ClubHeadSpeed_RANKLASTWEEK_2016","ClubHeadSpeed_PLAYERNAME_2016","ClubHeadSpeed_ROUNDS_2016","ClubHeadSpeed_AVG_2016","ClubHeadSpeed_TOTALCLUBHEADSPEED_2016","ClubHeadSpeed_TOTALATTEMPTS_2016","ClubHeadSpeed_FASTESTSPEED_2016","ClubHeadSpeed_SLOWESTSPEED_2016","stat_name","year"
28,28,"Greg Owen",56,118.13,5670.34,48,121.61,114.4,"ClubHeadSpeed",2016
29,29,"Harold Varner III",58,117.98,6370.73,54,122.94,113.8,"ClubHeadSpeed",2016
30,32,"Rickie Fowler",42,117.84,4242.15,36,123.03,114.52,"ClubHeadSpeed",2016
31,31,"Charl Schwartzel",29,117.79,2709.1,23,122.03,115.4,"ClubHeadSpeed",2016
32,30,"Dawie van der Walt",48,117.65,4117.82,35,123.86,114.86,"ClubHeadSpeed",2016
33,33,"Jason Day",36,117.63,3528.78,30,122.56,113.99,"ClubHeadSpeed",2016
34,34,"Stewart Cink",45,117.47,3759.06,32,121.64,114.17,"ClubHeadSpeed",2016
35,36,"Ricky Barnes",57,117.42,4931.72,42,122.39,113.53,"ClubHeadSpeed",2016
36,35,"Paul Casey",39,117.31,3519.33,30,121.93,109.94,"ClubHeadSpeed",2016
37,37,"Steven Bowditch",40,117.23,3399.65,29,121.64,114.2,"ClubHeadSpeed",2016
38,38,"Justin Thomas",53,117,5615.93,48,120.28,114.09,"ClubHeadSpeed",2016
39,39,"Scott Pinckney",53,116.94,4677.72,40,121.19,113.58,"ClubHeadSpeed",2016
40,40,"Matt Jones",45,116.88,2688.22,23,119.61,112.53,"ClubHeadSpeed",2016
41,41,"Rhein Gibson",36,116.79,3153.34,27,120.09,112.92,"ClubHeadSpeed",2016
42,42,"Kevin Chappell",49,116.77,4086.99,35,122.64,113.03,"ClubHeadSpeed",2016
43,43,"Bernd Wiesberger",23,116.62,2215.82,19,118.53,112.52,"ClubHeadSpeed",2016
44,44,"Pat Perez",28,116.51,2097.19,18,118.9,112.87,"ClubHeadSpeed",2016
45,45,"Robert Garrigus",34,116.5,2912.51,25,122.73,111.54,"ClubHeadSpeed",2016
46,46,"Harris English",51,116.27,4534.52,39,118.16,113.77,"ClubHeadSpeed",2016
47,47,"Robert Streb",51,116.24,5347.18,46,119.05,113.76,"ClubHeadSpeed",2016
48,48,"Aaron Baddeley",51,116.17,4182.02,36,121.16,112.61,"ClubHeadSpeed",2016
49,49,"Keegan Bradley",40,115.99,3827.73,33,120.12,113.44,"ClubHeadSpeed",2016
50,50,"Charley Hoffman",49,115.86,5445.37,47,120.41,112.12,"ClubHeadSpeed",2016
51,54,"Carlos Ortiz",47,115.81,5095.66,44,120.19,110.18,"ClubHeadSpeed",2016
52,51,"Daniel Berger",52,115.76,4746.05,41,118.48,112.77,"ClubHeadSpeed",2016
52,52,"Andres Gonzales",46,115.76,4398.74,38,120.89,111.99,"ClubHeadSpeed",2016
54,55,"Angel Cabrera",42,115.53,4043.47,35,118.79,111.79,"ClubHeadSpeed",2016
55,56,"Marc Leishman",41,115.5,3811.37,33,121.25,112.44,"ClubHeadSpeed",2016
56,53,"Tom Hoge",47,115.49,4157.64,36,119.6,111.61,"ClubHeadSpeed",2016
57,57,"Lucas Glover",53,115.46,6581.15,57,119.55,112.12,"ClubHeadSpeed",2016
57,58,"Seung Yul Noh",54,115.46,5772.79,50,119.47,112.48,"ClubHeadSpeed",2016
59,60,"Phil Mickelson",37,115.35,3229.69,28,118.39,111.35,"ClubHeadSpeed",2016
60,59,"Branden Grace",31,115.3,2651.98,23,123.24,111.42,"ClubHeadSpeed",2016
61,61,"Andres Romero",22,115.2,1728.03,15,119.06,111.33,"ClubHeadSpeed",2016
62,62,"Si Woo Kim",63,115.06,6443.62,56,121.67,111.97,"ClubHeadSpeed",2016
62,63,"Will Wilcox",47,115.06,4602.27,40,117.55,112.06,"ClubHeadSpeed",2016
64,64,"Ryan Palmer",46,115.05,5867.31,51,117.95,111.42,"ClubHeadSpeed",2016
65,66,"George McNeill",33,114.97,3679.05,32,119.07,109.59,"ClubHeadSpeed",2016
66,65,"Martin Laird",46,114.93,4137.49,36,117.36,111.86,"ClubHeadSpeed",2016
67,67,"Jimmy Walker",43,114.61,4125.85,36,118.94,111.75,"ClubHeadSpeed",2016
68,68,"Shawn Stefani",45,114.57,4812.15,42,117.88,111.59,"ClubHeadSpeed",2016
69,69,"Jim Herman",55,114.3,5029.08,44,117.48,111.41,"ClubHeadSpeed",2016
70,70,"Russell Henley",42,114.27,5027.79,44,117.19,111.26,"ClubHeadSpeed",2016
71,72,"Scott Piercy",45,114.24,3655.68,32,119.87,110.23,"ClubHeadSpeed",2016
72,70,"Emiliano Grillo",47,114.21,4340.15,38,117.57,110.49,"ClubHeadSpeed",2016
73,73,"Bill Haas",42,114.06,3764.13,33,117.62,109.94,"ClubHeadSpeed",2016
74,74,"Adam Hadwin",53,113.85,5920.44,52,119.3,107.37,"ClubHeadSpeed",2016
75,75,"Steve Marino",40,113.66,3068.95,27,118.03,109.98,"ClubHeadSpeed",2016
76,76,"Jason Dufner",53,113.63,5454.36,48,117.52,111.09,"ClubHeadSpeed",2016
77,79,"Ben Martin",48,113.42,5103.93,45,116.54,108.01,"ClubHeadSpeed",2016
78,80,"Sean OHair",45,113.41,4876.79,43,119.53,109.92,"ClubHeadSpeed",2016
79,77,"Byeong Hun An",23,113.38,1927.46,17,115.19,111.15,"ClubHeadSpeed",2016
80,81,"DJ Trahan",23,113.36,1247.01,11,116.01,110.99,"ClubHeadSpeed",2016
81,78,"Bronson Burgoon",53,113.35,4193.8,37,117.49,109.79,"ClubHeadSpeed",2016
82,82,"Hiroshi Iwata",51,113.31,4758.87,42,119.07,109.42,"ClubHeadSpeed",2016
83,85,"Patton Kizzire",57,113.26,5663.04,50,116.41,110.16,"ClubHeadSpeed",2016
84,86,"Hunter Mahan",43,113.24,4529.68,40,115.27,109.93,"ClubHeadSpeed",2016
85,83,"James Hahn",45,113.23,4642.26,41,117.71,106.38,"ClubHeadSpeed",2016
86,88,"Louis Oosthuizen",25,113.16,2036.94,18,115.84,111.08,"ClubHeadSpeed",2016
87,87,"Geoff Ogilvy",37,113.14,4073.06,36,116.45,109.26,"ClubHeadSpeed",2016
88,90,"Billy Horschel",45,113.13,4977.63,44,117.97,110.82,"ClubHeadSpeed",2016
89,84,"Matt Every",34,113.12,4411.57,39,117.88,108.64,"ClubHeadSpeed",2016
90,89,"Henrik Norlander",41,113.07,3392.07,30,117.01,110.22,"ClubHeadSpeed",2016
91,91,"Brendon de Jonge",55,112.99,5310.61,47,116.32,110.49,"ClubHeadSpeed",2016
92,92,"Freddie Jacobson",54,112.87,5191.81,46,116.22,109.54,"ClubHeadSpeed",2016
93,93,"Shane Lowry",35,112.86,3047.18,27,116.35,110.29,"ClubHeadSpeed",2016
94,94,"Fabian Gomez",49,112.74,5749.86,51,116.69,109.74,"ClubHeadSpeed",2016
95,95,"Sam Saunders",40,112.72,3381.56,30,116.76,108.74,"ClubHeadSpeed",2016
96,96,"Brett Stegmaier",57,112.58,6304.73,56,116.68,108.72,"ClubHeadSpeed",2016
97,102,"Sung Kang",51,112.54,5177.01,46,116.95,106.74,"ClubHeadSpeed",2016
97,97,"Hideki Matsuyama",40,112.54,3601.36,32,116.2,110.16,"ClubHeadSpeed",2016
97,103,"Rob Oppenheim",37,112.54,3488.85,31,116.49,109.68,"ClubHeadSpeed",2016
100,99,"Matthew Fitzpatrick",23,112.52,2025.32,18,116.6,106.89,"ClubHeadSpeed",2016
101,98,"Tyrone Van Aswegen",67,112.48,5848.86,52,117.14,109.37,"ClubHeadSpeed",2016
102,101,"Cameron Smith",45,112.44,3148.37,28,117.93,109.17,"ClubHeadSpeed",2016
103,100,"Morgan Hoffmann",43,112.4,4720.74,42,117.1,108.9,"ClubHeadSpeed",2016
104,105,"Kevin Na",52,112.34,4156.43,37,117.88,108.74,"ClubHeadSpeed",2016
105,104,"Davis Love III",40,112.31,4155.36,37,116.1,108.74,"ClubHeadSpeed",2016
106,110,"Anirban Lahiri",44,112.26,3704.66,33,114.5,108.85,"ClubHeadSpeed",2016
107,107,"Padraig Harrington",38,112.25,4153.2,37,116.79,107.99,"ClubHeadSpeed",2016
108,108,"Jason Gore",51,112.16,4934.92,44,116.02,109.31,"ClubHeadSpeed",2016
109,113,"Scott Stallings",46,112.15,4934.56,44,115.38,107.58,"ClubHeadSpeed",2016
110,106,"Mark Hubbard",73,112.13,7513.03,67,117.2,108.47,"ClubHeadSpeed",2016
111,109,"Andy Sullivan",25,112.1,2578.27,23,114.26,110.52,"ClubHeadSpeed",2016
112,115,"Erik Compton",45,112.07,4146.49,37,115.76,106.59,"ClubHeadSpeed",2016
113,114,"Miguel Angel Carballo",24,111.94,1231.32,11,116,108.67,"ClubHeadSpeed",2016
114,111,"Kyle Stanley",57,111.9,6602.19,59,115.69,108.6,"ClubHeadSpeed",2016
115,112,"Chris Stroud",52,111.86,5033.76,45,122.68,107.78,"ClubHeadSpeed",2016
116,120,"Steve Wheatcroft",53,111.77,5476.74,49,115.64,105.8,"ClubHeadSpeed",2016
117,119,"Chesson Hadley",51,111.75,5587.51,50,116.62,107.92,"ClubHeadSpeed",2016
117,116,"Michael Thompson",46,111.75,3576.11,32,114.99,108.31,"ClubHeadSpeed",2016
119,118,"Jamie Donaldson",28,111.66,3349.88,30,113.84,108.91,"ClubHeadSpeed",2016
120,117,"Retief Goosen",37,111.65,4912.51,44,116.23,108.34,"ClubHeadSpeed",2016
121,120,"Jordan Spieth",34,111.6,2790.09,25,115.52,108.7,"ClubHeadSpeed",2016
122,128,"William McGirt",54,111.49,5240.13,47,116.71,107.56,"ClubHeadSpeed",2016
123,126,"Francesco Molinari",36,111.48,4459.23,40,113.59,108.39,"ClubHeadSpeed",2016
124,122,"Webb Simpson",34,111.46,3566.84,32,114.41,107.73,"ClubHeadSpeed",2016
125,123,"Brandt Snedeker",47,111.43,3900.02,35,115.03,107.86,"ClubHeadSpeed",2016
126,124,"Wes Roach",33,111.39,2450.67,22,115.78,108.06,"ClubHeadSpeed",2016
126,127,"Daniel Summerhays",55,111.39,5680.66,51,115.84,107.7,"ClubHeadSpeed",2016
128,132,"Thomas Aiken",42,111.32,2782.88,25,114.12,108.64,"ClubHeadSpeed",2016
128,124,"Boo Weekley",53,111.32,5454.61,49,116.4,107.62,"ClubHeadSpeed",2016
130,129,"Rory Sabbatini",40,111.24,2447.32,22,115.52,107.94,"ClubHeadSpeed",2016
131,134,"Scott Brown",59,111.22,5783.48,52,114.95,107.7,"ClubHeadSpeed",2016
132,130,"Chad Campbell",54,111.17,5669.54,51,116.48,107.08,"ClubHeadSpeed",2016
132,131,"Whee Kim",54,111.17,4891.31,44,116.24,106.76,"ClubHeadSpeed",2016
134,132,"Nick Taylor",57,111.16,5113.34,46,114.96,107.99,"ClubHeadSpeed",2016
135,138,"Scott Langley",41,111.13,3444.98,31,114.45,107.75,"ClubHeadSpeed",2016
136,135,"Graeme McDowell",33,111.08,3554.49,32,114.87,107.63,"ClubHeadSpeed",2016
137,137,"Kyle Reifers",63,111,6327.26,57,114.88,106.65,"ClubHeadSpeed",2016
138,136,"Johnson Wagner",44,110.99,4106.63,37,115.49,107.8,"ClubHeadSpeed",2016
139,139,"Russell Knox",48,110.9,4436.08,40,115.31,107.64,"ClubHeadSpeed",2016
139,139,"Cameron Percy",22,110.9,1774.42,16,113.6,106.72,"ClubHeadSpeed",2016
139,139,"Kevin Streelman",46,110.9,3659.62,33,113.99,107.75,"ClubHeadSpeed",2016
142,142,"Michael Kim",62,110.75,6755.56,61,114.03,108.04,"ClubHeadSpeed",2016
143,143,"Kelly Kraft",35,110.66,2323.92,21,114.02,106.76,"ClubHeadSpeed",2016
144,145,"JJ Henry",44,110.63,4646.51,42,115.56,107.16,"ClubHeadSpeed",2016
145,146,"Jonas Blixt",46,110.56,4864.63,44,113.91,107.28,"ClubHeadSpeed",2016
146,147,"Derek Fathauer",58,110.53,5857.97,53,114.48,107.88,"ClubHeadSpeed",2016
147,149,"Cameron Tringale",47,110.46,5191.84,47,114.46,105.73,"ClubHeadSpeed",2016
148,150,"Roberto Castro",55,110.45,5633.03,51,117.29,106.61,"ClubHeadSpeed",2016
148,148,"Brice Garnett",29,110.45,1767.19,16,114.82,105.76,"ClubHeadSpeed",2016
148,144,"Brian Harman",60,110.45,5301.59,48,114.32,107.06,"ClubHeadSpeed",2016
151,152,"Tyler Aldridge",53,110.31,4633.14,42,113.78,107.94,"ClubHeadSpeed",2016
151,151,"Camilo Villegas",50,110.31,5294.79,48,116.42,106.63,"ClubHeadSpeed",2016
153,152,"Luke Guthrie",31,110.3,2426.7,22,116.61,107.82,"ClubHeadSpeed",2016
153,152,"Troy Merritt",41,110.3,3529.67,32,118,107.39,"ClubHeadSpeed",2016
155,155,"Luke Donald",49,110.14,4295.34,39,116.8,106.48,"ClubHeadSpeed",2016
156,156,"Chris Kirk",51,110.1,5284.58,48,114.8,106.36,"ClubHeadSpeed",2016
157,159,"Ernie Els",34,110.07,4072.6,37,114.37,106.89,"ClubHeadSpeed",2016
158,158,"Will Ma Kenzie",54,110.02,5171.03,47,127.54,104.8,"ClubHeadSpeed",2016
159,157,"Bryce Molder",50,109.99,5389.68,49,120.1,105.93,"ClubHeadSpeed",2016
160,161,"Martin Piller",37,109.87,2966.56,27,112.55,106.41,"ClubHeadSpeed",2016
161,161,"Chad Collins",45,109.84,4393.51,40,114.27,106.95,"ClubHeadSpeed",2016
162,160,"Danny Lee",53,109.76,4829.62,44,115.36,105.63,"ClubHeadSpeed",2016
163,165,"Ian Poulter",37,109.64,3179.61,29,113.11,106.53,"ClubHeadSpeed",2016
164,164,"Andrew Landry",24,109.63,986.7,9,111.1,108.5,"ClubHeadSpeed",2016
165,163,"Kevin Kisner",49,109.61,4274.93,39,113.05,106.19,"ClubHeadSpeed",2016
166,166,"Vijay Singh",42,109.42,5361.74,49,113.4,106,"ClubHeadSpeed",2016
167,167,"Spencer Levin",62,109.34,6232.59,57,114.13,106.19,"ClubHeadSpeed",2016
168,168,"David Lingmerth",54,109.1,5236.72,48,111.97,105.78,"ClubHeadSpeed",2016
169,169,"Steve Stricker",25,109.06,2835.58,26,111.37,106.51,"ClubHeadSpeed",2016
170,170,"John Huh",51,109.05,5234.35,48,115.08,105.07,"ClubHeadSpeed",2016
171,173,"DA Points",32,108.84,2176.76,20,113.33,105.85,"ClubHeadSpeed",2016
172,172,"Billy Hurley III",22,108.79,1849.45,17,111.87,105.16,"ClubHeadSpeed",2016
173,173,"Jeff Overton",51,108.73,6197.62,57,111.93,105.88,"ClubHeadSpeed",2016
174,171,"Jason Bohn",37,108.72,2065.76,19,111.9,105.8,"ClubHeadSpeed",2016
175,175,"Blayne Barber",44,108.67,4890.35,45,112.18,105.55,"ClubHeadSpeed",2016
176,176,"Matt Kuchar",46,108.6,4452.61,41,112.55,104.94,"ClubHeadSpeed",2016
176,176,"Peter Malnati",53,108.6,3583.64,33,112.22,105.35,"ClubHeadSpeed",2016
178,178,"Chez Reavie",56,108.59,5429.63,50,111.74,105.81,"ClubHeadSpeed",2016
179,179,"Jon Curran",55,108.11,5405.33,50,112.6,104.85,"ClubHeadSpeed",2016
180,180,"Alex Cejka",47,108.02,3456.55,32,113.71,104.8,"ClubHeadSpeed",2016
181,182,"Stuart Appleby",39,107.99,4751.78,44,112.3,104.95,"ClubHeadSpeed",2016
182,183,"DH Lee",35,107.71,2477.39,23,111.17,105.29,"ClubHeadSpeed",2016
182,184,"Carl Pettersson",31,107.71,3231.36,30,115.38,104.54,"ClubHeadSpeed",2016
184,184,"Zac Blair",56,107.64,5489.5,51,111.54,103.88,"ClubHeadSpeed",2016
185,186,"David Hearn",55,107.59,5594.45,52,112.55,102.7,"ClubHeadSpeed",2016
186,187,"Dicky Pride",33,107.53,2795.75,26,110.24,104.01,"ClubHeadSpeed",2016
187,188,"Ken Duke",26,107.44,3330.67,31,112.67,104.01,"ClubHeadSpeed",2016
188,189,"Ryan Moore",40,107.35,3327.84,31,109.68,105.3,"ClubHeadSpeed",2016
189,190,"Abraham Ancer",26,107.16,1714.59,16,112.04,103.45,"ClubHeadSpeed",2016
190,191,"Mark Wilson",42,107,4173.02,39,112.35,103.06,"ClubHeadSpeed",2016
191,192,"Robert Allenby",35,106.93,2780.2,26,113.01,103.64,"ClubHeadSpeed",2016
192,198,"Tim Wilkinson",40,106.83,2243.41,21,111.74,103.76,"ClubHeadSpeed",2016
193,193,"Brendon Todd",43,106.82,4379.79,41,109.71,101.87,"ClubHeadSpeed",2016
194,194,"Zach Johnson",42,106.73,3948.84,37,108.61,104.14,"ClubHeadSpeed",2016
195,195,"Justin Hicks",26,106.55,3516.16,33,117.64,103.95,"ClubHeadSpeed",2016
196,197,"Vaughn Taylor",30,106.44,3725.25,35,109.52,102.83,"ClubHeadSpeed",2016
197,196,"Jerry Kelly",44,106.41,3511.59,33,110.12,101.98,"ClubHeadSpeed",2016
198,199,"KJ Choi",47,106.12,5093.88,48,112.63,101.49,"ClubHeadSpeed",2016
199,200,"Lucas Lee",22,106.1,1909.83,18,111.15,101.55,"ClubHeadSpeed",2016
200,202,"Shane Bertsch",30,105.95,1801.19,17,108.9,102.92,"ClubHeadSpeed",2016
201,201,"Ben Crane",48,105.91,4977.75,47,111.04,103.3,"ClubHeadSpeed",2016
202,203,"Colt Knost",56,105.3,5686.11,54,108.77,101.01,"ClubHeadSpeed",2016
203,204,"Brian Stuard",24,105.19,1998.7,19,108.54,103.6,"ClubHeadSpeed",2016
204,205,"Brian Gay",22,103.77,1764.14,17,107.44,101.08,"ClubHeadSpeed",2016
205,206,"Justin Leonard",28,103.09,2886.41,28,105.93,100.94,"ClubHeadSpeed",2016
206,207,"David Toms",38,100.78,4434.4,44,106.63,96.6,"ClubHeadSpeed",2016
207,208,"Darron Stiles",28,100.25,1804.41,18,104.94,96.36,"ClubHeadSpeed",2016
