"Approaches100yardsRghRTP_RANKTHISWEEK_2014","Approaches100yardsRghRTP_RANKLASTWEEK_2014","Approaches100yardsRghRTP_PLAYERNAME_2014","Approaches100yardsRghRTP_ROUNDS_2014","Approaches100yardsRghRTP_AVGRTP_2014","stat_name","year"
1,1,"Sergio Garcia",61,-0.04,"Approaches100yardsRghRTP",2014
2,2,"Ryan Palmer",85,-0.021,"Approaches100yardsRghRTP",2014
3,3,"Bubba Watson",76,-0.017,"Approaches100yardsRghRTP",2014
4,4,"Rory McIlroy",66,-0.012,"Approaches100yardsRghRTP",2014
5,5,"Brooks Koepka",56,0.007,"Approaches100yardsRghRTP",2014
6,6,"Adam Scott",68,0.018,"Approaches100yardsRghRTP",2014
7,7,"Jimmy Walker",98,0.022,"Approaches100yardsRghRTP",2014
8,8,"Angel Cabrera",69,0.032,"Approaches100yardsRghRTP",2014
8,8,"Jason Kokrak",65,0.032,"Approaches100yardsRghRTP",2014
10,10,"Charlie Wi",72,0.033,"Approaches100yardsRghRTP",2014
11,11,"Charley Hoffman",93,0.037,"Approaches100yardsRghRTP",2014
12,12,"Chris Kirk",105,0.039,"Approaches100yardsRghRTP",2014
13,13,"Daniel Summerhays",98,0.048,"Approaches100yardsRghRTP",2014
14,14,"Patrick Reed",92,0.054,"Approaches100yardsRghRTP",2014
15,15,"Phil Mickelson",71,0.056,"Approaches100yardsRghRTP",2014
16,16,"Charles Howell III",106,0.058,"Approaches100yardsRghRTP",2014
16,16,"Robert Streb",75,0.058,"Approaches100yardsRghRTP",2014
18,18,"Jhonattan Vegas",77,0.059,"Approaches100yardsRghRTP",2014
19,19,"Freddie Jacobson",91,0.063,"Approaches100yardsRghRTP",2014
20,20,"John Merrick",87,0.064,"Approaches100yardsRghRTP",2014
21,21,"JJ Henry",91,0.065,"Approaches100yardsRghRTP",2014
22,22,"Boo Weekley",73,0.066,"Approaches100yardsRghRTP",2014
23,23,"Kevin Na",94,0.068,"Approaches100yardsRghRTP",2014
23,23,"Justin Rose",70,0.068,"Approaches100yardsRghRTP",2014
25,25,"Brendon de Jonge",109,0.069,"Approaches100yardsRghRTP",2014
25,25,"Jamie Lovemark",64,0.069,"Approaches100yardsRghRTP",2014
27,27,"Charl Schwartzel",64,0.071,"Approaches100yardsRghRTP",2014
28,28,"Ricky Barnes",92,0.072,"Approaches100yardsRghRTP",2014
29,29,"Matt Kuchar",91,0.073,"Approaches100yardsRghRTP",2014
30,30,"Scott Langley",95,0.078,"Approaches100yardsRghRTP",2014
31,31,"Matt Every",85,0.079,"Approaches100yardsRghRTP",2014
32,32,"Greg Chalmers",85,0.08,"Approaches100yardsRghRTP",2014
33,33,"Brendon Todd",108,0.084,"Approaches100yardsRghRTP",2014
34,34,"Bill Haas",107,0.087,"Approaches100yardsRghRTP",2014
34,34,"Jerry Kelly",80,0.087,"Approaches100yardsRghRTP",2014
36,36,"Brad Fritsch",50,0.088,"Approaches100yardsRghRTP",2014
37,37,"Bronson La Cassie",51,0.09,"Approaches100yardsRghRTP",2014
37,37,"Hideki Matsuyama",82,0.09,"Approaches100yardsRghRTP",2014
39,39,"Geoff Ogilvy",84,0.093,"Approaches100yardsRghRTP",2014
40,40,"Jason Bohn",81,0.094,"Approaches100yardsRghRTP",2014
40,40,"Carl Pettersson",91,0.094,"Approaches100yardsRghRTP",2014
42,42,"Graham DeLaet",80,0.095,"Approaches100yardsRghRTP",2014
43,43,"Brice Garnett",92,0.097,"Approaches100yardsRghRTP",2014
43,43,"Mike Weir",69,0.097,"Approaches100yardsRghRTP",2014
45,45,"George McNeill",79,0.098,"Approaches100yardsRghRTP",2014
45,45,"Brandt Snedeker",89,0.098,"Approaches100yardsRghRTP",2014
47,47,"Aaron Baddeley",74,0.099,"Approaches100yardsRghRTP",2014
47,47,"Dustin Johnson",58,0.099,"Approaches100yardsRghRTP",2014
47,47,"Jeff Maggert",54,0.099,"Approaches100yardsRghRTP",2014
50,50,"Sangmoon Bae",76,0.1,"Approaches100yardsRghRTP",2014
50,50,"Zach Johnson",97,0.1,"Approaches100yardsRghRTP",2014
50,50,"Shawn Stefani",60,0.1,"Approaches100yardsRghRTP",2014
53,53,"Paul Casey",56,0.101,"Approaches100yardsRghRTP",2014
53,53,"Brian Stuard",91,0.101,"Approaches100yardsRghRTP",2014
55,55,"Davis Love III",74,0.102,"Approaches100yardsRghRTP",2014
56,56,"Ben Martin",80,0.103,"Approaches100yardsRghRTP",2014
57,57,"Harris English",95,0.104,"Approaches100yardsRghRTP",2014
57,57,"Brian Gay",81,0.104,"Approaches100yardsRghRTP",2014
59,59,"Scott Brown",100,0.105,"Approaches100yardsRghRTP",2014
59,59,"Martin Flores",85,0.105,"Approaches100yardsRghRTP",2014
61,61,"Jonathan Byrd",76,0.106,"Approaches100yardsRghRTP",2014
61,61,"Webb Simpson",87,0.106,"Approaches100yardsRghRTP",2014
63,63,"Graeme McDowell",66,0.107,"Approaches100yardsRghRTP",2014
64,64,"Stewart Cink",91,0.108,"Approaches100yardsRghRTP",2014
65,65,"John Peterson",62,0.109,"Approaches100yardsRghRTP",2014
66,66,"Trevor Immelman",84,0.11,"Approaches100yardsRghRTP",2014
66,66,"Josh Teater",90,0.11,"Approaches100yardsRghRTP",2014
66,66,"David Toms",64,0.11,"Approaches100yardsRghRTP",2014
69,69,"Jason Dufner",57,0.112,"Approaches100yardsRghRTP",2014
69,69,"Ted Potter Jr",68,0.112,"Approaches100yardsRghRTP",2014
71,71,"James Hahn",82,0.113,"Approaches100yardsRghRTP",2014
71,71,"Hunter Mahan",88,0.113,"Approaches100yardsRghRTP",2014
73,73,"Marc Leishman",81,0.114,"Approaches100yardsRghRTP",2014
73,73,"Heath Slocum",71,0.114,"Approaches100yardsRghRTP",2014
75,75,"Retief Goosen",94,0.115,"Approaches100yardsRghRTP",2014
75,75,"John Rollins",84,0.115,"Approaches100yardsRghRTP",2014
77,77,"Jeff Overton",80,0.117,"Approaches100yardsRghRTP",2014
78,78,"Seung Yul Noh",92,0.118,"Approaches100yardsRghRTP",2014
79,79,"Robert Allenby",83,0.119,"Approaches100yardsRghRTP",2014
80,80,"Luke Guthrie",85,0.12,"Approaches100yardsRghRTP",2014
80,80,"Will Wilcox",51,0.12,"Approaches100yardsRghRTP",2014
82,82,"Brian Harman",111,0.122,"Approaches100yardsRghRTP",2014
82,82,"Richard Lee",80,0.122,"Approaches100yardsRghRTP",2014
82,82,"Andres Romero",81,0.122,"Approaches100yardsRghRTP",2014
85,85,"JB Holmes",86,0.124,"Approaches100yardsRghRTP",2014
85,85,"Vijay Singh",83,0.124,"Approaches100yardsRghRTP",2014
87,87,"Andrew Loupe",65,0.125,"Approaches100yardsRghRTP",2014
87,87,"Pat Perez",84,0.125,"Approaches100yardsRghRTP",2014
87,87,"Tim Wilkinson",86,0.125,"Approaches100yardsRghRTP",2014
90,90,"Lee Westwood",57,0.126,"Approaches100yardsRghRTP",2014
91,91,"Bo Van Pelt",83,0.128,"Approaches100yardsRghRTP",2014
92,92,"Brendan Steele",89,0.129,"Approaches100yardsRghRTP",2014
93,93,"Hudson Swafford",75,0.13,"Approaches100yardsRghRTP",2014
94,94,"John Senden",99,0.131,"Approaches100yardsRghRTP",2014
95,95,"Stuart Appleby",92,0.132,"Approaches100yardsRghRTP",2014
95,95,"Keegan Bradley",89,0.132,"Approaches100yardsRghRTP",2014
95,95,"Jason Day",54,0.132,"Approaches100yardsRghRTP",2014
95,95,"William McGirt",96,0.132,"Approaches100yardsRghRTP",2014
99,99,"Danny Lee",84,0.133,"Approaches100yardsRghRTP",2014
99,99,"Henrik Stenson",56,0.133,"Approaches100yardsRghRTP",2014
101,101,"Billy Hurley III",86,0.134,"Approaches100yardsRghRTP",2014
101,101,"Nick Watney",80,0.134,"Approaches100yardsRghRTP",2014
103,103,"Ryo Ishikawa",75,0.139,"Approaches100yardsRghRTP",2014
103,103,"Rory Sabbatini",82,0.139,"Approaches100yardsRghRTP",2014
105,105,"Ernie Els",85,0.14,"Approaches100yardsRghRTP",2014
105,105,"Jim Herman",62,0.14,"Approaches100yardsRghRTP",2014
105,105,"Jordan Spieth",102,0.14,"Approaches100yardsRghRTP",2014
105,105,"Cameron Tringale",111,0.14,"Approaches100yardsRghRTP",2014
109,109,"Kevin Kisner",85,0.143,"Approaches100yardsRghRTP",2014
109,109,"Sean OHair",77,0.143,"Approaches100yardsRghRTP",2014
111,111,"Jim Furyk",84,0.144,"Approaches100yardsRghRTP",2014
112,112,"Roberto Castro",76,0.147,"Approaches100yardsRghRTP",2014
112,112,"Chad Collins",78,0.147,"Approaches100yardsRghRTP",2014
112,112,"Derek Ernst",80,0.147,"Approaches100yardsRghRTP",2014
115,115,"Bud Cauley",56,0.151,"Approaches100yardsRghRTP",2014
115,115,"Gary Woodland",93,0.151,"Approaches100yardsRghRTP",2014
117,117,"Brian Davis",93,0.152,"Approaches100yardsRghRTP",2014
117,117,"Matt Jones",83,0.152,"Approaches100yardsRghRTP",2014
117,117,"Ryan Moore",86,0.152,"Approaches100yardsRghRTP",2014
120,120,"Bryce Molder",77,0.153,"Approaches100yardsRghRTP",2014
121,121,"YE Yang",79,0.154,"Approaches100yardsRghRTP",2014
122,122,"David Lingmerth",80,0.155,"Approaches100yardsRghRTP",2014
123,123,"Kevin Chappell",100,0.156,"Approaches100yardsRghRTP",2014
123,123,"Chesson Hadley",84,0.156,"Approaches100yardsRghRTP",2014
123,123,"Justin Hicks",103,0.156,"Approaches100yardsRghRTP",2014
126,126,"Scott Stallings",77,0.159,"Approaches100yardsRghRTP",2014
127,127,"Rickie Fowler",91,0.16,"Approaches100yardsRghRTP",2014
127,127,"Tommy Gainey",73,0.16,"Approaches100yardsRghRTP",2014
127,127,"Robert Garrigus",80,0.16,"Approaches100yardsRghRTP",2014
127,127,"Michael Thompson",74,0.16,"Approaches100yardsRghRTP",2014
131,131,"Ian Poulter",57,0.161,"Approaches100yardsRghRTP",2014
132,132,"Andrew Svoboda",77,0.162,"Approaches100yardsRghRTP",2014
133,133,"Steven Bowditch",93,0.163,"Approaches100yardsRghRTP",2014
133,133,"Ken Duke",80,0.163,"Approaches100yardsRghRTP",2014
133,133,"Kevin Stadler",90,0.163,"Approaches100yardsRghRTP",2014
136,136,"Camilo Villegas",95,0.165,"Approaches100yardsRghRTP",2014
137,137,"Russell Henley",92,0.167,"Approaches100yardsRghRTP",2014
137,137,"Kyle Stanley",87,0.167,"Approaches100yardsRghRTP",2014
139,139,"Russell Knox",92,0.168,"Approaches100yardsRghRTP",2014
140,140,"Martin Laird",66,0.171,"Approaches100yardsRghRTP",2014
141,141,"Charlie Beljan",76,0.172,"Approaches100yardsRghRTP",2014
142,142,"Tim Clark",75,0.176,"Approaches100yardsRghRTP",2014
142,142,"Michael Putnam",106,0.176,"Approaches100yardsRghRTP",2014
144,144,"Briny Baird",50,0.178,"Approaches100yardsRghRTP",2014
145,145,"KJ Choi",80,0.179,"Approaches100yardsRghRTP",2014
145,145,"Luke Donald",57,0.179,"Approaches100yardsRghRTP",2014
147,147,"Chad Campbell",57,0.181,"Approaches100yardsRghRTP",2014
147,147,"Gonzalo Fdez Castano",83,0.181,"Approaches100yardsRghRTP",2014
147,147,"Billy Horschel",92,0.181,"Approaches100yardsRghRTP",2014
150,150,"Will Ma Kenzie",82,0.182,"Approaches100yardsRghRTP",2014
151,151,"Jonas Blixt",64,0.183,"Approaches100yardsRghRTP",2014
152,152,"Tyrone Van Aswegen",79,0.184,"Approaches100yardsRghRTP",2014
153,153,"Morgan Hoffmann",103,0.185,"Approaches100yardsRghRTP",2014
154,154,"Kevin Tway",64,0.188,"Approaches100yardsRghRTP",2014
155,155,"Chris Stroud",88,0.189,"Approaches100yardsRghRTP",2014
156,156,"Ben Curtis",77,0.19,"Approaches100yardsRghRTP",2014
157,157,"Ben Crane",81,0.193,"Approaches100yardsRghRTP",2014
158,158,"Mark Wilson",69,0.201,"Approaches100yardsRghRTP",2014
159,159,"Martin Kaymer",65,0.205,"Approaches100yardsRghRTP",2014
160,160,"Wes Roach",67,0.207,"Approaches100yardsRghRTP",2014
161,161,"Troy Matteson",62,0.208,"Approaches100yardsRghRTP",2014
161,161,"Louis Oosthuizen",50,0.208,"Approaches100yardsRghRTP",2014
163,163,"Lucas Glover",68,0.211,"Approaches100yardsRghRTP",2014
163,163,"DA Points",75,0.211,"Approaches100yardsRghRTP",2014
165,165,"Spencer Levin",59,0.213,"Approaches100yardsRghRTP",2014
166,166,"Nicholas Thompson",85,0.215,"Approaches100yardsRghRTP",2014
167,167,"Erik Compton",88,0.216,"Approaches100yardsRghRTP",2014
168,168,"Woody Austin",63,0.224,"Approaches100yardsRghRTP",2014
168,168,"James Driscoll",71,0.224,"Approaches100yardsRghRTP",2014
168,168,"DH Lee",54,0.224,"Approaches100yardsRghRTP",2014
171,171,"Johnson Wagner",69,0.226,"Approaches100yardsRghRTP",2014
172,172,"Kevin Streelman",79,0.232,"Approaches100yardsRghRTP",2014
173,173,"David Hearn",97,0.233,"Approaches100yardsRghRTP",2014
174,174,"Troy Merritt",62,0.236,"Approaches100yardsRghRTP",2014
175,175,"John Huh",87,0.243,"Approaches100yardsRghRTP",2014
176,176,"Jim Renner",61,0.264,"Approaches100yardsRghRTP",2014
177,177,"Justin Leonard",75,0.306,"Approaches100yardsRghRTP",2014
