"Par5GoingfortheGreen_RANKTHISWEEK_2010","Par5GoingfortheGreen_RANKLASTWEEK_2010","Par5GoingfortheGreen_PLAYERNAME_2010","Par5GoingfortheGreen_ROUNDS_2010","Par5GoingfortheGreen_Pct_2010","Par5GoingfortheGreen_ATTEMPTS_2010","Par5GoingfortheGreen_NONATTEMPTS_2010","stat_name","year"
79,79,"JJ Henry",92,51.24,124,118,"Par5GoingfortheGreen",2010
80,80,"Vijay Singh",75,51.22,84,80,"Par5GoingfortheGreen",2010
81,81,"Jonathan Byrd",85,51.21,127,121,"Par5GoingfortheGreen",2010
82,82,"Ryan Palmer",84,50.91,112,108,"Par5GoingfortheGreen",2010
83,83,"Justin Rose",78,50.72,105,102,"Par5GoingfortheGreen",2010
84,84,"Chris Wilson",65,50.6,84,82,"Par5GoingfortheGreen",2010
85,85,"Steve Wheatcroft",74,50.55,92,90,"Par5GoingfortheGreen",2010
86,86,"Jeff Overton",89,50.48,105,103,"Par5GoingfortheGreen",2010
87,87,"Charles Howell III",103,50,141,141,"Par5GoingfortheGreen",2010
87,87,"Matt Kuchar",97,50,115,115,"Par5GoingfortheGreen",2010
87,87,"Roger Tambellini",77,50,96,96,"Par5GoingfortheGreen",2010
90,90,"Joe Ogilvie",99,49.63,133,135,"Par5GoingfortheGreen",2010
91,91,"Pat Perez",90,49.62,129,131,"Par5GoingfortheGreen",2010
92,92,"Steve Marino",81,49.52,103,105,"Par5GoingfortheGreen",2010
93,93,"Brendon de Jonge",114,49.3,141,145,"Par5GoingfortheGreen",2010
94,94,"David Lutterus",69,49.15,87,90,"Par5GoingfortheGreen",2010
95,95,"Greg Owen",69,48.74,97,102,"Par5GoingfortheGreen",2010
96,96,"Josh Teater",101,48.29,141,151,"Par5GoingfortheGreen",2010
97,97,"Garrett Willis",82,48,108,117,"Par5GoingfortheGreen",2010
98,98,"Zach Johnson",93,47.81,109,119,"Par5GoingfortheGreen",2010
99,99,"Padraig Harrington",57,47.79,65,71,"Par5GoingfortheGreen",2010
100,100,"Chris Stroud",90,47.75,106,116,"Par5GoingfortheGreen",2010
101,101,"Billy Mayfair",78,47.74,95,104,"Par5GoingfortheGreen",2010
102,102,"Ricky Barnes",103,47.67,123,135,"Par5GoingfortheGreen",2010
103,103,"Stephen Ames",75,47.64,101,111,"Par5GoingfortheGreen",2010
104,104,"Joe Durant",67,47.56,78,86,"Par5GoingfortheGreen",2010
105,105,"Stuart Appleby",101,47.33,124,138,"Par5GoingfortheGreen",2010
106,106,"Kevin Sutherland",86,47.2,118,132,"Par5GoingfortheGreen",2010
107,107,"Cameron Beckman",68,47.09,81,91,"Par5GoingfortheGreen",2010
108,108,"Steve Elkington",74,46.81,88,100,"Par5GoingfortheGreen",2010
109,109,"Jeff Gove",57,46.67,63,72,"Par5GoingfortheGreen",2010
110,110,"Bill Lunde",79,46.61,103,118,"Par5GoingfortheGreen",2010
111,111,"Brenden Pappas",66,46.55,81,93,"Par5GoingfortheGreen",2010
112,112,"Kevin Na",94,46.49,106,122,"Par5GoingfortheGreen",2010
113,113,"Chris Tidland",77,46.12,101,118,"Par5GoingfortheGreen",2010
114,114,"Jeev Milkha Singh",59,45.95,68,80,"Par5GoingfortheGreen",2010
115,115,"Tim Herron",79,45.71,96,114,"Par5GoingfortheGreen",2010
116,116,"Steve Stricker",73,45.35,78,94,"Par5GoingfortheGreen",2010
117,117,"DA Points",90,45.34,112,135,"Par5GoingfortheGreen",2010
118,118,"John Mallinger",78,45.32,92,111,"Par5GoingfortheGreen",2010
119,119,"Woody Austin",93,45.14,116,141,"Par5GoingfortheGreen",2010
120,120,"Briny Baird",87,45.02,104,127,"Par5GoingfortheGreen",2010
121,121,"Kenny Perry",69,44.89,79,97,"Par5GoingfortheGreen",2010
122,122,"Rickie Fowler",98,44.83,117,144,"Par5GoingfortheGreen",2010
123,123,"Ben Crane",85,44.62,87,108,"Par5GoingfortheGreen",2010
123,123,"Jerry Kelly",99,44.62,116,144,"Par5GoingfortheGreen",2010
125,125,"Andrew McLardy",52,44.2,61,77,"Par5GoingfortheGreen",2010
126,126,"Johnson Wagner",85,44.1,101,128,"Par5GoingfortheGreen",2010
127,127,"Ian Poulter",55,44,44,56,"Par5GoingfortheGreen",2010
128,128,"Brett Quigley",96,43.97,124,158,"Par5GoingfortheGreen",2010
129,129,"Vaughn Taylor",87,43.7,111,143,"Par5GoingfortheGreen",2010
130,130,"Mike Weir",59,43.65,55,71,"Par5GoingfortheGreen",2010
131,131,"Rich Barcelo",70,43.43,76,99,"Par5GoingfortheGreen",2010
132,132,"Chad Campbell",95,42.74,103,138,"Par5GoingfortheGreen",2010
133,133,"Nathan Green",86,42.68,105,141,"Par5GoingfortheGreen",2010
134,134,"Alex Cejka",81,42.47,93,126,"Par5GoingfortheGreen",2010
135,135,"Mark Wilson",87,42.4,106,144,"Par5GoingfortheGreen",2010
136,136,"David Toms",86,42.38,89,121,"Par5GoingfortheGreen",2010
137,137,"Chad Collins",87,42.08,93,128,"Par5GoingfortheGreen",2010
138,138,"Jim Furyk",76,42.02,79,109,"Par5GoingfortheGreen",2010
139,139,"Blake Adams",84,42.01,92,127,"Par5GoingfortheGreen",2010
140,140,"Geoff Ogilvy",62,41.98,68,94,"Par5GoingfortheGreen",2010
141,141,"Jason Bohn",84,41.95,99,137,"Par5GoingfortheGreen",2010
142,142,"Webb Simpson",98,41.67,115,161,"Par5GoingfortheGreen",2010
143,143,"Spencer Levin",110,41.61,124,174,"Par5GoingfortheGreen",2010
144,144,"Bob Estes",79,41.4,89,126,"Par5GoingfortheGreen",2010
145,145,"Cliff Kresge",50,41.18,56,80,"Par5GoingfortheGreen",2010
146,146,"Brian Davis",101,40.99,116,167,"Par5GoingfortheGreen",2010
147,147,"Trevor Immelman",55,40.77,53,77,"Par5GoingfortheGreen",2010
148,148,"David Duval",71,40.43,76,112,"Par5GoingfortheGreen",2010
149,149,"Steve Flesch",78,40.19,84,125,"Par5GoingfortheGreen",2010
150,150,"Lee Janzen",77,39.91,85,128,"Par5GoingfortheGreen",2010
151,151,"Tim Petrovic",105,39.66,117,178,"Par5GoingfortheGreen",2010
152,152,"KJ Choi",82,39.58,76,116,"Par5GoingfortheGreen",2010
153,153,"Scott Verplank",74,39.02,64,100,"Par5GoingfortheGreen",2010
154,154,"Chris DiMarco",88,38.91,93,146,"Par5GoingfortheGreen",2010
155,155,"Freddie Jacobson",83,38.53,89,142,"Par5GoingfortheGreen",2010
156,156,"Rocco Mediate",71,38.5,72,115,"Par5GoingfortheGreen",2010
157,157,"Heath Slocum",97,38.46,90,144,"Par5GoingfortheGreen",2010
158,158,"Brian Stuard",81,38.32,82,132,"Par5GoingfortheGreen",2010
159,159,"Ryuji Imada",90,37.89,97,159,"Par5GoingfortheGreen",2010
160,160,"Charlie Wi",95,37.83,101,166,"Par5GoingfortheGreen",2010
161,161,"Brandt Snedeker",89,37.72,86,142,"Par5GoingfortheGreen",2010
162,162,"Greg Chalmers",93,37.5,102,170,"Par5GoingfortheGreen",2010
163,163,"Jeff Maggert",76,37.23,70,118,"Par5GoingfortheGreen",2010
164,164,"Richard Johnson",90,37.21,80,135,"Par5GoingfortheGreen",2010
165,165,"Michael Bradley",77,36.67,77,133,"Par5GoingfortheGreen",2010
166,166,"Michael Sim",64,36.42,59,103,"Par5GoingfortheGreen",2010
167,167,"Carl Pettersson",99,36.22,92,162,"Par5GoingfortheGreen",2010
168,168,"Shaun Micheel",70,36.08,57,101,"Par5GoingfortheGreen",2010
169,169,"JP Hayes",79,35.59,79,143,"Par5GoingfortheGreen",2010
170,170,"Chris Riley",73,35.39,63,115,"Par5GoingfortheGreen",2010
171,171,"Dean Wilson",54,35.29,48,88,"Par5GoingfortheGreen",2010
172,172,"Kevin Johnson",62,34.87,53,99,"Par5GoingfortheGreen",2010
173,173,"Justin Bolli",55,34.35,45,86,"Par5GoingfortheGreen",2010
174,174,"Jerod Turner",54,34.21,39,75,"Par5GoingfortheGreen",2010
175,175,"Jeff Quinney",91,34.17,82,158,"Par5GoingfortheGreen",2010
176,176,"Vance Veazey",58,34,51,99,"Par5GoingfortheGreen",2010
177,177,"Justin Leonard",89,33.67,67,132,"Par5GoingfortheGreen",2010
178,178,"Tom Pernice Jr",74,33.52,59,117,"Par5GoingfortheGreen",2010
179,179,"Luke Donald",71,33.33,56,112,"Par5GoingfortheGreen",2010
180,180,"Jay Williamson",76,32.4,58,121,"Par5GoingfortheGreen",2010
181,181,"Michael Connell",89,32.33,75,157,"Par5GoingfortheGreen",2010
182,182,"Skip Kendall",58,32.24,49,103,"Par5GoingfortheGreen",2010
183,183,"Paul Goydos",78,30.66,65,147,"Par5GoingfortheGreen",2010
184,184,"Bryce Molder",84,29.2,66,160,"Par5GoingfortheGreen",2010
185,185,"Ben Curtis",78,28.43,56,141,"Par5GoingfortheGreen",2010
186,186,"Brent Delahoussaye",57,27.46,39,103,"Par5GoingfortheGreen",2010
187,187,"Tim Clark",88,27.4,57,151,"Par5GoingfortheGreen",2010
188,188,"Omar Uresti",74,27.37,52,138,"Par5GoingfortheGreen",2010
189,189,"Greg Kraft",52,27.27,33,88,"Par5GoingfortheGreen",2010
190,190,"Brian Gay",101,23.69,59,190,"Par5GoingfortheGreen",2010
191,191,"Brad Faxon",58,22.73,35,119,"Par5GoingfortheGreen",2010
192,192,"Craig Bowden",56,22.37,34,118,"Par5GoingfortheGreen",2010
