"DrivingDistance_RANKTHISWEEK_2006","DrivingDistance_RANKLASTWEEK_2006","DrivingDistance_PLAYERNAME_2006","DrivingDistance_ROUNDS_2006","DrivingDistance_AVG_2006","DrivingDistance_TOTALDISTANCE_2006","DrivingDistance_TOTALDRIVES_2006","stat_name","year"
85,85,"Len Mattiace",59,290.6,34294,118,"DrivingDistance",2006
86,86,"Jesper Parnevik",84,290.5,48806,168,"DrivingDistance",2006
87,87,"Rory Sabbatini",84,290.4,48207,166,"DrivingDistance",2006
88,88,"Stephen Ames",63,289.8,35941,124,"DrivingDistance",2006
88,88,"Jeff Gove",91,289.8,50417,174,"DrivingDistance",2006
90,90,"Stuart Appleby",83,289.7,45186,156,"DrivingDistance",2006
91,91,"Brett Quigley",109,289.6,60808,210,"DrivingDistance",2006
92,92,"DA Points",82,289.4,46310,160,"DrivingDistance",2006
93,93,"Joe Durant",101,289.1,58408,202,"DrivingDistance",2006
93,93,"David Howell",52,289.1,26018,90,"DrivingDistance",2006
95,95,"Jason Bohn",104,289,60106,208,"DrivingDistance",2006
96,96,"Alex Cejka",93,288.8,52565,182,"DrivingDistance",2006
97,97,"Shaun Micheel",96,288.4,53647,186,"DrivingDistance",2006
98,98,"Aaron Baddeley",78,288.3,43819,152,"DrivingDistance",2006
99,99,"Rod Pampling",89,288.2,48421,168,"DrivingDistance",2006
100,100,"Ian Poulter",53,287.9,29941,104,"DrivingDistance",2006
101,101,"Ted Purdy",103,287.8,58137,202,"DrivingDistance",2006
102,102,"Arjun Atwal",97,287.7,54659,190,"DrivingDistance",2006
102,102,"Woody Austin",107,287.7,61562,214,"DrivingDistance",2006
102,102,"David Branshaw",98,287.7,56391,196,"DrivingDistance",2006
105,105,"Patrick Sheehan",104,287.5,57207,199,"DrivingDistance",2006
106,106,"John Engler Jr",69,287.4,38513,134,"DrivingDistance",2006
107,107,"Joe Ogilvie",95,287.3,52287,182,"DrivingDistance",2006
108,108,"JP Hayes",55,287.2,31590,110,"DrivingDistance",2006
108,108,"Jose Maria Olazabal",62,287.2,33316,116,"DrivingDistance",2006
110,110,"Kent Jones",103,287.1,58001,202,"DrivingDistance",2006
110,110,"Steve Lowery",99,287.1,55689,194,"DrivingDistance",2006
112,112,"KJ Choi",93,287,52813,184,"DrivingDistance",2006
113,113,"Brent Geiberger",99,286.9,55668,194,"DrivingDistance",2006
113,113,"Thomas Levet",53,286.9,29268,102,"DrivingDistance",2006
115,115,"Brian Davis",92,286.6,51591,180,"DrivingDistance",2006
115,115,"Tom Lehman",70,286.6,34386,120,"DrivingDistance",2006
115,115,"Carl Pettersson",95,286.6,53305,186,"DrivingDistance",2006
115,115,"Vaughn Taylor",88,286.6,50449,176,"DrivingDistance",2006
115,115,"Duffy Waldorf",96,286.6,52737,184,"DrivingDistance",2006
120,120,"Greg Chalmers",71,286.4,38376,134,"DrivingDistance",2006
120,120,"Bob Estes",85,286.4,48689,170,"DrivingDistance",2006
122,122,"Dudley Hart",83,286.3,47527,166,"DrivingDistance",2006
122,122,"Shigeki Maruyama",94,286.3,52679,184,"DrivingDistance",2006
124,124,"Steve Flesch",119,286.2,65835,230,"DrivingDistance",2006
125,125,"Jeff Brehaut",100,286.1,54929,192,"DrivingDistance",2006
125,125,"Frank Lickliter II",99,286.1,55501,194,"DrivingDistance",2006
127,127,"Paul Azinger",87,285.8,49727,174,"DrivingDistance",2006
127,127,"Ben Crane",85,285.8,45726,160,"DrivingDistance",2006
127,127,"Steve Elkington",52,285.8,29156,102,"DrivingDistance",2006
127,127,"Bernhard Langer",77,285.8,41154,144,"DrivingDistance",2006
127,127,"Vance Veazey",59,285.8,33724,118,"DrivingDistance",2006
132,132,"Billy Andrade",78,285.6,42274,148,"DrivingDistance",2006
133,133,"David Toms",76,285.4,39390,138,"DrivingDistance",2006
134,134,"Steve Stricker",64,285.3,35372,124,"DrivingDistance",2006
135,135,"Briny Baird",81,285.1,43913,154,"DrivingDistance",2006
136,136,"Arron Oberholser",82,285,45032,158,"DrivingDistance",2006
137,137,"Ryuji Imada",105,284.9,58122,204,"DrivingDistance",2006
138,138,"Mike Sposa",68,284.8,37025,130,"DrivingDistance",2006
139,139,"Daisuke Maruyama",83,284.5,44946,158,"DrivingDistance",2006
139,139,"Chris Riley",86,284.5,46660,164,"DrivingDistance",2006
139,139,"Bob Tway",81,284.5,44389,156,"DrivingDistance",2006
142,142,"David McKenzie",82,284.4,45510,160,"DrivingDistance",2006
143,143,"Joey Sindelar",90,284.2,51158,180,"DrivingDistance",2006
144,144,"Tom Pernice Jr",108,283.9,59051,208,"DrivingDistance",2006
145,145,"Luke Donald",66,283.7,35748,126,"DrivingDistance",2006
145,145,"Zach Johnson",98,283.7,49929,176,"DrivingDistance",2006
147,147,"Todd Hamilton",72,283.6,40834,144,"DrivingDistance",2006
148,148,"Richard Johnson",94,283.4,53272,188,"DrivingDistance",2006
149,149,"Dean Wilson",115,282.9,62810,222,"DrivingDistance",2006
150,150,"Lee Janzen",79,282.7,44665,158,"DrivingDistance",2006
150,150,"Tjaart van der Walt",60,282.7,32226,114,"DrivingDistance",2006
152,152,"Tommy Armour III",65,282.4,36712,130,"DrivingDistance",2006
152,152,"Mark Calcavecchia",94,282.4,52524,186,"DrivingDistance",2006
154,154,"Justin Leonard",83,282.3,44601,158,"DrivingDistance",2006
154,154,"Billy Mayfair",94,282.3,53073,188,"DrivingDistance",2006
156,156,"Bart Bryant",87,282.2,48540,172,"DrivingDistance",2006
157,157,"Nathan Green",108,282,58372,207,"DrivingDistance",2006
157,157,"Mark Wilson",79,282,42863,152,"DrivingDistance",2006
159,159,"Michael Connell",51,281.9,27059,96,"DrivingDistance",2006
159,159,"Jim Furyk",89,281.9,49621,176,"DrivingDistance",2006
161,161,"Ron Whittaker",81,281.8,44526,158,"DrivingDistance",2006
162,162,"Robert Damron",91,281.7,51261,182,"DrivingDistance",2006
162,162,"Hidemichi Tanaka",74,281.7,41129,146,"DrivingDistance",2006
164,164,"Jeff Maggert",81,281.5,45606,162,"DrivingDistance",2006
165,165,"Skip Kendall",72,281.2,40495,144,"DrivingDistance",2006
165,165,"Heath Slocum",96,281.2,52301,186,"DrivingDistance",2006
165,165,"Mike Weir",88,281.2,47809,170,"DrivingDistance",2006
168,168,"Tim Petrovic",95,281,51138,182,"DrivingDistance",2006
168,168,"Kirk Triplett",58,281,31473,112,"DrivingDistance",2006
170,170,"Peter Lonard",77,280.6,42652,152,"DrivingDistance",2006
171,171,"Omar Uresti",61,280.5,33094,118,"DrivingDistance",2006
172,172,"Jeff Sluman",101,279.8,56515,202,"DrivingDistance",2006
173,173,"JL Lewis",57,279.6,31880,114,"DrivingDistance",2006
174,174,"Robert Gamez",94,279.5,52541,188,"DrivingDistance",2006
175,175,"Chris DiMarco",83,279.3,43573,156,"DrivingDistance",2006
176,176,"Shane Bertsch",104,279.1,56937,204,"DrivingDistance",2006
177,177,"Ben Curtis",86,278.8,47947,172,"DrivingDistance",2006
178,178,"Larry Mize",53,278.3,28386,102,"DrivingDistance",2006
179,179,"Jerry Kelly",100,278.1,55620,200,"DrivingDistance",2006
180,180,"Jerry Smith",94,277.9,51134,184,"DrivingDistance",2006
181,181,"Steve Jones",83,277.1,45437,164,"DrivingDistance",2006
182,182,"John Cook",67,277,37121,134,"DrivingDistance",2006
183,183,"Tim Clark",80,276.7,43717,158,"DrivingDistance",2006
184,184,"Olin Browne",108,276.6,57523,208,"DrivingDistance",2006
185,185,"Stephen Leaney",84,276.4,46439,168,"DrivingDistance",2006
186,186,"Scott Verplank",88,276.1,47497,172,"DrivingDistance",2006
187,187,"Greg Kraft",79,275.8,41376,150,"DrivingDistance",2006
188,188,"Doug Barron",74,275.5,40221,146,"DrivingDistance",2006
189,189,"Brian Gay",107,274.8,58804,214,"DrivingDistance",2006
190,190,"Todd Fischer",101,274.6,54374,198,"DrivingDistance",2006
191,191,"Mark OMeara",52,274.4,27443,100,"DrivingDistance",2006
192,192,"Mark Brooks",90,274.3,48832,178,"DrivingDistance",2006
192,192,"Paul Goydos",72,274.3,39505,144,"DrivingDistance",2006
194,194,"Fred Funk",106,272.8,57280,210,"DrivingDistance",2006
195,195,"Brad Faxon",78,270.3,42161,156,"DrivingDistance",2006
196,196,"Corey Pavin",74,265.9,37227,140,"DrivingDistance",2006
