"Scrambling30ydsRTPScore_RANKTHISWEEK_2009","Scrambling30ydsRTPScore_RANKLASTWEEK_2009","Scrambling30ydsRTPScore_PLAYERNAME_2009","Scrambling30ydsRTPScore_ROUNDS_2009","Scrambling30ydsRTPScore_AVGRTP_2009","Scrambling30ydsRTPScore_TOTALHOLES_2009","Scrambling30ydsRTPScore_TOTALRTP_2009","stat_name","year"
1,1,"Mark Brooks",55,0.591,44,26,"Scrambling30ydsRTPScore",2009
2,2,"Tiger Woods",64,0.596,52,31,"Scrambling30ydsRTPScore",2009
3,3,"Mark Wilson",99,0.653,75,49,"Scrambling30ydsRTPScore",2009
4,4,"Matt Kuchar",82,0.656,64,42,"Scrambling30ydsRTPScore",2009
5,5,"Brandt Snedeker",81,0.667,78,52,"Scrambling30ydsRTPScore",2009
6,6,"Steve Stricker",81,0.685,54,37,"Scrambling30ydsRTPScore",2009
7,7,"Boo Weekley",79,0.696,56,39,"Scrambling30ydsRTPScore",2009
8,8,"Tim Petrovic",97,0.703,91,64,"Scrambling30ydsRTPScore",2009
9,9,"Bob Estes",78,0.714,91,65,"Scrambling30ydsRTPScore",2009
10,10,"Spencer Levin",75,0.724,87,63,"Scrambling30ydsRTPScore",2009
11,11,"Luke Donald",79,0.725,91,66,"Scrambling30ydsRTPScore",2009
12,12,"Tim Clark",81,0.729,48,35,"Scrambling30ydsRTPScore",2009
13,13,"Cliff Kresge",78,0.733,90,66,"Scrambling30ydsRTPScore",2009
14,14,"Retief Goosen",74,0.734,64,47,"Scrambling30ydsRTPScore",2009
15,15,"KJ Choi",65,0.738,65,48,"Scrambling30ydsRTPScore",2009
16,16,"Robert Allenby",71,0.744,43,32,"Scrambling30ydsRTPScore",2009
17,17,"Rocco Mediate",79,0.746,67,50,"Scrambling30ydsRTPScore",2009
18,18,"Brad Adamonis",70,0.747,91,68,"Scrambling30ydsRTPScore",2009
19,19,"Cameron Beckman",87,0.75,84,63,"Scrambling30ydsRTPScore",2009
19,19,"Scott Sterling",51,0.75,48,36,"Scrambling30ydsRTPScore",2009
21,21,"Chris DiMarco",97,0.753,93,70,"Scrambling30ydsRTPScore",2009
21,21,"Brad Faxon",59,0.753,85,64,"Scrambling30ydsRTPScore",2009
21,21,"Bill Haas",91,0.753,85,64,"Scrambling30ydsRTPScore",2009
21,21,"James Nitties",86,0.753,93,70,"Scrambling30ydsRTPScore",2009
25,25,"Paul Goydos",79,0.754,65,49,"Scrambling30ydsRTPScore",2009
25,25,"Zach Johnson",94,0.754,69,52,"Scrambling30ydsRTPScore",2009
