"GIRPutting510_RANKTHISWEEK_2007","GIRPutting510_RANKLASTWEEK_2007","GIRPutting510_PLAYERNAME_2007","GIRPutting510_ROUNDS_2007","GIRPutting510_Pct_2007","GIRPutting510_ATTEMPTS_2007","GIRPutting510_PUTTSMADE_2007","stat_name","year"
1,1,"Stewart Cink",91,63.49,126,80,"GIRPutting510",2007
2,2,"Chris Tidland",59,61.45,83,51,"GIRPutting510",2007
3,3,"Bob Estes",88,61.33,150,92,"GIRPutting510",2007
4,4,"John Daly",59,61.25,80,49,"GIRPutting510",2007
5,5,"Tim Clark",66,60.61,99,60,"GIRPutting510",2007
6,6,"Tim Petrovic",106,60.38,159,96,"GIRPutting510",2007
7,7,"Luke Donald",69,60.22,93,56,"GIRPutting510",2007
8,8,"Brian Gay",107,59.87,157,94,"GIRPutting510",2007
9,9,"Jeff Quinney",95,59.31,145,86,"GIRPutting510",2007
10,10,"Ryuji Imada",104,59.04,166,98,"GIRPutting510",2007
11,11,"Paul Goydos",60,58.33,84,49,"GIRPutting510",2007
12,12,"Mathew Goggin",97,57.69,156,90,"GIRPutting510",2007
12,12,"Justin Rose",63,57.69,78,45,"GIRPutting510",2007
12,12,"Bo Van Pelt",104,57.69,182,105,"GIRPutting510",2007
15,15,"Fred Funk",65,57.14,84,48,"GIRPutting510",2007
15,15,"Charles Warren",101,57.14,161,92,"GIRPutting510",2007
17,17,"KJ Choi",87,56.91,123,70,"GIRPutting510",2007
18,18,"Doug LaBelle II",104,56.9,116,66,"GIRPutting510",2007
19,19,"Kenny Perry",83,56.74,141,80,"GIRPutting510",2007
20,20,"Craig Bowden",78,56.55,145,82,"GIRPutting510",2007
21,21,"Frank Lickliter II",95,56.52,161,91,"GIRPutting510",2007
22,22,"Freddie Jacobson",70,56.49,131,74,"GIRPutting510",2007
23,23,"Hunter Mahan",91,56.25,128,72,"GIRPutting510",2007
24,24,"Tripp Isenhour",86,55.91,127,71,"GIRPutting510",2007
24,24,"Chris Riley",59,55.91,93,52,"GIRPutting510",2007
26,26,"Gavin Coles",87,55.83,120,67,"GIRPutting510",2007
27,27,"George McNeill",95,55.47,137,76,"GIRPutting510",2007
28,28,"Lucas Glover",98,55.4,139,77,"GIRPutting510",2007
29,29,"Rich Barcelo",80,55.38,130,72,"GIRPutting510",2007
30,30,"Billy Andrade",88,55.32,141,78,"GIRPutting510",2007
31,31,"Jesper Parnevik",88,55.26,114,63,"GIRPutting510",2007
32,32,"Tom Pernice Jr",104,55.17,145,80,"GIRPutting510",2007
33,33,"Kevin Na",84,55.12,127,70,"GIRPutting510",2007
34,34,"Richard Johnson",93,54.96,131,72,"GIRPutting510",2007
35,35,"Adam Scott",69,54.89,133,73,"GIRPutting510",2007
36,36,"Charlie Wi",90,54.81,135,74,"GIRPutting510",2007
36,36,"Jay Williamson",50,54.81,104,57,"GIRPutting510",2007
38,38,"Michael Putnam",96,54.47,123,67,"GIRPutting510",2007
39,39,"John Rollins",102,54.42,147,80,"GIRPutting510",2007
40,40,"DJ Brigman",67,54.26,94,51,"GIRPutting510",2007
41,41,"Paul Stankowski",52,53.97,63,34,"GIRPutting510",2007
42,42,"Brian Bateman",55,53.95,76,41,"GIRPutting510",2007
43,43,"Scott Gutschewski",67,53.93,89,48,"GIRPutting510",2007
44,44,"Bart Bryant",87,53.91,128,69,"GIRPutting510",2007
44,44,"David Toms",80,53.91,128,69,"GIRPutting510",2007
46,46,"Steve Stricker",81,53.85,130,70,"GIRPutting510",2007
47,47,"Parker McLachlin",83,53.77,106,57,"GIRPutting510",2007
48,48,"Daniel Chopra",106,53.71,175,94,"GIRPutting510",2007
49,49,"Jose Maria Olazabal",52,53.7,54,29,"GIRPutting510",2007
50,50,"Steve Allan",63,53.61,97,52,"GIRPutting510",2007
51,51,"Jonathan Byrd",73,53.6,125,67,"GIRPutting510",2007
51,51,"Jarrod Lyle",77,53.6,125,67,"GIRPutting510",2007
53,53,"Zach Johnson",76,53.57,112,60,"GIRPutting510",2007
54,54,"Heath Slocum",101,53.5,157,84,"GIRPutting510",2007
55,55,"Mark Calcavecchia",93,53.37,163,87,"GIRPutting510",2007
56,56,"Mathias Gronberg",95,53.25,169,90,"GIRPutting510",2007
57,57,"Stephen Leaney",82,53.19,141,75,"GIRPutting510",2007
58,58,"Aaron Baddeley",83,53.15,111,59,"GIRPutting510",2007
59,59,"Tom Johnson",74,53.04,115,61,"GIRPutting510",2007
60,60,"Billy Mayfair",98,52.98,168,89,"GIRPutting510",2007
61,61,"Woody Austin",95,52.87,157,83,"GIRPutting510",2007
62,62,"Jim Furyk",84,52.76,127,67,"GIRPutting510",2007
63,63,"Vijay Singh",102,52.7,148,78,"GIRPutting510",2007
64,64,"Ryan Palmer",91,52.45,143,75,"GIRPutting510",2007
65,65,"Kevin Sutherland",85,52.43,103,54,"GIRPutting510",2007
66,66,"Corey Pavin",81,52.42,124,65,"GIRPutting510",2007
67,67,"Nathan Green",103,52.35,149,78,"GIRPutting510",2007
68,68,"Mark Wilson",87,52.34,128,67,"GIRPutting510",2007
69,69,"Steve Elkington",87,52.31,130,68,"GIRPutting510",2007
70,70,"Darron Stiles",65,52.25,111,58,"GIRPutting510",2007
71,71,"Cameron Beckman",96,52.2,159,83,"GIRPutting510",2007
71,71,"Steve Marino",106,52.2,159,83,"GIRPutting510",2007
73,73,"Anthony Kim",93,51.92,156,81,"GIRPutting510",2007
74,74,"Peter Lonard",85,51.88,133,69,"GIRPutting510",2007
75,75,"Arron Oberholser",69,51.85,81,42,"GIRPutting510",2007
