"DrivingPct300Measured_RANKTHISWEEK_2007","DrivingPct300Measured_RANKLASTWEEK_2007","DrivingPct300Measured_PLAYERNAME_2007","DrivingPct300Measured_ROUNDS_2007","DrivingPct300Measured_Pct_2007","DrivingPct300Measured_TOTALDRIVESFOR300_2007","DrivingPct300Measured_TOTALDRVSOVERALL_2007","DrivingPct300Measured_RELATIVETOPAR_2007","stat_name","year"
1,1,"Bubba Watson",80,72.3,107,148,-0.33,"DrivingPct300Measured",2007
2,2,"John Daly",59,67.92,72,106,-0.04,"DrivingPct300Measured",2007
3,3,"Robert Garrigus",95,67.89,129,190,-0.31,"DrivingPct300Measured",2007
4,4,"JB Holmes",71,65.94,91,138,-0.19,"DrivingPct300Measured",2007
5,5,"Harrison Frazar",88,59.15,97,164,-0.2,"DrivingPct300Measured",2007
6,6,"Jason Gore",86,57.56,99,172,-0.15,"DrivingPct300Measured",2007
7,7,"Scott Gutschewski",67,57.14,72,126,-0.28,"DrivingPct300Measured",2007
8,8,"Tag Ridings",52,56,56,100,-0.18,"DrivingPct300Measured",2007
9,9,"Tiger Woods",63,55.68,49,88,-0.41,"DrivingPct300Measured",2007
10,10,"Brett Wetterich",88,55.33,83,150,-0.25,"DrivingPct300Measured",2007
11,11,"Matt Hendrix",63,54.92,67,122,-0.1,"DrivingPct300Measured",2007
12,12,"Nick Watney",87,54.43,86,158,-0.27,"DrivingPct300Measured",2007
13,13,"Bill Haas",93,53.93,96,178,-0.19,"DrivingPct300Measured",2007
14,14,"Anthony Kim",93,53.53,91,170,-0.22,"DrivingPct300Measured",2007
15,15,"Charles Warren",101,53.47,108,202,-0.26,"DrivingPct300Measured",2007
16,16,"Mathias Gronberg",95,52.11,99,190,-0.25,"DrivingPct300Measured",2007
17,17,"Adam Scott",69,51.85,56,108,-0.3,"DrivingPct300Measured",2007
18,18,"Chris Couch",76,51.32,78,152,-0.21,"DrivingPct300Measured",2007
19,19,"Steve Allan",63,50,59,118,-0.36,"DrivingPct300Measured",2007
19,19,"Mathew Goggin",97,50,93,186,-0.2,"DrivingPct300Measured",2007
21,21,"Charles Howell III",89,49.31,71,144,-0.35,"DrivingPct300Measured",2007
22,22,"Charley Hoffman",97,48.35,88,182,-0.24,"DrivingPct300Measured",2007
23,23,"Jeff Overton",60,48.28,56,116,-0.34,"DrivingPct300Measured",2007
24,24,"Bubba Dickerson",51,46.81,44,94,-0.14,"DrivingPct300Measured",2007
25,25,"Pat Perez",84,46.43,65,140,-0.22,"DrivingPct300Measured",2007
26,26,"Robert Allenby",90,45.68,74,162,-0.22,"DrivingPct300Measured",2007
27,27,"Sean OHair",98,45.45,80,176,-0.48,"DrivingPct300Measured",2007
28,28,"Troy Matteson",87,45.06,73,162,-0.26,"DrivingPct300Measured",2007
29,29,"Hunter Mahan",91,44.94,71,158,-0.44,"DrivingPct300Measured",2007
30,30,"Henrik Stenson",52,44.44,32,72,-0.03,"DrivingPct300Measured",2007
31,31,"George McNeill",95,44.25,77,174,-0.25,"DrivingPct300Measured",2007
32,32,"Kenny Perry",83,43.67,69,158,-0.25,"DrivingPct300Measured",2007
33,33,"Camilo Villegas",82,43.06,62,144,-0.16,"DrivingPct300Measured",2007
34,34,"Vijay Singh",102,42.44,73,172,-0.23,"DrivingPct300Measured",2007
35,35,"Jason Schultz",63,42.37,50,118,-0.28,"DrivingPct300Measured",2007
36,36,"Kyle Reifers",71,42.03,58,138,-0.28,"DrivingPct300Measured",2007
37,37,"Daniel Chopra",106,41.83,87,208,-0.26,"DrivingPct300Measured",2007
38,38,"Paul Stankowski",52,41.67,40,96,-0.25,"DrivingPct300Measured",2007
39,39,"Lucas Glover",98,41.57,69,166,-0.23,"DrivingPct300Measured",2007
39,39,"Ryan Palmer",91,41.57,74,178,-0.28,"DrivingPct300Measured",2007
41,41,"Phil Mickelson",73,41.53,49,118,-0.27,"DrivingPct300Measured",2007
42,42,"Steve Marino",106,41.5,83,200,-0.29,"DrivingPct300Measured",2007
43,43,"Andrew Buckle",77,41.1,60,146,-0.2,"DrivingPct300Measured",2007
44,44,"John Merrick",92,40.91,72,176,-0.24,"DrivingPct300Measured",2007
45,45,"JJ Henry",86,40.85,58,142,-0.43,"DrivingPct300Measured",2007
46,46,"Greg Owen",81,40.51,64,158,-0.23,"DrivingPct300Measured",2007
47,47,"Craig Barlow",52,40.38,42,104,-0.26,"DrivingPct300Measured",2007
48,48,"Michael Putnam",96,40.12,69,172,-0.3,"DrivingPct300Measured",2007
49,49,"Retief Goosen",50,39.71,27,68,-0.19,"DrivingPct300Measured",2007
50,50,"DJ Trahan",99,39.69,77,194,-0.22,"DrivingPct300Measured",2007
51,51,"Sergio Garcia",68,39.29,44,112,-0.27,"DrivingPct300Measured",2007
52,52,"Chris Tidland",59,39.09,43,110,-0.23,"DrivingPct300Measured",2007
53,53,"Brendon de Jonge",76,38.89,56,144,-0.27,"DrivingPct300Measured",2007
54,54,"Boo Weekley",101,38.24,65,170,-0.09,"DrivingPct300Measured",2007
55,55,"Davis Love III",66,38.18,42,110,-0.02,"DrivingPct300Measured",2007
56,56,"Jeff Brehaut",59,37.74,40,106,-0.18,"DrivingPct300Measured",2007
57,57,"Stewart Cink",91,37.16,55,148,-0.11,"DrivingPct300Measured",2007
58,58,"Jarrod Lyle",77,36.99,54,146,-0.28,"DrivingPct300Measured",2007
59,59,"Aaron Baddeley",83,36.76,50,136,-0.26,"DrivingPct300Measured",2007
59,59,"Bo Van Pelt",104,36.76,75,204,-0.32,"DrivingPct300Measured",2007
61,61,"Padraig Harrington",64,36.46,35,96,-0.34,"DrivingPct300Measured",2007
62,62,"Chris Stroud",66,36.29,45,124,-0.16,"DrivingPct300Measured",2007
63,63,"Brian Bateman",55,36.17,34,94,-0.35,"DrivingPct300Measured",2007
64,64,"JP Hayes",89,35.96,64,178,-0.19,"DrivingPct300Measured",2007
65,65,"Cameron Beckman",96,35.87,66,184,-0.27,"DrivingPct300Measured",2007
66,66,"Geoff Ogilvy",84,35.16,45,128,-0.07,"DrivingPct300Measured",2007
67,67,"Kevin Sutherland",85,35.06,54,154,-0.31,"DrivingPct300Measured",2007
68,68,"Michael Allen",74,35,49,140,-0.35,"DrivingPct300Measured",2007
68,68,"Jay Williamson",50,35,35,100,-0.23,"DrivingPct300Measured",2007
70,70,"Brett Quigley",79,34.85,46,132,-0.33,"DrivingPct300Measured",2007
71,71,"Ted Purdy",102,34.38,66,192,-0.26,"DrivingPct300Measured",2007
72,72,"Mike Weir",82,34.33,46,134,-0.28,"DrivingPct300Measured",2007
73,73,"Bryce Molder",56,34.26,37,108,-0.16,"DrivingPct300Measured",2007
74,74,"Peter Lonard",85,34.16,55,161,-0.18,"DrivingPct300Measured",2007
