"Total3Putts25_RANKTHISWEEK_2011","Total3Putts25_RANKLASTWEEK_2011","Total3Putts25_PLAYERNAME_2011","Total3Putts25_ROUNDS_2011","Total3Putts25_TOTAL3PUTTS25_2011","Total3Putts25_TOTAL3PUTTS_2011","stat_name","year"
1,1,"Chad Campbell",99,55,67,"Total3Putts25",2011
2,2,"DJ Trahan",91,50,67,"Total3Putts25",2011
2,2,"Jhonattan Vegas",84,50,61,"Total3Putts25",2011
4,4,"Jarrod Lyle",83,49,58,"Total3Putts25",2011
5,5,"Tommy Gainey",104,47,60,"Total3Putts25",2011
6,6,"Joe Durant",71,46,57,"Total3Putts25",2011
7,7,"Kris Blanks",92,45,55,"Total3Putts25",2011
7,7,"Zack Miller",86,45,61,"Total3Putts25",2011
9,9,"Blake Adams",116,44,49,"Total3Putts25",2011
9,9,"Brandt Jobe",100,44,56,"Total3Putts25",2011
9,9,"Chez Reavie",92,44,54,"Total3Putts25",2011
12,12,"Billy Mayfair",94,43,60,"Total3Putts25",2011
12,12,"Chris Stroud",88,43,51,"Total3Putts25",2011
14,14,"Bill Lunde",92,42,49,"Total3Putts25",2011
14,14,"Kyle Stanley",98,42,56,"Total3Putts25",2011
14,14,"Bo Van Pelt",92,42,49,"Total3Putts25",2011
14,14,"Boo Weekley",66,42,61,"Total3Putts25",2011
18,18,"Robert Allenby",84,41,51,"Total3Putts25",2011
18,18,"John Rollins",85,41,45,"Total3Putts25",2011
18,18,"Cameron Tringale",110,41,52,"Total3Putts25",2011
21,21,"Nathan Green",81,40,49,"Total3Putts25",2011
21,21,"Chris Riley",76,40,42,"Total3Putts25",2011
23,23,"Hunter Mahan",92,39,49,"Total3Putts25",2011
24,24,"Jim Herman",69,38,43,"Total3Putts25",2011
24,24,"DA Points",89,38,43,"Total3Putts25",2011
26,26,"Ricky Barnes",78,37,43,"Total3Putts25",2011
26,26,"Bobby Gates",82,37,44,"Total3Putts25",2011
26,26,"David Hearn",88,37,42,"Total3Putts25",2011
26,26,"Charles Howell III",108,37,43,"Total3Putts25",2011
26,26,"Josh Teater",104,37,48,"Total3Putts25",2011
31,31,"Steven Bowditch",86,36,48,"Total3Putts25",2011
31,31,"Robert Garrigus",83,36,48,"Total3Putts25",2011
31,31,"Kent Jones",76,36,43,"Total3Putts25",2011
31,31,"Marc Leishman",87,36,46,"Total3Putts25",2011
31,31,"Spencer Levin",113,36,41,"Total3Putts25",2011
31,31,"Shaun Micheel",77,36,42,"Total3Putts25",2011
31,31,"Vijay Singh",79,36,44,"Total3Putts25",2011
31,31,"Scott Stallings",84,36,43,"Total3Putts25",2011
39,39,"Keegan Bradley",91,35,43,"Total3Putts25",2011
39,39,"William McGirt",103,35,47,"Total3Putts25",2011
