"ConsecutivePar5Birdies_RANKTHISWEEK_2014","ConsecutivePar5Birdies_RANKLASTWEEK_2014","ConsecutivePar5Birdies_PLAYERNAME_2014","ConsecutivePar5Birdies_EVENTS_2014","ConsecutivePar5Birdies_NUMBEROFHOLES_2014","stat_name","year"
1,1,"Aaron Baddeley",24,15,"ConsecutivePar5Birdies",2014
1,1,"John Senden",27,15,"ConsecutivePar5Birdies",2014
3,3,"Kevin Chappell",28,11,"ConsecutivePar5Birdies",2014
3,3,"Davis Love III",22,11,"ConsecutivePar5Birdies",2014
3,3,"Hideki Matsuyama",24,11,"ConsecutivePar5Birdies",2014
3,3,"Brian Stuard",29,11,"ConsecutivePar5Birdies",2014
7,7,"Robert Garrigus",25,10,"ConsecutivePar5Birdies",2014
7,7,"Ryo Ishikawa",24,10,"ConsecutivePar5Birdies",2014
7,7,"Chris Kirk",28,10,"ConsecutivePar5Birdies",2014
7,7,"Scott Stallings",28,10,"ConsecutivePar5Birdies",2014
7,7,"Brendon Todd",29,10,"ConsecutivePar5Birdies",2014
12,12,"Keegan Bradley",26,9,"ConsecutivePar5Birdies",2014
12,12,"Scott Brown",30,9,"ConsecutivePar5Birdies",2014
12,12,"Paul Casey",16,9,"ConsecutivePar5Birdies",2014
12,12,"Graham DeLaet",24,9,"ConsecutivePar5Birdies",2014
12,12,"Harris English",28,9,"ConsecutivePar5Birdies",2014
12,12,"Retief Goosen",26,9,"ConsecutivePar5Birdies",2014
12,12,"Brian Harman",32,9,"ConsecutivePar5Birdies",2014
12,12,"Billy Hurley III",26,9,"ConsecutivePar5Birdies",2014
12,12,"Robert Karlsson",7,9,"ConsecutivePar5Birdies",2014
12,12,"Martin Kaymer",19,9,"ConsecutivePar5Birdies",2014
12,12,"Marc Leishman",24,9,"ConsecutivePar5Birdies",2014
12,12,"Andrew Loupe",22,9,"ConsecutivePar5Birdies",2014
12,12,"Webb Simpson",25,9,"ConsecutivePar5Birdies",2014
12,12,"Brandt Snedeker",25,9,"ConsecutivePar5Birdies",2014
12,12,"Bubba Watson",21,9,"ConsecutivePar5Birdies",2014
27,27,"Jason Bohn",25,8,"ConsecutivePar5Birdies",2014
27,27,"Jonathan Byrd",24,8,"ConsecutivePar5Birdies",2014
27,27,"Brendon de Jonge",31,8,"ConsecutivePar5Birdies",2014
27,27,"Victor Dubuisson",10,8,"ConsecutivePar5Birdies",2014
27,27,"Rickie Fowler",26,8,"ConsecutivePar5Birdies",2014
27,27,"Jim Furyk",21,8,"ConsecutivePar5Birdies",2014
27,27,"Ryuji Imada",9,8,"ConsecutivePar5Birdies",2014
27,27,"Lee Janzen",8,8,"ConsecutivePar5Birdies",2014
27,27,"Dustin Johnson",17,8,"ConsecutivePar5Birdies",2014
27,27,"Matt Jones",25,8,"ConsecutivePar5Birdies",2014
27,27,"Jerry Kelly",23,8,"ConsecutivePar5Birdies",2014
27,27,"Martin Laird",20,8,"ConsecutivePar5Birdies",2014
27,27,"Scott Langley",29,8,"ConsecutivePar5Birdies",2014
27,27,"Danny Lee",28,8,"ConsecutivePar5Birdies",2014
27,27,"Richard Lee",27,8,"ConsecutivePar5Birdies",2014
27,27,"Will Ma Kenzie",27,8,"ConsecutivePar5Birdies",2014
27,27,"Hunter Mahan",25,8,"ConsecutivePar5Birdies",2014
27,27,"Kevin Na",27,8,"ConsecutivePar5Birdies",2014
27,27,"John Rollins",28,8,"ConsecutivePar5Birdies",2014
27,27,"Jordan Spieth",27,8,"ConsecutivePar5Birdies",2014
27,27,"Brendan Steele",26,8,"ConsecutivePar5Birdies",2014
27,27,"Michael Thompson",22,8,"ConsecutivePar5Birdies",2014
27,27,"Peter Uihlein",7,8,"ConsecutivePar5Birdies",2014
27,27,"Jhonattan Vegas",23,8,"ConsecutivePar5Birdies",2014
51,51,"Brian Davis",28,7,"ConsecutivePar5Birdies",2014
51,51,"Jason Day",15,7,"ConsecutivePar5Birdies",2014
51,51,"James Driscoll",25,7,"ConsecutivePar5Birdies",2014
51,51,"Ken Duke",25,7,"ConsecutivePar5Birdies",2014
51,51,"Scott Gardiner",18,7,"ConsecutivePar5Birdies",2014
51,51,"Jason Gore",7,7,"ConsecutivePar5Birdies",2014
51,51,"Bill Haas",28,7,"ConsecutivePar5Birdies",2014
51,51,"David Hearn",28,7,"ConsecutivePar5Birdies",2014
51,51,"JJ Henry",28,7,"ConsecutivePar5Birdies",2014
51,51,"Charley Hoffman",25,7,"ConsecutivePar5Birdies",2014
51,51,"Billy Horschel",27,7,"ConsecutivePar5Birdies",2014
51,51,"Brooks Koepka",16,7,"ConsecutivePar5Birdies",2014
51,51,"Peter Malnati",18,7,"ConsecutivePar5Birdies",2014
51,51,"William McGirt",29,7,"ConsecutivePar5Birdies",2014
51,51,"Rory McIlroy",17,7,"ConsecutivePar5Birdies",2014
51,51,"Jeff Overton",24,7,"ConsecutivePar5Birdies",2014
51,51,"Pat Perez",25,7,"ConsecutivePar5Birdies",2014
51,51,"Ted Potter Jr",24,7,"ConsecutivePar5Birdies",2014
51,51,"Wes Roach",22,7,"ConsecutivePar5Birdies",2014
51,51,"Andres Romero",26,7,"ConsecutivePar5Birdies",2014
51,51,"Rory Sabbatini",26,7,"ConsecutivePar5Birdies",2014
51,51,"Sam Saunders",1,7,"ConsecutivePar5Birdies",2014
51,51,"Charl Schwartzel",18,7,"ConsecutivePar5Birdies",2014
51,51,"Adam Scott",17,7,"ConsecutivePar5Birdies",2014
51,51,"Kevin Stadler",26,7,"ConsecutivePar5Birdies",2014
51,51,"Hudson Swafford",26,7,"ConsecutivePar5Birdies",2014
51,51,"Tyrone Van Aswegen",25,7,"ConsecutivePar5Birdies",2014
51,51,"Jimmy Walker",27,7,"ConsecutivePar5Birdies",2014
51,51,"Nick Watney",25,7,"ConsecutivePar5Birdies",2014
51,51,"Charlie Wi",25,7,"ConsecutivePar5Birdies",2014
51,51,"Will Wilcox",16,7,"ConsecutivePar5Birdies",2014
51,51,"Gary Woodland",25,7,"ConsecutivePar5Birdies",2014
83,83,"Kiradech Aphibarnrat",9,6,"ConsecutivePar5Birdies",2014
83,83,"Sangmoon Bae",24,6,"ConsecutivePar5Birdies",2014
83,83,"Jonas Blixt",21,6,"ConsecutivePar5Birdies",2014
83,83,"Greg Chalmers",27,6,"ConsecutivePar5Birdies",2014
83,83,"KJ Choi",23,6,"ConsecutivePar5Birdies",2014
83,83,"Stewart Cink",25,6,"ConsecutivePar5Birdies",2014
83,83,"Darren Clarke",15,6,"ConsecutivePar5Birdies",2014
83,83,"Ben Curtis",24,6,"ConsecutivePar5Birdies",2014
83,83,"Derek Ernst",28,6,"ConsecutivePar5Birdies",2014
83,83,"Matt Every",26,6,"ConsecutivePar5Birdies",2014
83,83,"Ross Fisher",2,6,"ConsecutivePar5Birdies",2014
83,83,"Harrison Frazar",15,6,"ConsecutivePar5Birdies",2014
83,83,"Chesson Hadley",29,6,"ConsecutivePar5Birdies",2014
