"GoingfortheGreenBirdieorBetter_RANKTHISWEEK_2012","GoingfortheGreenBirdieorBetter_RANKLASTWEEK_2012","GoingfortheGreenBirdieorBetter_PLAYERNAME_2012","GoingfortheGreenBirdieorBetter_ROUNDS_2012","GoingfortheGreenBirdieorBetter_Pct_2012","GoingfortheGreenBirdieorBetter_OFBIRDIEORBETTER_2012","GoingfortheGreenBirdieorBetter_ATTEMPTS_2012","GoingfortheGreenBirdieorBetter_RTPSUCCESSES_2012","GoingfortheGreenBirdieorBetter_RTPNOTGOINGFORTHEGRN_2012","stat_name","year"
1,1,"Louis Oosthuizen",65,68.63,70,102,-75,2,"GoingfortheGreenBirdieorBetter",2012
2,2,"Pat Perez",81,68.38,93,136,-95,-16,"GoingfortheGreenBirdieorBetter",2012
3,3,"Tiger Woods",69,67.96,70,103,-74,-8,"GoingfortheGreenBirdieorBetter",2012
4,4,"Charles Howell III",98,66.21,96,145,-108,-8,"GoingfortheGreenBirdieorBetter",2012
5,5,"Luke Donald",63,65.75,48,73,-52,-25,"GoingfortheGreenBirdieorBetter",2012
6,6,"Adam Scott",59,65.17,58,89,-63,3,"GoingfortheGreenBirdieorBetter",2012
7,7,"Steve Stricker",73,64.95,63,97,-65,-19,"GoingfortheGreenBirdieorBetter",2012
8,8,"Dustin Johnson",70,64.57,82,127,-88,1,"GoingfortheGreenBirdieorBetter",2012
9,9,"Jonas Blixt",72,64.46,78,121,-89,-4,"GoingfortheGreenBirdieorBetter",2012
10,10,"Russell Knox",72,64.44,58,90,-67,-11,"GoingfortheGreenBirdieorBetter",2012
11,11,"Bud Cauley",99,64,112,175,-119,-3,"GoingfortheGreenBirdieorBetter",2012
12,12,"Michael Thompson",80,63.95,55,86,-62,-19,"GoingfortheGreenBirdieorBetter",2012
13,13,"Bo Van Pelt",84,63.91,85,133,-91,-8,"GoingfortheGreenBirdieorBetter",2012
14,14,"Rory McIlroy",60,63.64,63,99,-72,-6,"GoingfortheGreenBirdieorBetter",2012
14,14,"Brandt Snedeker",81,63.64,70,110,-74,-17,"GoingfortheGreenBirdieorBetter",2012
16,16,"Stephen Ames",54,63.27,31,49,-31,-4,"GoingfortheGreenBirdieorBetter",2012
17,17,"Bryce Molder",83,62.82,49,78,-51,-41,"GoingfortheGreenBirdieorBetter",2012
18,18,"Ben Curtis",62,62.69,42,67,-44,-20,"GoingfortheGreenBirdieorBetter",2012
19,19,"Tommy Biershenk",74,62.63,62,99,-66,2,"GoingfortheGreenBirdieorBetter",2012
20,20,"JB Holmes",90,62.5,120,192,-128,7,"GoingfortheGreenBirdieorBetter",2012
21,21,"Jason Day",57,62.38,63,101,-68,5,"GoingfortheGreenBirdieorBetter",2012
22,22,"Tim Herron",88,62.3,76,122,-79,-13,"GoingfortheGreenBirdieorBetter",2012
23,23,"Kevin Chappell",91,62.16,92,148,-100,-8,"GoingfortheGreenBirdieorBetter",2012
24,24,"Jimmy Walker",101,62,124,200,-137,4,"GoingfortheGreenBirdieorBetter",2012
25,25,"Phil Mickelson",79,61.97,88,142,-91,-11,"GoingfortheGreenBirdieorBetter",2012
26,26,"Geoff Ogilvy",73,61.95,70,113,-74,-7,"GoingfortheGreenBirdieorBetter",2012
27,27,"Greg Chalmers",88,61.9,78,126,-83,-13,"GoingfortheGreenBirdieorBetter",2012
28,28,"Padraig Harrington",67,61.8,55,89,-59,-5,"GoingfortheGreenBirdieorBetter",2012
29,29,"Brendon de Jonge",115,61.39,124,202,-138,-23,"GoingfortheGreenBirdieorBetter",2012
30,30,"Billy Horschel",63,61.29,57,93,-62,0,"GoingfortheGreenBirdieorBetter",2012
31,31,"Jason Dufner",83,61.11,77,126,-81,-12,"GoingfortheGreenBirdieorBetter",2012
32,32,"David Hearn",95,61.07,80,131,-82,-13,"GoingfortheGreenBirdieorBetter",2012
33,33,"Sergio Garcia",57,61,61,100,-66,-7,"GoingfortheGreenBirdieorBetter",2012
34,34,"Tom Gillis",75,60.99,86,141,-90,10,"GoingfortheGreenBirdieorBetter",2012
35,35,"Rickie Fowler",84,60.93,92,151,-99,-1,"GoingfortheGreenBirdieorBetter",2012
36,36,"Vijay Singh",99,60.89,109,179,-118,2,"GoingfortheGreenBirdieorBetter",2012
37,37,"Stuart Appleby",75,60.82,59,97,-62,-14,"GoingfortheGreenBirdieorBetter",2012
38,38,"Josh Teater",97,60.71,119,196,-126,0,"GoingfortheGreenBirdieorBetter",2012
39,39,"Boo Weekley",74,60.38,64,106,-68,7,"GoingfortheGreenBirdieorBetter",2012
40,40,"Robert Karlsson",54,60.2,59,98,-60,-4,"GoingfortheGreenBirdieorBetter",2012
41,41,"Kris Blanks",65,60.18,68,113,-74,-5,"GoingfortheGreenBirdieorBetter",2012
42,42,"Jason Bohn",81,60,57,95,-60,-15,"GoingfortheGreenBirdieorBetter",2012
42,42,"Martin Flores",95,60,90,150,-94,-17,"GoingfortheGreenBirdieorBetter",2012
44,44,"Ben Crane",73,59.85,79,132,-88,-15,"GoingfortheGreenBirdieorBetter",2012
45,45,"John Mallinger",74,59.76,49,82,-53,-10,"GoingfortheGreenBirdieorBetter",2012
46,46,"Kyle Stanley",86,59.67,108,181,-116,-3,"GoingfortheGreenBirdieorBetter",2012
47,47,"Sean OHair",84,59.66,105,176,-113,-4,"GoingfortheGreenBirdieorBetter",2012
48,48,"Nick Watney",97,59.62,93,156,-105,-8,"GoingfortheGreenBirdieorBetter",2012
49,49,"Matt Jones",53,59.09,52,88,-55,4,"GoingfortheGreenBirdieorBetter",2012
50,50,"Bill Lunde",83,59.02,72,122,-76,-6,"GoingfortheGreenBirdieorBetter",2012
51,51,"John Huh",99,58.96,102,173,-105,-10,"GoingfortheGreenBirdieorBetter",2012
52,52,"KJ Choi",71,58.82,60,102,-63,-15,"GoingfortheGreenBirdieorBetter",2012
53,53,"Bubba Watson",68,58.68,98,167,-110,-4,"GoingfortheGreenBirdieorBetter",2012
54,54,"Keegan Bradley",90,58.56,106,181,-115,-8,"GoingfortheGreenBirdieorBetter",2012
55,55,"Angel Cabrera",54,58.54,48,82,-54,1,"GoingfortheGreenBirdieorBetter",2012
