"ProximitytoHolefrom2030yards_RANKTHISWEEK_2011","ProximitytoHolefrom2030yards_RANKLASTWEEK_2011","ProximitytoHolefrom2030yards_PLAYERNAME_2011","ProximitytoHolefrom2030yards_ROUNDS_2011","ProximitytoHolefrom2030yards_AVGDTP_2011","ProximitytoHolefrom2030yards_TOTALDISTANCEFEET_2011","ProximitytoHolefrom2030yards_OFSHOTS_2011","ProximitytoHolefrom2030yards_SCRAMBLINGRANK_2011","stat_name","year"
1,1,"Sergio Garcia",61,NA,523.5,70,44,"ProximitytoHolefrom2030yards",2011
2,2,"Chris Kirk",87,NA,829.333,109,99,"ProximitytoHolefrom2030yards",2011
2,2,"Chris Riley",76,NA,769.75,102,20,"ProximitytoHolefrom2030yards",2011
4,4,"Padraig Harrington",60,NA,481.667,62,49,"ProximitytoHolefrom2030yards",2011
4,4,"Kevin Na",84,NA,840.833,109,9,"ProximitytoHolefrom2030yards",2011
6,6,"Alex Cejka",59,NA,438.083,56,111,"ProximitytoHolefrom2030yards",2011
7,7,"Luke Donald",73,NA,658.333,83,8,"ProximitytoHolefrom2030yards",2011
7,7,"Matt Jones",71,NA,912.667,115,110,"ProximitytoHolefrom2030yards",2011
9,9,"Stuart Appleby",65,NA,712.25,89,128,"ProximitytoHolefrom2030yards",2011
9,9,"Aaron Baddeley",77,NA,874.333,109,55,"ProximitytoHolefrom2030yards",2011
9,9,"Steve Elkington",50,NA,533.333,67,43,"ProximitytoHolefrom2030yards",2011
9,9,"Graeme McDowell",50,NA,328.917,41,160,"ProximitytoHolefrom2030yards",2011
13,13,"Shane Bertsch",62,NA,436,54,57,"ProximitytoHolefrom2030yards",2011
14,14,"Jason Day",76,NA,720.75,88,3,"ProximitytoHolefrom2030yards",2011
14,14,"Justin Leonard",82,NA,880.417,108,18,"ProximitytoHolefrom2030yards",2011
14,14,"Steve Stricker",70,NA,642.083,79,2,"ProximitytoHolefrom2030yards",2011
17,17,"Brian Gay",90,NA,793.333,96,7,"ProximitytoHolefrom2030yards",2011
17,17,"Paul Stankowski",78,NA,682.917,83,56,"ProximitytoHolefrom2030yards",2011
17,17,"Mark Wilson",89,NA,863,105,11,"ProximitytoHolefrom2030yards",2011
20,20,"Bill Lunde",92,NA,920.75,110,114,"ProximitytoHolefrom2030yards",2011
20,20,"Shaun Micheel",77,NA,853.417,102,69,"ProximitytoHolefrom2030yards",2011
22,22,"Ryuji Imada",83,NA,1110.917,132,65,"ProximitytoHolefrom2030yards",2011
22,22,"Trevor Immelman",84,NA,831.583,99,89,"ProximitytoHolefrom2030yards",2011
22,22,"Bo Van Pelt",92,NA,883.167,105,68,"ProximitytoHolefrom2030yards",2011
25,25,"DJ Brigman",67,NA,738.583,87,166,"ProximitytoHolefrom2030yards",2011
25,25,"Freddie Jacobson",92,NA,857.667,101,34,"ProximitytoHolefrom2030yards",2011
25,25,"Phil Mickelson",79,NA,780.583,92,17,"ProximitytoHolefrom2030yards",2011
25,25,"Bryce Molder",82,NA,1020,120,15,"ProximitytoHolefrom2030yards",2011
25,25,"Tim Petrovic",88,NA,1028.417,121,38,"ProximitytoHolefrom2030yards",2011
25,25,"Ian Poulter",52,NA,442.083,52,122,"ProximitytoHolefrom2030yards",2011
25,25,"Jim Renner",65,NA,704.5,83,85,"ProximitytoHolefrom2030yards",2011
25,25,"Camilo Villegas",69,NA,765.25,90,127,"ProximitytoHolefrom2030yards",2011
33,33,"Robert Allenby",84,NA,853,99,66,"ProximitytoHolefrom2030yards",2011
33,33,"Joseph Bramlett",73,NA,817.333,95,119,"ProximitytoHolefrom2030yards",2011
33,33,"Jason Dufner",78,NA,752.417,88,70,"ProximitytoHolefrom2030yards",2011
33,33,"Hunter Mahan",92,NA,1017.667,119,92,"ProximitytoHolefrom2030yards",2011
33,33,"Nate Smith",66,NA,713.083,83,90,"ProximitytoHolefrom2030yards",2011
38,38,"Kris Blanks",92,NA,943.75,109,94,"ProximitytoHolefrom2030yards",2011
38,38,"Harrison Frazar",58,NA,484.833,56,157,"ProximitytoHolefrom2030yards",2011
38,38,"Anthony Kim",72,NA,932.75,108,75,"ProximitytoHolefrom2030yards",2011
38,38,"William McGirt",103,NA,1243.167,143,51,"ProximitytoHolefrom2030yards",2011
38,38,"Justin Rose",79,NA,759.833,88,95,"ProximitytoHolefrom2030yards",2011
43,43,"Retief Goosen",50,NA,480.667,55,81,"ProximitytoHolefrom2030yards",2011
43,43,"Webb Simpson",98,NA,1083.25,124,16,"ProximitytoHolefrom2030yards",2011
45,45,"Davis Love III",70,NA,628.75,71,161,"ProximitytoHolefrom2030yards",2011
45,45,"Rocco Mediate",53,NA,626.5,71,178,"ProximitytoHolefrom2030yards",2011
45,45,"Geoff Ogilvy",69,NA,585.583,66,52,"ProximitytoHolefrom2030yards",2011
45,45,"Jeff Overton",92,NA,1127,128,147,"ProximitytoHolefrom2030yards",2011
49,49,"Greg Chalmers",88,NA,1281.083,144,1,"ProximitytoHolefrom2030yards",2011
49,49,"James Driscoll",71,NA,859.667,96,112,"ProximitytoHolefrom2030yards",2011
49,49,"Kevin Kisner",70,NA,880.583,99,142,"ProximitytoHolefrom2030yards",2011
49,49,"Billy Mayfair",94,NA,1214.083,136,27,"ProximitytoHolefrom2030yards",2011
49,49,"Michael Thompson",79,NA,695.917,78,32,"ProximitytoHolefrom2030yards",2011
54,54,"Blake Adams",116,NA,1629.917,181,33,"ProximitytoHolefrom2030yards",2011
54,54,"Joe Durant",71,NA,695.917,77,59,"ProximitytoHolefrom2030yards",2011
54,54,"Tim Herron",85,NA,957.333,106,60,"ProximitytoHolefrom2030yards",2011
54,54,"Charles Howell III",108,NA,1204.417,134,5,"ProximitytoHolefrom2030yards",2011
54,54,"Zach Johnson",79,NA,757.667,84,4,"ProximitytoHolefrom2030yards",2011
54,54,"Spencer Levin",113,NA,1119.917,125,41,"ProximitytoHolefrom2030yards",2011
54,54,"Rod Pampling",72,NA,780.417,87,10,"ProximitytoHolefrom2030yards",2011
54,54,"Pat Perez",76,NA,763,85,78,"ProximitytoHolefrom2030yards",2011
54,54,"Jhonattan Vegas",84,NA,925.75,103,148,"ProximitytoHolefrom2030yards",2011
63,63,"Chris Couch",73,NA,956.5,105,27,"ProximitytoHolefrom2030yards",2011
63,63,"Brendon de Jonge",105,NA,1286.5,142,42,"ProximitytoHolefrom2030yards",2011
63,63,"JJ Henry",96,NA,1117.833,123,126,"ProximitytoHolefrom2030yards",2011
63,63,"Sean OHair",71,NA,808.75,89,146,"ProximitytoHolefrom2030yards",2011
63,63,"DA Points",89,NA,990.917,109,77,"ProximitytoHolefrom2030yards",2011
63,63,"Heath Slocum",89,NA,874.333,96,149,"ProximitytoHolefrom2030yards",2011
