"Approachesfrom75100yards_RANKTHISWEEK_2007","Approachesfrom75100yards_RANKLASTWEEK_2007","Approachesfrom75100yards_PLAYERNAME_2007","Approachesfrom75100yards_ROUNDS_2007","Approachesfrom75100yards_AVG_2007","Approachesfrom75100yards_TOTALDISTANCEFEET_2007","Approachesfrom75100yards_OFATTEMPTS_2007","Approachesfrom75100yards_RELATIVETOPAR_2007","stat_name","year"
1,1,"Steve Stricker",81,NA,1173.667,86,-28,"Approachesfrom75100yards",2007
2,2,"Billy Mayfair",98,NA,844,59,-5,"Approachesfrom75100yards",2007
3,3,"Jim Furyk",84,NA,878.5,61,-18,"Approachesfrom75100yards",2007
4,4,"Mark Calcavecchia",93,NA,1027.167,71,-27,"Approachesfrom75100yards",2007
5,5,"Justin Rose",63,NA,599.583,41,3,"Approachesfrom75100yards",2007
6,6,"Phil Mickelson",73,NA,485,33,-6,"Approachesfrom75100yards",2007
7,7,"Robert Allenby",90,NA,604.75,41,-7,"Approachesfrom75100yards",2007
8,8,"Jeff Brehaut",59,NA,577.167,39,-8,"Approachesfrom75100yards",2007
8,8,"Bob Heintz",85,NA,934.667,63,-11,"Approachesfrom75100yards",2007
8,8,"Justin Leonard",95,NA,1426.833,96,-7,"Approachesfrom75100yards",2007
11,11,"Stewart Cink",91,NA,1076.5,72,-14,"Approachesfrom75100yards",2007
12,12,"Lee Janzen",66,NA,942.667,63,-11,"Approachesfrom75100yards",2007
13,13,"Tim Petrovic",106,NA,885.25,58,-13,"Approachesfrom75100yards",2007
14,14,"Mike Weir",82,NA,771.167,50,0,"Approachesfrom75100yards",2007
15,15,"Steve Flesch",100,NA,1485.25,96,-11,"Approachesfrom75100yards",2007
15,15,"Brian Gay",107,NA,2247,145,-32,"Approachesfrom75100yards",2007
17,17,"Glen Day",85,NA,1431.833,92,-9,"Approachesfrom75100yards",2007
18,18,"Robert Garrigus",95,NA,876.917,56,-12,"Approachesfrom75100yards",2007
19,19,"Rocco Mediate",72,NA,1071.583,68,-16,"Approachesfrom75100yards",2007
19,19,"Jay Williamson",50,NA,959.5,61,-12,"Approachesfrom75100yards",2007
