"GIRPercentage175200yards_RANKTHISWEEK_2016","GIRPercentage175200yards_RANKLASTWEEK_2016","GIRPercentage175200yards_PLAYERNAME_2016","GIRPercentage175200yards_ROUNDS_2016","GIRPercentage175200yards_Pct_2016","GIRPercentage175200yards_GREENSHIT_2016","GIRPercentage175200yards_TOTALHOLES_2016","GIRPercentage175200yards_RELATIVETOPAR_2016","stat_name","year"
1,2,"Louis Oosthuizen",25,68.75,22,32,-0.18,"GIRPercentage175200yards",2016
2,1,"Henrik Norlander",41,65.71,46,70,-0.2,"GIRPercentage175200yards",2016
3,5,"Ryan Palmer",46,65.25,77,118,-0.06,"GIRPercentage175200yards",2016
4,6,"Charl Schwartzel",29,64.06,41,64,-0.2,"GIRPercentage175200yards",2016
5,4,"Derek Ernst",36,63.24,43,68,0.02,"GIRPercentage175200yards",2016
6,3,"Kevin Streelman",46,63.16,60,95,-0.08,"GIRPercentage175200yards",2016
7,7,"Rickie Fowler",42,63,63,100,-0.11,"GIRPercentage175200yards",2016
8,21,"Greg Owen",56,62.77,86,137,-0.09,"GIRPercentage175200yards",2016
9,11,"Keegan Bradley",40,62.5,60,96,-0.1,"GIRPercentage175200yards",2016
9,11,"Jason Day",36,62.5,35,56,-0.06,"GIRPercentage175200yards",2016
9,11,"DJ Trahan",23,62.5,15,24,-0.27,"GIRPercentage175200yards",2016
12,19,"Lucas Glover",53,62.07,90,145,-0.04,"GIRPercentage175200yards",2016
13,27,"Kelly Kraft",35,61.82,34,55,-0.03,"GIRPercentage175200yards",2016
14,15,"Sergio Garcia",28,61.7,29,47,-0.07,"GIRPercentage175200yards",2016
15,16,"Pat Perez",28,61.67,37,60,-0.05,"GIRPercentage175200yards",2016
16,10,"Thomas Aiken",42,61.46,59,96,-0.1,"GIRPercentage175200yards",2016
17,8,"Hideki Matsuyama",40,61.29,57,93,-0.23,"GIRPercentage175200yards",2016
18,24,"Spencer Levin",62,61.2,112,183,-0.09,"GIRPercentage175200yards",2016
19,31,"Sam Saunders",40,60.92,53,87,-0.09,"GIRPercentage175200yards",2016
20,31,"Rob Oppenheim",37,60.61,60,99,-0.13,"GIRPercentage175200yards",2016
21,22,"Shawn Stefani",45,60.56,86,142,-0.1,"GIRPercentage175200yards",2016
22,28,"Freddie Jacobson",54,60.31,79,131,-0.23,"GIRPercentage175200yards",2016
23,30,"Chris Kirk",51,60.14,89,148,-0.1,"GIRPercentage175200yards",2016
24,42,"DA Points",32,60,36,60,0,"GIRPercentage175200yards",2016
24,9,"Henrik Stenson",30,60,39,65,-0.26,"GIRPercentage175200yards",2016
24,35,"Dawie van der Walt",48,60,63,105,-0.16,"GIRPercentage175200yards",2016
27,66,"Jamie Donaldson",28,59.74,46,77,-0.11,"GIRPercentage175200yards",2016
28,36,"Justin Rose",35,59.72,43,72,-0.19,"GIRPercentage175200yards",2016
29,23,"Jason Kokrak",52,59.68,74,124,-0.05,"GIRPercentage175200yards",2016
30,47,"David Hearn",55,59.52,100,168,-0.19,"GIRPercentage175200yards",2016
31,38,"Zach Johnson",42,59.13,68,115,-0.22,"GIRPercentage175200yards",2016
32,20,"Byeong Hun An",23,58.97,23,39,-0.26,"GIRPercentage175200yards",2016
33,31,"Graham DeLaet",50,58.94,89,151,-0.07,"GIRPercentage175200yards",2016
34,37,"Patton Kizzire",57,58.82,100,170,-0.16,"GIRPercentage175200yards",2016
35,40,"Fabian Gomez",49,58.78,87,148,-0.23,"GIRPercentage175200yards",2016
36,69,"Scott Langley",41,58.76,57,97,-0.12,"GIRPercentage175200yards",2016
37,60,"Matt Jones",45,58.62,51,87,-0.12,"GIRPercentage175200yards",2016
37,45,"Gary Woodland",45,58.62,68,116,-0.06,"GIRPercentage175200yards",2016
39,48,"Jason Dufner",53,58.59,75,128,-0.08,"GIRPercentage175200yards",2016
39,17,"Bill Haas",42,58.59,58,99,-0.03,"GIRPercentage175200yards",2016
41,18,"Adam Scott",39,58.54,48,82,-0.19,"GIRPercentage175200yards",2016
41,50,"Bernd Wiesberger",23,58.54,24,41,-0.17,"GIRPercentage175200yards",2016
43,29,"Kevin Kisner",49,58.41,66,113,-0.12,"GIRPercentage175200yards",2016
44,104,"Robert Streb",51,58.4,73,125,-0.15,"GIRPercentage175200yards",2016
45,51,"Ricky Barnes",57,58.33,91,156,-0.18,"GIRPercentage175200yards",2016
45,14,"Robert Garrigus",34,58.33,42,72,-0.12,"GIRPercentage175200yards",2016
47,39,"William McGirt",54,58.1,104,179,-0.21,"GIRPercentage175200yards",2016
47,25,"Cameron Smith",45,58.1,61,105,-0.03,"GIRPercentage175200yards",2016
49,54,"Zac Blair",56,58.02,94,162,-0.11,"GIRPercentage175200yards",2016
50,55,"Scott Piercy",45,57.95,51,88,-0.08,"GIRPercentage175200yards",2016
51,56,"Seung Yul Noh",54,57.89,88,152,-0.07,"GIRPercentage175200yards",2016
52,57,"Matt Kuchar",46,57.84,59,102,-0.14,"GIRPercentage175200yards",2016
53,58,"Brooks Koepka",39,57.75,41,71,-0.17,"GIRPercentage175200yards",2016
54,60,"Andres Romero",22,57.5,23,40,-0.13,"GIRPercentage175200yards",2016
55,62,"Kevin Na",52,57.48,73,127,-0.22,"GIRPercentage175200yards",2016
56,63,"Bubba Watson",30,57.45,27,47,-0.19,"GIRPercentage175200yards",2016
57,116,"Jason Gore",51,57.38,70,122,-0.2,"GIRPercentage175200yards",2016
58,59,"Brendon de Jonge",55,57.35,78,136,-0.12,"GIRPercentage175200yards",2016
59,42,"Jason Bohn",37,57.29,55,96,-0.11,"GIRPercentage175200yards",2016
60,79,"Luke List",51,57.25,75,131,-0.07,"GIRPercentage175200yards",2016
61,69,"Wes Roach",33,57.14,32,56,-0.13,"GIRPercentage175200yards",2016
62,40,"Nick Taylor",57,57.04,81,142,-0.06,"GIRPercentage175200yards",2016
63,81,"Boo Weekley",53,57.03,73,128,-0.11,"GIRPercentage175200yards",2016
64,89,"Justin Hicks",26,56.99,53,93,-0.13,"GIRPercentage175200yards",2016
65,65,"Justin Thomas",53,56.91,70,123,-0.07,"GIRPercentage175200yards",2016
66,68,"Ben Crane",48,56.86,87,153,-0.15,"GIRPercentage175200yards",2016
67,73,"Billy Horschel",45,56.78,67,118,-0.18,"GIRPercentage175200yards",2016
68,34,"Davis Love III",40,56.64,64,113,-0.05,"GIRPercentage175200yards",2016
69,75,"Stewart Cink",45,56.6,60,106,-0.08,"GIRPercentage175200yards",2016
69,44,"George McNeill",33,56.6,60,106,-0.1,"GIRPercentage175200yards",2016
71,74,"Jhonattan Vegas",49,56.57,56,99,-0.14,"GIRPercentage175200yards",2016
72,102,"Johnson Wagner",44,56.56,69,122,-0.12,"GIRPercentage175200yards",2016
73,76,"Andy Sullivan",25,56.52,39,69,-0.18,"GIRPercentage175200yards",2016
74,72,"Brett Stegmaier",57,56.49,87,154,-0.14,"GIRPercentage175200yards",2016
75,52,"Brendan Steele",48,56.45,70,124,-0.03,"GIRPercentage175200yards",2016
76,64,"Charles Howell III",63,56.41,88,156,-0.11,"GIRPercentage175200yards",2016
76,79,"Harold Varner III",58,56.41,88,156,-0.11,"GIRPercentage175200yards",2016
78,26,"Martin Laird",46,56.35,71,126,-0.13,"GIRPercentage175200yards",2016
79,86,"Martin Piller",37,56.06,37,66,-0.14,"GIRPercentage175200yards",2016
79,78,"Cameron Tringale",47,56.06,74,132,-0.01,"GIRPercentage175200yards",2016
81,69,"Mark Wilson",42,56.05,88,157,-0.01,"GIRPercentage175200yards",2016
82,84,"Adam Hadwin",53,56.04,102,182,-0.2,"GIRPercentage175200yards",2016
82,46,"Mark Hubbard",73,56.04,116,207,-0.13,"GIRPercentage175200yards",2016
84,93,"Carlos Ortiz",47,55.93,66,118,-0.15,"GIRPercentage175200yards",2016
85,90,"Ben Martin",48,55.78,82,147,-0.12,"GIRPercentage175200yards",2016
86,67,"Vaughn Taylor",30,55.56,50,90,-0.12,"GIRPercentage175200yards",2016
87,94,"Michael Kim",62,55.37,98,177,-0.12,"GIRPercentage175200yards",2016
88,49,"Phil Mickelson",37,55.29,47,85,-0.11,"GIRPercentage175200yards",2016
89,83,"Scott Stallings",46,55.28,68,123,-0.13,"GIRPercentage175200yards",2016
90,107,"Jeff Overton",51,55.26,84,152,-0.11,"GIRPercentage175200yards",2016
91,77,"Tim Wilkinson",40,55.13,43,78,-0.09,"GIRPercentage175200yards",2016
92,91,"KJ Choi",47,55.1,81,147,-0.2,"GIRPercentage175200yards",2016
93,99,"Chesson Hadley",51,55.08,65,118,-0.11,"GIRPercentage175200yards",2016
94,95,"Daniel Berger",52,55.04,71,129,-0.15,"GIRPercentage175200yards",2016
94,82,"Bronson Burgoon",53,55.04,71,129,-0.08,"GIRPercentage175200yards",2016
96,92,"Russell Knox",48,55,55,100,-0.07,"GIRPercentage175200yards",2016
96,86,"Tyrone Van Aswegen",67,55,99,180,-0.09,"GIRPercentage175200yards",2016
98,97,"Brice Garnett",29,54.76,23,42,-0.17,"GIRPercentage175200yards",2016
99,85,"Luke Donald",49,54.68,76,139,-0.16,"GIRPercentage175200yards",2016
100,110,"Paul Casey",39,54.65,47,86,-0.13,"GIRPercentage175200yards",2016
101,103,"Chez Reavie",56,54.61,83,152,-0.17,"GIRPercentage175200yards",2016
102,104,"Matthew Fitzpatrick",23,54.55,30,55,0.03,"GIRPercentage175200yards",2016
103,108,"Smylie Kaufman",57,54.35,50,92,0,"GIRPercentage175200yards",2016
104,111,"Jonas Blixt",46,54.17,65,120,-0.11,"GIRPercentage175200yards",2016
105,101,"Andrew Loupe",50,54.05,60,111,-0.13,"GIRPercentage175200yards",2016
106,112,"Jimmy Walker",43,53.92,55,102,-0.16,"GIRPercentage175200yards",2016
107,114,"John Huh",51,53.8,99,184,-0.16,"GIRPercentage175200yards",2016
108,88,"Retief Goosen",37,53.66,66,123,-0.12,"GIRPercentage175200yards",2016
109,121,"Brandt Snedeker",47,53.33,56,105,-0.16,"GIRPercentage175200yards",2016
110,130,"Sean OHair",45,53.15,76,143,-0.09,"GIRPercentage175200yards",2016
111,140,"Colt Knost",56,53.09,86,162,-0.09,"GIRPercentage175200yards",2016
112,99,"Andres Gonzales",46,53.04,61,115,0,"GIRPercentage175200yards",2016
113,127,"Charley Hoffman",49,52.99,62,117,-0.19,"GIRPercentage175200yards",2016
114,119,"JJ Henry",44,52.94,72,136,0.01,"GIRPercentage175200yards",2016
114,121,"David Lingmerth",54,52.94,63,119,-0.35,"GIRPercentage175200yards",2016
114,96,"Scott Pinckney",53,52.94,63,119,-0.1,"GIRPercentage175200yards",2016
117,115,"Emiliano Grillo",47,52.85,65,123,-0.17,"GIRPercentage175200yards",2016
118,131,"Rhein Gibson",36,52.7,39,74,-0.08,"GIRPercentage175200yards",2016
119,118,"Michael Thompson",46,52.63,50,95,-0.16,"GIRPercentage175200yards",2016
120,120,"Kyle Reifers",63,52.57,92,175,-0.16,"GIRPercentage175200yards",2016
121,121,"Tony Finau",49,52.54,62,118,-0.08,"GIRPercentage175200yards",2016
122,172,"Chris Stroud",52,52.53,83,158,-0.18,"GIRPercentage175200yards",2016
123,109,"Whee Kim",54,52.52,73,139,-0.11,"GIRPercentage175200yards",2016
124,133,"Luke Guthrie",31,52.46,32,61,-0.03,"GIRPercentage175200yards",2016
125,98,"Ryan Moore",40,52.38,55,105,-0.22,"GIRPercentage175200yards",2016
126,134,"Chad Campbell",54,52.23,82,157,-0.15,"GIRPercentage175200yards",2016
127,121,"Jamie Lovemark",57,52,78,150,0.03,"GIRPercentage175200yards",2016
128,117,"Robert Allenby",35,51.92,54,104,-0.06,"GIRPercentage175200yards",2016
128,138,"Billy Hurley III",22,51.92,27,52,-0.04,"GIRPercentage175200yards",2016
130,137,"Francesco Molinari",36,51.91,68,131,-0.07,"GIRPercentage175200yards",2016
131,125,"Jim Herman",55,51.88,69,133,-0.09,"GIRPercentage175200yards",2016
132,129,"John Senden",48,51.75,74,143,-0.05,"GIRPercentage175200yards",2016
133,140,"Russell Henley",42,51.72,60,116,-0.13,"GIRPercentage175200yards",2016
134,156,"Rory McIlroy",37,51.67,31,60,-0.16,"GIRPercentage175200yards",2016
135,156,"Chad Collins",45,51.64,63,122,-0.19,"GIRPercentage175200yards",2016
136,143,"Hudson Swafford",52,51.56,66,128,-0.18,"GIRPercentage175200yards",2016
137,135,"Stuart Appleby",39,51.47,70,136,-0.13,"GIRPercentage175200yards",2016
138,104,"Erik Compton",45,51.46,53,103,-0.09,"GIRPercentage175200yards",2016
139,128,"Kevin Chappell",49,51.45,71,138,-0.11,"GIRPercentage175200yards",2016
140,147,"Rory Sabbatini",40,51.16,44,86,-0.2,"GIRPercentage175200yards",2016
141,156,"Camilo Villegas",50,51.15,89,174,-0.12,"GIRPercentage175200yards",2016
142,167,"Roberto Castro",55,51.02,75,147,-0.05,"GIRPercentage175200yards",2016
143,154,"Tom Hoge",47,51,51,100,-0.14,"GIRPercentage175200yards",2016
144,155,"Brian Harman",60,50.93,82,161,-0.16,"GIRPercentage175200yards",2016
145,149,"Dustin Johnson",37,50.91,28,55,-0.11,"GIRPercentage175200yards",2016
146,53,"Ollie Schniederjans",23,50.85,30,59,-0.07,"GIRPercentage175200yards",2016
147,113,"Blayne Barber",44,50.71,71,140,-0.06,"GIRPercentage175200yards",2016
148,152,"Vijay Singh",42,50.66,77,152,-0.13,"GIRPercentage175200yards",2016
149,153,"Jon Curran",55,50.65,78,154,-0.15,"GIRPercentage175200yards",2016
150,126,"Webb Simpson",34,50.55,46,91,-0.04,"GIRPercentage175200yards",2016
151,148,"Matt Every",34,50.52,49,97,-0.1,"GIRPercentage175200yards",2016
152,142,"Angel Cabrera",42,50.48,53,105,-0.11,"GIRPercentage175200yards",2016
153,145,"Geoff Ogilvy",37,50.45,56,111,-0.11,"GIRPercentage175200yards",2016
154,146,"Danny Lee",53,50.36,69,137,-0.06,"GIRPercentage175200yards",2016
155,151,"Tyler Aldridge",53,50.35,71,141,-0.1,"GIRPercentage175200yards",2016
156,176,"Will Ma Kenzie",54,50,73,146,-0.16,"GIRPercentage175200yards",2016
156,156,"Patrick Rodgers",49,50,53,106,0,"GIRPercentage175200yards",2016
156,132,"Daniel Summerhays",55,50,77,154,-0.21,"GIRPercentage175200yards",2016
159,161,"Aaron Baddeley",51,49.59,61,123,-0.21,"GIRPercentage175200yards",2016
160,144,"Harris English",51,49.56,56,113,-0.18,"GIRPercentage175200yards",2016
160,164,"James Hahn",45,49.56,56,113,-0.13,"GIRPercentage175200yards",2016
162,165,"Steve Stricker",25,49.45,45,91,-0.2,"GIRPercentage175200yards",2016
