"Puttingfrom6_RANKTHISWEEK_2015","Puttingfrom6_RANKLASTWEEK_2015","Puttingfrom6_PLAYERNAME_2015","Puttingfrom6_ROUNDS_2015","Puttingfrom6_PctMADE_2015","Puttingfrom6_ATTEMPTS_2015","Puttingfrom6_PUTTSMADE_2015","stat_name","year"
1,1,"Johnson Wagner",68,85.19,54,46,"Puttingfrom6",2015
2,2,"Chad Collins",79,83.08,65,54,"Puttingfrom6",2015
3,3,"Paul Casey",87,83.05,59,49,"Puttingfrom6",2015
4,4,"Hunter Mahan",88,82.61,69,57,"Puttingfrom6",2015
5,5,"Tyrone Van Aswegen",58,82.35,51,42,"Puttingfrom6",2015
6,6,"Brendon Todd",96,81.91,94,77,"Puttingfrom6",2015
7,7,"Zac Blair",108,81.72,93,76,"Puttingfrom6",2015
8,8,"Russell Knox",96,81.32,91,74,"Puttingfrom6",2015
8,8,"Bryce Molder",91,81.32,91,74,"Puttingfrom6",2015
10,10,"Brooks Koepka",84,81.05,95,77,"Puttingfrom6",2015
11,11,"Jonathan Randolph",72,81.03,58,47,"Puttingfrom6",2015
12,12,"Aaron Baddeley",76,80.77,78,63,"Puttingfrom6",2015
13,13,"Colt Knost",90,80.6,67,54,"Puttingfrom6",2015
14,14,"Eric Axley",57,80.56,36,29,"Puttingfrom6",2015
15,15,"Zach Johnson",90,80.28,71,57,"Puttingfrom6",2015
16,16,"Brian Harman",90,80.26,76,61,"Puttingfrom6",2015
17,17,"Sergio Garcia",59,80,35,28,"Puttingfrom6",2015
17,17,"Jason Gore",76,80,55,44,"Puttingfrom6",2015
17,17,"Adam Scott",51,80,25,20,"Puttingfrom6",2015
20,20,"Scott Brown",97,79.75,79,63,"Puttingfrom6",2015
21,21,"Derek Fathauer",81,79.73,74,59,"Puttingfrom6",2015
22,22,"Jon Curran",83,79.31,58,46,"Puttingfrom6",2015
23,23,"Troy Merritt",91,79.05,105,83,"Puttingfrom6",2015
24,24,"Bo Van Pelt",81,78.79,66,52,"Puttingfrom6",2015
25,25,"Kevin Kisner",104,78.7,108,85,"Puttingfrom6",2015
26,26,"Steve Wheatcroft",87,78.57,84,66,"Puttingfrom6",2015
27,27,"Jerry Kelly",79,78.46,65,51,"Puttingfrom6",2015
28,28,"Brice Garnett",81,78.05,82,64,"Puttingfrom6",2015
29,29,"Harris English",105,77.91,86,67,"Puttingfrom6",2015
30,30,"Justin Thomas",106,77.88,104,81,"Puttingfrom6",2015
31,31,"Andres Romero",69,77.59,58,45,"Puttingfrom6",2015
32,32,"Brandt Snedeker",98,77.27,88,68,"Puttingfrom6",2015
33,33,"Lee Westwood",56,76.92,39,30,"Puttingfrom6",2015
34,34,"Nick Taylor",91,76.7,103,79,"Puttingfrom6",2015
35,35,"Chesson Hadley",101,76.64,107,82,"Puttingfrom6",2015
36,36,"Bill Haas",89,76,75,57,"Puttingfrom6",2015
36,36,"Ryan Moore",81,76,50,38,"Puttingfrom6",2015
38,38,"Danny Lee",120,75.7,107,81,"Puttingfrom6",2015
39,39,"Greg Chalmers",58,75.68,37,28,"Puttingfrom6",2015
40,40,"Charley Hoffman",97,75.61,82,62,"Puttingfrom6",2015
41,41,"Cameron Tringale",96,75.58,86,65,"Puttingfrom6",2015
42,42,"Shawn Stefani",94,75.53,94,71,"Puttingfrom6",2015
43,43,"Russell Henley",87,75.38,65,49,"Puttingfrom6",2015
44,44,"Jim Herman",88,75.31,81,61,"Puttingfrom6",2015
44,44,"Jordan Spieth",91,75.31,81,61,"Puttingfrom6",2015
46,46,"Bill Lunde",50,75,36,27,"Puttingfrom6",2015
46,46,"Byron Smith",59,75,52,39,"Puttingfrom6",2015
48,48,"Camilo Villegas",83,74.65,71,53,"Puttingfrom6",2015
49,49,"Jason Day",75,74.6,63,47,"Puttingfrom6",2015
49,49,"Cameron Percy",72,74.6,63,47,"Puttingfrom6",2015
49,49,"Bubba Watson",71,74.6,63,47,"Puttingfrom6",2015
52,52,"David Hearn",97,74.49,98,73,"Puttingfrom6",2015
53,53,"DA Points",72,74.24,66,49,"Puttingfrom6",2015
54,54,"Justin Leonard",61,74.19,62,46,"Puttingfrom6",2015
55,55,"John Peterson",84,73.97,73,54,"Puttingfrom6",2015
55,55,"Sam Saunders",83,73.97,73,54,"Puttingfrom6",2015
57,57,"Ricky Barnes",82,73.85,65,48,"Puttingfrom6",2015
58,58,"Oscar Fraustro",58,73.81,42,31,"Puttingfrom6",2015
59,59,"Daniel Summerhays",101,73.79,103,76,"Puttingfrom6",2015
60,60,"Chris Kirk",76,73.77,61,45,"Puttingfrom6",2015
61,61,"Jimmy Walker",89,73.75,80,59,"Puttingfrom6",2015
62,62,"Scott Pinckney",88,73.61,72,53,"Puttingfrom6",2015
63,63,"Pat Perez",96,73.56,87,64,"Puttingfrom6",2015
64,64,"Rickie Fowler",76,73.21,56,41,"Puttingfrom6",2015
65,65,"John Huh",102,73.15,108,79,"Puttingfrom6",2015
66,66,"Gary Woodland",81,72.86,70,51,"Puttingfrom6",2015
67,67,"Steven Alker",62,72.73,33,24,"Puttingfrom6",2015
67,67,"Derek Ernst",75,72.73,55,40,"Puttingfrom6",2015
69,69,"Tom Hoge",83,72.6,73,53,"Puttingfrom6",2015
70,70,"Ryo Ishikawa",90,72.34,94,68,"Puttingfrom6",2015
70,70,"Roger Sloan",56,72.34,47,34,"Puttingfrom6",2015
72,72,"Ben Martin",93,72.22,90,65,"Puttingfrom6",2015
73,73,"JB Holmes",89,72.15,79,57,"Puttingfrom6",2015
74,74,"KJ Choi",66,72.13,61,44,"Puttingfrom6",2015
74,74,"Justin Rose",69,72.13,61,44,"Puttingfrom6",2015
76,76,"Phil Mickelson",70,72.06,68,49,"Puttingfrom6",2015
77,77,"Adam Hadwin",95,72.04,93,67,"Puttingfrom6",2015
78,78,"Kevin Na",98,71.95,82,59,"Puttingfrom6",2015
79,79,"SJ Park",79,71.88,64,46,"Puttingfrom6",2015
80,80,"Tim Wilkinson",73,71.83,71,51,"Puttingfrom6",2015
81,81,"Davis Love III",51,71.79,39,28,"Puttingfrom6",2015
82,82,"Kevin Chappell",86,71.74,92,66,"Puttingfrom6",2015
83,83,"Jason Bohn",95,71.43,84,60,"Puttingfrom6",2015
83,83,"Jamie Donaldson",50,71.43,35,25,"Puttingfrom6",2015
83,83,"Morgan Hoffmann",85,71.43,70,50,"Puttingfrom6",2015
83,83,"Spencer Levin",99,71.43,77,55,"Puttingfrom6",2015
83,83,"William McGirt",103,71.43,91,65,"Puttingfrom6",2015
88,88,"David Lingmerth",90,71.26,87,62,"Puttingfrom6",2015
88,88,"Brian Stuard",97,71.26,87,62,"Puttingfrom6",2015
90,90,"George McNeill",93,71.15,104,74,"Puttingfrom6",2015
91,91,"Chris Stroud",84,70.83,96,68,"Puttingfrom6",2015
92,92,"Hideki Matsuyama",95,70.73,82,58,"Puttingfrom6",2015
93,93,"Carlos Ortiz",100,70.71,99,70,"Puttingfrom6",2015
94,94,"Daniel Berger",97,70.53,95,67,"Puttingfrom6",2015
94,94,"Tony Finau",106,70.53,95,67,"Puttingfrom6",2015
96,96,"Sean OHair",86,70.45,88,62,"Puttingfrom6",2015
97,97,"David Toms",62,70.37,54,38,"Puttingfrom6",2015
98,98,"Will Wilcox",58,70.27,37,26,"Puttingfrom6",2015
99,99,"Sangmoon Bae",98,70.09,107,75,"Puttingfrom6",2015
100,100,"Mark Hubbard",79,70,70,49,"Puttingfrom6",2015
100,100,"Patrick Reed",103,70,80,56,"Puttingfrom6",2015
100,100,"Kyle Reifers",96,70,80,56,"Puttingfrom6",2015
100,100,"Webb Simpson",81,70,60,42,"Puttingfrom6",2015
104,104,"Carl Pettersson",106,69.89,93,65,"Puttingfrom6",2015
105,105,"Keegan Bradley",87,69.88,83,58,"Puttingfrom6",2015
106,106,"Matt Kuchar",97,69.86,73,51,"Puttingfrom6",2015
107,107,"Matt Jones",89,69.64,56,39,"Puttingfrom6",2015
108,108,"Jhonattan Vegas",90,69.62,79,55,"Puttingfrom6",2015
109,109,"Ben Crane",62,69.23,52,36,"Puttingfrom6",2015
