"Total1Putts25_RANKTHISWEEK_2007","Total1Putts25_RANKLASTWEEK_2007","Total1Putts25_PLAYERNAME_2007","Total1Putts25_ROUNDS_2007","Total1Putts25_TOTAL_2007","Total1Putts25_TOTALFORALLDISTANCES_2007","Total1Putts25_PCTOFALL1PUTTS_2007","stat_name","year"
1,1,"Ryan Armour",107,37,633,5.8,"Total1Putts25",2007
2,2,"Briny Baird",115,33,702,4.7,"Total1Putts25",2007
3,3,"Jeff Quinney",95,28,589,4.8,"Total1Putts25",2007
3,3,"Charles Warren",101,28,601,4.7,"Total1Putts25",2007
5,5,"Robert Garrigus",95,27,548,4.9,"Total1Putts25",2007
5,5,"Brian Gay",107,27,740,3.6,"Total1Putts25",2007
5,5,"Jeff Gove",103,27,569,4.7,"Total1Putts25",2007
5,5,"Jesper Parnevik",88,27,558,4.8,"Total1Putts25",2007
5,5,"Tim Petrovic",106,27,716,3.8,"Total1Putts25",2007
10,10,"Justin Leonard",95,26,590,4.4,"Total1Putts25",2007
10,10,"Will Ma Kenzie",100,26,609,4.3,"Total1Putts25",2007
10,10,"Charlie Wi",90,26,576,4.5,"Total1Putts25",2007
13,13,"Daniel Chopra",106,25,692,3.6,"Total1Putts25",2007
13,13,"Brian Davis",101,25,606,4.1,"Total1Putts25",2007
13,13,"Frank Lickliter II",95,25,594,4.2,"Total1Putts25",2007
13,13,"Joe Ogilvie",102,25,641,3.9,"Total1Putts25",2007
13,13,"Rod Pampling",92,25,498,5,"Total1Putts25",2007
13,13,"Heath Slocum",101,25,665,3.8,"Total1Putts25",2007
19,19,"Cameron Beckman",96,24,560,4.3,"Total1Putts25",2007
19,19,"Mathew Goggin",97,24,577,4.2,"Total1Putts25",2007
19,19,"Nathan Green",103,24,658,3.6,"Total1Putts25",2007
19,19,"John Mallinger",96,24,644,3.7,"Total1Putts25",2007
19,19,"Kevin Sutherland",85,24,457,5.3,"Total1Putts25",2007
24,24,"Ken Duke",112,23,683,3.4,"Total1Putts25",2007
24,24,"Ryuji Imada",104,23,694,3.3,"Total1Putts25",2007
24,24,"Zach Johnson",76,23,436,5.3,"Total1Putts25",2007
24,24,"Kent Jones",97,23,602,3.8,"Total1Putts25",2007
24,24,"Sean OHair",98,23,596,3.9,"Total1Putts25",2007
24,24,"Tom Pernice Jr",104,23,634,3.6,"Total1Putts25",2007
24,24,"Michael Putnam",96,23,505,4.6,"Total1Putts25",2007
31,31,"Chad Campbell",96,22,464,4.7,"Total1Putts25",2007
31,31,"Robert Gamez",88,22,481,4.6,"Total1Putts25",2007
31,31,"Mathias Gronberg",95,22,628,3.5,"Total1Putts25",2007
31,31,"Camilo Villegas",82,22,486,4.5,"Total1Putts25",2007
35,35,"Robert Allenby",90,21,483,4.3,"Total1Putts25",2007
35,35,"Bart Bryant",87,21,507,4.1,"Total1Putts25",2007
35,35,"Stewart Cink",91,21,507,4.1,"Total1Putts25",2007
35,35,"Tim Clark",66,21,426,4.9,"Total1Putts25",2007
35,35,"Gavin Coles",87,21,549,3.8,"Total1Putts25",2007
35,35,"Glen Day",85,21,507,4.1,"Total1Putts25",2007
35,35,"Mark Hensby",81,21,525,4,"Total1Putts25",2007
35,35,"Charles Howell III",89,21,446,4.7,"Total1Putts25",2007
35,35,"Craig Kanada",109,21,654,3.2,"Total1Putts25",2007
35,35,"Jerry Kelly",101,21,531,4,"Total1Putts25",2007
35,35,"Shigeki Maruyama",84,21,605,3.5,"Total1Putts25",2007
35,35,"George McNeill",95,21,587,3.6,"Total1Putts25",2007
35,35,"Ryan Moore",92,21,542,3.9,"Total1Putts25",2007
