"TenthTeeLatePar5ScoringAverage_RANKTHISWEEK_2016","TenthTeeLatePar5ScoringAverage_RANKLASTWEEK_2016","TenthTeeLatePar5ScoringAverage_PLAYERNAME_2016","TenthTeeLatePar5ScoringAverage_ROUNDS_2016","TenthTeeLatePar5ScoringAverage_AVG_2016","TenthTeeLatePar5ScoringAverage_TOTALSTROKES_2016","TenthTeeLatePar5ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Charl Schwartzel",29,3.67,11,3,"TenthTeeLatePar5ScoringAverage",2016
2,2,"Kevin Kisner",49,4,28,7,"TenthTeeLatePar5ScoringAverage",2016
3,3,"Branden Grace",31,4.25,17,4,"TenthTeeLatePar5ScoringAverage",2016
3,3,"Dustin Johnson",37,4.25,34,8,"TenthTeeLatePar5ScoringAverage",2016
3,3,"Rory McIlroy",37,4.25,17,4,"TenthTeeLatePar5ScoringAverage",2016
6,6,"Harold Varner III",58,4.36,257,59,"TenthTeeLatePar5ScoringAverage",2016
7,9,"Luke List",51,4.37,83,19,"TenthTeeLatePar5ScoringAverage",2016
8,7,"Byeong Hun An",23,4.38,35,8,"TenthTeeLatePar5ScoringAverage",2016
9,8,"Ryan Palmer",46,4.39,167,38,"TenthTeeLatePar5ScoringAverage",2016
10,11,"Daniel Berger",52,4.41,75,17,"TenthTeeLatePar5ScoringAverage",2016
10,9,"Fabian Gomez",49,4.41,128,29,"TenthTeeLatePar5ScoringAverage",2016
10,11,"Andrew Loupe",50,4.41,141,32,"TenthTeeLatePar5ScoringAverage",2016
13,13,"Kyle Reifers",63,4.42,159,36,"TenthTeeLatePar5ScoringAverage",2016
14,14,"Charley Hoffman",49,4.43,155,35,"TenthTeeLatePar5ScoringAverage",2016
14,14,"JB Holmes",39,4.43,31,7,"TenthTeeLatePar5ScoringAverage",2016
14,14,"Patton Kizzire",57,4.43,93,21,"TenthTeeLatePar5ScoringAverage",2016
14,14,"Gary Woodland",45,4.43,93,21,"TenthTeeLatePar5ScoringAverage",2016
18,18,"Hudson Swafford",52,4.45,196,44,"TenthTeeLatePar5ScoringAverage",2016
19,20,"Jason Bohn",37,4.47,152,34,"TenthTeeLatePar5ScoringAverage",2016
19,20,"Jason Dufner",53,4.47,134,30,"TenthTeeLatePar5ScoringAverage",2016
19,20,"Smylie Kaufman",57,4.47,85,19,"TenthTeeLatePar5ScoringAverage",2016
22,24,"Jonas Blixt",46,4.48,94,21,"TenthTeeLatePar5ScoringAverage",2016
22,24,"Stewart Cink",45,4.48,112,25,"TenthTeeLatePar5ScoringAverage",2016
22,24,"Steve Wheatcroft",53,4.48,112,25,"TenthTeeLatePar5ScoringAverage",2016
25,27,"Billy Horschel",45,4.5,45,10,"TenthTeeLatePar5ScoringAverage",2016
25,27,"Ben Martin",48,4.5,162,36,"TenthTeeLatePar5ScoringAverage",2016
25,27,"Graeme McDowell",33,4.5,9,2,"TenthTeeLatePar5ScoringAverage",2016
25,27,"William McGirt",54,4.5,126,28,"TenthTeeLatePar5ScoringAverage",2016
25,27,"Phil Mickelson",37,4.5,18,4,"TenthTeeLatePar5ScoringAverage",2016
25,27,"Webb Simpson",34,4.5,54,12,"TenthTeeLatePar5ScoringAverage",2016
25,27,"Jordan Spieth",34,4.5,18,4,"TenthTeeLatePar5ScoringAverage",2016
25,27,"Bubba Watson",30,4.5,18,4,"TenthTeeLatePar5ScoringAverage",2016
25,27,"Bernd Wiesberger",23,4.5,36,8,"TenthTeeLatePar5ScoringAverage",2016
34,36,"Vijay Singh",42,4.52,140,31,"TenthTeeLatePar5ScoringAverage",2016
35,37,"Robert Garrigus",34,4.53,77,17,"TenthTeeLatePar5ScoringAverage",2016
35,37,"Lucas Glover",53,4.53,136,30,"TenthTeeLatePar5ScoringAverage",2016
35,48,"Charles Howell III",63,4.53,145,32,"TenthTeeLatePar5ScoringAverage",2016
35,37,"Seung Yul Noh",54,4.53,181,40,"TenthTeeLatePar5ScoringAverage",2016
35,37,"Mark Wilson",42,4.53,145,32,"TenthTeeLatePar5ScoringAverage",2016
40,42,"Bill Haas",42,4.54,59,13,"TenthTeeLatePar5ScoringAverage",2016
40,42,"Morgan Hoffmann",43,4.54,59,13,"TenthTeeLatePar5ScoringAverage",2016
42,45,"James Hahn",45,4.55,200,44,"TenthTeeLatePar5ScoringAverage",2016
42,45,"Brooks Koepka",39,4.55,50,11,"TenthTeeLatePar5ScoringAverage",2016
44,47,"Justin Thomas",53,4.56,41,9,"TenthTeeLatePar5ScoringAverage",2016
45,69,"Paul Casey",39,4.57,137,30,"TenthTeeLatePar5ScoringAverage",2016
45,48,"Spencer Levin",62,4.57,242,53,"TenthTeeLatePar5ScoringAverage",2016
45,48,"Hideki Matsuyama",40,4.57,32,7,"TenthTeeLatePar5ScoringAverage",2016
45,53,"Sean OHair",45,4.57,160,35,"TenthTeeLatePar5ScoringAverage",2016
45,19,"Geoff Ogilvy",37,4.57,137,30,"TenthTeeLatePar5ScoringAverage",2016
45,42,"Rob Oppenheim",37,4.57,128,28,"TenthTeeLatePar5ScoringAverage",2016
45,48,"Ollie Schniederjans",23,4.57,32,7,"TenthTeeLatePar5ScoringAverage",2016
45,48,"Boo Weekley",53,4.57,128,28,"TenthTeeLatePar5ScoringAverage",2016
53,53,"Jamie Lovemark",57,4.58,142,31,"TenthTeeLatePar5ScoringAverage",2016
53,53,"Patrick Reed",53,4.58,55,12,"TenthTeeLatePar5ScoringAverage",2016
53,53,"Kevin Streelman",46,4.58,151,33,"TenthTeeLatePar5ScoringAverage",2016
53,53,"Jimmy Walker",43,4.58,55,12,"TenthTeeLatePar5ScoringAverage",2016
57,59,"Tony Finau",49,4.59,133,29,"TenthTeeLatePar5ScoringAverage",2016
58,61,"Zach Johnson",42,4.6,46,10,"TenthTeeLatePar5ScoringAverage",2016
58,61,"Colt Knost",56,4.6,221,48,"TenthTeeLatePar5ScoringAverage",2016
58,61,"Johnson Wagner",44,4.6,207,45,"TenthTeeLatePar5ScoringAverage",2016
61,79,"Ricky Barnes",57,4.61,83,18,"TenthTeeLatePar5ScoringAverage",2016
61,67,"Ken Duke",26,4.61,129,28,"TenthTeeLatePar5ScoringAverage",2016
61,86,"JJ Henry",44,4.61,166,36,"TenthTeeLatePar5ScoringAverage",2016
61,67,"John Huh",51,4.61,212,46,"TenthTeeLatePar5ScoringAverage",2016
65,69,"Thomas Aiken",42,4.62,180,39,"TenthTeeLatePar5ScoringAverage",2016
65,69,"Aaron Baddeley",51,4.62,157,34,"TenthTeeLatePar5ScoringAverage",2016
65,79,"Michael Kim",62,4.62,171,37,"TenthTeeLatePar5ScoringAverage",2016
68,131,"Ernie Els",34,4.63,88,19,"TenthTeeLatePar5ScoringAverage",2016
68,74,"Matthew Fitzpatrick",23,4.63,37,8,"TenthTeeLatePar5ScoringAverage",2016
68,20,"Hunter Mahan",43,4.63,88,19,"TenthTeeLatePar5ScoringAverage",2016
68,74,"Ian Poulter",37,4.63,88,19,"TenthTeeLatePar5ScoringAverage",2016
68,74,"Brandt Snedeker",47,4.63,37,8,"TenthTeeLatePar5ScoringAverage",2016
68,111,"Brendan Steele",48,4.63,125,27,"TenthTeeLatePar5ScoringAverage",2016
68,37,"Vaughn Taylor",30,4.63,88,19,"TenthTeeLatePar5ScoringAverage",2016
68,69,"Brendon Todd",43,4.63,250,54,"TenthTeeLatePar5ScoringAverage",2016
76,79,"Kevin Chappell",49,4.64,153,33,"TenthTeeLatePar5ScoringAverage",2016
76,61,"Derek Ernst",36,4.64,204,44,"TenthTeeLatePar5ScoringAverage",2016
76,69,"Martin Laird",46,4.64,116,25,"TenthTeeLatePar5ScoringAverage",2016
76,59,"Patrick Rodgers",49,4.64,153,33,"TenthTeeLatePar5ScoringAverage",2016
76,95,"Daniel Summerhays",55,4.64,209,45,"TenthTeeLatePar5ScoringAverage",2016
76,79,"Will Wilcox",47,4.64,204,44,"TenthTeeLatePar5ScoringAverage",2016
82,95,"Bronson Burgoon",53,4.65,265,57,"TenthTeeLatePar5ScoringAverage",2016
82,74,"Chad Campbell",54,4.65,158,34,"TenthTeeLatePar5ScoringAverage",2016
82,95,"Chesson Hadley",51,4.65,321,69,"TenthTeeLatePar5ScoringAverage",2016
82,83,"Adam Hadwin",53,4.65,172,37,"TenthTeeLatePar5ScoringAverage",2016
82,53,"Brett Stegmaier",57,4.65,172,37,"TenthTeeLatePar5ScoringAverage",2016
87,111,"Blayne Barber",44,4.66,205,44,"TenthTeeLatePar5ScoringAverage",2016
87,83,"Peter Malnati",53,4.66,191,41,"TenthTeeLatePar5ScoringAverage",2016
87,86,"Shawn Stefani",45,4.66,135,29,"TenthTeeLatePar5ScoringAverage",2016
87,61,"Tim Wilkinson",40,4.66,135,29,"TenthTeeLatePar5ScoringAverage",2016
91,90,"Jamie Donaldson",28,4.67,56,12,"TenthTeeLatePar5ScoringAverage",2016
91,61,"Sung Kang",51,4.67,182,39,"TenthTeeLatePar5ScoringAverage",2016
91,90,"Matt Kuchar",46,4.67,28,6,"TenthTeeLatePar5ScoringAverage",2016
91,95,"Greg Owen",56,4.67,280,60,"TenthTeeLatePar5ScoringAverage",2016
91,90,"Dicky Pride",33,4.67,140,30,"TenthTeeLatePar5ScoringAverage",2016
91,90,"Andres Romero",22,4.67,70,15,"TenthTeeLatePar5ScoringAverage",2016
97,90,"Stuart Appleby",39,4.68,187,40,"TenthTeeLatePar5ScoringAverage",2016
97,95,"Si Woo Kim",63,4.68,290,62,"TenthTeeLatePar5ScoringAverage",2016
97,111,"Danny Lee",53,4.68,192,41,"TenthTeeLatePar5ScoringAverage",2016
97,95,"Pat Perez",28,4.68,131,28,"TenthTeeLatePar5ScoringAverage",2016
97,95,"Scott Piercy",45,4.68,131,28,"TenthTeeLatePar5ScoringAverage",2016
97,95,"Darron Stiles",28,4.68,131,28,"TenthTeeLatePar5ScoringAverage",2016
103,95,"Roberto Castro",55,4.69,225,48,"TenthTeeLatePar5ScoringAverage",2016
103,86,"Derek Fathauer",58,4.69,319,68,"TenthTeeLatePar5ScoringAverage",2016
103,106,"Jim Herman",55,4.69,164,35,"TenthTeeLatePar5ScoringAverage",2016
103,106,"Lucas Lee",22,4.69,122,26,"TenthTeeLatePar5ScoringAverage",2016
103,106,"Robert Streb",51,4.69,169,36,"TenthTeeLatePar5ScoringAverage",2016
103,95,"Cameron Tringale",47,4.69,225,48,"TenthTeeLatePar5ScoringAverage",2016
