"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2014","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2014","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2014","AveragePuttingDistanceGIR3Putts_ROUNDS_2014","AveragePuttingDistanceGIR3Putts_AVG_2014","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2014","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2014","stat_name","year"
1,1,"JJ Henry",91,NA,25.173,41,"AveragePuttingDistanceGIR3Putts",2014
2,2,"Aaron Baddeley",74,NA,11.955,20,"AveragePuttingDistanceGIR3Putts",2014
3,3,"Luke Donald",57,NA,10.666,18,"AveragePuttingDistanceGIR3Putts",2014
4,4,"Roberto Castro",76,NA,10.542,18,"AveragePuttingDistanceGIR3Putts",2014
5,5,"Briny Baird",50,NA,17.563,30,"AveragePuttingDistanceGIR3Putts",2014
6,6,"Kevin Kisner",85,NA,12.234,21,"AveragePuttingDistanceGIR3Putts",2014
7,7,"Keegan Bradley",89,NA,13.846,24,"AveragePuttingDistanceGIR3Putts",2014
8,8,"Michael Putnam",106,NA,32.073,56,"AveragePuttingDistanceGIR3Putts",2014
9,9,"Chad Collins",78,NA,10.285,18,"AveragePuttingDistanceGIR3Putts",2014
10,10,"David Hearn",97,NA,13.093,23,"AveragePuttingDistanceGIR3Putts",2014
11,11,"Russell Henley",92,NA,13.616,24,"AveragePuttingDistanceGIR3Putts",2014
12,12,"Scott Langley",95,NA,14.133,25,"AveragePuttingDistanceGIR3Putts",2014
13,13,"Jimmy Walker",98,NA,13.472,24,"AveragePuttingDistanceGIR3Putts",2014
14,14,"Zach Johnson",97,NA,14.57,26,"AveragePuttingDistanceGIR3Putts",2014
15,15,"Jim Furyk",84,NA,17.331,31,"AveragePuttingDistanceGIR3Putts",2014
16,16,"Brendan Steele",89,NA,18.88,34,"AveragePuttingDistanceGIR3Putts",2014
17,17,"Justin Leonard",75,NA,10.527,19,"AveragePuttingDistanceGIR3Putts",2014
18,18,"Bronson La Cassie",51,NA,7.745,14,"AveragePuttingDistanceGIR3Putts",2014
19,19,"Ben Martin",80,NA,13.248,24,"AveragePuttingDistanceGIR3Putts",2014
20,20,"Ben Curtis",77,NA,15.899,29,"AveragePuttingDistanceGIR3Putts",2014
20,20,"Luke Guthrie",85,NA,20.806,38,"AveragePuttingDistanceGIR3Putts",2014
22,22,"Will Wilcox",51,NA,6.569,12,"AveragePuttingDistanceGIR3Putts",2014
23,23,"Billy Hurley III",86,NA,14.748,27,"AveragePuttingDistanceGIR3Putts",2014
23,23,"Andrew Loupe",65,NA,18.566,34,"AveragePuttingDistanceGIR3Putts",2014
25,25,"Bud Cauley",56,NA,12.533,23,"AveragePuttingDistanceGIR3Putts",2014
26,26,"Jonathan Byrd",76,NA,14.686,27,"AveragePuttingDistanceGIR3Putts",2014
26,26,"Gonzalo Fdez Castano",83,NA,19.027,35,"AveragePuttingDistanceGIR3Putts",2014
28,28,"Bill Haas",107,NA,18.961,35,"AveragePuttingDistanceGIR3Putts",2014
28,28,"Marc Leishman",81,NA,14.097,26,"AveragePuttingDistanceGIR3Putts",2014
28,28,"Hudson Swafford",75,NA,17.344,32,"AveragePuttingDistanceGIR3Putts",2014
31,31,"Stewart Cink",91,NA,21.629,40,"AveragePuttingDistanceGIR3Putts",2014
31,31,"Webb Simpson",87,NA,17.313,32,"AveragePuttingDistanceGIR3Putts",2014
31,31,"Johnson Wagner",69,NA,10.82,20,"AveragePuttingDistanceGIR3Putts",2014
34,34,"Andres Romero",81,NA,19.439,36,"AveragePuttingDistanceGIR3Putts",2014
35,35,"Jerry Kelly",80,NA,11.32,21,"AveragePuttingDistanceGIR3Putts",2014
35,35,"Troy Merritt",62,NA,11.328,21,"AveragePuttingDistanceGIR3Putts",2014
35,35,"Patrick Reed",92,NA,15.094,28,"AveragePuttingDistanceGIR3Putts",2014
38,38,"Brian Harman",111,NA,18.299,34,"AveragePuttingDistanceGIR3Putts",2014
39,39,"Morgan Hoffmann",103,NA,22.57,42,"AveragePuttingDistanceGIR3Putts",2014
39,39,"Hunter Mahan",88,NA,17.18,32,"AveragePuttingDistanceGIR3Putts",2014
39,39,"John Merrick",87,NA,20.419,38,"AveragePuttingDistanceGIR3Putts",2014
39,39,"John Peterson",62,NA,13.953,26,"AveragePuttingDistanceGIR3Putts",2014
43,43,"Ryo Ishikawa",75,NA,11.791,22,"AveragePuttingDistanceGIR3Putts",2014
43,43,"Jeff Overton",80,NA,19.841,37,"AveragePuttingDistanceGIR3Putts",2014
45,45,"Sean OHair",77,NA,14.963,28,"AveragePuttingDistanceGIR3Putts",2014
45,45,"Kevin Tway",64,NA,16.008,30,"AveragePuttingDistanceGIR3Putts",2014
47,47,"Martin Flores",85,NA,19.15,36,"AveragePuttingDistanceGIR3Putts",2014
48,48,"James Hahn",82,NA,18.602,35,"AveragePuttingDistanceGIR3Putts",2014
48,48,"DH Lee",54,NA,11.142,21,"AveragePuttingDistanceGIR3Putts",2014
50,50,"Charles Howell III",106,NA,22.808,43,"AveragePuttingDistanceGIR3Putts",2014
