"ScramblingfromtheSand_RANKTHISWEEK_2007","ScramblingfromtheSand_RANKLASTWEEK_2007","ScramblingfromtheSand_PLAYERNAME_2007","ScramblingfromtheSand_ROUNDS_2007","ScramblingfromtheSand_Pct_2007","ScramblingfromtheSand_SUCCESSES_2007","ScramblingfromtheSand_ATTEMPTS_2007","stat_name","year"
28,28,"John Rollins",102,59.63,65,109,"ScramblingfromtheSand",2007
29,29,"Henrik Stenson",52,59.57,28,47,"ScramblingfromtheSand",2007
30,30,"Michael Sim",52,59.52,25,42,"ScramblingfromtheSand",2007
31,31,"Ken Duke",112,59.46,66,111,"ScramblingfromtheSand",2007
32,32,"Jim Furyk",84,59.09,39,66,"ScramblingfromtheSand",2007
33,33,"Aaron Baddeley",83,59.05,62,105,"ScramblingfromtheSand",2007
34,34,"Phil Mickelson",73,59.02,36,61,"ScramblingfromtheSand",2007
35,35,"Charlie Wi",90,58.76,57,97,"ScramblingfromtheSand",2007
36,36,"Arron Oberholser",69,58.73,37,63,"ScramblingfromtheSand",2007
37,37,"Stephen Ames",81,58.67,44,75,"ScramblingfromtheSand",2007
38,38,"Justin Leonard",95,58.43,52,89,"ScramblingfromtheSand",2007
39,39,"Paul Gow",70,58.23,46,79,"ScramblingfromtheSand",2007
40,40,"Glen Day",85,57.84,59,102,"ScramblingfromtheSand",2007
41,41,"George McNeill",95,57.61,53,92,"ScramblingfromtheSand",2007
42,42,"Tom Pernice Jr",104,57.38,70,122,"ScramblingfromtheSand",2007
43,43,"Mark Wilson",87,57.29,55,96,"ScramblingfromtheSand",2007
44,44,"Briny Baird",115,57.28,59,103,"ScramblingfromtheSand",2007
45,45,"Brian Davis",101,57.01,61,107,"ScramblingfromtheSand",2007
46,46,"Ian Poulter",63,56.94,41,72,"ScramblingfromtheSand",2007
47,47,"Jason Dufner",100,56.57,56,99,"ScramblingfromtheSand",2007
48,48,"Mark Brooks",53,56.52,26,46,"ScramblingfromtheSand",2007
48,48,"Kevin Na",84,56.52,65,115,"ScramblingfromtheSand",2007
50,50,"David Toms",80,56.45,35,62,"ScramblingfromtheSand",2007
51,51,"Jason Gore",86,56.44,57,101,"ScramblingfromtheSand",2007
52,52,"Craig Lile",77,56.41,44,78,"ScramblingfromtheSand",2007
53,53,"Mark Hensby",81,55.96,61,109,"ScramblingfromtheSand",2007
54,54,"Trevor Immelman",74,55.93,33,59,"ScramblingfromtheSand",2007
55,55,"Doug LaBelle II",104,55.91,71,127,"ScramblingfromtheSand",2007
55,55,"Brandt Snedeker",105,55.91,71,127,"ScramblingfromtheSand",2007
57,57,"Billy Mayfair",98,55.77,58,104,"ScramblingfromtheSand",2007
58,58,"Cliff Kresge",107,55.71,78,140,"ScramblingfromtheSand",2007
59,59,"Craig Kanada",109,55.65,69,124,"ScramblingfromtheSand",2007
60,60,"Mark Calcavecchia",93,55.56,55,99,"ScramblingfromtheSand",2007
61,61,"Steve Wheatcroft",73,55.41,41,74,"ScramblingfromtheSand",2007
62,62,"Lee Janzen",66,55.32,52,94,"ScramblingfromtheSand",2007
63,63,"Daniel Chopra",106,55.17,64,116,"ScramblingfromtheSand",2007
63,63,"Brian Gay",107,55.17,80,145,"ScramblingfromtheSand",2007
65,65,"Kirk Triplett",77,55.06,49,89,"ScramblingfromtheSand",2007
66,66,"Steve Flesch",100,55,55,100,"ScramblingfromtheSand",2007
67,67,"Nathan Green",103,54.93,78,142,"ScramblingfromtheSand",2007
67,67,"Bryce Molder",56,54.93,39,71,"ScramblingfromtheSand",2007
69,69,"Ryuji Imada",104,54.92,67,122,"ScramblingfromtheSand",2007
70,70,"Tim Petrovic",106,54.86,79,144,"ScramblingfromtheSand",2007
71,71,"Sean OHair",98,54.84,51,93,"ScramblingfromtheSand",2007
71,71,"Jaco Van Zyl",51,54.84,34,62,"ScramblingfromtheSand",2007
73,73,"Zach Johnson",76,54.55,42,77,"ScramblingfromtheSand",2007
74,74,"Vijay Singh",102,54.39,62,114,"ScramblingfromtheSand",2007
75,75,"Gavin Coles",87,54.37,56,103,"ScramblingfromtheSand",2007
75,75,"Tripp Isenhour",86,54.37,56,103,"ScramblingfromtheSand",2007
77,77,"Dean Wilson",92,54.05,40,74,"ScramblingfromtheSand",2007
78,78,"Mathew Goggin",97,53.85,56,104,"ScramblingfromtheSand",2007
79,79,"Paul Stankowski",52,53.7,29,54,"ScramblingfromtheSand",2007
80,80,"Billy Andrade",88,53.64,59,110,"ScramblingfromtheSand",2007
81,81,"Shigeki Maruyama",84,53.15,59,111,"ScramblingfromtheSand",2007
82,82,"Freddie Jacobson",70,53.09,43,81,"ScramblingfromtheSand",2007
83,83,"Woody Austin",95,53.04,61,115,"ScramblingfromtheSand",2007
84,84,"Adam Scott",69,52.94,36,68,"ScramblingfromtheSand",2007
85,85,"Ryan Palmer",91,52.75,48,91,"ScramblingfromtheSand",2007
86,86,"JP Hayes",89,52.68,59,112,"ScramblingfromtheSand",2007
87,87,"Paul Goydos",60,52.58,51,97,"ScramblingfromtheSand",2007
87,87,"Ted Purdy",102,52.58,51,97,"ScramblingfromtheSand",2007
89,89,"Bubba Watson",80,52.38,44,84,"ScramblingfromtheSand",2007
90,90,"Steve Elkington",87,52.33,45,86,"ScramblingfromtheSand",2007
91,91,"Corey Pavin",81,52.17,48,92,"ScramblingfromtheSand",2007
92,92,"Stewart Cink",91,52,52,100,"ScramblingfromtheSand",2007
93,93,"Vaughn Taylor",91,51.9,41,79,"ScramblingfromtheSand",2007
94,94,"John Mallinger",96,51.72,60,116,"ScramblingfromtheSand",2007
95,95,"Bill Haas",93,51.59,65,126,"ScramblingfromtheSand",2007
96,96,"Steve Marino",106,51.43,54,105,"ScramblingfromtheSand",2007
97,97,"Steve Allan",63,51.39,37,72,"ScramblingfromtheSand",2007
97,97,"Michael Boyd",61,51.39,37,72,"ScramblingfromtheSand",2007
99,99,"Todd Hamilton",76,51.35,57,111,"ScramblingfromtheSand",2007
100,100,"Jeff Maggert",79,51.28,40,78,"ScramblingfromtheSand",2007
101,101,"Jeff Sluman",60,51.25,41,80,"ScramblingfromtheSand",2007
102,102,"Tim Herron",98,51.06,48,94,"ScramblingfromtheSand",2007
103,103,"Eric Axley",107,50.78,65,128,"ScramblingfromtheSand",2007
104,104,"Steve Stricker",81,50.67,38,75,"ScramblingfromtheSand",2007
105,105,"Camilo Villegas",82,50.59,43,85,"ScramblingfromtheSand",2007
106,106,"Craig Bowden",78,50.5,51,101,"ScramblingfromtheSand",2007
107,107,"Cameron Beckman",96,50,43,86,"ScramblingfromtheSand",2007
107,107,"DJ Brigman",67,50,37,74,"ScramblingfromtheSand",2007
107,107,"Tom Byrum",50,50,26,52,"ScramblingfromtheSand",2007
107,107,"Anders Hansen",55,50,21,42,"ScramblingfromtheSand",2007
107,107,"Jose Maria Olazabal",52,50,30,60,"ScramblingfromtheSand",2007
107,107,"Jeff Overton",60,50,28,56,"ScramblingfromtheSand",2007
107,107,"Carl Pettersson",111,50,64,128,"ScramblingfromtheSand",2007
107,107,"Jeff Quinney",95,50,54,108,"ScramblingfromtheSand",2007
107,107,"Jason Schultz",63,50,33,66,"ScramblingfromtheSand",2007
116,116,"Heath Slocum",101,49.56,56,113,"ScramblingfromtheSand",2007
117,117,"Lucas Glover",98,49.41,42,85,"ScramblingfromtheSand",2007
118,118,"JB Holmes",71,49.25,33,67,"ScramblingfromtheSand",2007
119,119,"Tag Ridings",52,49.15,29,59,"ScramblingfromtheSand",2007
120,120,"Bubba Dickerson",51,49.09,27,55,"ScramblingfromtheSand",2007
121,121,"Ryan Moore",92,49.02,50,102,"ScramblingfromtheSand",2007
121,121,"Jay Williamson",50,49.02,25,51,"ScramblingfromtheSand",2007
123,123,"Tom Lehman",62,48.98,24,49,"ScramblingfromtheSand",2007
124,124,"Rich Beem",89,48.75,39,80,"ScramblingfromtheSand",2007
125,125,"Jason Bohn",57,48.72,38,78,"ScramblingfromtheSand",2007
126,126,"Hunter Mahan",91,48.54,50,103,"ScramblingfromtheSand",2007
127,127,"Scott Gutschewski",67,48.39,30,62,"ScramblingfromtheSand",2007
128,128,"Tommy Armour III",81,48.05,37,77,"ScramblingfromtheSand",2007
129,129,"Kyle Reifers",71,48,36,75,"ScramblingfromtheSand",2007
130,130,"Brett Wetterich",88,47.83,33,69,"ScramblingfromtheSand",2007
131,131,"Parker McLachlin",83,47.66,51,107,"ScramblingfromtheSand",2007
132,132,"Michael Allen",74,47.37,36,76,"ScramblingfromtheSand",2007
133,133,"DJ Trahan",99,47.31,44,93,"ScramblingfromtheSand",2007
134,134,"Rocco Mediate",72,47.3,35,74,"ScramblingfromtheSand",2007
135,135,"Peter Lonard",85,47.25,43,91,"ScramblingfromtheSand",2007
136,136,"Jim Rutledge",59,47.14,33,70,"ScramblingfromtheSand",2007
137,137,"Joe Ogilvie",102,46.79,51,109,"ScramblingfromtheSand",2007
138,138,"Boo Weekley",101,46.67,56,120,"ScramblingfromtheSand",2007
139,139,"Jeff Brehaut",59,46.43,26,56,"ScramblingfromtheSand",2007
140,140,"Brian Bateman",55,46.3,25,54,"ScramblingfromtheSand",2007
140,140,"Bo Van Pelt",104,46.3,50,108,"ScramblingfromtheSand",2007
142,142,"Kevin Stadler",95,46.23,49,106,"ScramblingfromtheSand",2007
143,143,"Mathias Gronberg",95,46.15,60,130,"ScramblingfromtheSand",2007
143,143,"Troy Matteson",87,46.15,36,78,"ScramblingfromtheSand",2007
145,145,"Richard Johnson",93,46.09,53,115,"ScramblingfromtheSand",2007
146,146,"Will Ma Kenzie",100,46.02,52,113,"ScramblingfromtheSand",2007
147,147,"John Senden",97,46,46,100,"ScramblingfromtheSand",2007
148,148,"Kent Jones",97,45.45,50,110,"ScramblingfromtheSand",2007
149,149,"Bob Estes",88,45.38,54,119,"ScramblingfromtheSand",2007
150,150,"Chris DiMarco",79,45.35,39,86,"ScramblingfromtheSand",2007
151,151,"Davis Love III",66,45.16,28,62,"ScramblingfromtheSand",2007
152,152,"Stephen Leaney",82,45.12,37,82,"ScramblingfromtheSand",2007
153,153,"Harrison Frazar",88,45.05,50,111,"ScramblingfromtheSand",2007
154,154,"David Branshaw",83,44.9,44,98,"ScramblingfromtheSand",2007
155,155,"John Merrick",92,44.71,38,85,"ScramblingfromtheSand",2007
155,155,"Nick Watney",87,44.71,38,85,"ScramblingfromtheSand",2007
157,157,"Jesper Parnevik",88,44.68,42,94,"ScramblingfromtheSand",2007
158,158,"Chad Campbell",96,44.55,45,101,"ScramblingfromtheSand",2007
159,159,"Padraig Harrington",64,44.44,20,45,"ScramblingfromtheSand",2007
160,160,"Joe Durant",88,44.05,37,84,"ScramblingfromtheSand",2007
160,160,"Jarrod Lyle",77,44.05,37,84,"ScramblingfromtheSand",2007
162,162,"Charles Warren",101,43.97,51,116,"ScramblingfromtheSand",2007
163,163,"Bart Bryant",87,43.9,36,82,"ScramblingfromtheSand",2007
164,164,"Duffy Waldorf",69,43.55,27,62,"ScramblingfromtheSand",2007
165,165,"Jeff Gove",103,43.43,43,99,"ScramblingfromtheSand",2007
166,166,"Shaun Micheel",91,43.28,29,67,"ScramblingfromtheSand",2007
167,167,"Chris Stroud",66,43.06,31,72,"ScramblingfromtheSand",2007
168,168,"Robert Allenby",90,42.86,30,70,"ScramblingfromtheSand",2007
168,168,"John Daly",59,42.86,24,56,"ScramblingfromtheSand",2007
170,170,"Ben Curtis",80,42.72,44,103,"ScramblingfromtheSand",2007
171,171,"Kevin Sutherland",85,42.35,36,85,"ScramblingfromtheSand",2007
172,172,"Jerry Kelly",101,42.34,47,111,"ScramblingfromtheSand",2007
173,173,"Chris Couch",76,42.27,41,97,"ScramblingfromtheSand",2007
174,174,"Kenny Perry",83,41.98,34,81,"ScramblingfromtheSand",2007
175,175,"Joey Sindelar",75,41.94,39,93,"ScramblingfromtheSand",2007
176,176,"Robert Gamez",88,41.9,44,105,"ScramblingfromtheSand",2007
177,177,"Retief Goosen",50,41.51,22,53,"ScramblingfromtheSand",2007
178,178,"Daisuke Maruyama",86,41.3,38,92,"ScramblingfromtheSand",2007
179,179,"Rich Barcelo",80,41.24,40,97,"ScramblingfromtheSand",2007
180,180,"Greg Owen",81,41.18,35,85,"ScramblingfromtheSand",2007
181,181,"Robert Garrigus",95,40.82,40,98,"ScramblingfromtheSand",2007
182,182,"Brett Quigley",79,40.45,36,89,"ScramblingfromtheSand",2007
183,183,"Ryan Armour",107,40.37,44,109,"ScramblingfromtheSand",2007
184,184,"Darron Stiles",65,40.24,33,82,"ScramblingfromtheSand",2007
185,185,"Frank Lickliter II",95,39.77,35,88,"ScramblingfromtheSand",2007
186,186,"Matt Hendrix",63,39.71,27,68,"ScramblingfromtheSand",2007
187,187,"Chris Tidland",59,39.68,25,63,"ScramblingfromtheSand",2007
188,188,"Charley Hoffman",97,39.36,37,94,"ScramblingfromtheSand",2007
189,189,"Johnson Wagner",97,38.46,45,117,"ScramblingfromtheSand",2007
190,190,"Michael Putnam",96,38.36,28,73,"ScramblingfromtheSand",2007
191,191,"Nick OHern",72,38.16,29,76,"ScramblingfromtheSand",2007
192,192,"Brendon de Jonge",76,37.8,31,82,"ScramblingfromtheSand",2007
193,193,"Steve Lowery",74,36.05,31,86,"ScramblingfromtheSand",2007
194,194,"Bob Tway",103,35.45,39,110,"ScramblingfromtheSand",2007
195,195,"JJ Henry",86,33.33,24,72,"ScramblingfromtheSand",2007
196,196,"Tom Johnson",74,28.57,22,77,"ScramblingfromtheSand",2007
