"FirstTeeLateRound4ScoringAverage_RANKTHISWEEK_2013","FirstTeeLateRound4ScoringAverage_RANKLASTWEEK_2013","FirstTeeLateRound4ScoringAverage_PLAYERNAME_2013","FirstTeeLateRound4ScoringAverage__2013","FirstTeeLateRound4ScoringAverage_AVG_2013","FirstTeeLateRound4ScoringAverage_TOTALSTROKES_2013","FirstTeeLateRound4ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Brian Gay",NA,63,63,1,"FirstTeeLateRound4ScoringAverage",2013
2,2,"Justin Bolli",NA,65.5,131,2,"FirstTeeLateRound4ScoringAverage",2013
3,3,"Bobby Gates",NA,66,66,1,"FirstTeeLateRound4ScoringAverage",2013
4,4,"David Toms",NA,67,67,1,"FirstTeeLateRound4ScoringAverage",2013
5,5,"Martin Laird",NA,67.67,203,3,"FirstTeeLateRound4ScoringAverage",2013
5,5,"Dicky Pride",NA,67.67,203,3,"FirstTeeLateRound4ScoringAverage",2013
7,7,"Boo Weekley",NA,67.83,407,6,"FirstTeeLateRound4ScoringAverage",2013
8,8,"Charlie Beljan",NA,68,136,2,"FirstTeeLateRound4ScoringAverage",2013
9,9,"Scott Stallings",NA,68.5,274,4,"FirstTeeLateRound4ScoringAverage",2013
10,10,"DA Points",NA,68.6,343,5,"FirstTeeLateRound4ScoringAverage",2013
11,11,"Scott Piercy",NA,68.71,481,7,"FirstTeeLateRound4ScoringAverage",2013
12,12,"David Hearn",NA,68.75,275,4,"FirstTeeLateRound4ScoringAverage",2013
13,13,"Zach Johnson",NA,68.82,757,11,"FirstTeeLateRound4ScoringAverage",2013
14,14,"Kevin Stadler",NA,68.86,482,7,"FirstTeeLateRound4ScoringAverage",2013
15,15,"Steven Bowditch",NA,69,207,3,"FirstTeeLateRound4ScoringAverage",2013
15,15,"Geoff Ogilvy",NA,69,69,1,"FirstTeeLateRound4ScoringAverage",2013
15,15,"Jin Park",NA,69,138,2,"FirstTeeLateRound4ScoringAverage",2013
15,15,"Patrick Reed",NA,69,414,6,"FirstTeeLateRound4ScoringAverage",2013
15,15,"Brian Stuard",NA,69,483,7,"FirstTeeLateRound4ScoringAverage",2013
20,20,"Morgan Hoffmann",NA,69.17,415,6,"FirstTeeLateRound4ScoringAverage",2013
21,21,"Jordan Spieth",NA,69.18,761,11,"FirstTeeLateRound4ScoringAverage",2013
22,22,"Rory Sabbatini",NA,69.25,554,8,"FirstTeeLateRound4ScoringAverage",2013
23,23,"Russell Henley",NA,69.29,485,7,"FirstTeeLateRound4ScoringAverage",2013
24,24,"Webb Simpson",NA,69.33,832,12,"FirstTeeLateRound4ScoringAverage",2013
24,24,"DJ Trahan",NA,69.33,208,3,"FirstTeeLateRound4ScoringAverage",2013
26,26,"Jeff Overton",NA,69.5,278,4,"FirstTeeLateRound4ScoringAverage",2013
26,26,"Josh Teater",NA,69.5,278,4,"FirstTeeLateRound4ScoringAverage",2013
28,28,"Stewart Cink",NA,69.6,348,5,"FirstTeeLateRound4ScoringAverage",2013
28,28,"Phil Mickelson",NA,69.6,696,10,"FirstTeeLateRound4ScoringAverage",2013
30,30,"Martin Kaymer",NA,69.67,209,3,"FirstTeeLateRound4ScoringAverage",2013
30,30,"John Rollins",NA,69.67,418,6,"FirstTeeLateRound4ScoringAverage",2013
32,32,"Chris Kirk",NA,69.75,558,8,"FirstTeeLateRound4ScoringAverage",2013
33,33,"Pat Perez",NA,69.8,349,5,"FirstTeeLateRound4ScoringAverage",2013
33,33,"Adam Scott",NA,69.8,698,10,"FirstTeeLateRound4ScoringAverage",2013
35,35,"Ted Potter Jr",NA,69.83,419,6,"FirstTeeLateRound4ScoringAverage",2013
36,36,"Ryan Palmer",NA,69.86,489,7,"FirstTeeLateRound4ScoringAverage",2013
37,37,"Henrik Stenson",NA,69.89,629,9,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Jason Bohn",NA,70,140,2,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Keegan Bradley",NA,70,840,12,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Chad Campbell",NA,70,280,4,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Brendon de Jonge",NA,70,560,8,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Graham DeLaet",NA,70,910,13,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Harris English",NA,70,700,10,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Derek Ernst",NA,70,70,1,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Martin Flores",NA,70,350,5,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Robert Garrigus",NA,70,280,4,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Doug LaBelle II",NA,70,70,1,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Seung Yul Noh",NA,70,70,1,"FirstTeeLateRound4ScoringAverage",2013
38,38,"Henrik Norlander",NA,70,70,1,"FirstTeeLateRound4ScoringAverage",2013
50,50,"Charles Howell III",NA,70.11,631,9,"FirstTeeLateRound4ScoringAverage",2013
51,51,"Chris Stroud",NA,70.14,491,7,"FirstTeeLateRound4ScoringAverage",2013
52,52,"David Lingmerth",NA,70.2,351,5,"FirstTeeLateRound4ScoringAverage",2013
52,52,"Chez Reavie",NA,70.2,351,5,"FirstTeeLateRound4ScoringAverage",2013
54,54,"Brian Davis",NA,70.22,632,9,"FirstTeeLateRound4ScoringAverage",2013
54,54,"Matt Every",NA,70.22,632,9,"FirstTeeLateRound4ScoringAverage",2013
56,56,"Dustin Johnson",NA,70.25,562,8,"FirstTeeLateRound4ScoringAverage",2013
56,56,"Robert Streb",NA,70.25,281,4,"FirstTeeLateRound4ScoringAverage",2013
58,58,"Kevin Streelman",NA,70.3,703,10,"FirstTeeLateRound4ScoringAverage",2013
59,59,"Justin Rose",NA,70.31,914,13,"FirstTeeLateRound4ScoringAverage",2013
60,60,"William McGirt",NA,70.33,211,3,"FirstTeeLateRound4ScoringAverage",2013
60,60,"Michael Thompson",NA,70.33,211,3,"FirstTeeLateRound4ScoringAverage",2013
60,60,"Cameron Tringale",NA,70.33,211,3,"FirstTeeLateRound4ScoringAverage",2013
63,63,"Sangmoon Bae",NA,70.5,282,4,"FirstTeeLateRound4ScoringAverage",2013
63,63,"Ernie Els",NA,70.5,282,4,"FirstTeeLateRound4ScoringAverage",2013
63,63,"Jim Herman",NA,70.5,423,6,"FirstTeeLateRound4ScoringAverage",2013
63,63,"Tim Herron",NA,70.5,141,2,"FirstTeeLateRound4ScoringAverage",2013
63,63,"Jason Kokrak",NA,70.5,705,10,"FirstTeeLateRound4ScoringAverage",2013
63,63,"Rory McIlroy",NA,70.5,564,8,"FirstTeeLateRound4ScoringAverage",2013
69,69,"Nick Watney",NA,70.56,635,9,"FirstTeeLateRound4ScoringAverage",2013
70,70,"Matt Jones",NA,70.57,494,7,"FirstTeeLateRound4ScoringAverage",2013
71,71,"Brian Harman",NA,70.6,353,5,"FirstTeeLateRound4ScoringAverage",2013
71,71,"Marc Leishman",NA,70.6,706,10,"FirstTeeLateRound4ScoringAverage",2013
73,73,"Roberto Castro",NA,70.64,777,11,"FirstTeeLateRound4ScoringAverage",2013
73,73,"Billy Horschel",NA,70.64,777,11,"FirstTeeLateRound4ScoringAverage",2013
75,75,"Kevin Chappell",NA,70.67,212,3,"FirstTeeLateRound4ScoringAverage",2013
76,76,"Matt Kuchar",NA,70.69,919,13,"FirstTeeLateRound4ScoringAverage",2013
77,77,"Steve Stricker",NA,70.7,707,10,"FirstTeeLateRound4ScoringAverage",2013
78,78,"Brandt Snedeker",NA,70.73,778,11,"FirstTeeLateRound4ScoringAverage",2013
79,79,"KJ Choi",NA,70.75,283,4,"FirstTeeLateRound4ScoringAverage",2013
79,79,"Brendan Steele",NA,70.75,283,4,"FirstTeeLateRound4ScoringAverage",2013
81,81,"Ricky Barnes",NA,71,142,2,"FirstTeeLateRound4ScoringAverage",2013
81,81,"Tim Clark",NA,71,355,5,"FirstTeeLateRound4ScoringAverage",2013
81,81,"Scott Gardiner",NA,71,71,1,"FirstTeeLateRound4ScoringAverage",2013
81,81,"Scott Langley",NA,71,213,3,"FirstTeeLateRound4ScoringAverage",2013
81,81,"Jeff Maggert",NA,71,213,3,"FirstTeeLateRound4ScoringAverage",2013
81,81,"Lee Williams",NA,71,71,1,"FirstTeeLateRound4ScoringAverage",2013
87,87,"Bill Haas",NA,71.07,1066,15,"FirstTeeLateRound4ScoringAverage",2013
88,88,"Tiger Woods",NA,71.1,711,10,"FirstTeeLateRound4ScoringAverage",2013
89,89,"Jason Day",NA,71.11,640,9,"FirstTeeLateRound4ScoringAverage",2013
90,90,"John Huh",NA,71.13,569,8,"FirstTeeLateRound4ScoringAverage",2013
91,91,"David Lynn",NA,71.14,498,7,"FirstTeeLateRound4ScoringAverage",2013
91,91,"Jimmy Walker",NA,71.14,498,7,"FirstTeeLateRound4ScoringAverage",2013
93,93,"Freddie Jacobson",NA,71.17,427,6,"FirstTeeLateRound4ScoringAverage",2013
93,93,"Richard Lee",NA,71.17,427,6,"FirstTeeLateRound4ScoringAverage",2013
95,95,"Daniel Summerhays",NA,71.2,712,10,"FirstTeeLateRound4ScoringAverage",2013
96,96,"Ben Crane",NA,71.25,285,4,"FirstTeeLateRound4ScoringAverage",2013
96,96,"Andres Romero",NA,71.25,285,4,"FirstTeeLateRound4ScoringAverage",2013
96,96,"Mark Wilson",NA,71.25,285,4,"FirstTeeLateRound4ScoringAverage",2013
99,99,"Bud Cauley",NA,71.33,214,3,"FirstTeeLateRound4ScoringAverage",2013
100,100,"Lucas Glover",NA,71.4,357,5,"FirstTeeLateRound4ScoringAverage",2013
100,100,"Bryce Molder",NA,71.4,357,5,"FirstTeeLateRound4ScoringAverage",2013
100,100,"Kyle Stanley",NA,71.4,357,5,"FirstTeeLateRound4ScoringAverage",2013
103,103,"Charl Schwartzel",NA,71.42,857,12,"FirstTeeLateRound4ScoringAverage",2013
104,104,"Ryan Moore",NA,71.44,643,9,"FirstTeeLateRound4ScoringAverage",2013
105,105,"Ben Curtis",NA,71.5,143,2,"FirstTeeLateRound4ScoringAverage",2013
105,105,"Troy Matteson",NA,71.5,286,4,"FirstTeeLateRound4ScoringAverage",2013
105,105,"Graeme McDowell",NA,71.5,429,6,"FirstTeeLateRound4ScoringAverage",2013
108,108,"Jim Furyk",NA,71.54,930,13,"FirstTeeLateRound4ScoringAverage",2013
109,109,"Scott Brown",NA,71.6,358,5,"FirstTeeLateRound4ScoringAverage",2013
110,110,"Jason Dufner",NA,71.67,645,9,"FirstTeeLateRound4ScoringAverage",2013
110,110,"Trevor Immelman",NA,71.67,215,3,"FirstTeeLateRound4ScoringAverage",2013
110,110,"Charlie Wi",NA,71.67,215,3,"FirstTeeLateRound4ScoringAverage",2013
113,113,"Jonas Blixt",NA,71.75,287,4,"FirstTeeLateRound4ScoringAverage",2013
114,114,"James Hahn",NA,71.8,359,5,"FirstTeeLateRound4ScoringAverage",2013
115,115,"Luke Donald",NA,71.83,431,6,"FirstTeeLateRound4ScoringAverage",2013
115,115,"Jerry Kelly",NA,71.83,431,6,"FirstTeeLateRound4ScoringAverage",2013
115,115,"Hunter Mahan",NA,71.83,862,12,"FirstTeeLateRound4ScoringAverage",2013
118,118,"Nicholas Thompson",NA,71.88,575,8,"FirstTeeLateRound4ScoringAverage",2013
119,119,"Michael Bradley",NA,72,72,1,"FirstTeeLateRound4ScoringAverage",2013
119,119,"Erik Compton",NA,72,360,5,"FirstTeeLateRound4ScoringAverage",2013
119,119,"Robert Karlsson",NA,72,72,1,"FirstTeeLateRound4ScoringAverage",2013
119,119,"Luke List",NA,72,72,1,"FirstTeeLateRound4ScoringAverage",2013
119,119,"David Mathis",NA,72,72,1,"FirstTeeLateRound4ScoringAverage",2013
119,119,"Greg Owen",NA,72,216,3,"FirstTeeLateRound4ScoringAverage",2013
119,119,"Rod Pampling",NA,72,72,1,"FirstTeeLateRound4ScoringAverage",2013
119,119,"Cameron Percy",NA,72,216,3,"FirstTeeLateRound4ScoringAverage",2013
119,119,"Bo Van Pelt",NA,72,360,5,"FirstTeeLateRound4ScoringAverage",2013
