"BallSpeed_RANKTHISWEEK_2012","BallSpeed_RANKLASTWEEK_2012","BallSpeed_PLAYERNAME_2012","BallSpeed_ROUNDS_2012","BallSpeed_AVG_2012","BallSpeed_TOTALBALLSPEED_2012","BallSpeed_TOTALATTEMPTS_2012","BallSpeed_FASTESTSPEED_2012","BallSpeed_SLOWESTSPEED_2012","stat_name","year"
34,34,"Lee Westwood",60,173.38,7455.35,43,177.54,166.19,"BallSpeed",2012
35,35,"Louis Oosthuizen",65,173.32,8665.8,50,179.85,165.87,"BallSpeed",2012
36,36,"James Driscoll",83,173.23,10393.68,60,178.49,167.68,"BallSpeed",2012
37,37,"Phil Mickelson",79,173.18,9524.78,55,177.7,165.71,"BallSpeed",2012
38,38,"Charl Schwartzel",56,172.76,6564.99,38,176.42,167.08,"BallSpeed",2012
39,39,"Sean OHair",84,172.73,11918.3,69,179.86,158.18,"BallSpeed",2012
40,40,"Ryan Palmer",81,172.5,11730.18,68,175.76,164.47,"BallSpeed",2012
41,41,"Matt Jones",53,172.46,6898.29,40,177.99,164.7,"BallSpeed",2012
42,42,"Troy Matteson",100,172.41,12068.81,70,179.02,164.31,"BallSpeed",2012
43,43,"Keegan Bradley",90,172.35,10168.59,59,178.44,159.84,"BallSpeed",2012
44,44,"Trevor Immelman",76,172.3,9303.93,54,180.16,163.31,"BallSpeed",2012
45,45,"Kevin Chappell",91,172.24,12229.34,71,179.78,164.35,"BallSpeed",2012
46,46,"Derek Lamely",64,172.2,8782.41,51,177.71,166.82,"BallSpeed",2012
47,47,"Edward Loar",59,172.19,6543.29,38,177.29,161.99,"BallSpeed",2012
48,48,"Daniel Chopra",55,172.08,7055.12,41,178.25,167.16,"BallSpeed",2012
49,49,"Josh Teater",97,171.88,13750.67,80,175.69,160.22,"BallSpeed",2012
50,50,"John Senden",81,171.66,10986.37,64,175.46,165.73,"BallSpeed",2012
51,51,"Brandt Jobe",57,171.65,6351.02,37,175.62,164.74,"BallSpeed",2012
52,52,"George McNeill",85,171.42,10285.17,60,177.29,160.06,"BallSpeed",2012
53,53,"Rickie Fowler",84,171.41,10113.15,59,180.96,167.09,"BallSpeed",2012
54,54,"Troy Kelly",68,171.38,7540.57,44,176,159.75,"BallSpeed",2012
55,55,"Bill Haas",79,171.27,10447.58,61,175.83,167.02,"BallSpeed",2012
56,56,"Marc Leishman",84,171.26,11132.18,65,176.34,162.34,"BallSpeed",2012
56,56,"Andres Romero",68,171.26,9076.52,53,176.81,162.88,"BallSpeed",2012
58,58,"Stewart Cink",71,171.17,7188.95,42,176.67,161.71,"BallSpeed",2012
58,58,"Charley Hoffman",88,171.17,12837.71,75,177.98,162.76,"BallSpeed",2012
58,58,"JJ Killeen",101,171.17,11810.59,69,179.58,164.39,"BallSpeed",2012
61,61,"Davis Love III",64,171.04,7012.76,41,175.7,166.94,"BallSpeed",2012
62,62,"Ricky Barnes",92,170.84,12471.04,73,175.37,156.91,"BallSpeed",2012
63,63,"Jonathan Byrd",69,170.67,8192.25,48,174.09,165.75,"BallSpeed",2012
64,64,"Boo Weekley",74,170.55,9380.22,55,174.23,165.54,"BallSpeed",2012
65,65,"Padraig Harrington",67,170.53,6480.16,38,173.61,163.8,"BallSpeed",2012
66,66,"Geoff Ogilvy",73,170.4,9031.22,53,174.05,164.58,"BallSpeed",2012
67,67,"Brendon de Jonge",115,170.37,16696.42,98,177.33,164.15,"BallSpeed",2012
68,68,"Erik Compton",81,170.07,9523.65,56,175.13,161.85,"BallSpeed",2012
69,69,"Stephen Gangluff",57,170,7139.93,42,175.35,161.44,"BallSpeed",2012
70,70,"Nathan Green",73,169.89,7815.06,46,179.67,160.4,"BallSpeed",2012
71,71,"Harrison Frazar",56,169.8,7301.38,43,173.11,162.88,"BallSpeed",2012
72,72,"Garth Mulroy",59,169.78,6791.38,40,174.96,160.1,"BallSpeed",2012
73,73,"Cameron Tringale",88,169.66,12385.54,73,175.06,162.41,"BallSpeed",2012
74,74,"Kevin Streelman",89,169.43,12368.2,73,175.37,163.78,"BallSpeed",2012
75,75,"Michael Bradley",63,169.38,5928.17,35,173.09,164.03,"BallSpeed",2012
75,75,"Bo Van Pelt",84,169.38,10671.19,63,175.38,164.05,"BallSpeed",2012
77,77,"Pat Perez",81,169.33,9652.05,57,174.85,163.8,"BallSpeed",2012
78,78,"DJ Trahan",73,169.13,8456.39,50,173.2,163.42,"BallSpeed",2012
79,79,"Carl Pettersson",92,169.03,12846.11,76,175.17,164.16,"BallSpeed",2012
80,80,"Sangmoon Bae",81,168.73,9617.58,57,175.74,160.03,"BallSpeed",2012
81,81,"JJ Henry",93,168.6,8767.22,52,175.88,158.07,"BallSpeed",2012
82,82,"Kevin Stadler",85,168.43,9937.51,59,173.88,159.87,"BallSpeed",2012
83,83,"Vijay Singh",99,168.32,12455.92,74,172.65,162.64,"BallSpeed",2012
84,84,"Miguel Angel Carballo",73,168.3,8078.4,48,174.23,158.27,"BallSpeed",2012
85,85,"John Rollins",81,168.25,11777.2,70,173.47,162.02,"BallSpeed",2012
86,86,"Ryo Ishikawa",54,168.13,5884.69,35,172.78,163.94,"BallSpeed",2012
87,87,"Blake Adams",107,168.1,10590.15,63,173.57,159.66,"BallSpeed",2012
88,88,"Ernie Els",80,168.09,10253.23,61,172.85,163.59,"BallSpeed",2012
89,89,"Danny Lee",74,167.98,8903.17,53,175.03,154.14,"BallSpeed",2012
90,90,"Matt Bettencourt",80,167.88,7554.79,45,172.34,161.67,"BallSpeed",2012
91,91,"John Merrick",83,167.87,10408.12,62,171.93,163.11,"BallSpeed",2012
92,92,"Camilo Villegas",79,167.86,12253.53,73,172.17,162.35,"BallSpeed",2012
93,93,"Matt Every",80,167.55,9718.06,58,174.9,162.06,"BallSpeed",2012
94,94,"Tommy Gainey",98,167.53,14575.02,87,173.27,159.43,"BallSpeed",2012
95,95,"Justin Rose",69,167.47,8373.66,50,173.01,163.33,"BallSpeed",2012
96,96,"William McGirt",96,167.35,13722.82,82,171.73,158.96,"BallSpeed",2012
97,97,"Mathew Goggin",65,167.31,9035,54,173.86,162.45,"BallSpeed",2012
98,98,"Tim Herron",88,167.2,12205.51,73,174.67,160.23,"BallSpeed",2012
99,99,"Chad Campbell",84,167.16,12202.83,73,172.95,161.36,"BallSpeed",2012
100,100,"Tom Gillis",75,167.15,11198.77,67,170.12,162.11,"BallSpeed",2012
100,100,"Chris Kirk",93,167.15,13706.3,82,171.61,162.14,"BallSpeed",2012
102,102,"Jason Dufner",83,167.05,10523.95,63,176.28,157.29,"BallSpeed",2012
103,103,"Daniel Summerhays",81,166.84,11011.6,66,175.07,160.59,"BallSpeed",2012
104,104,"Roland Thatcher",55,166.79,6338.19,38,171.47,160.34,"BallSpeed",2012
105,105,"Webb Simpson",77,166.74,10004.45,60,173.4,158,"BallSpeed",2012
106,106,"Roberto Castro",92,166.7,11669.11,70,172.52,160.76,"BallSpeed",2012
107,107,"Rory Sabbatini",84,166.59,11827.6,71,170.28,159.92,"BallSpeed",2012
108,108,"Bud Cauley",99,166.45,14980.1,90,171.09,159.97,"BallSpeed",2012
109,109,"Steve Stricker",73,166.29,8148.35,49,171.29,162.09,"BallSpeed",2012
110,110,"Freddie Jacobson",61,166.26,7315.32,44,172.52,161.62,"BallSpeed",2012
111,111,"Brendan Steele",77,166.23,10305.96,62,170.2,160.73,"BallSpeed",2012
112,112,"Hunter Mahan",88,166.15,10301.17,62,169.75,160.99,"BallSpeed",2012
113,113,"Bill Lunde",83,166.12,10631.38,64,170.83,162.39,"BallSpeed",2012
114,114,"Rod Pampling",88,166.1,10962.67,66,172.38,160.6,"BallSpeed",2012
115,115,"Scott Brown",65,166.07,7473.21,45,171.6,155.8,"BallSpeed",2012
115,115,"Jeff Overton",101,166.07,15112.41,91,171.01,161.58,"BallSpeed",2012
117,117,"YE Yang",64,166.05,7140.34,43,172.2,155.96,"BallSpeed",2012
118,118,"Bob Estes",78,165.98,9460.91,57,170.51,161.65,"BallSpeed",2012
119,119,"Robert Allenby",76,165.58,10266.25,62,174.3,158.54,"BallSpeed",2012
120,120,"Michael Thompson",80,165.53,10097.27,61,169.67,160.93,"BallSpeed",2012
121,121,"Will Claxton",99,165.5,13902.23,84,171.14,159.94,"BallSpeed",2012
122,122,"Kyle Reifers",86,165.43,10918.07,66,169.36,157.51,"BallSpeed",2012
123,123,"Kevin Na",80,165.33,9919.54,60,174.92,155.66,"BallSpeed",2012
124,124,"Hunter Haas",69,165.31,7604.11,46,169.3,160.03,"BallSpeed",2012
125,125,"Graeme McDowell",55,165.25,6775.24,41,168.69,160.2,"BallSpeed",2012
126,126,"Stuart Appleby",75,165.19,10241.47,62,171.04,155.69,"BallSpeed",2012
127,127,"Ryan Moore",89,165.08,13536.29,82,172.94,158.9,"BallSpeed",2012
128,128,"Marco Dawson",60,164.9,6760.8,41,168.69,160.26,"BallSpeed",2012
129,129,"John Huh",99,164.87,13684.03,83,169.63,158.06,"BallSpeed",2012
130,130,"Chris Stroud",86,164.77,11204.25,68,168.77,158.67,"BallSpeed",2012
131,131,"Ian Poulter",57,164.73,6918.67,42,169.02,161.04,"BallSpeed",2012
132,132,"Charlie Wi",86,164.72,11036,67,170.62,158.8,"BallSpeed",2012
133,133,"Brian Harman",101,164.71,14824.23,90,170.6,159.52,"BallSpeed",2012
134,134,"Kris Blanks",65,164.63,8395.93,51,171.4,157.28,"BallSpeed",2012
135,135,"Billy Horschel",63,164.61,7571.89,46,168.35,160.35,"BallSpeed",2012
136,136,"Jonas Blixt",72,164.27,10184.77,62,170.55,155.09,"BallSpeed",2012
137,137,"Kevin Kisner",69,164.18,8373.01,51,169.18,158.53,"BallSpeed",2012
138,138,"Johnson Wagner",88,164.09,11978.71,73,168.1,160.31,"BallSpeed",2012
139,139,"Ken Duke",104,164.05,14436.18,88,169.67,155.37,"BallSpeed",2012
139,139,"Spencer Levin",81,164.05,10170.9,62,170.01,159.03,"BallSpeed",2012
141,141,"Brandt Snedeker",81,164.04,10170.34,62,168.67,160.4,"BallSpeed",2012
142,142,"DA Points",88,164,12136.29,74,171.72,158.33,"BallSpeed",2012
143,143,"Luke Donald",63,163.94,8196.78,50,168.61,153.33,"BallSpeed",2012
144,144,"Brendon Todd",78,163.71,9003.99,55,169.66,154.07,"BallSpeed",2012
145,145,"Billy Mayfair",90,163.35,11924.26,73,168.12,158.39,"BallSpeed",2012
146,146,"Ben Crane",73,163.2,10771.09,66,169.96,159.1,"BallSpeed",2012
147,147,"Chez Reavie",83,163.1,9949.09,61,170.38,158.63,"BallSpeed",2012
148,148,"Richard Lee",71,162.96,7659.1,47,166.46,154.46,"BallSpeed",2012
149,149,"Jason Bohn",81,162.92,10263.97,63,168.66,158.25,"BallSpeed",2012
150,150,"Arjun Atwal",79,162.83,10095.26,62,167.56,154.66,"BallSpeed",2012
151,151,"Steve Wheatcroft",56,162.79,6185.95,38,165.74,156.39,"BallSpeed",2012
152,152,"Sung Kang",75,162.74,9113.72,56,169.28,154.78,"BallSpeed",2012
153,153,"David Hearn",95,162.69,13014.85,80,166.28,158.28,"BallSpeed",2012
154,154,"Ryuji Imada",78,162.57,9754.11,60,173.34,157.87,"BallSpeed",2012
155,155,"Greg Chalmers",88,162.54,12515.37,77,166.47,158.71,"BallSpeed",2012
156,156,"Russell Knox",72,162.5,8612.59,53,167.28,156.93,"BallSpeed",2012
157,157,"Alexandre Rocha",62,162.48,7799.12,48,169.15,158.4,"BallSpeed",2012
158,158,"Cameron Beckman",81,162.39,11042.2,68,167.37,156.02,"BallSpeed",2012
159,159,"Scott Dunlap",57,162.27,7139.92,44,167.44,157.73,"BallSpeed",2012
160,160,"Tommy Biershenk",74,162.25,8761.26,54,168.13,156.6,"BallSpeed",2012
160,160,"Dicky Pride",62,162.25,8112.66,50,166.07,154.66,"BallSpeed",2012
162,162,"Gary Christian",91,162.21,10381.47,64,168.07,156.63,"BallSpeed",2012
163,163,"Jim Furyk",85,162.12,10862.28,67,166.57,154.39,"BallSpeed",2012
164,164,"KJ Choi",71,162.04,8911.95,55,169.21,156.49,"BallSpeed",2012
165,165,"Stephen Ames",54,161.89,5018.56,31,165.17,157.13,"BallSpeed",2012
166,166,"Bryce Molder",83,161.82,11489.16,71,165.06,156.72,"BallSpeed",2012
167,167,"Ted Potter Jr",77,161.8,9707.75,60,167.06,154.01,"BallSpeed",2012
168,168,"Vaughn Taylor",81,161.02,9017.14,56,167.76,155.89,"BallSpeed",2012
169,169,"Matt Kuchar",86,160.51,10914.5,68,164.73,155.24,"BallSpeed",2012
170,170,"John Mallinger",74,160.28,9616.78,60,163.62,154.78,"BallSpeed",2012
171,171,"Patrick Sheehan",58,160.17,6567.09,41,164.74,156.17,"BallSpeed",2012
172,172,"Ben Curtis",62,160.15,8327.7,52,165.02,155.39,"BallSpeed",2012
173,173,"Kyle Thompson",51,159.89,5436.11,34,164.21,156.11,"BallSpeed",2012
174,174,"Rocco Mediate",70,159.69,8942.5,56,164.61,155.06,"BallSpeed",2012
175,175,"David Mathis",83,159.35,10357.52,65,163.05,152.62,"BallSpeed",2012
176,176,"Justin Leonard",79,159.22,8916.41,56,163.73,153.86,"BallSpeed",2012
177,177,"Zach Johnson",95,159.21,11781.77,74,164.17,151.74,"BallSpeed",2012
178,178,"Mark Wilson",84,159.14,10821.37,68,164.77,153.41,"BallSpeed",2012
179,179,"Billy Hurley III",70,158.89,8262.23,52,163.84,151.1,"BallSpeed",2012
180,180,"Tom Pernice Jr",62,158.37,8076.88,51,165.37,153.12,"BallSpeed",2012
181,181,"Colt Knost",79,157.76,10096.39,64,163.73,151.97,"BallSpeed",2012
182,182,"Jeff Maggert",83,157.61,11978.13,76,165.07,152.87,"BallSpeed",2012
183,183,"Heath Slocum",93,157.39,11174.57,71,160.57,151.47,"BallSpeed",2012
184,184,"Chris DiMarco",83,157.35,10385.34,66,162.63,147.94,"BallSpeed",2012
185,185,"Brian Davis",91,156.9,12709.17,81,162.37,150.94,"BallSpeed",2012
186,186,"Jerry Kelly",84,155.51,11352.31,73,161.93,151.24,"BallSpeed",2012
187,187,"Nick OHern",78,155.3,10094.4,65,162.91,148.31,"BallSpeed",2012
188,188,"Brian Gay",91,155.12,11324,73,157.76,150.26,"BallSpeed",2012
189,189,"David Toms",60,154.98,6354.07,41,158.57,149.68,"BallSpeed",2012
190,190,"Tim Clark",60,154.88,8518.58,55,158.65,148.81,"BallSpeed",2012
191,191,"Gavin Coles",72,154.42,7875.55,51,158.73,143.1,"BallSpeed",2012
