"25FinalRoundPerformance_RANKTHISWEEK_2015","25FinalRoundPerformance_RANKLASTWEEK_2015","25FinalRoundPerformance_PLAYERNAME_2015","25FinalRoundPerformance_EVENTS_2015","25FinalRoundPerformance_PctTIMESIMPROVED_2015","25FinalRoundPerformance_OFTIMESIMPROVED_2015","stat_name","year"
1,1,"Paul Casey",24,100,7,"25FinalRoundPerformance",2015
1,1,"Jason Day",20,100,2,"25FinalRoundPerformance",2015
1,1,"Hideki Matsuyama",25,100,4,"25FinalRoundPerformance",2015
1,1,"Greg Owen",19,100,3,"25FinalRoundPerformance",2015
1,1,"Chez Reavie",19,100,6,"25FinalRoundPerformance",2015
1,1,"Henrik Stenson",16,100,6,"25FinalRoundPerformance",2015
1,1,"Johnson Wagner",23,100,5,"25FinalRoundPerformance",2015
1,1,"Bubba Watson",19,100,3,"25FinalRoundPerformance",2015
1,1,"Will Wilcox",17,100,8,"25FinalRoundPerformance",2015
10,10,"William McGirt",30,91.7,11,"25FinalRoundPerformance",2015
11,11,"Robert Streb",30,90.9,10,"25FinalRoundPerformance",2015
12,12,"Tom Hoge",26,90,9,"25FinalRoundPerformance",2015
13,13,"Charley Hoffman",28,87.5,7,"25FinalRoundPerformance",2015
13,13,"Ryan Palmer",22,87.5,7,"25FinalRoundPerformance",2015
13,13,"Camilo Villegas",27,87.5,7,"25FinalRoundPerformance",2015
13,13,"Lee Westwood",15,87.5,7,"25FinalRoundPerformance",2015
17,17,"Rory Sabbatini",25,85.7,6,"25FinalRoundPerformance",2015
18,18,"Keegan Bradley",24,83.3,10,"25FinalRoundPerformance",2015
18,18,"Jerry Kelly",24,83.3,5,"25FinalRoundPerformance",2015
18,18,"Ryan Moore",24,83.3,5,"25FinalRoundPerformance",2015
21,21,"Jason Bohn",27,81.8,9,"25FinalRoundPerformance",2015
21,21,"Chris Kirk",21,81.8,9,"25FinalRoundPerformance",2015
23,23,"Jonathan Byrd",22,80,4,"25FinalRoundPerformance",2015
23,23,"Angel Cabrera",19,80,4,"25FinalRoundPerformance",2015
23,23,"John Huh",31,80,12,"25FinalRoundPerformance",2015
23,23,"Billy Hurley III",28,80,8,"25FinalRoundPerformance",2015
23,23,"Colt Knost",29,80,8,"25FinalRoundPerformance",2015
28,28,"Steven Bowditch",32,77.8,7,"25FinalRoundPerformance",2015
28,28,"KJ Choi",19,77.8,7,"25FinalRoundPerformance",2015
28,28,"Tony Finau",31,77.8,7,"25FinalRoundPerformance",2015
28,28,"Martin Laird",24,77.8,7,"25FinalRoundPerformance",2015
28,28,"SJ Park",27,77.8,7,"25FinalRoundPerformance",2015
28,28,"Brendan Steele",24,77.8,7,"25FinalRoundPerformance",2015
28,28,"Chris Stroud",28,77.8,7,"25FinalRoundPerformance",2015
35,35,"Mark Wilson",28,76.9,10,"25FinalRoundPerformance",2015
36,36,"Scott Langley",28,76.5,13,"25FinalRoundPerformance",2015
37,37,"Steven Alker",22,75,3,"25FinalRoundPerformance",2015
37,37,"Ricky Barnes",27,75,6,"25FinalRoundPerformance",2015
37,37,"Kevin Chappell",26,75,6,"25FinalRoundPerformance",2015
37,37,"Robert Garrigus",25,75,6,"25FinalRoundPerformance",2015
37,37,"Russell Henley",24,75,9,"25FinalRoundPerformance",2015
37,37,"Jim Herman",27,75,6,"25FinalRoundPerformance",2015
37,37,"Whee Kim",23,75,6,"25FinalRoundPerformance",2015
37,37,"Marc Leishman",23,75,6,"25FinalRoundPerformance",2015
37,37,"Louis Oosthuizen",20,75,3,"25FinalRoundPerformance",2015
37,37,"DA Points",26,75,6,"25FinalRoundPerformance",2015
37,37,"Patrick Reed",27,75,6,"25FinalRoundPerformance",2015
48,48,"Harris English",29,72.7,8,"25FinalRoundPerformance",2015
48,48,"David Hearn",30,72.7,8,"25FinalRoundPerformance",2015
48,48,"Kevin Kisner",30,72.7,8,"25FinalRoundPerformance",2015
48,48,"Ben Martin",27,72.7,8,"25FinalRoundPerformance",2015
48,48,"George McNeill",27,72.7,8,"25FinalRoundPerformance",2015
48,48,"Pat Perez",26,72.7,8,"25FinalRoundPerformance",2015
48,48,"Alex Prugh",27,72.7,8,"25FinalRoundPerformance",2015
48,48,"Vijay Singh",23,72.7,8,"25FinalRoundPerformance",2015
48,48,"Shawn Stefani",26,72.7,8,"25FinalRoundPerformance",2015
57,57,"Jonas Blixt",26,71.4,5,"25FinalRoundPerformance",2015
57,57,"Roberto Castro",16,71.4,5,"25FinalRoundPerformance",2015
57,57,"Jon Curran",28,71.4,5,"25FinalRoundPerformance",2015
57,57,"Lucas Glover",26,71.4,5,"25FinalRoundPerformance",2015
57,57,"Charl Schwartzel",19,71.4,5,"25FinalRoundPerformance",2015
57,57,"Brandt Snedeker",27,71.4,5,"25FinalRoundPerformance",2015
57,57,"Boo Weekley",24,71.4,5,"25FinalRoundPerformance",2015
64,64,"Stewart Cink",23,70,7,"25FinalRoundPerformance",2015
64,64,"Matt Jones",25,70,7,"25FinalRoundPerformance",2015
64,64,"Brendon Todd",27,70,7,"25FinalRoundPerformance",2015
64,64,"Nick Watney",28,70,7,"25FinalRoundPerformance",2015
64,64,"Steve Wheatcroft",28,70,7,"25FinalRoundPerformance",2015
69,69,"Aaron Baddeley",25,66.7,6,"25FinalRoundPerformance",2015
69,69,"Francesco Molinari",16,66.7,4,"25FinalRoundPerformance",2015
69,69,"Ian Poulter",19,66.7,2,"25FinalRoundPerformance",2015
69,69,"John Senden",24,66.7,6,"25FinalRoundPerformance",2015
69,69,"Brian Stuard",31,66.7,8,"25FinalRoundPerformance",2015
69,69,"David Toms",21,66.7,4,"25FinalRoundPerformance",2015
69,69,"Bo Van Pelt",28,66.7,6,"25FinalRoundPerformance",2015
76,76,"Chesson Hadley",30,64.3,9,"25FinalRoundPerformance",2015
76,76,"James Hahn",28,64.3,9,"25FinalRoundPerformance",2015
76,76,"Billy Horschel",28,64.3,9,"25FinalRoundPerformance",2015
79,79,"Chad Campbell",30,63.6,7,"25FinalRoundPerformance",2015
79,79,"Alex Cejka",30,63.6,7,"25FinalRoundPerformance",2015
79,79,"John Peterson",25,63.6,7,"25FinalRoundPerformance",2015
82,82,"Blayne Barber",26,62.5,5,"25FinalRoundPerformance",2015
82,82,"Charlie Beljan",27,62.5,5,"25FinalRoundPerformance",2015
82,82,"Geoff Ogilvy",15,62.5,5,"25FinalRoundPerformance",2015
85,85,"Jeff Overton",30,61.5,8,"25FinalRoundPerformance",2015
85,85,"Kyle Reifers",31,61.5,8,"25FinalRoundPerformance",2015
87,87,"Daniel Berger",31,60,3,"25FinalRoundPerformance",2015
87,87,"Greg Chalmers",17,60,6,"25FinalRoundPerformance",2015
87,87,"Oscar Fraustro",21,60,3,"25FinalRoundPerformance",2015
87,87,"Sergio Garcia",15,60,3,"25FinalRoundPerformance",2015
87,87,"Fabian Gomez",26,60,6,"25FinalRoundPerformance",2015
87,87,"Brian Harman",29,60,6,"25FinalRoundPerformance",2015
93,93,"Sangmoon Bae",30,58.3,7,"25FinalRoundPerformance",2015
