"BirdieorBetterPercentage125150ya_RANKTHISWEEK_2011","BirdieorBetterPercentage125150ya_RANKLASTWEEK_2011","BirdieorBetterPercentage125150ya_PLAYERNAME_2011","BirdieorBetterPercentage125150ya_ROUNDS_2011","BirdieorBetterPercentage125150ya_Pct_2011","BirdieorBetterPercentage125150ya_TOTALBIRDIES_2011","BirdieorBetterPercentage125150ya_TOTALHOLES_2011","stat_name","year"
1,1,"Steve Stricker",70,28.1,43,153,"BirdieorBetterPercentage125150ya",2011
2,2,"Matt Kuchar",94,26.8,52,194,"BirdieorBetterPercentage125150ya",2011
3,3,"Nathan Green",81,25.25,51,202,"BirdieorBetterPercentage125150ya",2011
4,4,"Hunter Mahan",92,25.11,57,227,"BirdieorBetterPercentage125150ya",2011
5,5,"Brian Gay",90,25,49,196,"BirdieorBetterPercentage125150ya",2011
6,6,"Brendon de Jonge",105,24.64,69,280,"BirdieorBetterPercentage125150ya",2011
7,7,"Arjun Atwal",91,24.35,66,271,"BirdieorBetterPercentage125150ya",2011
8,8,"Charlie Wi",83,24.19,52,215,"BirdieorBetterPercentage125150ya",2011
9,9,"Justin Rose",79,24.02,43,179,"BirdieorBetterPercentage125150ya",2011
10,10,"Shane Bertsch",62,23.98,41,171,"BirdieorBetterPercentage125150ya",2011
11,11,"Aron Price",58,23.78,39,164,"BirdieorBetterPercentage125150ya",2011
12,12,"Ian Poulter",52,23.73,28,118,"BirdieorBetterPercentage125150ya",2011
13,13,"Chez Reavie",92,23.6,63,267,"BirdieorBetterPercentage125150ya",2011
14,14,"Zach Johnson",79,23.38,36,154,"BirdieorBetterPercentage125150ya",2011
15,15,"Gary Woodland",93,23.32,52,223,"BirdieorBetterPercentage125150ya",2011
16,16,"Rod Pampling",72,23.29,51,219,"BirdieorBetterPercentage125150ya",2011
17,17,"Retief Goosen",50,23.26,30,129,"BirdieorBetterPercentage125150ya",2011
18,18,"Robert Allenby",84,23,49,213,"BirdieorBetterPercentage125150ya",2011
