"TenthTeeLateRound3ScoringAverage_RANKTHISWEEK_2015","TenthTeeLateRound3ScoringAverage_RANKLASTWEEK_2015","TenthTeeLateRound3ScoringAverage_PLAYERNAME_2015","TenthTeeLateRound3ScoringAverage__2015","TenthTeeLateRound3ScoringAverage_AVG_2015","TenthTeeLateRound3ScoringAverage_TOTALSTROKES_2015","TenthTeeLateRound3ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Jim Herman",NA,62,62,1,"TenthTeeLateRound3ScoringAverage",2015
2,2,"Matt Kuchar",NA,64,64,1,"TenthTeeLateRound3ScoringAverage",2015
3,3,"Aaron Baddeley",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2015
3,3,"Graham DeLaet",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2015
3,3,"Jimmy Walker",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2015
6,6,"Sangmoon Bae",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2015
6,6,"Steven Bowditch",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2015
6,6,"Jason Dufner",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2015
6,6,"Ryo Ishikawa",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2015
6,6,"Bill Lunde",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2015
6,6,"Francesco Molinari",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2015
6,6,"Seung Yul Noh",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2015
6,6,"DA Points",NA,67,134,2,"TenthTeeLateRound3ScoringAverage",2015
6,6,"Justin Thomas",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2015
15,15,"Alex Prugh",NA,67.67,203,3,"TenthTeeLateRound3ScoringAverage",2015
15,15,"Jhonattan Vegas",NA,67.67,203,3,"TenthTeeLateRound3ScoringAverage",2015
17,17,"Sean OHair",NA,67.75,271,4,"TenthTeeLateRound3ScoringAverage",2015
18,18,"Robert Allenby",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2015
18,18,"Jonathan Byrd",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2015
18,18,"KJ Choi",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2015
18,18,"John Huh",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2015
18,18,"Dustin Johnson",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2015
18,18,"Russell Knox",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2015
18,18,"Greg Owen",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2015
18,18,"Brendan Steele",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2015
26,26,"Colt Knost",NA,68.25,273,4,"TenthTeeLateRound3ScoringAverage",2015
27,27,"Hudson Swafford",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2015
27,27,"Brendon Todd",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2015
29,29,"Scott Brown",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2015
29,29,"Jamie Donaldson",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2015
29,29,"Gonzalo Fdez Castano",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2015
29,29,"Chesson Hadley",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2015
29,29,"James Hahn",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2015
29,29,"David Hearn",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2015
29,29,"JJ Henry",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2015
29,29,"Matt Jones",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2015
29,29,"William McGirt",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2015
29,29,"Kevin Na",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2015
29,29,"Scott Piercy",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2015
29,29,"Daniel Summerhays",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2015
41,41,"Steve Wheatcroft",NA,69.2,346,5,"TenthTeeLateRound3ScoringAverage",2015
42,42,"Scott Pinckney",NA,69.33,208,3,"TenthTeeLateRound3ScoringAverage",2015
43,43,"Spencer Levin",NA,69.4,347,5,"TenthTeeLateRound3ScoringAverage",2015
44,44,"Greg Chalmers",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2015
44,44,"Adam Hadwin",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2015
44,44,"David Lingmerth",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2015
44,44,"Carl Pettersson",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2015
48,48,"Scott Langley",NA,69.67,209,3,"TenthTeeLateRound3ScoringAverage",2015
49,49,"Kyle Reifers",NA,69.75,279,4,"TenthTeeLateRound3ScoringAverage",2015
50,50,"Martin Flores",NA,69.8,349,5,"TenthTeeLateRound3ScoringAverage",2015
