"BounceBack_RANKTHISWEEK_2011","BounceBack_RANKLASTWEEK_2011","BounceBack_PLAYERNAME_2011","BounceBack_ROUNDS_2011","BounceBack_Pct_2011","stat_name","year"
45,45,"David Toms",78,22.04,"BounceBack",2011
46,46,"Robert Garrigus",83,22.01,"BounceBack",2011
46,46,"Garrett Willis",71,22.01,"BounceBack",2011
48,48,"Jim Herman",69,22,"BounceBack",2011
49,49,"Chris Couch",73,21.99,"BounceBack",2011
50,50,"Cameron Beckman",71,21.88,"BounceBack",2011
50,50,"Angel Cabrera",50,21.88,"BounceBack",2011
52,52,"Steven Bowditch",86,21.72,"BounceBack",2011
52,52,"Jarrod Lyle",83,21.72,"BounceBack",2011
54,54,"Rocco Mediate",53,21.65,"BounceBack",2011
55,55,"Bio Kim",71,21.58,"BounceBack",2011
56,56,"Woody Austin",59,21.57,"BounceBack",2011
57,57,"Tim Herron",85,21.52,"BounceBack",2011
58,58,"Kris Blanks",92,21.51,"BounceBack",2011
59,59,"Stewart Cink",72,21.46,"BounceBack",2011
59,59,"Ben Martin",74,21.46,"BounceBack",2011
59,59,"Ryan Moore",79,21.46,"BounceBack",2011
59,59,"Bubba Watson",85,21.46,"BounceBack",2011
63,63,"Kevin Streelman",90,21.4,"BounceBack",2011
64,64,"Billy Mayfair",94,20.97,"BounceBack",2011
64,64,"Nick Watney",80,20.97,"BounceBack",2011
66,66,"Derek Lamely",65,20.92,"BounceBack",2011
66,66,"Vaughn Taylor",89,20.92,"BounceBack",2011
68,68,"Stuart Appleby",65,20.9,"BounceBack",2011
69,69,"Chad Campbell",99,20.83,"BounceBack",2011
69,69,"Michael Connell",76,20.83,"BounceBack",2011
71,71,"Matt Bettencourt",84,20.82,"BounceBack",2011
71,71,"Rory Sabbatini",85,20.82,"BounceBack",2011
73,73,"Steve Flesch",88,20.64,"BounceBack",2011
74,74,"Joe Ogilvie",75,20.63,"BounceBack",2011
75,75,"Troy Merritt",63,20.51,"BounceBack",2011
76,76,"Spencer Levin",113,20.5,"BounceBack",2011
77,77,"Graeme McDowell",50,20.42,"BounceBack",2011
77,77,"Jim Renner",65,20.42,"BounceBack",2011
79,79,"Charles Howell III",108,20.33,"BounceBack",2011
79,79,"Ryuji Imada",83,20.33,"BounceBack",2011
79,79,"Andres Romero",77,20.33,"BounceBack",2011
82,82,"Michael Putnam",67,20.32,"BounceBack",2011
82,82,"Josh Teater",104,20.32,"BounceBack",2011
82,82,"Gary Woodland",93,20.32,"BounceBack",2011
85,85,"George McNeill",69,20.3,"BounceBack",2011
85,85,"Michael Thompson",79,20.3,"BounceBack",2011
87,87,"Anthony Kim",72,20.27,"BounceBack",2011
88,88,"Steve Stricker",70,20.26,"BounceBack",2011
89,89,"YE Yang",63,20.25,"BounceBack",2011
90,90,"Brendon de Jonge",105,20.22,"BounceBack",2011
91,91,"Robert Allenby",84,20.18,"BounceBack",2011
91,91,"Paul Stankowski",78,20.18,"BounceBack",2011
93,93,"Chez Reavie",92,20.15,"BounceBack",2011
94,94,"David Duval",67,20.09,"BounceBack",2011
95,95,"Kevin Chappell",78,20,"BounceBack",2011
95,95,"Hunter Haas",96,20,"BounceBack",2011
95,95,"Matt McQuillan",59,20,"BounceBack",2011
98,98,"Nick OHern",89,19.92,"BounceBack",2011
99,99,"Bill Haas",93,19.91,"BounceBack",2011
99,99,"Kent Jones",76,19.91,"BounceBack",2011
99,99,"Brandt Snedeker",85,19.91,"BounceBack",2011
102,102,"Jason Bohn",74,19.9,"BounceBack",2011
103,103,"Jason Day",76,19.89,"BounceBack",2011
104,104,"Jimmy Walker",79,19.82,"BounceBack",2011
105,105,"Chris Stroud",88,19.76,"BounceBack",2011
106,106,"Ian Poulter",52,19.73,"BounceBack",2011
107,107,"Arjun Atwal",91,19.72,"BounceBack",2011
108,108,"Retief Goosen",50,19.58,"BounceBack",2011
109,109,"Scott Stallings",84,19.54,"BounceBack",2011
110,110,"Matt Kuchar",94,19.51,"BounceBack",2011
111,111,"Freddie Jacobson",92,19.5,"BounceBack",2011
112,112,"Carl Pettersson",95,19.47,"BounceBack",2011
112,112,"Brendan Steele",89,19.47,"BounceBack",2011
114,114,"Joseph Bramlett",73,19.41,"BounceBack",2011
115,115,"Ricky Barnes",78,19.33,"BounceBack",2011
116,116,"Keegan Bradley",91,19.32,"BounceBack",2011
117,117,"Nathan Green",81,19.2,"BounceBack",2011
118,118,"Greg Chalmers",88,19.18,"BounceBack",2011
119,119,"Andres Gonzales",60,19.17,"BounceBack",2011
120,120,"Stephen Ames",69,19.13,"BounceBack",2011
121,121,"Bryce Molder",82,19.12,"BounceBack",2011
122,122,"DJ Trahan",91,19.11,"BounceBack",2011
123,123,"Troy Matteson",91,18.97,"BounceBack",2011
124,124,"Jeff Overton",92,18.91,"BounceBack",2011
125,125,"Tag Ridings",87,18.89,"BounceBack",2011
126,126,"Ernie Els",71,18.78,"BounceBack",2011
127,127,"Charl Schwartzel",58,18.67,"BounceBack",2011
128,128,"Zack Miller",86,18.6,"BounceBack",2011
129,129,"Phil Mickelson",79,18.52,"BounceBack",2011
130,130,"David Hearn",88,18.47,"BounceBack",2011
131,131,"Harrison Frazar",58,18.37,"BounceBack",2011
132,132,"John Rollins",85,18.22,"BounceBack",2011
133,133,"Jason Dufner",78,18.18,"BounceBack",2011
133,133,"Camilo Villegas",69,18.18,"BounceBack",2011
135,135,"Jerry Kelly",85,18.14,"BounceBack",2011
135,135,"Johnson Wagner",81,18.14,"BounceBack",2011
137,137,"Ben Curtis",66,18.13,"BounceBack",2011
138,138,"John Senden",94,18.11,"BounceBack",2011
139,139,"Dean Wilson",62,18.07,"BounceBack",2011
140,140,"Alex Cejka",59,18.01,"BounceBack",2011
141,141,"Heath Slocum",89,17.83,"BounceBack",2011
142,142,"Chris DiMarco",93,17.74,"BounceBack",2011
143,143,"Kevin Na",84,17.6,"BounceBack",2011
144,144,"Alex Prugh",82,17.52,"BounceBack",2011
145,145,"Charlie Wi",83,17.5,"BounceBack",2011
146,146,"Jim Furyk",87,17.43,"BounceBack",2011
147,147,"Roland Thatcher",67,17.35,"BounceBack",2011
148,148,"Bo Van Pelt",92,17.2,"BounceBack",2011
149,149,"James Driscoll",71,17.19,"BounceBack",2011
150,150,"Martin Piller",63,17.18,"BounceBack",2011
151,151,"Tom Gillis",55,17.06,"BounceBack",2011
152,152,"Sung Kang",63,17.03,"BounceBack",2011
153,153,"Rod Pampling",72,17.02,"BounceBack",2011
154,154,"Vijay Singh",79,16.95,"BounceBack",2011
155,155,"Kevin Kisner",70,16.89,"BounceBack",2011
156,156,"JJ Henry",96,16.87,"BounceBack",2011
157,157,"Justin Hicks",60,16.82,"BounceBack",2011
157,157,"Pat Perez",76,16.82,"BounceBack",2011
157,157,"Mark Wilson",89,16.82,"BounceBack",2011
160,160,"Ben Crane",76,16.75,"BounceBack",2011
160,160,"Lee Janzen",62,16.75,"BounceBack",2011
162,162,"Briny Baird",60,16.55,"BounceBack",2011
163,163,"Colt Knost",80,16.53,"BounceBack",2011
164,164,"Zach Johnson",79,16.39,"BounceBack",2011
164,164,"David Mathis",83,16.39,"BounceBack",2011
166,166,"Richard Johnson",64,16.23,"BounceBack",2011
167,167,"Brian Gay",90,16.09,"BounceBack",2011
168,168,"Padraig Harrington",60,16.07,"BounceBack",2011
169,169,"Trevor Immelman",84,15.89,"BounceBack",2011
170,170,"Justin Leonard",82,15.77,"BounceBack",2011
171,171,"Joe Durant",71,15.71,"BounceBack",2011
172,172,"Sean OHair",71,15.65,"BounceBack",2011
173,173,"Bobby Gates",82,15.5,"BounceBack",2011
174,174,"Marc Leishman",87,15.23,"BounceBack",2011
175,175,"Shaun Micheel",77,15.19,"BounceBack",2011
176,176,"Alexandre Rocha",65,14.97,"BounceBack",2011
177,177,"Scott McCarron",65,14.66,"BounceBack",2011
178,178,"Michael Bradley",74,14.56,"BounceBack",2011
178,178,"William McGirt",103,14.56,"BounceBack",2011
180,180,"Chris Riley",76,14.29,"BounceBack",2011
181,181,"Steve Elkington",50,13.95,"BounceBack",2011
182,182,"DJ Brigman",67,13.9,"BounceBack",2011
183,183,"JP Hayes",56,13.19,"BounceBack",2011
184,184,"Daniel Summerhays",75,13.01,"BounceBack",2011
185,185,"Paul Goydos",81,12.85,"BounceBack",2011
186,186,"Rich Beem",53,8.9,"BounceBack",2011
