"Last15EventsShortGame_RANKTHISWEEK_2010","Last15EventsShortGame_RANKLASTWEEK_2010","Last15EventsShortGame_PLAYERNAME_2010","Last15EventsShortGame_EVENTS_2010","Last15EventsShortGame_RATING_2010","stat_name","year"
1,1,"Shigeki Maruyama",1,8.3,"Last15EventsShortGame",2010
2,2,"Tom Byrum",1,7.9,"Last15EventsShortGame",2010
2,2,"Bob Estes",5,7.9,"Last15EventsShortGame",2010
4,4,"Robert Damron",1,7.7,"Last15EventsShortGame",2010
4,4,"Tim Wilkinson",4,7.7,"Last15EventsShortGame",2010
6,6,"Chad Collins",7,7.6,"Last15EventsShortGame",2010
6,6,"Justin Rose",10,7.6,"Last15EventsShortGame",2010
6,6,"Warren Schutte",1,7.6,"Last15EventsShortGame",2010
9,9,"Kevin Chappell",1,7.5,"Last15EventsShortGame",2010
9,9,"Daniel Chopra",4,7.5,"Last15EventsShortGame",2010
9,9,"Jay Delsing",1,7.5,"Last15EventsShortGame",2010
9,9,"Jeff Klauk",5,7.5,"Last15EventsShortGame",2010
9,9,"Chris Rogers",1,7.5,"Last15EventsShortGame",2010
9,9,"Marc Turnesa",1,7.5,"Last15EventsShortGame",2010
9,9,"Matt Weibring",4,7.5,"Last15EventsShortGame",2010
16,16,"Carlos Franco",4,7.4,"Last15EventsShortGame",2010
16,16,"Marcus Fraser",1,7.4,"Last15EventsShortGame",2010
16,16,"Soren Kjeldsen",3,7.4,"Last15EventsShortGame",2010
19,19,"Rich Barcelo",3,7.3,"Last15EventsShortGame",2010
19,19,"Bob Heintz",2,7.3,"Last15EventsShortGame",2010
19,19,"Michael ONeal",1,7.3,"Last15EventsShortGame",2010
19,19,"Alistair Presnell",1,7.3,"Last15EventsShortGame",2010
19,27,"Mike Weir",5,7.3,"Last15EventsShortGame",2010
24,23,"Tim Clark",8,7.2,"Last15EventsShortGame",2010
24,23,"Robin Freeman",1,7.2,"Last15EventsShortGame",2010
24,23,"Zach Johnson",9,7.2,"Last15EventsShortGame",2010
24,23,"Chris Riley",7,7.2,"Last15EventsShortGame",2010
28,27,"Jason Dufner",7,7.1,"Last15EventsShortGame",2010
28,27,"Alex Hamilton",1,7.1,"Last15EventsShortGame",2010
28,27,"Spencer Levin",9,7.1,"Last15EventsShortGame",2010
28,27,"Hunter Mahan",7,7.1,"Last15EventsShortGame",2010
28,27,"Brandt Snedeker",7,7.1,"Last15EventsShortGame",2010
28,27,"Cameron Tringale",2,7.1,"Last15EventsShortGame",2010
28,27,"Scott Verplank",7,7.1,"Last15EventsShortGame",2010
35,35,"Fred Couples",5,7,"Last15EventsShortGame",2010
35,35,"Luke Donald",7,7,"Last15EventsShortGame",2010
35,35,"David Duval",4,7,"Last15EventsShortGame",2010
35,35,"John Ellis",1,7,"Last15EventsShortGame",2010
35,35,"Charles Howell III",11,7,"Last15EventsShortGame",2010
35,35,"Trevor Immelman",3,7,"Last15EventsShortGame",2010
35,35,"Marc Leishman",7,7,"Last15EventsShortGame",2010
35,35,"Billy Mayfair",6,7,"Last15EventsShortGame",2010
35,35,"Nick OHern",6,7,"Last15EventsShortGame",2010
35,35,"Jeff Overton",10,7,"Last15EventsShortGame",2010
35,35,"Charl Schwartzel",3,7,"Last15EventsShortGame",2010
35,35,"Michael Sim",6,7,"Last15EventsShortGame",2010
35,35,"Danny Wax",1,7,"Last15EventsShortGame",2010
35,35,"Jay Williamson",9,7,"Last15EventsShortGame",2010
35,35,"Dean Wilson",7,7,"Last15EventsShortGame",2010
50,50,"KJ Choi",7,6.9,"Last15EventsShortGame",2010
50,50,"Robert Gamez",1,6.9,"Last15EventsShortGame",2010
50,50,"Retief Goosen",9,6.9,"Last15EventsShortGame",2010
50,50,"Robert Karlsson",5,6.9,"Last15EventsShortGame",2010
50,50,"Jerry Kelly",8,6.9,"Last15EventsShortGame",2010
50,50,"Anthony Kim",7,6.9,"Last15EventsShortGame",2010
50,50,"Jarrod Lyle",5,6.9,"Last15EventsShortGame",2010
50,50,"Carl Pettersson",7,6.9,"Last15EventsShortGame",2010
50,50,"Aron Price",8,6.9,"Last15EventsShortGame",2010
50,50,"Heath Slocum",10,6.9,"Last15EventsShortGame",2010
60,60,"Stephen Ames",9,6.8,"Last15EventsShortGame",2010
60,60,"Cameron Beckman",5,6.8,"Last15EventsShortGame",2010
60,60,"Michael Connell",8,6.8,"Last15EventsShortGame",2010
60,60,"Jim Furyk",8,6.8,"Last15EventsShortGame",2010
60,60,"Brian Gay",6,6.8,"Last15EventsShortGame",2010
60,60,"Padraig Harrington",8,6.8,"Last15EventsShortGame",2010
60,60,"Charley Hoffman",11,6.8,"Last15EventsShortGame",2010
60,60,"Ryuji Imada",6,6.8,"Last15EventsShortGame",2010
60,60,"Matt Jones",8,6.8,"Last15EventsShortGame",2010
60,60,"Michael Jonzon",1,6.8,"Last15EventsShortGame",2010
60,60,"Tom Lehman",7,6.8,"Last15EventsShortGame",2010
60,60,"Jamie Lovemark",2,6.8,"Last15EventsShortGame",2010
60,60,"Bill Lunde",4,6.8,"Last15EventsShortGame",2010
60,60,"Ross McGowan",2,6.8,"Last15EventsShortGame",2010
60,60,"Andrew McLardy",3,6.8,"Last15EventsShortGame",2010
60,60,"John Merrick",8,6.8,"Last15EventsShortGame",2010
60,60,"Phil Mickelson",8,6.8,"Last15EventsShortGame",2010
60,60,"Bryce Molder",7,6.8,"Last15EventsShortGame",2010
