"Par3Performance_RANKTHISWEEK_2010","Par3Performance_RANKLASTWEEK_2010","Par3Performance_PLAYERNAME_2010","Par3Performance_ROUNDS_2010","Par3Performance_STATUS_2010","Par3Performance_PAR3AVG_2010","Par3Performance_TOTALPAR_2010","stat_name","year"
1,1,"Pat Perez",90,-15,2.96,1089,"Par3Performance",2010
2,2,"Paul Stankowski",62,-14,2.94,750,"Par3Performance",2010
3,3,"David Toms",86,-12,2.97,1038,"Par3Performance",2010
4,4,"Aron Price",70,-11,2.96,846,"Par3Performance",2010
5,5,"David Duval",71,-10,2.97,870,"Par3Performance",2010
6,6,"Chad Campbell",95,-9,2.98,1143,"Par3Performance",2010
7,7,"Spencer Levin",110,-7,2.98,1347,"Par3Performance",2010
7,7,"Michael Sim",64,-7,2.97,750,"Par3Performance",2010
9,9,"Shaun Micheel",70,-6,2.98,840,"Par3Performance",2010
9,9,"Jeff Overton",89,-6,2.98,1056,"Par3Performance",2010
11,11,"Chad Collins",87,-4,2.99,1062,"Par3Performance",2010
12,12,"Ryuji Imada",90,-3,2.99,1095,"Par3Performance",2010
12,12,"Steve Stricker",73,-3,2.99,840,"Par3Performance",2010
12,12,"Chris Tidland",77,-3,2.99,927,"Par3Performance",2010
15,15,"Dean Wilson",54,-2,2.99,660,"Par3Performance",2010
16,16,"Luke Donald",71,-1,3,819,"Par3Performance",2010
16,16,"Tom Gillis",97,-1,3,1185,"Par3Performance",2010
18,18,"Chris DiMarco",88,0,3,1089,"Par3Performance",2010
18,18,"Freddie Jacobson",83,0,3,1002,"Par3Performance",2010
18,18,"Zach Johnson",93,0,3,1065,"Par3Performance",2010
18,18,"Michael Letzig",84,0,3,1029,"Par3Performance",2010
22,22,"Heath Slocum",97,1,3,1143,"Par3Performance",2010
23,23,"Michael Bradley",77,2,3.01,924,"Par3Performance",2010
23,23,"Jason Day",82,2,3.01,975,"Par3Performance",2010
23,23,"Mark Wilson",87,2,3.01,1053,"Par3Performance",2010
26,26,"John Mallinger",78,3,3.01,948,"Par3Performance",2010
27,27,"Rickie Fowler",98,4,3.01,1170,"Par3Performance",2010
28,28,"Tim Clark",88,5,3.01,1029,"Par3Performance",2010
28,28,"Kevin Na",94,5,3.01,1122,"Par3Performance",2010
30,30,"Briny Baird",87,6,3.02,1065,"Par3Performance",2010
30,30,"KJ Choi",82,6,3.02,987,"Par3Performance",2010
30,30,"Derek Lamely",81,6,3.02,993,"Par3Performance",2010
33,33,"Paul Casey",64,7,3.03,666,"Par3Performance",2010
33,33,"Steve Elkington",74,7,3.02,921,"Par3Performance",2010
33,33,"Jim Furyk",76,7,3.02,891,"Par3Performance",2010
33,33,"Marc Leishman",87,7,3.02,1023,"Par3Performance",2010
37,37,"Jason Bohn",84,8,3.02,1029,"Par3Performance",2010
37,37,"JP Hayes",79,8,3.02,969,"Par3Performance",2010
37,37,"Matt Kuchar",97,8,3.02,1122,"Par3Performance",2010
37,37,"Justin Rose",78,8,3.03,939,"Par3Performance",2010
37,37,"Jerod Turner",54,8,3.04,663,"Par3Performance",2010
42,42,"Greg Chalmers",93,9,3.02,1149,"Par3Performance",2010
42,42,"Lee Janzen",77,9,3.03,948,"Par3Performance",2010
42,42,"John Senden",103,9,3.02,1233,"Par3Performance",2010
42,42,"Garrett Willis",82,9,3.03,1002,"Par3Performance",2010
46,46,"Woody Austin",93,10,3.03,1140,"Par3Performance",2010
46,46,"Matt Jones",89,10,3.03,1095,"Par3Performance",2010
46,46,"Bill Lunde",79,10,3.03,975,"Par3Performance",2010
46,46,"Troy Merritt",86,10,3.03,1053,"Par3Performance",2010
46,46,"Sean OHair",84,10,3.03,963,"Par3Performance",2010
46,46,"Tom Pernice Jr",74,10,3.03,873,"Par3Performance",2010
46,46,"Chris Riley",73,10,3.03,891,"Par3Performance",2010
53,53,"Brendon de Jonge",114,11,3.02,1401,"Par3Performance",2010
53,53,"Nathan Green",86,11,3.03,1044,"Par3Performance",2010
53,53,"Bill Haas",87,11,3.03,1056,"Par3Performance",2010
53,53,"Davis Love III",79,11,3.04,939,"Par3Performance",2010
53,53,"Jeff Maggert",76,11,3.04,930,"Par3Performance",2010
53,53,"Jeff Quinney",91,11,3.03,1125,"Par3Performance",2010
53,53,"Jeev Milkha Singh",59,11,3.05,690,"Par3Performance",2010
53,53,"Jay Williamson",76,11,3.04,930,"Par3Performance",2010
61,61,"Stephen Ames",75,12,3.04,900,"Par3Performance",2010
61,61,"Retief Goosen",75,12,3.04,843,"Par3Performance",2010
61,61,"Brandt Snedeker",89,12,3.03,1095,"Par3Performance",2010
64,64,"Brad Faxon",58,13,3.05,714,"Par3Performance",2010
64,64,"Charles Howell III",103,13,3.03,1266,"Par3Performance",2010
64,64,"Jerry Kelly",99,13,3.03,1182,"Par3Performance",2010
64,64,"Hunter Mahan",85,13,3.04,999,"Par3Performance",2010
64,64,"Brenden Pappas",66,13,3.05,813,"Par3Performance",2010
64,64,"Charles Warren",64,13,3.05,774,"Par3Performance",2010
64,64,"Brett Wetterich",54,13,3.06,654,"Par3Performance",2010
71,71,"Mark Calcavecchia",50,14,3.07,579,"Par3Performance",2010
71,71,"Brian Gay",101,14,3.04,1173,"Par3Performance",2010
71,71,"Padraig Harrington",57,14,3.06,675,"Par3Performance",2010
71,71,"Charley Hoffman",85,14,3.04,1038,"Par3Performance",2010
71,71,"Phil Mickelson",76,14,3.05,891,"Par3Performance",2010
71,71,"Scott Piercy",88,14,3.04,1068,"Par3Performance",2010
77,77,"Brian Davis",101,15,3.04,1236,"Par3Performance",2010
77,77,"Dustin Johnson",83,15,3.05,957,"Par3Performance",2010
79,79,"Craig Bowden",56,16,3.07,681,"Par3Performance",2010
79,79,"George McNeill",79,16,3.05,948,"Par3Performance",2010
79,79,"Bryce Molder",84,16,3.05,1029,"Par3Performance",2010
79,79,"Ian Poulter",55,16,3.08,570,"Par3Performance",2010
79,79,"Josh Teater",101,16,3.04,1239,"Par3Performance",2010
79,79,"Cameron Tringale",55,16,3.07,669,"Par3Performance",2010
85,85,"David Lutterus",69,17,3.06,840,"Par3Performance",2010
85,85,"Garth Mulroy",53,17,3.08,648,"Par3Performance",2010
85,85,"Adam Scott",70,17,3.06,807,"Par3Performance",2010
85,85,"Kevin Streelman",90,17,3.05,1095,"Par3Performance",2010
85,85,"Vaughn Taylor",87,17,3.05,1059,"Par3Performance",2010
90,90,"Cameron Beckman",68,18,3.07,825,"Par3Performance",2010
90,90,"Tim Herron",79,18,3.06,963,"Par3Performance",2010
