"LaunchAngle_RANKTHISWEEK_2010","LaunchAngle_RANKLASTWEEK_2010","LaunchAngle_PLAYERNAME_2010","LaunchAngle_ROUNDS_2010","LaunchAngle_AVG_2010","LaunchAngle_TOTALVERTLAUNCHANGLE_2010","LaunchAngle_TOTALATTEMPTS_2010","LaunchAngle_LOWESTLAUNCHANGLE_2010","LaunchAngle_STEEPESTLAUNCHANGLE_2010","stat_name","year"
76,76,"Justin Rose",78,10.98,768.76,70,7.75,14.57,"LaunchAngle",2010
79,79,"Daniel Chopra",74,10.97,657.99,60,8.29,15.16,"LaunchAngle",2010
79,79,"Paul Goydos",78,10.97,745.8,68,6.43,14.43,"LaunchAngle",2010
81,81,"Brian Gay",101,10.95,941.42,86,6.98,14.03,"LaunchAngle",2010
82,82,"KJ Choi",82,10.94,667.4,61,7.88,15.01,"LaunchAngle",2010
83,83,"Robert Garrigus",71,10.93,458.93,42,7.7,15.2,"LaunchAngle",2010
84,84,"Michael Connell",89,10.9,762.75,70,7.53,14.1,"LaunchAngle",2010
85,85,"John Rollins",81,10.87,804.37,74,8.14,13.97,"LaunchAngle",2010
86,86,"Sean OHair",84,10.86,760.34,70,1.74,15.09,"LaunchAngle",2010
87,87,"Rich Barcelo",70,10.85,520.92,48,7.93,14.69,"LaunchAngle",2010
87,87,"Spencer Levin",110,10.85,878.47,81,6.99,14.07,"LaunchAngle",2010
89,89,"Jason Day",82,10.84,671.97,62,8.3,15.42,"LaunchAngle",2010
90,90,"Matt Bettencourt",91,10.8,539.82,50,7.45,17.35,"LaunchAngle",2010
91,91,"DJ Trahan",92,10.79,841.51,78,6.57,16.11,"LaunchAngle",2010
92,92,"Alex Prugh",88,10.78,744.15,69,8,15.55,"LaunchAngle",2010
92,92,"Bo Van Pelt",104,10.78,840.91,78,7.71,16.39,"LaunchAngle",2010
94,94,"Matt Kuchar",97,10.77,807.5,75,7.69,13.76,"LaunchAngle",2010
95,95,"Steve Elkington",74,10.76,548.64,51,2.46,15.62,"LaunchAngle",2010
95,95,"Geoff Ogilvy",62,10.76,591.7,55,7.02,16.27,"LaunchAngle",2010
97,97,"Kevin Johnson",62,10.75,473.03,44,6.81,15.21,"LaunchAngle",2010
98,98,"Dustin Johnson",83,10.74,698.42,65,7.23,15.56,"LaunchAngle",2010
99,99,"David Lutterus",69,10.73,504.35,47,6.51,14.39,"LaunchAngle",2010
100,100,"Ben Curtis",78,10.72,728.73,68,8.16,13.57,"LaunchAngle",2010
101,101,"Henrik Bjornstad",72,10.71,578.6,54,6.67,16.43,"LaunchAngle",2010
102,102,"DA Points",90,10.68,779.94,73,6.74,16.42,"LaunchAngle",2010
103,103,"Lee Janzen",77,10.66,629.12,59,5.09,14.67,"LaunchAngle",2010
103,103,"Camilo Villegas",78,10.66,575.54,54,3.63,15.82,"LaunchAngle",2010
105,105,"Chris Wilson",65,10.64,457.41,43,8,14.65,"LaunchAngle",2010
106,106,"Brent Delahoussaye",57,10.62,392.98,37,8.15,13.61,"LaunchAngle",2010
107,107,"Garrett Willis",82,10.61,678.98,64,7.24,13.48,"LaunchAngle",2010
108,108,"Briny Baird",87,10.6,731.3,69,3.46,14.45,"LaunchAngle",2010
108,108,"Luke Donald",71,10.6,604.15,57,8.27,12.69,"LaunchAngle",2010
108,108,"Michael Letzig",84,10.6,752.8,71,7.22,13.31,"LaunchAngle",2010
111,111,"Retief Goosen",75,10.59,518.69,49,2.85,16.04,"LaunchAngle",2010
112,112,"Steve Lowery",67,10.57,507.5,48,7.61,14.65,"LaunchAngle",2010
113,113,"Kris Blanks",91,10.56,728.65,69,7.63,15.87,"LaunchAngle",2010
114,114,"Graham DeLaet",88,10.55,506.28,48,6.28,14.01,"LaunchAngle",2010
115,115,"Mathew Goggin",85,10.54,579.86,55,8.27,14.19,"LaunchAngle",2010
116,116,"Michael Sim",64,10.53,526.73,50,5.29,14.06,"LaunchAngle",2010
117,117,"Stewart Cink",84,10.43,720,69,7.61,14.73,"LaunchAngle",2010
117,117,"Jimmy Walker",82,10.43,573.74,55,1.31,15.16,"LaunchAngle",2010
119,119,"Chris Stroud",90,10.38,622.74,60,7.5,13.35,"LaunchAngle",2010
120,120,"Omar Uresti",74,10.35,569.19,55,6.14,13.05,"LaunchAngle",2010
120,120,"Steve Wheatcroft",74,10.35,476.28,46,7.27,13.01,"LaunchAngle",2010
120,120,"Dean Wilson",54,10.35,393.44,38,8.35,14.86,"LaunchAngle",2010
123,123,"Jay Williamson",76,10.33,547.3,53,7.62,14.03,"LaunchAngle",2010
124,124,"David Duval",71,10.32,402.49,39,7.51,13.12,"LaunchAngle",2010
124,124,"Jeff Quinney",91,10.32,671.04,65,7.29,13.34,"LaunchAngle",2010
126,126,"Paul Casey",64,10.31,340.24,33,8.4,12.47,"LaunchAngle",2010
127,127,"Matt Jones",89,10.3,731.23,71,6.67,16.01,"LaunchAngle",2010
128,128,"Ian Poulter",55,10.29,411.62,40,8.16,12.27,"LaunchAngle",2010
129,129,"Brad Faxon",58,10.25,461.29,45,4.67,14.41,"LaunchAngle",2010
130,130,"Jason Dufner",87,10.19,662.27,65,1.45,14.65,"LaunchAngle",2010
131,131,"Steve Marino",81,10.18,681.97,67,5.01,14.14,"LaunchAngle",2010
132,132,"Jarrod Lyle",54,10.16,416.42,41,7.58,13.91,"LaunchAngle",2010
133,133,"Justin Leonard",89,10.13,739.43,73,6.98,12.94,"LaunchAngle",2010
134,134,"Andrew McLardy",52,10.12,354.14,35,6.69,13.36,"LaunchAngle",2010
135,135,"Troy Merritt",86,10.1,666.86,66,6.36,13.94,"LaunchAngle",2010
136,136,"Stuart Appleby",101,10.06,855.33,85,3.58,13.63,"LaunchAngle",2010
137,137,"Steve Flesch",78,10.03,541.73,54,7.18,13.32,"LaunchAngle",2010
138,138,"Jim Furyk",76,10.02,681.21,68,6.57,15.5,"LaunchAngle",2010
139,139,"Bryce Molder",84,10,729.89,73,2.17,13.95,"LaunchAngle",2010
140,140,"Richard Johnson",90,9.99,599.53,60,3.95,14.21,"LaunchAngle",2010
141,141,"Brendon de Jonge",114,9.98,898.62,90,5.73,14.84,"LaunchAngle",2010
141,141,"Chris Riley",73,9.98,558.87,56,7.62,15.96,"LaunchAngle",2010
143,143,"George McNeill",79,9.94,606.6,61,0.75,13.33,"LaunchAngle",2010
144,144,"Angel Cabrera",64,9.93,526.48,53,1,13.36,"LaunchAngle",2010
145,145,"Pat Perez",90,9.9,792.26,80,4.45,17.07,"LaunchAngle",2010
146,146,"Chad Campbell",95,9.76,712.22,73,5.41,12.99,"LaunchAngle",2010
146,146,"Chris Tidland",77,9.76,615.08,63,4.47,13.64,"LaunchAngle",2010
148,148,"Blake Adams",84,9.73,671.45,69,7.46,14.64,"LaunchAngle",2010
148,148,"JJ Henry",92,9.73,690.76,71,1.27,13.74,"LaunchAngle",2010
150,150,"Greg Chalmers",93,9.69,803.89,83,4.24,12.82,"LaunchAngle",2010
150,150,"Vance Veazey",58,9.69,377.83,39,1.08,13.89,"LaunchAngle",2010
152,152,"Martin Laird",91,9.67,735.06,76,4.2,12.88,"LaunchAngle",2010
153,153,"Charley Hoffman",85,9.66,705.42,73,3.77,13.6,"LaunchAngle",2010
154,154,"Chad Collins",87,9.65,704.7,73,1.58,13.16,"LaunchAngle",2010
155,155,"James Nitties",92,9.62,577,60,1.89,14.36,"LaunchAngle",2010
156,156,"Brett Wetterich",54,9.56,363.33,38,2.87,15,"LaunchAngle",2010
157,157,"Aaron Baddeley",94,9.49,749.74,79,4.69,14.37,"LaunchAngle",2010
157,157,"Martin Flores",75,9.49,521.78,55,4.87,13.49,"LaunchAngle",2010
159,159,"Rod Pampling",77,9.47,549.51,58,3.38,13.92,"LaunchAngle",2010
159,159,"Charlie Wi",95,9.47,719.85,76,6.42,13.3,"LaunchAngle",2010
161,161,"Kevin Streelman",90,9.46,671.59,71,4.5,13.35,"LaunchAngle",2010
162,162,"Matt Every",60,9.44,424.92,45,6.65,11.39,"LaunchAngle",2010
163,163,"Scott McCarron",90,9.43,669.8,71,4.44,16.85,"LaunchAngle",2010
163,163,"Jeev Milkha Singh",59,9.43,311.35,33,6.19,11.73,"LaunchAngle",2010
165,165,"Tim Petrovic",105,9.39,778.99,83,5.82,14,"LaunchAngle",2010
166,166,"Ryan Moore",80,9.35,561.11,60,6.42,14.15,"LaunchAngle",2010
167,167,"Mike Weir",59,9.3,372.03,40,5.47,13.85,"LaunchAngle",2010
168,168,"Boo Weekley",88,9.29,687.12,74,6.22,16.26,"LaunchAngle",2010
169,169,"Bubba Watson",77,9.16,540.42,59,1.91,14.31,"LaunchAngle",2010
170,170,"YE Yang",72,9.12,483.36,53,0.88,15.29,"LaunchAngle",2010
171,171,"Bob Estes",79,9.06,579.62,64,5.54,12.12,"LaunchAngle",2010
172,172,"Stephen Ames",75,9.04,506.5,56,3.61,11.2,"LaunchAngle",2010
173,173,"Freddie Jacobson",83,9.03,640.87,71,2.86,14.4,"LaunchAngle",2010
174,174,"Chris Couch",66,8.96,421.34,47,1.21,12.19,"LaunchAngle",2010
174,174,"Shaun Micheel",70,8.96,420.98,47,2.13,11.82,"LaunchAngle",2010
176,176,"Greg Owen",69,8.95,536.91,60,3.84,13.03,"LaunchAngle",2010
177,177,"Adam Scott",70,8.9,507.19,57,6.23,10.99,"LaunchAngle",2010
178,178,"John Senden",103,8.82,714.49,81,3.73,13.97,"LaunchAngle",2010
179,179,"Johnson Wagner",85,8.81,590.4,67,1.56,14.76,"LaunchAngle",2010
180,180,"Joe Durant",67,8.78,403.66,46,3.49,13.11,"LaunchAngle",2010
181,181,"Sergio Garcia",58,8.64,285.23,33,1.88,12.88,"LaunchAngle",2010
182,182,"Lucas Glover",75,8.54,503.58,59,5.22,13.17,"LaunchAngle",2010
183,183,"Nathan Green",86,8.5,577.9,68,0.13,16.12,"LaunchAngle",2010
184,184,"Bill Haas",87,8.49,662.1,78,2.07,11.55,"LaunchAngle",2010
185,185,"Nick Watney",91,8.47,601.28,71,1.28,12.54,"LaunchAngle",2010
186,186,"Kevin Na",94,8.32,540.67,65,1.1,11.93,"LaunchAngle",2010
187,187,"Michael Bradley",77,8.16,416.35,51,1.14,12.35,"LaunchAngle",2010
188,188,"Tom Gillis",97,7.86,668.48,85,2.41,11.95,"LaunchAngle",2010
189,189,"Charles Howell III",103,7.71,640.15,83,1.09,12.78,"LaunchAngle",2010
190,190,"Ricky Barnes",103,7.51,555.47,74,0.32,13.67,"LaunchAngle",2010
191,191,"James Driscoll",78,7.3,452.48,62,2.08,9.93,"LaunchAngle",2010
192,192,"Trevor Immelman",55,6.08,243.08,40,0.76,9.56,"LaunchAngle",2010
