"TotalPutting_RANKTHISWEEK_2008","TotalPutting_RANKLASTWEEK_2008","TotalPutting_PLAYERNAME_2008","TotalPutting_EVENTS_2008","TotalPutting_TOTAL_2008","stat_name","year"
133,133,"John Senden",28,257.8,"TotalPutting",2008
134,134,"Bob Sowards",22,258.3,"TotalPutting",2008
135,135,"Rich Beem",29,261.8,"TotalPutting",2008
135,135,"Tag Ridings",29,261.8,"TotalPutting",2008
137,137,"Billy Andrade",24,262.3,"TotalPutting",2008
138,138,"Charles Howell III",31,263.2,"TotalPutting",2008
139,139,"Will Ma Kenzie",21,265.7,"TotalPutting",2008
140,140,"Padraig Harrington",15,265.8,"TotalPutting",2008
141,141,"Rod Pampling",28,266.8,"TotalPutting",2008
142,142,"Angel Cabrera",17,271.6,"TotalPutting",2008
143,143,"Cameron Beckman",29,272.2,"TotalPutting",2008
144,144,"David Toms",20,273,"TotalPutting",2008
145,145,"Jeff Maggert",28,273.5,"TotalPutting",2008
146,146,"Fred Couples",18,274.3,"TotalPutting",2008
147,147,"Troy Matteson",30,274.7,"TotalPutting",2008
148,148,"Dustin Johnson",30,274.9,"TotalPutting",2008
149,149,"Ron Whittaker",22,275.2,"TotalPutting",2008
150,150,"Travis Perkins",23,275.8,"TotalPutting",2008
151,151,"Brett Rumford",26,275.9,"TotalPutting",2008
152,152,"Steve Flesch",29,276.5,"TotalPutting",2008
153,153,"Rory Sabbatini",23,276.8,"TotalPutting",2008
154,154,"Kevin Stadler",30,278.4,"TotalPutting",2008
155,155,"Heath Slocum",29,279.8,"TotalPutting",2008
156,156,"Scott McCarron",22,282,"TotalPutting",2008
157,157,"Paul Goydos",25,282.6,"TotalPutting",2008
158,158,"Chez Reavie",30,282.7,"TotalPutting",2008
159,159,"Jason Allred",23,287.4,"TotalPutting",2008
160,160,"John Merrick",28,287.8,"TotalPutting",2008
161,161,"Kyle Thompson",26,288.4,"TotalPutting",2008
162,162,"David Duval",20,288.5,"TotalPutting",2008
163,163,"Adam Scott",15,289.4,"TotalPutting",2008
164,164,"Scott Verplank",24,293.6,"TotalPutting",2008
165,165,"Ernie Els",16,294.7,"TotalPutting",2008
166,166,"Tom Lehman",17,294.8,"TotalPutting",2008
167,167,"Nicholas Thompson",36,299.2,"TotalPutting",2008
168,168,"Jon Mills",32,303.3,"TotalPutting",2008
169,169,"Billy Mayfair",29,303.5,"TotalPutting",2008
170,170,"Davis Love III",23,303.8,"TotalPutting",2008
171,171,"Brandt Jobe",19,305.3,"TotalPutting",2008
172,172,"Briny Baird",30,310.2,"TotalPutting",2008
173,173,"Ted Purdy",25,311.3,"TotalPutting",2008
174,174,"Vijay Singh",23,312,"TotalPutting",2008
175,175,"Paul Casey",16,316.3,"TotalPutting",2008
176,176,"Jay Williamson",33,316.8,"TotalPutting",2008
177,177,"Brad Adamonis",29,317.1,"TotalPutting",2008
178,178,"Nick Flanagan",29,317.3,"TotalPutting",2008
178,178,"DJ Trahan",27,317.3,"TotalPutting",2008
180,180,"Olin Browne",27,317.4,"TotalPutting",2008
181,181,"Justin Bolli",28,317.9,"TotalPutting",2008
182,182,"Chris Stroud",29,318.1,"TotalPutting",2008
183,183,"Jeff Gove",18,319.8,"TotalPutting",2008
184,184,"Trevor Immelman",22,323.8,"TotalPutting",2008
185,185,"Alex Cejka",25,324.6,"TotalPutting",2008
186,186,"Boo Weekley",24,329.6,"TotalPutting",2008
187,187,"Bubba Watson",29,332.3,"TotalPutting",2008
188,188,"Mark Calcavecchia",25,335.8,"TotalPutting",2008
189,189,"John Riegger",24,339.5,"TotalPutting",2008
190,190,"Charles Warren",29,343.2,"TotalPutting",2008
191,191,"David Lutterus",23,348.3,"TotalPutting",2008
192,192,"Jim McGovern",26,348.8,"TotalPutting",2008
193,193,"Tommy Gainey",24,350.3,"TotalPutting",2008
194,194,"Robert Gamez",26,358.4,"TotalPutting",2008
195,195,"Omar Uresti",24,364.6,"TotalPutting",2008
196,196,"Joe Durant",28,369.4,"TotalPutting",2008
197,197,"Harrison Frazar",23,392.3,"TotalPutting",2008
