"EarlyRound1ScoringAverage_RANKTHISWEEK_2010","EarlyRound1ScoringAverage_RANKLASTWEEK_2010","EarlyRound1ScoringAverage_PLAYERNAME_2010","EarlyRound1ScoringAverage__2010","EarlyRound1ScoringAverage_AVG_2010","EarlyRound1ScoringAverage_TOTALSTROKES_2010","EarlyRound1ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Steve Stricker",NA,68.2,341,5,"EarlyRound1ScoringAverage",2010
2,2,"Charley Hoffman",NA,68.58,823,12,"EarlyRound1ScoringAverage",2010
3,3,"Paul Goydos",NA,68.6,1029,15,"EarlyRound1ScoringAverage",2010
4,4,"Bubba Watson",NA,68.67,824,12,"EarlyRound1ScoringAverage",2010
5,5,"Matt Kuchar",NA,68.82,1170,17,"EarlyRound1ScoringAverage",2010
6,6,"Garrett Willis",NA,68.91,758,11,"EarlyRound1ScoringAverage",2010
7,7,"Joe Durant",NA,69,759,11,"EarlyRound1ScoringAverage",2010
7,7,"Zach Johnson",NA,69,621,9,"EarlyRound1ScoringAverage",2010
9,9,"KJ Choi",NA,69.08,829,12,"EarlyRound1ScoringAverage",2010
10,10,"Dustin Johnson",NA,69.14,484,7,"EarlyRound1ScoringAverage",2010
11,11,"Justin Rose",NA,69.15,899,13,"EarlyRound1ScoringAverage",2010
12,12,"Jason Day",NA,69.17,830,12,"EarlyRound1ScoringAverage",2010
12,12,"Rory McIlroy",NA,69.17,415,6,"EarlyRound1ScoringAverage",2010
12,12,"Tom Pernice Jr",NA,69.17,830,12,"EarlyRound1ScoringAverage",2010
15,15,"Vijay Singh",NA,69.18,761,11,"EarlyRound1ScoringAverage",2010
16,16,"Matt Jones",NA,69.2,1038,15,"EarlyRound1ScoringAverage",2010
16,16,"Paul Stankowski",NA,69.2,692,10,"EarlyRound1ScoringAverage",2010
18,18,"Phil Mickelson",NA,69.22,623,9,"EarlyRound1ScoringAverage",2010
19,19,"Mike Weir",NA,69.3,693,10,"EarlyRound1ScoringAverage",2010
20,20,"Ryan Moore",NA,69.31,901,13,"EarlyRound1ScoringAverage",2010
21,21,"Jeff Quinney",NA,69.33,1040,15,"EarlyRound1ScoringAverage",2010
21,21,"John Senden",NA,69.33,832,12,"EarlyRound1ScoringAverage",2010
21,21,"Kevin Sutherland",NA,69.33,832,12,"EarlyRound1ScoringAverage",2010
24,24,"Jonathan Byrd",NA,69.43,972,14,"EarlyRound1ScoringAverage",2010
25,25,"Chad Collins",NA,69.5,1112,16,"EarlyRound1ScoringAverage",2010
25,25,"Rickie Fowler",NA,69.5,1112,16,"EarlyRound1ScoringAverage",2010
25,25,"Charles Howell III",NA,69.5,1112,16,"EarlyRound1ScoringAverage",2010
25,25,"Jeev Milkha Singh",NA,69.5,556,8,"EarlyRound1ScoringAverage",2010
29,29,"Ryuji Imada",NA,69.54,904,13,"EarlyRound1ScoringAverage",2010
30,30,"James Driscoll",NA,69.55,765,11,"EarlyRound1ScoringAverage",2010
30,30,"Jeff Overton",NA,69.55,765,11,"EarlyRound1ScoringAverage",2010
32,32,"JB Holmes",NA,69.6,1044,15,"EarlyRound1ScoringAverage",2010
33,33,"Heath Slocum",NA,69.62,905,13,"EarlyRound1ScoringAverage",2010
34,34,"Woody Austin",NA,69.63,1114,16,"EarlyRound1ScoringAverage",2010
35,35,"Chris DiMarco",NA,69.64,975,14,"EarlyRound1ScoringAverage",2010
36,36,"Ben Crane",NA,69.67,627,9,"EarlyRound1ScoringAverage",2010
36,36,"Chris Tidland",NA,69.67,836,12,"EarlyRound1ScoringAverage",2010
38,38,"JJ Henry",NA,69.75,837,12,"EarlyRound1ScoringAverage",2010
39,39,"Jarrod Lyle",NA,69.78,628,9,"EarlyRound1ScoringAverage",2010
40,40,"Luke Donald",NA,69.8,698,10,"EarlyRound1ScoringAverage",2010
40,40,"Bob Estes",NA,69.8,1047,15,"EarlyRound1ScoringAverage",2010
42,42,"Jay Williamson",NA,69.81,1117,16,"EarlyRound1ScoringAverage",2010
43,43,"Chris Couch",NA,69.83,838,12,"EarlyRound1ScoringAverage",2010
44,44,"Ryan Palmer",NA,69.88,1188,17,"EarlyRound1ScoringAverage",2010
45,45,"Briny Baird",NA,69.92,839,12,"EarlyRound1ScoringAverage",2010
45,45,"Jason Bohn",NA,69.92,839,12,"EarlyRound1ScoringAverage",2010
45,45,"David Toms",NA,69.92,909,13,"EarlyRound1ScoringAverage",2010
48,48,"Brent Delahoussaye",NA,70,560,8,"EarlyRound1ScoringAverage",2010
48,48,"Matt Every",NA,70,700,10,"EarlyRound1ScoringAverage",2010
48,48,"Jerry Kelly",NA,70,980,14,"EarlyRound1ScoringAverage",2010
48,48,"Kenny Perry",NA,70,700,10,"EarlyRound1ScoringAverage",2010
48,48,"Vaughn Taylor",NA,70,980,14,"EarlyRound1ScoringAverage",2010
53,53,"Pat Perez",NA,70.06,1121,16,"EarlyRound1ScoringAverage",2010
54,54,"Chris Riley",NA,70.07,981,14,"EarlyRound1ScoringAverage",2010
54,54,"DJ Trahan",NA,70.07,981,14,"EarlyRound1ScoringAverage",2010
56,56,"Padraig Harrington",NA,70.11,631,9,"EarlyRound1ScoringAverage",2010
56,56,"Dean Wilson",NA,70.11,631,9,"EarlyRound1ScoringAverage",2010
58,58,"Steve Marino",NA,70.14,982,14,"EarlyRound1ScoringAverage",2010
58,58,"Sean OHair",NA,70.14,982,14,"EarlyRound1ScoringAverage",2010
60,60,"Ricky Barnes",NA,70.15,912,13,"EarlyRound1ScoringAverage",2010
61,61,"Stephen Ames",NA,70.17,842,12,"EarlyRound1ScoringAverage",2010
62,62,"Michael Connell",NA,70.18,772,11,"EarlyRound1ScoringAverage",2010
62,62,"Mathias Gronberg",NA,70.18,772,11,"EarlyRound1ScoringAverage",2010
64,64,"Justin Leonard",NA,70.2,1053,15,"EarlyRound1ScoringAverage",2010
65,65,"Brendon de Jonge",NA,70.25,1124,16,"EarlyRound1ScoringAverage",2010
65,65,"John Mallinger",NA,70.25,843,12,"EarlyRound1ScoringAverage",2010
67,67,"Trevor Immelman",NA,70.3,703,10,"EarlyRound1ScoringAverage",2010
68,68,"Bill Haas",NA,70.33,844,12,"EarlyRound1ScoringAverage",2010
68,68,"Shaun Micheel",NA,70.33,633,9,"EarlyRound1ScoringAverage",2010
68,68,"Kevin Stadler",NA,70.33,844,12,"EarlyRound1ScoringAverage",2010
71,71,"Tim Clark",NA,70.36,774,11,"EarlyRound1ScoringAverage",2010
71,71,"Jim Furyk",NA,70.36,774,11,"EarlyRound1ScoringAverage",2010
73,73,"Nathan Green",NA,70.38,1126,16,"EarlyRound1ScoringAverage",2010
74,74,"Tim Herron",NA,70.4,704,10,"EarlyRound1ScoringAverage",2010
74,74,"Rory Sabbatini",NA,70.4,1056,15,"EarlyRound1ScoringAverage",2010
76,76,"Bo Van Pelt",NA,70.41,1197,17,"EarlyRound1ScoringAverage",2010
77,77,"Spencer Levin",NA,70.42,845,12,"EarlyRound1ScoringAverage",2010
78,78,"Ted Purdy",NA,70.43,986,14,"EarlyRound1ScoringAverage",2010
78,78,"Steve Wheatcroft",NA,70.43,986,14,"EarlyRound1ScoringAverage",2010
80,80,"Davis Love III",NA,70.46,916,13,"EarlyRound1ScoringAverage",2010
80,80,"Scott McCarron",NA,70.46,916,13,"EarlyRound1ScoringAverage",2010
82,82,"David Duval",NA,70.47,1057,15,"EarlyRound1ScoringAverage",2010
82,82,"Cameron Percy",NA,70.47,1057,15,"EarlyRound1ScoringAverage",2010
84,84,"Alex Cejka",NA,70.5,1128,16,"EarlyRound1ScoringAverage",2010
84,84,"Ben Curtis",NA,70.5,846,12,"EarlyRound1ScoringAverage",2010
84,84,"Ian Poulter",NA,70.5,564,8,"EarlyRound1ScoringAverage",2010
84,84,"Alex Prugh",NA,70.5,846,12,"EarlyRound1ScoringAverage",2010
84,84,"Andres Romero",NA,70.5,846,12,"EarlyRound1ScoringAverage",2010
84,84,"Camilo Villegas",NA,70.5,846,12,"EarlyRound1ScoringAverage",2010
90,90,"Hunter Mahan",NA,70.54,917,13,"EarlyRound1ScoringAverage",2010
90,90,"Boo Weekley",NA,70.54,917,13,"EarlyRound1ScoringAverage",2010
92,92,"Charlie Wi",NA,70.56,635,9,"EarlyRound1ScoringAverage",2010
93,93,"Joe Ogilvie",NA,70.57,988,14,"EarlyRound1ScoringAverage",2010
94,94,"Robert Allenby",NA,70.58,847,12,"EarlyRound1ScoringAverage",2010
95,95,"George McNeill",NA,70.6,1059,15,"EarlyRound1ScoringAverage",2010
95,95,"Roger Tambellini",NA,70.6,1059,15,"EarlyRound1ScoringAverage",2010
97,97,"Brian Davis",NA,70.61,1271,18,"EarlyRound1ScoringAverage",2010
97,97,"John Merrick",NA,70.61,1271,18,"EarlyRound1ScoringAverage",2010
99,99,"Graham DeLaet",NA,70.62,918,13,"EarlyRound1ScoringAverage",2010
100,100,"Martin Laird",NA,70.63,1130,16,"EarlyRound1ScoringAverage",2010
101,101,"Troy Merritt",NA,70.64,989,14,"EarlyRound1ScoringAverage",2010
102,102,"Matt Bettencourt",NA,70.65,1201,17,"EarlyRound1ScoringAverage",2010
103,103,"Jimmy Walker",NA,70.69,919,13,"EarlyRound1ScoringAverage",2010
104,104,"Chad Campbell",NA,70.73,1061,15,"EarlyRound1ScoringAverage",2010
104,104,"Tom Gillis",NA,70.73,778,11,"EarlyRound1ScoringAverage",2010
106,106,"Brett Quigley",NA,70.77,920,13,"EarlyRound1ScoringAverage",2010
106,106,"John Rollins",NA,70.77,920,13,"EarlyRound1ScoringAverage",2010
108,108,"Steve Elkington",NA,70.78,637,9,"EarlyRound1ScoringAverage",2010
109,109,"Brian Gay",NA,70.81,1133,16,"EarlyRound1ScoringAverage",2010
109,109,"Richard Johnson",NA,70.81,1133,16,"EarlyRound1ScoringAverage",2010
111,111,"Greg Chalmers",NA,70.85,921,13,"EarlyRound1ScoringAverage",2010
111,111,"Mathew Goggin",NA,70.85,921,13,"EarlyRound1ScoringAverage",2010
113,113,"Robert Garrigus",NA,70.86,992,14,"EarlyRound1ScoringAverage",2010
113,113,"JP Hayes",NA,70.86,992,14,"EarlyRound1ScoringAverage",2010
113,113,"Chris Stroud",NA,70.86,992,14,"EarlyRound1ScoringAverage",2010
116,116,"Cliff Kresge",NA,70.89,638,9,"EarlyRound1ScoringAverage",2010
116,116,"Aron Price",NA,70.89,638,9,"EarlyRound1ScoringAverage",2010
118,118,"Michael Letzig",NA,70.92,922,13,"EarlyRound1ScoringAverage",2010
119,119,"Troy Matteson",NA,70.93,1064,15,"EarlyRound1ScoringAverage",2010
119,119,"Kevin Streelman",NA,70.93,993,14,"EarlyRound1ScoringAverage",2010
121,121,"Mark Wilson",NA,70.94,1135,16,"EarlyRound1ScoringAverage",2010
122,122,"Aaron Baddeley",NA,71,852,12,"EarlyRound1ScoringAverage",2010
122,122,"Jason Dufner",NA,71,923,13,"EarlyRound1ScoringAverage",2010
122,122,"Retief Goosen",NA,71,781,11,"EarlyRound1ScoringAverage",2010
122,122,"Freddie Jacobson",NA,71,923,13,"EarlyRound1ScoringAverage",2010
122,122,"Lee Janzen",NA,71,1136,16,"EarlyRound1ScoringAverage",2010
122,122,"Adam Scott",NA,71,426,6,"EarlyRound1ScoringAverage",2010
128,128,"Lucas Glover",NA,71.09,782,11,"EarlyRound1ScoringAverage",2010
128,128,"Nick Watney",NA,71.09,782,11,"EarlyRound1ScoringAverage",2010
130,130,"Nicholas Thompson",NA,71.1,1422,20,"EarlyRound1ScoringAverage",2010
131,131,"Michael Sim",NA,71.11,640,9,"EarlyRound1ScoringAverage",2010
132,132,"Ernie Els",NA,71.13,569,8,"EarlyRound1ScoringAverage",2010
133,133,"Michael Bradley",NA,71.17,854,12,"EarlyRound1ScoringAverage",2010
134,134,"Bill Lunde",NA,71.18,783,11,"EarlyRound1ScoringAverage",2010
135,135,"Josh Teater",NA,71.19,1139,16,"EarlyRound1ScoringAverage",2010
136,136,"Paul Casey",NA,71.2,356,5,"EarlyRound1ScoringAverage",2010
136,136,"Brett Wetterich",NA,71.2,712,10,"EarlyRound1ScoringAverage",2010
138,138,"Will Ma Kenzie",NA,71.21,997,14,"EarlyRound1ScoringAverage",2010
138,138,"Carl Pettersson",NA,71.21,997,14,"EarlyRound1ScoringAverage",2010
140,140,"Henrik Bjornstad",NA,71.22,641,9,"EarlyRound1ScoringAverage",2010
141,141,"James Nitties",NA,71.29,998,14,"EarlyRound1ScoringAverage",2010
141,141,"Tim Petrovic",NA,71.29,998,14,"EarlyRound1ScoringAverage",2010
143,143,"Cameron Beckman",NA,71.31,927,13,"EarlyRound1ScoringAverage",2010
143,143,"Brandt Snedeker",NA,71.31,927,13,"EarlyRound1ScoringAverage",2010
145,145,"John Daly",NA,71.33,642,9,"EarlyRound1ScoringAverage",2010
146,146,"Webb Simpson",NA,71.4,1071,15,"EarlyRound1ScoringAverage",2010
147,147,"Stuart Appleby",NA,71.47,1358,19,"EarlyRound1ScoringAverage",2010
147,147,"Daniel Chopra",NA,71.47,1215,17,"EarlyRound1ScoringAverage",2010
149,149,"Craig Bowden",NA,71.5,715,10,"EarlyRound1ScoringAverage",2010
149,149,"Billy Mayfair",NA,71.5,1144,16,"EarlyRound1ScoringAverage",2010
149,149,"Omar Uresti",NA,71.5,1144,16,"EarlyRound1ScoringAverage",2010
152,152,"Kevin Na",NA,71.55,787,11,"EarlyRound1ScoringAverage",2010
152,152,"Brian Stuard",NA,71.55,787,11,"EarlyRound1ScoringAverage",2010
152,152,"Charles Warren",NA,71.55,787,11,"EarlyRound1ScoringAverage",2010
155,155,"Skip Kendall",NA,71.56,644,9,"EarlyRound1ScoringAverage",2010
156,156,"Mark Calcavecchia",NA,71.57,501,7,"EarlyRound1ScoringAverage",2010
157,157,"Angel Cabrera",NA,71.6,716,10,"EarlyRound1ScoringAverage",2010
158,158,"Stewart Cink",NA,71.64,788,11,"EarlyRound1ScoringAverage",2010
158,158,"Jeff Maggert",NA,71.64,1003,14,"EarlyRound1ScoringAverage",2010
158,158,"Rocco Mediate",NA,71.64,1003,14,"EarlyRound1ScoringAverage",2010
158,158,"Chris Wilson",NA,71.64,788,11,"EarlyRound1ScoringAverage",2010
162,162,"Geoff Ogilvy",NA,71.67,645,9,"EarlyRound1ScoringAverage",2010
162,162,"Greg Owen",NA,71.67,860,12,"EarlyRound1ScoringAverage",2010
164,164,"Vance Veazey",NA,71.69,932,13,"EarlyRound1ScoringAverage",2010
165,165,"Brenden Pappas",NA,71.73,789,11,"EarlyRound1ScoringAverage",2010
165,165,"YE Yang",NA,71.73,789,11,"EarlyRound1ScoringAverage",2010
167,167,"Rod Pampling",NA,71.81,1149,16,"EarlyRound1ScoringAverage",2010
167,167,"Johnson Wagner",NA,71.81,1149,16,"EarlyRound1ScoringAverage",2010
169,169,"Rich Barcelo",NA,71.82,790,11,"EarlyRound1ScoringAverage",2010
170,170,"Scott Verplank",NA,71.83,862,12,"EarlyRound1ScoringAverage",2010
171,171,"Marc Leishman",NA,71.88,1222,17,"EarlyRound1ScoringAverage",2010
172,172,"Garth Mulroy",NA,71.89,647,9,"EarlyRound1ScoringAverage",2010
173,173,"David Lutterus",NA,71.92,863,12,"EarlyRound1ScoringAverage",2010
174,174,"Derek Lamely",NA,72,1080,15,"EarlyRound1ScoringAverage",2010
174,174,"Steve Lowery",NA,72,1152,16,"EarlyRound1ScoringAverage",2010
176,176,"Scott Piercy",NA,72.07,1009,14,"EarlyRound1ScoringAverage",2010
177,177,"Jerod Turner",NA,72.1,721,10,"EarlyRound1ScoringAverage",2010
178,178,"Sergio Garcia",NA,72.2,361,5,"EarlyRound1ScoringAverage",2010
179,179,"Brad Faxon",NA,72.21,1011,14,"EarlyRound1ScoringAverage",2010
180,180,"Justin Bolli",NA,72.22,650,9,"EarlyRound1ScoringAverage",2010
181,181,"Bryce Molder",NA,72.23,939,13,"EarlyRound1ScoringAverage",2010
182,182,"Roland Thatcher",NA,72.25,867,12,"EarlyRound1ScoringAverage",2010
183,183,"Cameron Tringale",NA,72.27,795,11,"EarlyRound1ScoringAverage",2010
184,184,"DA Points",NA,72.29,1012,14,"EarlyRound1ScoringAverage",2010
185,185,"Martin Flores",NA,72.4,1086,15,"EarlyRound1ScoringAverage",2010
186,186,"Andrew McLardy",NA,72.5,725,10,"EarlyRound1ScoringAverage",2010
187,187,"Kevin Johnson",NA,72.7,727,10,"EarlyRound1ScoringAverage",2010
188,188,"Jeff Gove",NA,72.75,873,12,"EarlyRound1ScoringAverage",2010
189,189,"Blake Adams",NA,72.77,946,13,"EarlyRound1ScoringAverage",2010
190,190,"Kris Blanks",NA,72.89,656,9,"EarlyRound1ScoringAverage",2010
191,191,"Steve Flesch",NA,73,949,13,"EarlyRound1ScoringAverage",2010
192,192,"Greg Kraft",NA,73.92,887,12,"EarlyRound1ScoringAverage",2010
