"Approachesfrom5075yardsRgh_RANKTHISWEEK_2016","Approachesfrom5075yardsRgh_RANKLASTWEEK_2016","Approachesfrom5075yardsRgh_PLAYERNAME_2016","Approachesfrom5075yardsRgh_ROUNDS_2016","Approachesfrom5075yardsRgh_AVG_2016","Approachesfrom5075yardsRgh_TOTALDISTANCEFEET_2016","Approachesfrom5075yardsRgh_OFATTEMPTS_2016","Approachesfrom5075yardsRgh_RELATIVETOPAR_2016","stat_name","year"
1,2,"Andy Sullivan",25,NA,3.75,1,-1,"Approachesfrom5075yardsRgh",2016
2,3,"Bernd Wiesberger",23,NA,4.25,1,-1,"Approachesfrom5075yardsRgh",2016
3,4,"Zach Johnson",42,NA,4.75,1,0,"Approachesfrom5075yardsRgh",2016
4,12,"Vaughn Taylor",30,NA,11.833,2,-2,"Approachesfrom5075yardsRgh",2016
5,7,"George McNeill",33,NA,27.833,4,0,"Approachesfrom5075yardsRgh",2016
6,5,"Paul Casey",39,NA,22.5,3,1,"Approachesfrom5075yardsRgh",2016
7,11,"Gary Woodland",45,NA,31,4,-2,"Approachesfrom5075yardsRgh",2016
8,8,"Hideki Matsuyama",40,NA,18.083,2,-1,"Approachesfrom5075yardsRgh",2016
9,10,"Brandt Snedeker",47,NA,36.75,4,-2,"Approachesfrom5075yardsRgh",2016
10,6,"Justin Rose",35,NA,39.083,4,-1,"Approachesfrom5075yardsRgh",2016
10,22,"Johnson Wagner",44,NA,38.917,4,-1,"Approachesfrom5075yardsRgh",2016
12,15,"Cameron Tringale",47,NA,52.667,5,0,"Approachesfrom5075yardsRgh",2016
13,16,"Erik Compton",45,NA,54.417,5,0,"Approachesfrom5075yardsRgh",2016
14,18,"Michael Thompson",46,NA,56.417,5,-3,"Approachesfrom5075yardsRgh",2016
15,19,"Kevin Kisner",49,NA,70.167,6,-3,"Approachesfrom5075yardsRgh",2016
16,27,"Webb Simpson",34,NA,59.5,5,1,"Approachesfrom5075yardsRgh",2016
17,20,"Brian Gay",22,NA,36.5,3,1,"Approachesfrom5075yardsRgh",2016
18,21,"Abraham Ancer",26,NA,24.667,2,0,"Approachesfrom5075yardsRgh",2016
19,24,"Luke List",51,NA,113.917,9,-2,"Approachesfrom5075yardsRgh",2016
20,25,"Scott Piercy",45,NA,52.333,4,0,"Approachesfrom5075yardsRgh",2016
20,25,"Will Wilcox",47,NA,39.167,3,0,"Approachesfrom5075yardsRgh",2016
22,59,"Adam Scott",39,NA,78.917,6,-2,"Approachesfrom5075yardsRgh",2016
23,28,"Sergio Garcia",28,NA,26.917,2,0,"Approachesfrom5075yardsRgh",2016
24,17,"Alex Cejka",47,NA,95,7,-1,"Approachesfrom5075yardsRgh",2016
25,30,"Jason Bohn",37,NA,127,9,-1,"Approachesfrom5075yardsRgh",2016
26,51,"Colt Knost",56,NA,57.333,4,-1,"Approachesfrom5075yardsRgh",2016
27,35,"William McGirt",54,NA,86.833,6,-1,"Approachesfrom5075yardsRgh",2016
28,31,"DJ Trahan",23,NA,58.5,4,0,"Approachesfrom5075yardsRgh",2016
29,32,"Chad Campbell",54,NA,44.25,3,1,"Approachesfrom5075yardsRgh",2016
29,32,"Graeme McDowell",33,NA,44.25,3,3,"Approachesfrom5075yardsRgh",2016
31,85,"Padraig Harrington",38,NA,107.583,7,-1,"Approachesfrom5075yardsRgh",2016
32,58,"Jason Gore",51,NA,92.75,6,0,"Approachesfrom5075yardsRgh",2016
32,32,"Ben Martin",48,NA,93.083,6,3,"Approachesfrom5075yardsRgh",2016
32,36,"Rory Sabbatini",40,NA,46.5,3,-1,"Approachesfrom5075yardsRgh",2016
35,37,"Bronson Burgoon",53,NA,62.417,4,-1,"Approachesfrom5075yardsRgh",2016
35,37,"Smylie Kaufman",57,NA,139.917,9,0,"Approachesfrom5075yardsRgh",2016
37,49,"Chris Stroud",52,NA,110.333,7,5,"Approachesfrom5075yardsRgh",2016
37,40,"Steve Wheatcroft",53,NA,141.667,9,-2,"Approachesfrom5075yardsRgh",2016
39,22,"Cameron Smith",45,NA,47.833,3,0,"Approachesfrom5075yardsRgh",2016
40,42,"Ricky Barnes",57,NA,242.583,15,6,"Approachesfrom5075yardsRgh",2016
40,52,"DA Points",32,NA,145.5,9,-1,"Approachesfrom5075yardsRgh",2016
42,8,"Martin Piller",37,NA,64.833,4,0,"Approachesfrom5075yardsRgh",2016
42,145,"Vijay Singh",42,NA,48.75,3,-2,"Approachesfrom5075yardsRgh",2016
44,39,"Graham DeLaet",50,NA,82.083,5,-1,"Approachesfrom5075yardsRgh",2016
44,43,"Henrik Stenson",30,NA,65.5,4,-2,"Approachesfrom5075yardsRgh",2016
46,44,"Jerry Kelly",44,NA,49.417,3,1,"Approachesfrom5075yardsRgh",2016
47,46,"Lucas Lee",22,NA,99.5,6,1,"Approachesfrom5075yardsRgh",2016
47,92,"Ryan Moore",40,NA,166.083,10,-1,"Approachesfrom5075yardsRgh",2016
49,47,"Daniel Berger",52,NA,66.75,4,0,"Approachesfrom5075yardsRgh",2016
49,54,"Jamie Donaldson",28,NA,116.917,7,-1,"Approachesfrom5075yardsRgh",2016
49,47,"Darron Stiles",28,NA,83.333,5,-1,"Approachesfrom5075yardsRgh",2016
52,41,"David Lingmerth",54,NA,68.75,4,3,"Approachesfrom5075yardsRgh",2016
53,55,"Chris Kirk",51,NA,189.417,11,-1,"Approachesfrom5075yardsRgh",2016
54,NA,"Rory McIlroy",37,NA,17.333,1,0,"Approachesfrom5075yardsRgh",2016
54,56,"Kevin Na",52,NA,104.083,6,3,"Approachesfrom5075yardsRgh",2016
56,57,"Billy Hurley III",22,NA,52.667,3,3,"Approachesfrom5075yardsRgh",2016
57,49,"DH Lee",35,NA,105.917,6,1,"Approachesfrom5075yardsRgh",2016
58,13,"Anirban Lahiri",44,NA,72,4,-1,"Approachesfrom5075yardsRgh",2016
59,64,"Danny Lee",53,NA,144.917,8,-4,"Approachesfrom5075yardsRgh",2016
60,53,"Andres Gonzales",46,NA,90.75,5,0,"Approachesfrom5075yardsRgh",2016
61,71,"Lucas Glover",53,NA,127.833,7,1,"Approachesfrom5075yardsRgh",2016
62,44,"Mark Hubbard",73,NA,92.167,5,2,"Approachesfrom5075yardsRgh",2016
63,60,"Branden Grace",31,NA,55.417,3,0,"Approachesfrom5075yardsRgh",2016
64,61,"Peter Malnati",53,NA,280.583,15,-3,"Approachesfrom5075yardsRgh",2016
64,61,"Tim Wilkinson",40,NA,93.5,5,-1,"Approachesfrom5075yardsRgh",2016
66,66,"Steve Stricker",25,NA,37.583,2,1,"Approachesfrom5075yardsRgh",2016
67,67,"Davis Love III",40,NA,94.417,5,-2,"Approachesfrom5075yardsRgh",2016
68,68,"Aaron Baddeley",51,NA,209.25,11,-1,"Approachesfrom5075yardsRgh",2016
69,143,"Ollie Schniederjans",23,NA,57.833,3,0,"Approachesfrom5075yardsRgh",2016
69,84,"Scott Stallings",46,NA,173.583,9,2,"Approachesfrom5075yardsRgh",2016
71,69,"Nick Taylor",57,NA,310,16,0,"Approachesfrom5075yardsRgh",2016
