"GIRPercentage100125yards_RANKTHISWEEK_2007","GIRPercentage100125yards_RANKLASTWEEK_2007","GIRPercentage100125yards_PLAYERNAME_2007","GIRPercentage100125yards_ROUNDS_2007","GIRPercentage100125yards_Pct_2007","GIRPercentage100125yards_GREENSHIT_2007","GIRPercentage100125yards_TOTALHOLES_2007","GIRPercentage100125yards_RELATIVETOPAR_2007","stat_name","year"
1,1,"Phil Mickelson",73,85.06,74,87,-0.24,"GIRPercentage100125yards",2007
2,2,"Mark Brooks",53,83.33,85,102,-0.2,"GIRPercentage100125yards",2007
3,3,"Stephen Leaney",82,82.73,115,139,-0.23,"GIRPercentage100125yards",2007
4,4,"Jeff Sluman",60,82.5,66,80,-0.27,"GIRPercentage100125yards",2007
5,5,"Cameron Beckman",96,82.12,147,179,-0.26,"GIRPercentage100125yards",2007
6,6,"Justin Rose",63,82.05,64,78,-0.2,"GIRPercentage100125yards",2007
7,7,"Stephen Ames",81,81.51,97,119,-0.23,"GIRPercentage100125yards",2007
8,8,"Tiger Woods",63,80.52,62,77,-0.32,"GIRPercentage100125yards",2007
9,9,"Parker McLachlin",83,80.41,119,148,-0.2,"GIRPercentage100125yards",2007
10,10,"Corey Pavin",81,80.19,85,106,-0.34,"GIRPercentage100125yards",2007
11,11,"Steve Stricker",81,80,92,115,-0.37,"GIRPercentage100125yards",2007
12,12,"Chris Riley",59,79.81,83,104,-0.37,"GIRPercentage100125yards",2007
13,13,"Sergio Garcia",68,79.78,71,89,-0.28,"GIRPercentage100125yards",2007
13,13,"Justin Leonard",95,79.78,142,178,-0.25,"GIRPercentage100125yards",2007
15,15,"Fred Funk",65,79.57,74,93,-0.3,"GIRPercentage100125yards",2007
15,15,"Bob Heintz",85,79.57,148,186,-0.32,"GIRPercentage100125yards",2007
17,17,"Jerry Kelly",101,79.52,132,166,-0.3,"GIRPercentage100125yards",2007
18,18,"Craig Kanada",109,79.43,166,209,-0.26,"GIRPercentage100125yards",2007
19,19,"Mathew Goggin",97,79.31,138,174,-0.25,"GIRPercentage100125yards",2007
19,19,"David Toms",80,79.31,92,116,-0.24,"GIRPercentage100125yards",2007
21,21,"Robert Allenby",90,79.29,111,140,-0.24,"GIRPercentage100125yards",2007
22,22,"Billy Andrade",88,79.27,130,164,-0.31,"GIRPercentage100125yards",2007
23,23,"Briny Baird",115,79.24,187,236,-0.26,"GIRPercentage100125yards",2007
24,24,"Robert Gamez",88,79.22,122,154,-0.26,"GIRPercentage100125yards",2007
