"Front9Round1ScoringAverage_RANKTHISWEEK_2014","Front9Round1ScoringAverage_RANKLASTWEEK_2014","Front9Round1ScoringAverage_PLAYERNAME_2014","Front9Round1ScoringAverage__2014","Front9Round1ScoringAverage_AVG_2014","Front9Round1ScoringAverage_TOTALSTROKES_2014","Front9Round1ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Ryan Moore",NA,33.96,781,23,"Front9Round1ScoringAverage",2014
2,2,"Adam Scott",NA,34.24,582,17,"Front9Round1ScoringAverage",2014
3,3,"Rory McIlroy",NA,34.25,548,16,"Front9Round1ScoringAverage",2014
4,4,"Jordan Spieth",NA,34.31,892,26,"Front9Round1ScoringAverage",2014
5,5,"Chris Kirk",NA,34.33,927,27,"Front9Round1ScoringAverage",2014
6,6,"Keegan Bradley",NA,34.44,861,25,"Front9Round1ScoringAverage",2014
7,7,"Scott Brown",NA,34.47,1034,30,"Front9Round1ScoringAverage",2014
7,7,"Bud Cauley",NA,34.47,655,19,"Front9Round1ScoringAverage",2014
9,9,"Paul Casey",NA,34.5,552,16,"Front9Round1ScoringAverage",2014
9,9,"Dustin Johnson",NA,34.5,552,16,"Front9Round1ScoringAverage",2014
11,11,"Charles Howell III",NA,34.52,1001,29,"Front9Round1ScoringAverage",2014
12,12,"Ryan Palmer",NA,34.57,795,23,"Front9Round1ScoringAverage",2014
13,13,"Charl Schwartzel",NA,34.59,588,17,"Front9Round1ScoringAverage",2014
14,14,"Charley Hoffman",NA,34.64,866,25,"Front9Round1ScoringAverage",2014
15,15,"Jim Herman",NA,34.65,693,20,"Front9Round1ScoringAverage",2014
15,15,"Robert Streb",NA,34.65,693,20,"Front9Round1ScoringAverage",2014
17,17,"Zach Johnson",NA,34.68,867,25,"Front9Round1ScoringAverage",2014
18,18,"Heath Slocum",NA,34.73,764,22,"Front9Round1ScoringAverage",2014
19,19,"Kevin Tway",NA,34.77,765,22,"Front9Round1ScoringAverage",2014
20,20,"Harris English",NA,34.78,939,27,"Front9Round1ScoringAverage",2014
21,21,"Jason Dufner",NA,34.8,522,15,"Front9Round1ScoringAverage",2014
22,22,"David Hearn",NA,34.82,975,28,"Front9Round1ScoringAverage",2014
22,22,"Scott Langley",NA,34.82,975,28,"Front9Round1ScoringAverage",2014
24,24,"Michael Putnam",NA,34.83,1010,29,"Front9Round1ScoringAverage",2014
25,25,"Brian Harman",NA,34.84,1115,32,"Front9Round1ScoringAverage",2014
26,26,"Freddie Jacobson",NA,34.85,941,27,"Front9Round1ScoringAverage",2014
26,26,"Kevin Na",NA,34.85,941,27,"Front9Round1ScoringAverage",2014
28,28,"Ricky Barnes",NA,34.88,907,26,"Front9Round1ScoringAverage",2014
28,28,"Rory Sabbatini",NA,34.88,872,25,"Front9Round1ScoringAverage",2014
30,30,"Seung Yul Noh",NA,34.89,942,27,"Front9Round1ScoringAverage",2014
30,30,"Justin Rose",NA,34.89,628,18,"Front9Round1ScoringAverage",2014
32,32,"Jonathan Byrd",NA,34.91,803,23,"Front9Round1ScoringAverage",2014
32,32,"Marc Leishman",NA,34.91,803,23,"Front9Round1ScoringAverage",2014
34,34,"Russell Knox",NA,34.92,908,26,"Front9Round1ScoringAverage",2014
34,34,"Andrew Svoboda",NA,34.92,838,24,"Front9Round1ScoringAverage",2014
36,36,"Jason Day",NA,34.93,489,14,"Front9Round1ScoringAverage",2014
36,36,"Sergio Garcia",NA,34.93,524,15,"Front9Round1ScoringAverage",2014
36,36,"Brice Garnett",NA,34.93,943,27,"Front9Round1ScoringAverage",2014
36,36,"Bill Haas",NA,34.93,943,27,"Front9Round1ScoringAverage",2014
40,40,"Graeme McDowell",NA,34.94,559,16,"Front9Round1ScoringAverage",2014
40,40,"Lee Westwood",NA,34.94,594,17,"Front9Round1ScoringAverage",2014
42,42,"JB Holmes",NA,34.96,839,24,"Front9Round1ScoringAverage",2014
42,42,"Ben Martin",NA,34.96,909,26,"Front9Round1ScoringAverage",2014
42,42,"Charlie Wi",NA,34.96,839,24,"Front9Round1ScoringAverage",2014
45,45,"KJ Choi",NA,35,805,23,"Front9Round1ScoringAverage",2014
45,45,"Martin Kaymer",NA,35,630,18,"Front9Round1ScoringAverage",2014
45,45,"Matt Kuchar",NA,35,805,23,"Front9Round1ScoringAverage",2014
45,45,"Brandt Snedeker",NA,35,840,24,"Front9Round1ScoringAverage",2014
45,45,"Brendon Todd",NA,35,1015,29,"Front9Round1ScoringAverage",2014
45,45,"Bubba Watson",NA,35,700,20,"Front9Round1ScoringAverage",2014
45,45,"Tim Wilkinson",NA,35,840,24,"Front9Round1ScoringAverage",2014
52,52,"William McGirt",NA,35.03,1016,29,"Front9Round1ScoringAverage",2014
52,52,"Camilo Villegas",NA,35.03,1016,29,"Front9Round1ScoringAverage",2014
54,54,"Aaron Baddeley",NA,35.04,806,23,"Front9Round1ScoringAverage",2014
54,54,"JJ Henry",NA,35.04,911,26,"Front9Round1ScoringAverage",2014
54,54,"Matt Jones",NA,35.04,876,25,"Front9Round1ScoringAverage",2014
54,54,"Hideki Matsuyama",NA,35.04,806,23,"Front9Round1ScoringAverage",2014
54,54,"Pat Perez",NA,35.04,876,25,"Front9Round1ScoringAverage",2014
54,54,"Tyrone Van Aswegen",NA,35.04,841,24,"Front9Round1ScoringAverage",2014
