"Par5BirdieorBetterLeaders_RANKTHISWEEK_2012","Par5BirdieorBetterLeaders_RANKLASTWEEK_2012","Par5BirdieorBetterLeaders_PLAYERNAME_2012","Par5BirdieorBetterLeaders_ROUNDS_2012","Par5BirdieorBetterLeaders_Pct_2012","Par5BirdieorBetterLeaders_PAR5BIRDIESORBETTER_2012","Par5BirdieorBetterLeaders_PAR5HOLES_2012","stat_name","year"
1,1,"Rory McIlroy",60,53.05,87,164,"Par5BirdieorBetterLeaders",2012
2,2,"Dustin Johnson",70,52.94,108,204,"Par5BirdieorBetterLeaders",2012
3,3,"Bubba Watson",68,52.34,112,214,"Par5BirdieorBetterLeaders",2012
4,4,"Brandt Snedeker",81,50.81,125,246,"Par5BirdieorBetterLeaders",2012
5,5,"Sergio Garcia",57,50.58,87,172,"Par5BirdieorBetterLeaders",2012
6,6,"Kyle Stanley",86,49.8,125,251,"Par5BirdieorBetterLeaders",2012
7,7,"Robert Garrigus",89,49.65,142,286,"Par5BirdieorBetterLeaders",2012
8,8,"Sean OHair",84,49.42,127,257,"Par5BirdieorBetterLeaders",2012
9,9,"Josh Teater",97,49.16,146,297,"Par5BirdieorBetterLeaders",2012
10,10,"Rickie Fowler",84,48.68,129,265,"Par5BirdieorBetterLeaders",2012
11,11,"Steve Stricker",73,48.64,107,220,"Par5BirdieorBetterLeaders",2012
12,12,"Charlie Beljan",61,48.55,84,173,"Par5BirdieorBetterLeaders",2012
13,13,"Ben Crane",73,48.35,117,242,"Par5BirdieorBetterLeaders",2012
14,14,"Tiger Woods",69,48.34,102,211,"Par5BirdieorBetterLeaders",2012
15,15,"James Driscoll",83,48.3,128,265,"Par5BirdieorBetterLeaders",2012
16,16,"Scott Stallings",78,48.18,119,247,"Par5BirdieorBetterLeaders",2012
17,17,"Camilo Villegas",79,48.16,118,245,"Par5BirdieorBetterLeaders",2012
18,18,"Luke Donald",63,48.04,98,204,"Par5BirdieorBetterLeaders",2012
19,19,"Charles Howell III",98,47.99,143,298,"Par5BirdieorBetterLeaders",2012
20,20,"Phil Mickelson",79,47.89,125,261,"Par5BirdieorBetterLeaders",2012
21,21,"Keegan Bradley",90,47.74,127,266,"Par5BirdieorBetterLeaders",2012
22,22,"Pat Perez",81,47.73,126,264,"Par5BirdieorBetterLeaders",2012
23,23,"Jeff Overton",101,47.6,149,313,"Par5BirdieorBetterLeaders",2012
24,24,"Webb Simpson",77,47.52,115,242,"Par5BirdieorBetterLeaders",2012
25,25,"Bo Van Pelt",84,47.31,123,260,"Par5BirdieorBetterLeaders",2012
26,26,"Adam Scott",59,47.22,85,180,"Par5BirdieorBetterLeaders",2012
27,27,"Greg Owen",90,47.19,126,267,"Par5BirdieorBetterLeaders",2012
28,28,"Kevin Chappell",91,46.86,127,271,"Par5BirdieorBetterLeaders",2012
29,29,"Vijay Singh",99,46.69,141,302,"Par5BirdieorBetterLeaders",2012
30,30,"Jason Dufner",83,46.46,118,254,"Par5BirdieorBetterLeaders",2012
31,31,"Bobby Gates",87,46.42,123,265,"Par5BirdieorBetterLeaders",2012
32,32,"Louis Oosthuizen",65,46.32,88,190,"Par5BirdieorBetterLeaders",2012
33,33,"Jimmy Walker",101,46.22,153,331,"Par5BirdieorBetterLeaders",2012
34,34,"Billy Horschel",63,46.2,79,171,"Par5BirdieorBetterLeaders",2012
35,35,"Padraig Harrington",67,46.03,87,189,"Par5BirdieorBetterLeaders",2012
36,36,"Zach Johnson",95,46.02,133,289,"Par5BirdieorBetterLeaders",2012
37,37,"Mathew Goggin",65,46,92,200,"Par5BirdieorBetterLeaders",2012
38,38,"Mark Anderson",75,45.89,106,231,"Par5BirdieorBetterLeaders",2012
39,39,"Robert Karlsson",54,45.68,74,162,"Par5BirdieorBetterLeaders",2012
40,40,"Bud Cauley",99,45.48,146,321,"Par5BirdieorBetterLeaders",2012
41,41,"Henrik Stenson",51,45.24,76,168,"Par5BirdieorBetterLeaders",2012
42,42,"Charley Hoffman",88,45.23,128,283,"Par5BirdieorBetterLeaders",2012
43,43,"John Huh",99,45.21,137,303,"Par5BirdieorBetterLeaders",2012
44,44,"John Senden",81,45.2,113,250,"Par5BirdieorBetterLeaders",2012
45,45,"Chris Couch",61,45.16,84,186,"Par5BirdieorBetterLeaders",2012
45,45,"John Daly",50,45.16,56,124,"Par5BirdieorBetterLeaders",2012
47,47,"Stuart Appleby",75,44.95,98,218,"Par5BirdieorBetterLeaders",2012
48,48,"Lee Westwood",60,44.64,75,168,"Par5BirdieorBetterLeaders",2012
49,49,"Andres Romero",68,44.61,91,204,"Par5BirdieorBetterLeaders",2012
50,50,"Michael Thompson",80,44.58,107,240,"Par5BirdieorBetterLeaders",2012
51,51,"Martin Laird",77,44.53,110,247,"Par5BirdieorBetterLeaders",2012
52,52,"Seung Yul Noh",105,44.44,140,315,"Par5BirdieorBetterLeaders",2012
53,53,"Jonas Blixt",72,44.35,102,230,"Par5BirdieorBetterLeaders",2012
54,54,"Russell Knox",72,44.29,93,210,"Par5BirdieorBetterLeaders",2012
55,55,"Nick Watney",97,44.22,134,303,"Par5BirdieorBetterLeaders",2012
56,56,"Scott Piercy",95,44.19,133,301,"Par5BirdieorBetterLeaders",2012
57,57,"John Rollins",81,44.17,106,240,"Par5BirdieorBetterLeaders",2012
58,58,"Will Claxton",99,44.15,132,299,"Par5BirdieorBetterLeaders",2012
59,59,"Rory Sabbatini",84,44.14,113,256,"Par5BirdieorBetterLeaders",2012
60,60,"Jason Day",57,44.05,74,168,"Par5BirdieorBetterLeaders",2012
61,61,"John Merrick",83,43.93,105,239,"Par5BirdieorBetterLeaders",2012
62,62,"Blake Adams",107,43.84,146,333,"Par5BirdieorBetterLeaders",2012
63,63,"Brendon de Jonge",115,43.78,162,370,"Par5BirdieorBetterLeaders",2012
64,64,"Kris Blanks",65,43.75,91,208,"Par5BirdieorBetterLeaders",2012
65,65,"Tommy Biershenk",74,43.72,101,231,"Par5BirdieorBetterLeaders",2012
66,66,"Jason Kokrak",79,43.42,99,228,"Par5BirdieorBetterLeaders",2012
