"FairwayProximity_RANKTHISWEEK_2008","FairwayProximity_RANKLASTWEEK_2008","FairwayProximity_PLAYERNAME_2008","FairwayProximity_ROUNDS_2008","FairwayProximity_AVG_2008","FairwayProximity_ATTEMPTS_2008","FairwayProximity_TOTALDISTANCEFEET_2008","FairwayProximity_RELATIVETOPAR_2008","stat_name","year"
1,1,"Heath Slocum",104,NA,1268,35486.333,-58,"FairwayProximity",2008
2,2,"Tim Clark",90,NA,994,28197.667,-105,"FairwayProximity",2008
3,3,"Ernie Els",51,NA,466,13231.833,-32,"FairwayProximity",2008
4,4,"Chad Campbell",94,NA,1179,33799.583,-124,"FairwayProximity",2008
5,5,"Gavin Coles",54,NA,629,18132.25,-55,"FairwayProximity",2008
6,6,"Kenny Perry",97,NA,1207,35153.417,-108,"FairwayProximity",2008
7,7,"Geoff Ogilvy",65,NA,627,18373.25,-51,"FairwayProximity",2008
8,8,"Justin Leonard",101,NA,1035,30463.833,-129,"FairwayProximity",2008
8,8,"Bubba Watson",97,NA,962,28333.75,-77,"FairwayProximity",2008
10,10,"Jim McGovern",75,NA,850,25065.083,-3,"FairwayProximity",2008
11,11,"Stephen Ames",83,NA,894,26451.083,-102,"FairwayProximity",2008
12,12,"Briny Baird",113,NA,1333,39550.083,-94,"FairwayProximity",2008
12,12,"Rory Sabbatini",77,NA,827,24549.833,-95,"FairwayProximity",2008
12,12,"Scott Verplank",82,NA,940,27862.25,-75,"FairwayProximity",2008
15,15,"Tommy Armour III",77,NA,899,26781.75,-50,"FairwayProximity",2008
15,15,"Ryan Palmer",69,NA,804,23930.333,-100,"FairwayProximity",2008
15,15,"Mike Weir",88,NA,885,26302.333,-84,"FairwayProximity",2008
18,18,"Jay Williamson",96,NA,1139,33941.833,-54,"FairwayProximity",2008
19,19,"Lucas Glover",91,NA,1100,32927.5,-79,"FairwayProximity",2008
19,19,"John Huston",56,NA,674,20138.083,-71,"FairwayProximity",2008
19,19,"Vijay Singh",82,NA,787,23523,-94,"FairwayProximity",2008
19,19,"Scott Sterling",89,NA,1042,31187.917,-49,"FairwayProximity",2008
19,19,"Vaughn Taylor",103,NA,1253,37513.583,-101,"FairwayProximity",2008
19,19,"Camilo Villegas",79,NA,826,24716.5,-91,"FairwayProximity",2008
19,19,"Dean Wilson",109,NA,1255,37549.417,-99,"FairwayProximity",2008
26,26,"Brian Gay",102,NA,1253,37637.25,-112,"FairwayProximity",2008
26,26,"Lee Janzen",89,NA,1028,30830.583,-44,"FairwayProximity",2008
