"Approach125150yardsRTPScore_RANKTHISWEEK_2010","Approach125150yardsRTPScore_RANKLASTWEEK_2010","Approach125150yardsRTPScore_PLAYERNAME_2010","Approach125150yardsRTPScore_ROUNDS_2010","Approach125150yardsRTPScore_AVGRTP_2010","stat_name","year"
1,1,"Brandt Snedeker",89,-0.243,"Approach125150yardsRTPScore",2010
2,2,"Kevin Na",94,-0.229,"Approach125150yardsRTPScore",2010
3,3,"Ernie Els",72,-0.225,"Approach125150yardsRTPScore",2010
4,4,"Steve Stricker",73,-0.219,"Approach125150yardsRTPScore",2010
5,5,"Chad Collins",87,-0.208,"Approach125150yardsRTPScore",2010
5,5,"Mike Weir",59,-0.208,"Approach125150yardsRTPScore",2010
7,7,"Nick Watney",91,-0.207,"Approach125150yardsRTPScore",2010
8,8,"Cameron Percy",73,-0.198,"Approach125150yardsRTPScore",2010
9,9,"Justin Leonard",89,-0.195,"Approach125150yardsRTPScore",2010
10,10,"Matt Kuchar",97,-0.194,"Approach125150yardsRTPScore",2010
11,11,"Bo Van Pelt",104,-0.189,"Approach125150yardsRTPScore",2010
12,12,"Tim Petrovic",105,-0.185,"Approach125150yardsRTPScore",2010
13,13,"Ricky Barnes",103,-0.177,"Approach125150yardsRTPScore",2010
14,14,"Scott Piercy",88,-0.176,"Approach125150yardsRTPScore",2010
15,15,"JP Hayes",79,-0.173,"Approach125150yardsRTPScore",2010
16,16,"James Nitties",92,-0.172,"Approach125150yardsRTPScore",2010
16,16,"Scott Verplank",74,-0.172,"Approach125150yardsRTPScore",2010
18,18,"Zach Johnson",93,-0.171,"Approach125150yardsRTPScore",2010
19,19,"Trevor Immelman",55,-0.17,"Approach125150yardsRTPScore",2010
20,20,"Ian Poulter",55,-0.167,"Approach125150yardsRTPScore",2010
21,21,"David Toms",86,-0.164,"Approach125150yardsRTPScore",2010
22,22,"Johnson Wagner",85,-0.162,"Approach125150yardsRTPScore",2010
23,23,"Paul Casey",64,-0.16,"Approach125150yardsRTPScore",2010
23,23,"Brian Gay",101,-0.16,"Approach125150yardsRTPScore",2010
23,23,"Steve Marino",81,-0.16,"Approach125150yardsRTPScore",2010
